cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
44000-9573729-3,Sana Hameed,S/O Naeem Gujjar,21039900.0,4536780.0,NTN-178251,Filer,0302-8675147
35202-7302966-3,Tariq Rana,S/O Fatima Tarar,227285130.0,52570410.0,NTN-958894,Filer,0333-3038057
35202-4461896-5,Omar Bukhari,S/O Raja Sandhu,8602160.0,1380980.0,NTN-495806,Filer,0301-6969048
13302-4880029-5,Baig Nawaz,S/O Tahir Gujjar,2042830.0,0.0,NTN-932673,Non-Filer,0321-4555503
42101-8205421-6,Khalid Qureshi,S/O Khalid Iqbal,3648600.0,0.0,NTN-999082,Filer,
13302-6787435-2,,S/O Rukhsar Chaudhry,13187780.0,2400120.0,NTN-490225,Filer,0333-1316954
61101-3981877-4,Fatima Akhtar,S/O Malik Ahmed,116664660.0,24202950.0,,Filer,0322-2541699
44000-1907210-4,Bilal Ansari,S/O S/O Syed Nawaz,3174400.0,0.0,NTN-702288,Filer,0322-6396173
42101-3711379-7,Naveed Cheema,S/O Mehwish Akhtar,1873330.0,0.0,NTN-843014,Non-Filer,0346-6288963
54000-2370529-1,Amna Rizvi,S/O Qureshi Ahmed,5305570.0,0.0,,Non-Filer,0333-4052888
13302-7082911-9,علی حسین,S/O Hassan Rizvi,44974480.0,4361870.0,NTN-469082,Filer,0303-4967420
44000-4698345-9,Adnan Gujjar,S/O Kashif Hameed,93821320.0,15485040.0,NTN-346490,Filer,0332-1681517
44000-2419895-5,Adnan Chaudhry,S/O Asma Bhatti,2322140.0,0.0,NTN-533357,Filer,0313-6600461
54000-9587835-9,Sobia Gilani,S/O Bilal Raza,12488640.0,2953430.0,NTN-509940,Filer,0302-2635391
61101-3810081-7,Rabia Gondal,S/O Asma Bukhari,3482160.0,0.0,NTN-611922,Filer,0321-5518616
35202-2323225-8,Rukhsar Ahmed,S/O Salman Qureshi,27708150.0,4914310.0,NTN-507070,Filer,0301-2884744
21301-6252223-3,Omar Qureshi,S/O Iqra Chattha,6600610.0,1517750.0,NTN-227704,Filer,0303-9328427
54000-6101462-5,Ayesha Tarar,S/O Sana Gujjar,11309360.0,1586660.0,NTN-813830,Filer,0302-1866037
61101-6830566-6,Hassan aja,S/O Sidra Baig,5274540.0,0.0,NTN-482540,Filer,0345-7429192
13302-3569789-6,Maryam Bukhari,S/O Chaudhry Gujjar,6621870.0,1036500.0,NTN-768234,Non-Filer,0300-1181927
44000-3088963-1,Kamran Ansari,S/O Zainab Hameed,7246850.0,1106190.0,NTN-210434,Non-Filer,0301-3291741
44000-1494473-8,Syed Naqvi,S/O Hamid Raja,10257680.0,1051150.0,NTN-835178,Filer,0311-3127581
35202-9770616-1,Maryam Gilani,S/O Hamid Syed,11855020.0,1311620.0,NTN-760578,Filer,0331-7775901
21301-8740454-8,Bilal Virk,S/O Arif Qureshi,18741370.0,4638000.0,NTN-775787,Filer,0332-9833191
61101-4133354-3,Rabia Baig,S/O Bushra Gujjar,7115770.0,532530.0,NTN-756828,Filer,0333-5552453
42101-2208776-7,Hashmi Aslam,,24234180.0,2482340.0,NTN-626171,Filer,0301-9837877
61101-3288328-9,Aamir Jafri,S/O Ali Zaidi,3431290.0,0.0,NTN-299144,Non-Filer,0333-8244209
21301-9021674-9,Bushra Ahmed,S/O Rizwan Bukhari,10297610.0,1823500.0,NTN-689148,Filer,0346-7229533
44000-9653852-6,علی حسین,S/O Iqra Hashmi,42630920.0,4974860.0,NTN-307171,Filer,0332-1428396
35202-6364799-8,Sidra Rafiq,S/O Sana Iqbal,37464010.0,3009300.0,NTN-133437,Filer,0321-1622052
21301-3416225-4,Uzma Qureshi,S/O Hussain Jafri,3213140.0,0.0,NTN-896449,Non-Filer,0333-1941206
21301-8046413-8,Sajid Baig,,11047620.0,1018830.0,NTN-118944,Filer,0303-4526499
35202-1925278-2,Iqra Nawaz,S/O Kashif Nawaz,5198750.0,0.0,NTN-257701,,0322-4389982
35202-2736381-3,Ali Syed,S/O Bushra Qureshi,18818950.0,4178630.0,NTN-274947,Filer,0312-5866606
13302-1121097-9,Aamir Bhatti,S/O عائشہ احمد,265414570.0,64104280.0,NTN-619613,Filer,0313-7622840
61101-9506803-8,Usman Rafiq,S/O Omar Zaidi,8256080.0,1863560.0,NTN-554536,Filer,0311-5105106
13302-1516641-9,Iqra Hashmi,S/O Iqra Bhatti,3027600.0,0.0,NTN-515108,Filer,0313-9104583
13302-1491808-6,Sheikh Qureshi,S/O Noor Gilani,17007280.0,1555220.0,NTN-759462,Filer,0313-7055973
54000-5015464-6,Rizwan Bukhari,S/O Asif Malik,58922900.0,14269540.0,NTN-244957,Filer,0312-8546391
,Salman Qureshi,S/O Ahmed Hussain,4637370.0,0.0,NTN-976375,Filer,0321-4528576
13302-1286698-2,Arif Mirza,S/O Rabia Cheema,4929030.0,0.0,NTN-758149,Non-Filer,0302-5621484
35202-9790328-1,Hassan Sheikh,S/O Fatima Karim,2593350.0,0.0,NTN-585214,,0345-1107102
13302-5214584-8,Hina Malik,S/O Arif Chattha,9605690.0,1134290.0,NTN-939963,Non-Filer,
35202-8988683-9,Noor Syed,S/O Maryam Virk,1641290.0,0.0,,Filer,0301-7146434
13302-3392360-4,Raja Gilani,S/O Fatima Hameed,0.0,4555820.0,NTN-515182,Filer,0311-1676823
54000-5110619-7,Hamid Akhtar,S/O Bushra Karim,27615690.0,4005400.0,NTN-118286,Filer,0333-8029501
54000-5446285-6,,S/O Faisal Aslam,15832550.0,3090530.0,NTN-929208,Filer,0321-9551602
42101-5606698-5,Syed Hameed,S/O Sidra Syed,0.0,779680.0,NTN-871123,Filer,0331-6129639
54000-7252171-7,Hina Akhtar,S/O Rukhsar Akhtar,45985450.0,7166370.0,NTN-925043,Filer,0331-8748419
61101-1359908-7,Zainab Gondal,S/O Sheikh Virk,7736610.0,1133980.0,NTN-911299,Non-Filer,0312-6756902
61101-1065878-9,Mehwish Cheema,S/O Sana Khan,12185860.0,2137440.0,NTN-614462,Filer,0345-3152969
42101-5293010-3,Uzma Qureshi,,27936470.0,4300530.0,NTN-237948,Filer,0302-9407060
35202-4387157-8,Asma Khan,S/O Sobia Mirza,18598420.0,2418190.0,NTN-677398,Filer,0303-8946752
54000-1931938-7,Tahir Giilani,S/O Rabia Ansari,65330700.0,11982490.0,NTN-936784,Filer,0302-1796366
42101-7787380-7,Zubair Naqvi,S/O مریم چودھری,6350150.0,531070.0,NTN-400683,Filer,0321-4451163
44000-6680184-9,Aamir Karim,S/O Sheikh Hameed,19432010.0,3941620.0,NTN-346451,Filer,0345-8373026
61101-9256986-8,Nadia Hashmi,S/O Ibrahim Gondal,18591600.0,4218670.0,NTN-606754,Filer,0312-9647735
21301-4682471-9,Syed Hameed,S/O فاطمہ خان,63041950.0,8519960.0,NTN-791175,Filer,0346-7456219
42101-3334588-6,Iqra Syed,S/O زینب علی,5193590.0,0.0,NTN-361724,Filer,0322-8648146
35202-9446601-8,Hamid Butt,S/O Maryam Naqvi,7780090.0,1231050.0,NTN-353526,Non-Filer,0301-6782930
44000-4350726-9,Hussain Bukhari,S/O Salman Gujjar,11775710.0,2914040.0,NTN-602490,Filer,0312-6856884
35202-9426327-2,Ahmed Gujjar,S/O Saira Rana,5454390.0,0.0,,Non-Filer,0313-3526712
35202-4654678-5,صنا ملک,S/O Noor Sheikh,4587050.0,0.0,NTN-728238,Non-Filer,0303-6625935
21301-8913298-5,Hashmi Rafiq,S/O Hassan Hameed,20322170.0,1820670.0,NTN-216374,Filer,0331-9163182
13302-1453449-8,Qureshi Naqvi,S/O Zainab Bukhari,6489020.0,1206740.0,NTN-328666,Non-Filer,0313-1803753
13302-4695683-7,Rabia Malik,,3828570.0,0.0,NTN-127871,Non-Filer,0331-5669739
35202-9114517-5,Hina Ahmed,S/O Hussain Cheema,13196110.0,2073820.0,NTN-260832,Filer,0345-8955755
42101-9921884-3,Hina hSeikh,S/O Faisal Rana,2375750.0,0.0,NTN-674414,Non-Filer,0313-6307288
61101-8773056-4,Mirza Sheikh,S/O Usman Chattha,2639060.0,0.0,NTN-842995,Non-Filer,0346-2704646
44000-8946390-8,Bilal Rana,S/O Faisal Baig,14318920.0,1564280.0,NTN-146557,Filer,0303-7343262
13302-5026970-8,Aamir Bhatti,S/O Syed Ahmed,26495900.0,4624270.0,NTN-872852,Filer,0321-5720983
35202-2453844-5,Sobi aMirza,S/O Raja Baig,31658700.0,5631930.0,NTN-215508,Filer,0346-4989212
54000-1701806-9,Hashmi Khan,S/O Saira Gondal,39045080.0,3115560.0,NTN-550920,Filer,0346-7722708
42101-3873313-4,Chaudhry Gujjar,S/O Rabia Ahmed,33616470.0,5546140.0,NTN-148502,Filer,0300-1602496
42101-2856159-3,Shazia Gujjar,S/O Zainab Latif,3196560.0,0.0,NTN-422158,Filer,0313-8515059
13302-6557607-3,Mehwish Malik,S/O Shoaib Syed,90538500.0,13267540.0,NTN-466250,Filer,0300-1542282
13302-4652860-8,Noor Iqbal,S/O Kamran Latif,6882950.0,1126270.0,NTN-369677,Non-Filer,0331-1114757
61101-6234672-4,Kashif Rizvi,S/O صنا ملک,7506250.0,1869690.0,NTN-168971,Filer,0331-2119802
54000-8147819-3,Asma Hussain,S/O Qureshi Hashmi,15154750.0,2781370.0,NTN-118508,Filer,0311-4896669
13302-6954959-3,Kamran Gujjar,S/O Noor Jafri,33860840.0,3809890.0,NTN-189740,Filer,0303-7184221
13302-7044006-3,Hamid  Bukhari,S/O Tahir Virk,19980550.0,3568050.0,NTN-894107,,0301-9114925
61101-5213446-9,Hassan Ahmed,S/O Ali Syed,2864860.0,0.0,NTN-511962,Non-Filer,0303-3951890
61101-5232041-6,Baig Abbasi,S/O Kashif Butt,2656120.0,0.0,NTN-760117,Non-Filer,0333-3987058
13302-1318382-5,Mehwish Rizvi,S/O Hussain Butt,4497520.0,0.0,NTN-757961,Filer,0345-7312675
13302-9547928-7,Maryam Raja,S/O Kashif Iqbal,10019900.0,1261750.0,NTN-842940,Filer,0311-1907043
13302-7177975-3,Tahir Chaudhry,S/O Sidra Zaidi,2052420.0,0.0,NTN-753322,Filer,0300-9612440
21301-4560896-6,Fatima Cheema,S/O Ali Syed,2633080.0,0.0,NTN-463815,Non-Filer,0321-6228005
21301-6312708-8,Ayesha Aslam,S/O Sajid Hussain,24353600.0,4215240.0,NTN-394352,,0312-5633475
13302-2954313-1,Ahmed Gondal,S/O Zainab Gujjar,5200610.0,0.0,NTN-290053,Non-Filer,0321-6226102
13302-9599355-9,Syed Butt,S/O Rizwan Iqbal,47240270.0,11098740.0,NTN-700766,Filer,0301-6913673
44000-7007679-2,Shoaib Rana,S/O Sidra Gilani,13111370.0,0.0,NTN-417558,Filer,0303-4084811
54000-6143048-8,Adnan Gujjar,S/O Kashif Karim,97663140.0,5960080.0,NTN-447362,Filer,0346-5731119
54000-3358208-4,Sidra Virk,S/O Tahir Ali,1632320.0,0.0,NTN-738277,Non-Filer,0301-9756994
21301-7679063-2,Zubair Butt,S/O Ahmed Sheikh,14891080.0,2789370.0,NTN-250154,Filer,0321-8835537
21301-6923686-5,Saira Sandhu,S/O Malik Tarar,16403490.0,2469340.0,NTN-872760,Filer,0321-8797486
21301-9307720-7,Khalid Latif,,16471200.0,3333350.0,NTN-631445,Filer,
54000-8127778-5,Sajid Tarar,S/O Mehwish Zaidi,2337810.0,0.0,NTN-218732,Non-Filer,0303-7743663
13302-2041906-8,ابراہیم ملک,S/O Rukhsar Bukhari,45478670.0,3696640.0,NTN-723123,Filer,0312-5233280
54000-3822312-1,Ayesha Baig,S/O Ibrahim Latif,13077330.0,2990180.0,NTN-968213,Filer,0300-2968753
61101-1785548-7,Ayesha Chaudhry,S/O Sheikh Ahmed,18633580.0,3596430.0,NTN-273473,Filer,0346-4017046
21301-6556840-1,ابراہیم ملک,S/O S/O Shazia Naqvi,1437770.0,0.0,NTN-299131,Non-Filer,0301-8064807
42101-4694612-2,Khalid Butt,S/O Nadia Virk,9321340.0,0.0,NTN-677697,Non-Filer,0300-5928910
44000-8409097-8,Arif Syed,S/O Raja Sheikh,11415910.0,1128460.0,NTN-814407,Filer,0311-8820493
44000-5268942-6,Noor Syed,S/O Mohammad Tarar,46156030.0,10897380.0,NTN-367713,Filer,0346-7282668
44000-2263376-5,Hina Ali,S/O Ayesha Iqbal,19426400.0,4719650.0,NTN-124088,Filer,0331-1395428
35202-2375864-8,Baig Virk,S/O Zubair Iqbal,7901210.0,848070.0,NTN-419206,Non-Filer,0332-7813778
13302-8139475-4,Nadia Qureshi,S/O Hussain Chaudhry,31512880.0,5463200.0,NTN-928592,Filer,0333-3546928
42101-8355764-9,Naveed Ahmed,S/O Noor Butt,24174380.0,4343350.0,NTN-225502,Filer,0302-4523314
44000-9439984-5,Omar Baig,S/O Fatima Zaidi,108521670.0,20763120.0,NTN-329038,Filer,0321-1109341
54000-8278852-6,Bushra Jafri,S/O Hashmi Chaudhry,23737380.0,2650570.0,NTN-517305,Filer,0303-6740847
21301-4470657-9,Ayesha Raja,S/O Usman Bukhari,55939480.0,8846390.0,NTN-914743,Filer,0321-8590804
44000-1161102-7,Fatima Zaidi,S/O S/O Uzma Abbasi,4446910.0,0.0,NTN-777425,Non-Filer,0331-8654679
42101-4989408-3,Hamid Iqbal,S/O Amna Akhtar,9573810.0,1688830.0,,Filer,0322-1296167
44000-7530662-6,Uzma Bhatti,,5292700.0,0.0,NTN-958519,Non-Filer,0313-2733818
54000-8341765-2,Ayesha Butt,S/O Muhammad Zaidi,12714980.0,3144170.0,NTN-415541,Filer,0301-4058955
35202-6824363-1,Sana Akhtar,S/O Usman Cheema,7937340.0,532960.0,NTN-852270,Non-Filer,0302-5927237
13302-6939785-4,Tahir Hameed,S/O Rukhsar Rizvi,3393380.0,0.0,NTN-997127,Non-Filer,0301-9510677
42101-2405329-3,Naveed Khan,S/O Bushra Ansari,15908830.0,3420550.0,NTN-226041,Filer,0302-6554077
35202-9395962-5,Malik Abbasi,S/O Usman Jafri,15394070.0,2024190.0,NTN-736879,Filer,0302-4193974
54000-4257379-6,Naveed Hussain,S/O Tahir Gilani,189821300.0,45767160.0,NTN-716410,Filer,0302-1538457
13302-1534594-3,عمر شیخ,S/O Rabia Bhatti,0.0,0.0,NTN-931446,Non-Filer,0332-3128585
21301-2728209-2,Baig Butt,S/O Kashif Naqvi,21094320.0,1962690.0,NTN-907113,Filer,0322-1903041
61101-2691506-4,,S/O Rabia Hussain,90248420.0,16195940.0,NTN-473484,Filer,0333-1579971
35202-2768361-4,Hussain Bukhari,S/O Sobia Akhtar,3413460.0,0.0,NTN-876978,Filer,0322-7155043
61101-7332428-1,Hassan Virk,S/O Tariq Naqvi,23197580.0,2019210.0,NTN-559945,Filer,0302-1930366
61101-1864361-4,Asif Gondal,S/O Faisal Bhatti,125989560.0,6810520.0,NTN-803828,Filer,0301-1023487
35202-1492091-1,Rizwan Zaidi,S/O Ibrahim Aslam,16891010.0,2682870.0,NTN-923613,Filer,0300-8825067
54000-6184666-8,Mirza Aslam,S/O Hashmi Rizvi,16401680.0,1032750.0,NTN-454729,Filer,0345-4891930
21301-7092894-9,Kashif Naqvi,S/O S/O Ibrahim Bukhari,1678700.0,0.0,NTN-897875,Non-Filer,0332-5221936
42101-7426846-2,Usman Raja,S/O Salman Karim,0.0,5635670.0,NTN-163697,Filer,0312-7166661
54000-4920197-1,Saira Sheikh,S/O محمد علی,11585300.0,801260.0,NTN-588949,Filer,0346-7501628
35202-7649508-5,Iqra Rizvi,S/O Salman Karim,39222810.0,8131130.0,NTN-173134,Filer,0313-2530068
44000-9543768-9,Faisal Tarar,S/O Sheikh Naqvi,14602830.0,0.0,NTN-393649,Filer,0333-6386017
44000-8594054-6,مریم چودھری,S/O S/O Tahir Ansari,6717370.0,1408170.0,NTN-773718,Filer,0302-7659346
42101-2891460-5,Rukhsar Nawaz,S/O Hamid Latif,5978500.0,0.0,NTN-799896,Filer,0301-2219563
44000-2116368-7,Zubair Iqbal,S/O Syed Jafri,7418860.0,790270.0,NTN-391650,Non-Filer,0345-6700018
35202-7026084-4,Qureshi Aslam,S/O Asma Baig,15314580.0,0.0,NTN-918379,Filer,0313-4521807
61101-8350368-8,Sobia Chattha,S/O Rizwan Aslam,21613420.0,4211020.0,NTN-296124,Filer,0345-5014745
13302-1929841-7,Tahir Aslam,S/O Ibrahim Qureshi,7129280.0,1497110.0,NTN-819093,Non-Filer,0312-5806454
54000-4029653-1,Asma Butt,S/O Ibrahim Chattha,0.0,0.0,NTN-340318,Filer,0312-5133847
54000-3304005-6,Malik Ansari,S/O Mehwish Tarar,5508020.0,0.0,NTN-299002,Non-Filer,0345-1764815
54000-5437438-9,Muhammad Cheema,S/O Ibrahim Ahmed,21196750.0,2162490.0,NTN-620883,Filer,0333-8203855
21301-2072595-9,Sheikh Rana,S/O S/O Uzma Mirza,262140.0,0.0,NTN-933591,Non-Filer,0345-4480664
35202-7096480-5,Arif Nawaz,S/O Malik Butt,8228850.0,1357700.0,NTN-533736,Non-Filer,0313-1118553
21301-7519977-5,Naveed Jafri,S/O Zubair Rizvi,5378460.0,0.0,NTN-870218,Filer,0321-5730805
,Kamran Rafiq,S/O Syed Ali,766880.0,0.0,NTN-426685,Filer,0345-5163555
13302-5242442-4,Khalid Hashmi,S/O Naveed Khan,32810850.0,8134620.0,NTN-177930,Filer,0331-9321239
42101-6790843-2,احمد خان,S/O Naeem Gujjar,0.0,0.0,,Non-Filer,0333-2367132
54000-6292385-4,احمد خان,S/O Nadia Bhatti,13157760.0,3004520.0,NTN-558707,Filer,0332-1564961
21301-4265153-5,Asif Akhtar,S/O Sheikh Baig,11536810.0,1810200.0,NTN-723484,Filer,0345-7400259
35202-9249220-8,Raja Hussain,S/O Bilal Naqvi,40156280.0,9626650.0,NTN-255735,Filer,0333-8086125
54000-6900247-3,Naveed Cheema,S/O Sajid Gondal,41730830.0,2605460.0,NTN-906895,Filer,0322-6185050
35202-3353515-7,,S/O Noor Sheikh,56013500.0,8560250.0,NTN-654704,Filer,0311-6187294
35202-8367521-1,عائشہ احمد,S/O Shazia Gondal,84027530.0,9596080.0,NTN-694072,Filer,0301-5440575
54000-2696557-7,Mehwish Chaudhry,S/O Hina Raza,1421160.0,0.0,NTN-161699,Filer,0312-6066483
35202-4249389-5,صنا ملک,S/O Shoaib Latif,19731220.0,1342910.0,NTN-432053,Filer,0331-2426628
44000-8004579-7,Rukhsar Latif,S/O محمد احمد,10860400.0,2276360.0,NTN-522032,Filer,0300-3254503
61101-9039184-2,Adnan Gilani,S/O Qureshi Latif,14488040.0,2577180.0,NTN-961542,Filer,0322-5894181
61101-8736886-9,Waseem Chaudhry,S/O S/O Usman Syed,5229200.0,0.0,NTN-428304,Non-Filer,0322-8413874
,Muhammad Tarar,S/O Hassan Chaudhry,18216780.0,1263750.0,NTN-813320,Filer,0333-2111042
44000-8589032-7,Ahmed Karim,S/O Adnan Tarar,13168520.0,2764800.0,NTN-450054,Filer,0331-2149603
61101-7294914-3,Syed Aslam,S/O Rukhsar Rafiq,12417750.0,2955530.0,NTN-666079,Filer,0300-5301390
61101-9218260-1,Raja Virk,S/O Bushra Bukhari,11019910.0,1449660.0,NTN-944442,Filer,0301-8115297
35202-9396377-9,,S/O Salman Hussain,109257230.0,6345080.0,NTN-445164,Filer,0332-5669108
35202-8398616-4,Husain Nawaz,S/O Tariq Sheikh,25167750.0,3512940.0,NTN-510812,Filer,0322-1714943
21301-7657967-8,Khalid Butt,S/O Naveed Raja,33505520.0,8180280.0,NTN-624381,Filer,0345-1010029
13302-3736522-9,Qureshi Sheikh,S/O Faisal Karim,8689720.0,1084160.0,NTN-830272,Non-Filer,0321-6328540
42101-4797091-5,Faisal Sheikh,S/O Kashif Chattha,2452870.0,0.0,NTN-373427,Filer,
35202-2685524-3,Salman Ansari,S/O S/O Tahir Akhtar,346030.0,0.0,NTN-827818,Non-Filer,0345-3345961
35202-2938551-3,Rabia Ansari,S/O Bilal Naqvi,7038320.0,511230.0,NTN-535941,Filer,0313-1054711
44000-9943762-6,Bushra Gondal,S/O Sobia Abbasi,28657960.0,6850110.0,NTN-354592,Filer,0321-2200937
35202-7625931-9,Uzma Hameed,S/O نادیہ رضا,53393410.0,6206190.0,NTN-822863,Filer,0311-8032747
42101-8875106-1,Nadia Iqbal,S/O Sheikh Baig,40690790.0,7715850.0,NTN-621902,Filer,0332-5682675
54000-6101462-5,Ayesha Tarar,S/O Sana Gujjar,11575660.0,958560.0,NTN-861456,Filer,0302-1866037
54000-4835957-6,Tahir Hashmi,S/O Rizwan Bhatti,0.0,26062490.0,NTN-469713,Filer,0346-7987558
21301-9118604-3,محمد علی,S/O Nadia Chattha,81052630.0,18642890.0,NTN-167567,Filer,0302-6833165
44000-4874618-6,Zubair Latif,S/O Aamir Karim,17885800.0,2481930.0,NTN-340116,Filer,0311-6037904
13302-9435412-7,Hassan Hameed,S/O Mehwish Chattha,40470890.0,7288730.0,NTN-918489,Filer,0303-5703613
54000-4566116-7,Shazia Zaidi,S/O Mirza Hameed,26556390.0,3356990.0,NTN-428018,Filer,0346-5655218
61101-8948107-9,Hina Virk,S/O Rizwan Malik,1496330.0,0.0,NTN-668512,Non-Filer,0302-6502353
21301-9799742-6,Ibrahim Hussain,S/O مریم چودھری,8684010.0,1683380.0,NTN-706840,Filer,0345-8619230
35202-7632115-2,Hassan Zaidi,S/O S/O Baig Hameed,6487990.0,428080.0,NTN-384384,Filer,0303-9469478
54000-3822312-1,Ayesha Baig,S/O Ibrahim Latif,13039800.0,2433420.0,NTN-430666,Filer,0300-2968753
42101-9697546-3,Uzma Hussain,S/O Nadia Chattha,23057650.0,4625770.0,NTN-140132,Filer,0345-6144033
13302-8322991-6,Hussain Cheema,S/O Hashmi Aslam,90213310.0,9504840.0,NTN-114292,Filer,0321-4370808
61101-7085502-5,Noor Hashmi,S/O Kamran Jafri,636570.0,0.0,NTN-472172,Filer,0331-6112711
61101-4504154-6,Tariq Akhtar,S/O Hashmi Tarar,36646070.0,6395510.0,NTN-959597,Filer,0322-6348335
42101-9698799-3,Fatima Abbasi,S/O Imran Abbasi,2956300.0,0.0,NTN-783948,Filer,0331-3604706
54000-2877401-1,Hashmi Karim,S/O Malik Naqvi,20941940.0,2252430.0,NTN-519173,Filer,0313-9693313
13302-4779679-4,Rukhsar Latif,S/O Aamir Rana,45079570.0,5045630.0,NTN-571161,Filer,0300-9167792
61101-5875582-8,Sna Naqvi,S/O Tahir Bukhari,0.0,1726220.0,NTN-134816,Non-Filer,0322-6415515
35202-4032684-2,Bilal Sheikh,S/O Zubair Cheema,11951000.0,2549890.0,NTN-612957,Filer,0321-2007399
35202-7045114-6,Aamir Hussain,S/O Noor Bukhari,18587590.0,2098870.0,NTN-318519,Filer,0345-2167300
35202-6504670-2,Sajid Chattha,S/O Mohammad Akhtar,17203550.0,2508020.0,NTN-529528,Filer,0300-7864274
21301-5595595-8,Ayseha Raja,S/O Aamir Akhtar,23464190.0,3453860.0,NTN-149338,Filer,0346-2388945
13302-1374994-3,Bilal Raja,S/O Hussain Rana,33399350.0,8013430.0,NTN-894811,Filer,0322-7670460
21301-2592747-4,Faisal Latif,S/O Hassan Jafri,73796590.0,8177530.0,NTN-897872,Filer,0303-5148110
61101-1878547-6,Usman Bhatti,S/O Sidra Ali,87808640.0,13758580.0,NTN-193568,Filer,0332-7485471
44000-1513994-2,Sobia Raja,S/O Shoaib Sheikh,26971750.0,6285270.0,NTN-299394,Filer,0312-4308012
61101-9981436-1,Adnan Qureshi,S/O Imran Cheema,6325870.0,407820.0,NTN-395766,Non-Filer,
21301-8345974-7,Shoaib Abbasi,S/O Amna Chattha,0.0,1066290.0,,Filer,0302-9999365
54000-5990716-2,Hussain Baig,S/O Asif Zaidi,17011550.0,1561640.0,NTN-865575,Filer,0322-1473947
35202-1581546-5,Maryam Syed,S/O Hamid Rafiq,164990350.0,0.0,NTN-416595,Filer,0311-1110206
42101-1008181-4,Mehwish Gilani,S/O زینب علی,4829930.0,0.0,NTN-779626,Filer,0333-8260096
35202-5090590-3,Saira Malik,S/O Tahir Naqvi,4036620.0,0.0,NTN-288006,Filer,0333-4827150
54000-2764731-1,Sana Chattha,S/O Malik Bukhari,31894360.0,7949470.0,NTN-811551,Filer,0346-1763581
61101-6026983-7,Usman Karim,S/O Khalid Qureshi,4892180.0,0.0,NTN-498480,Non-Filer,0345-1707866
13302-7303479-9,Khalid Sheikh,,38405380.0,4361290.0,NTN-467428,Filer,0331-3485914
13302-1552761-2,Mirza Butt,S/O Omar Bhatti,20404240.0,2658260.0,NTN-368889,Filer,0311-8762027
21301-4428851-5,Hussain Zaidi,S/O Sajid Mirza,18678480.0,4568780.0,NTN-407162,Filer,
44000-8649014-3,Bushra Gujjar,S/O Khalid Virk,7932540.0,1730110.0,NTN-118668,Filer,0303-5966782
61101-3150815-6,Hamid Sandhu,S/O Tariq Ahmed,69503390.0,11129070.0,NTN-722471,Filer,
13302-3469451-4,Omar Naqvi,S/O Tariq Cheema,17390010.0,2765100.0,NTN-470494,Filer,0303-5818172
13302-9971807-8,Bushra Jafri,S/O S/O Faisal Hashmi,11093700.0,964660.0,NTN-900356,Filer,0313-8840537
54000-1363711-3,Uzma Hussain,S/O Muhammad Sheikh,20392490.0,3811310.0,NTN-428103,Filer,0313-2668494
54000-4936074-1,Arif Bhatit,S/O Saira Baig,6103240.0,884020.0,NTN-630735,Filer,0302-5363341
61101-6340842-4,Naeem Ansari,S/O Mehwish Bhatti,7607310.0,1779460.0,NTN-245868,Filer,0345-1884516
54000-2241975-8,Syde Chattha,S/O Hussain Rafiq,3154660.0,0.0,NTN-211179,Non-Filer,0300-3669613
42101-8802829-1,Ibrahim Akhtar,S/O Bushra Cheema,17417150.0,3761410.0,NTN-922947,Filer,0300-2084573
54000-3197727-4,Noor Raja,S/O Mehwish Khan,3923880.0,0.0,NTN-630453,Non-Filer,0300-8949803
42101-2294615-5,Zubair Syed,S/O S/O Sidra Rana,625870.0,0.0,NTN-603352,Non-Filer,0300-6649968
21301-9323837-2,Waseem Rafiq,S/O Noor Nawaz,46455590.0,9655140.0,NTN-504314,Filer,0333-4284150
21301-3112278-8,Ali Buhkari,S/O Hussain Malik,1814510.0,0.0,NTN-768399,Filer,0322-4906903
54000-3907413-8,Zubair Hameed,S/O Zainab Sheikh,27034350.0,1572480.0,NTN-681034,Filer,0302-4054532
21301-6493549-7,Zainab Rafiq,S/O Amna Virk,5747940.0,0.0,NTN-271859,Non-Filer,0345-9799214
44000-1314043-4,Shoaib Bhatti,S/O S/O Adnan Malik,7385910.0,544060.0,NTN-430524,Filer,
21301-5690029-9,Tariq Bukhari,S/O Usman Aslam,0.0,1022750.0,NTN-840445,Filer,0313-3267809
13302-8479801-2,Ibrahim Rizvi,S/O Ayesha Virk,39629090.0,4661360.0,NTN-586766,Filer,0321-3959043
13302-4859134-4,Imran Akhtar,S/O Omar Syed,17116090.0,4035860.0,NTN-856972,Filer,0312-9522296
54000-1863083-6,Arif Zaidi,S/O Qureshi Cheema,1590020.0,0.0,NTN-571289,Non-Filer,0322-8917589
54000-5140479-4,Hashmi Raza,S/O Rizwan Nawaz,6351790.0,1013050.0,NTN-364069,Non-Filer,0332-1474058
35202-9699607-4,Tariq Hameed,S/O Rizwan Nawaz,17590720.0,4242670.0,NTN-920980,Filer,0311-6070402
61101-7072490-5,Syed Tarar,S/O Usman Rana,20320300.0,4347360.0,NTN-692135,Filer,0322-4767003
35202-3502367-8,Rukhsar Hashmi,S/O Saira Ali,31249650.0,5241230.0,NTN-783705,Filer,0331-2845435
54000-4361005-6,Noor Gujjar,S/O Sidra Qureshi,87641150.0,16740060.0,NTN-795388,Filer,0302-4168333
