canonical_name,father_name,cnic,consumer_id,meter_no,address,city,province
Naveed Bhatti,S/O Bilal Nawaz,35202-3684740-4,CON-68008212,MTR-8610669,"House 294, Block D, Gulberg, Skardu",Skardu,Gilgit-Baltistan
Muhammad Latif,S/O Faisal Iqbal,54000-5757898-5,CON-97689477,MTR-7435684,"House 429, Block C, F-10, Chilas",Chilas,Gilgit-Baltistan
Muhammad Hameed,S/O Chaudhry Gujjar,,CON-65850563,MTR-1892075,"House 355, Block C, Johar Town, Sialkot",Sialkot,Punjab
Syed Syed,S/O Rabia Jafri,42101-9676385-4,CON-60153482,MTR-1398487,"House 229, Block H, Gulberg, Quetta",Quetta,Balochistan
Waseem Aslam,S/O Amna Ahmed,35202-8353482-9,CON-91973343,MTR-6059487,"House 159, Block D, Cantt, Hub",Hub,Balochistan
Baig Rafiq,S/O Ahmed Syed,35202-7055334-9,CON-50817826,MTR-9869352,"House 30, Block E, Defence, Sargodha",Sargodha,Punjab
Adnan Gilani,S/O Sidra Butt,44000-8774115-8,CON-59622812,MTR-6784636,"House 301, Block A, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Rana,S/O Usman Rafiq,44000-7334530-8,CON-63871311,MTR-9099803,"House 205, Block E, PAF Colony, Peshawar",Peshawar,KPK
Asif Hashmi,S/O Qureshi Chaudhry,54000-9058573-4,CON-28497772,MTR-9924538,"House 243, Block B, F-10, Gwadar",Gwadar,Balochistan
Maryam Zaidi,S/O Kashif Sandhu,54000-5854173-3,CON-99177203,MTR-1086887,"House 451, Block A, Bahria Town, Multan",Multan,Punjab
Arif Hameed,S/O Amna Latif,13302-5233054-5,CON-46422564,MTR-9406971,"House 156, Block G, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Usman Rizvi,S/O Sidra Abbasi,54000-4582920-1,CON-81856552,MTR-9542200,"House 125, Block E, G-9, Chilas",Chilas,Gilgit-Baltistan
Bushra Naqvi,S/O Iqra Gilani,42101-7055966-4,CON-26425723,MTR-7151378,"House 44, Block B, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zubair Virk,S/O Bushra Sheikh,13302-4586794-1,CON-97298135,MTR-7925526,"House 305, Block C, Saddar, Hub",Hub,Balochistan
Qureshi Rafiq,S/O Qureshi Raza,35202-4954730-4,CON-67514728,MTR-7549393,,Abbottabad,KPK
Ahmed Rizvi,S/O Mohammad Chaudhry,61101-9164342-9,CON-37252497,MTR-5641942,"House 393, Block C, Saddar, Abbottabad",Abbottabad,KPK
Hashmi Syed,S/O Rukhsar Rana,61101-7783308-3,CON-46930274,MTR-2071375,"House 289, Block A, Gulberg, Hub",Hub,Balochistan
Hassan Sheikh,S/O Fatima Karim,35202-9790328-1,CON-24351159,MTR-1737457,"House 432, Block D, Gulberg, Sukkur",Sukkur,Sindh
Malik Bhatti,S/O Bilal Jafri,35202-1000896-6,CON-94311360,MTR-8196566,"House 431, Block D, I-8, Quetta",Mirpurkhas,Sindh
Salman Ali,S/O Uzma Rana,35202-5431138-7,CON-32551561,MTR-1789127,"House 226, Block E, Model Town, Quetta",Quetta,Balochistan
Amna Nawaz,S/O Hassan Ahmed,54000-8993139-7,CON-72878179,MTR-7642392,"House 314, Block E, I-8, Skardu",Skardu,Gilgit-Baltistan
Mehwish Zaidi,S/O Faisal Abbasi,44000-7893913-7,CON-12919262,MTR-4008853,"House 110, Block C, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Hamid Hashmi,S/O Hussain Baig,13302-2485573-9,CON-19416539,MTR-1792974,"House 299, Block A, DHA, Islamabad",Islamabad,ICT
Fatima Qureshi,S/O Raja Ahmed,42101-7045102-5,CON-97853204,MTR-2433931,"House 220, Block F, Bahria Town, Islamabad",Islamabad,ICT
Naveed Bhatti,S/O Bilal Nawaz,35202-3684740-4,CON-76253469,MTR-1722964,"House 144, Block H, I-8, Bannu",Bannu,KPK
Arif Butt,S/O Raja Rafiq,44000-9877514-2,CON-97787925,MTR-3166854,"House 190, Block B, Scheme 33, Gwadar",Gwadar,Balochistan
Muhammad Baig,S/O Sana Hameed,54000-4288660-6,CON-45170897,MTR-9527583,"House 247, Block D, PAF Colony, Gilgit",Gilgit,Gilgit-Baltistan
Naveed Syed,S/O S/O Tariq Akhtar,61101-9787997-3,CON-14765744,MTR-2601022,"House 486, Block B, Cavalry Ground, Gwadar",Gwadar,Balochistan
Syed Zaidi,S/O Asma Hameed,21301-3463610-9,CON-45058022,MTR-1145687,"House 260, Block A, Saddar, Islamabad",Islamabad,ICT
Nadia Hashmi,S/O Rizwan Naqvi,61101-6342252-7,CON-30614531,MTR-3878353,"House 70, Block F, North Nazimabad, Hub",Hub,Balochistan
Hina Sheikh,S/O Sajid Aslam,21301-9741022-5,CON-97811455,MTR-7813282,"House 225, Block A, Askari, Islamabad",Islamabad,ICT
Zuair Latif,S/O Aamir Karim,44000-4874618-6,CON-77646682,MTR-7111908,"House 419, Block D, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Bushra Syed,S/O Asif Virk,44000-9299933-3,CON-37648968,MTR-9513405,"House 223, Block G, Cantt, Quetta",Quetta,Balochistan
Ibrahim Hashmi,S/O Baig Zaidi,13302-1896246-2,CON-68241830,MTR-1394670,"House 28, Block C, North Nazimabad, Karachi",Karachi,Sindh
Hassan Naqvi,S/O Iqra Rafiq,35202-9022880-7,CON-90481192,MTR-8711653,"House 500, Block G, E-11, Gwadar",Gwadar,Balochistan
Muhammad Ali,S/O Chaudhry Rafiq,61101-6188808-1,CON-24392364,MTR-4460161,"House 1, Block C, I-8, Bannu",Bannu,KPK
صنا ملک,S/O Bilal Cheema,21301-9397813-8,CON-25142953,MTR-9420244,"House 34, Block A, E-11, Hub",Hub,Balochistan
Muhammad Gilani,S/O محمد احمد,13302-2841134-4,CON-96938854,MTR-7207415,"House 251, Block B, DHA, Islamabad",Islamabad,ICT
Maryam Qureshi,S/O Ibrahim Ansari,61101-9298749-2,CON-43447197,MTR-3788781,"House 248, Block F, G-9, Rawalakot",Rawalakot,Azad Kashmir
Noor Cheema,S/O Hussain Karim,35202-4180930-1,CON-80428702,MTR-4243254,"House 211, Block H, Gulshan-e-Iqbal, Multan",Multan,Punjab
,S/O Sobia Mirza,21301-8696599-9,CON-94057038,MTR-5195523,"House 368, Block B, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Mirza Jafri,S/O Baig Butt,13302-2710850-3,CON-94714684,MTR-9796987,"House 229, Block E, E-11, Islamabad",Islamabad,ICT
Amna Virk,S/O زینب علی,21301-9341542-4,CON-93579811,MTR-7778432,"House 383, Block E, Johar Town, Rawalpindi",Rawalpindi,Punjab
Mehwish Ansari,S/O Shazia Ansari,,CON-12280477,MTR-6148605,"House 390, Block G, E-11, Hyderabad",Hyderabad,Sindh
Raja Gondal,S/O Bushra Khan,13302-4222974-2,CON-61706705,MTR-2558128,"House 486, Block H, Gulberg, Larkana",Larkana,Sindh
Bilal Tarar,S/O Nadia Zaidi,54000-1087466-8,CON-55642255,MTR-4876765,"House 120, Block F, F-10, Multan",Multan,Punjab
Arif Sandhu,S/O Sobia Akhtar,21301-6884980-7,CON-54490221,MTR-6809278,"House 411, Block C, Bahria Town, Khuzdar",Khuzdar,Balochistan
عائشہ امد,S/O Ayesha Baig,35202-3588711-4,CON-56211371,MTR-3883502,"House 442, Block F, Gulshan-e-Iqbal, Hub",Hub,Balochistan
Waseem Raja,S/O Zubair Ansari,21301-8392042-8,CON-52113261,MTR-2747912,"House 241, Block B, Model Town, Nawabshah",Nawabshah,Sindh
Hassan Naqvi,S/O Iqra Rafiq,,CON-35062687,MTR-6983274,"House 500, Block G, E-11, Gwadar",Gwadar,Balochistan
Noor Cheema,S/O S/O Rabia Raja,44000-7305252-9,CON-17960320,MTR-3737301,"House 61, Block D, I-8, Rawalakot",Rawalakot,Azad Kashmir
Hamid Naqvi,S/O Omar Iqbal,13302-8579433-8,CON-35614880,MTR-3006045,"House 102, Block C, PAF Colony, Gwadar",Gwadar,Balochistan
Muhammad Karim,S/O Imran Sandhu,42101-3698440-7,CON-35709832,MTR-8254470,"House 128, Block D, Clifton, Khuzdar",Khuzdar,Balochistan
Sidra Jafri,S/O Fatima Iqbal,42101-7463257-2,CON-55774458,MTR-2096087,"House 116, Block H, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Fatima Karim,S/O Asma Raza,44000-7115138-9,CON-13933152,MTR-4458523,"House 299, Block C, Johar Town, Skardu",Skardu,Gilgit-Baltistan
Ibrahim Hameed,S/O Shoaib Zaidi,21301-3589576-1,CON-35679469,MTR-3348395,"House 413, Block C, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Hamid Rafiq,S/O Salman Naqvi,44000-8570478-4,CON-53426028,MTR-2549025,"House 360, Block C, F-10, Karachi",Faisalabad,Punjab
Kashif Qureshi,S/O Hussain Aslam,21301-8936405-1,CON-88718090,MTR-3892935,"House 122, Block A, Clifton, Bannu",Bannu,KPK
Waseem Ansari,S/O Mirza Gilani,13302-6735309-2,CON-40599103,MTR-5825584,"House 29, Block G, Scheme 33, Peshawar",Peshawar,KPK
Ali Sandhu,S/O Muhammad Syed,54000-9295548-2,CON-99249861,MTR-3423538,"House 97, Block H, Cavalry Ground, Muzaffarabad",Muzaffarabad,Azad Kashmir
Qureshi Gondal,S/O Salman Nawaz,44000-2293403-6,CON-73273444,MTR-9796682,"House 253, Block F, Model Town, Sargodha",Sargodha,Punjab
Sana Rizvi,S/O Sheikh Hussain,54000-1813885-9,CON-90218325,MTR-4636784,"House 109, Block E, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Sobia Syed,S/O Kamran Bukhari,54000-1140823-1,CON-59807135,MTR-5357703,"House 483, Block D, Scheme 33, Skardu",Skardu,Gilgit-Baltistan
Tahir Iqbal,S/O Naeem Cheema,44000-1451304-6,CON-26120196,MTR-7745149,"House 339, Block D, PAF Colony, Chilas",Chilas,Gilgit-Baltistan
,S/O Raja Zaidi,44000-6441146-8,CON-38826744,MTR-3119239,"House 395, Block G, Defence, Mardan",Mardan,KPK
Kashif Hashmi,S/O Tariq Ansari,13302-8841285-7,CON-18266772,MTR-2839540,"House 179, Block B, Gulshan-e-Iqbal, Peshawar",Peshawar,KPK
Ayesha Sandhu,S/O Syed Naqvi,54000-8587041-8,CON-65836603,MTR-6435348,"House 318, Block C, Clifton, Islamabad",Islamabad,ICT
,,13302-8025655-1,CON-31760645,MTR-4116021,"House 215, Block F, Clifton, Rawalpindi",Rawalpindi,Punjab
زینب علی,S/O Asma Chaudhry,42101-5856449-1,CON-37438946,MTR-9997837,"House 172, Block E, Township, Chilas",Chilas,Gilgit-Baltistan
عائشہ احمد,S/O Tahir Rana,21301-8019577-6,CON-42255255,MTR-1540539,"House 391, Block G, North Nazimabad, Islamabad",Islamabad,ICT
Uzma Bhatti,S/O Bushra Iqbal,13302-3441652-9,CON-72969714,MTR-1398764,"House 334, Block B, North Nazimabad, Hub",Hub,Balochistan
Shazia Sheikh,S/O Arif Khan,35202-1429083-2,CON-23592678,MTR-3327870,"House 260, Block F, Saddar, Nawabshah",Nawabshah,Sindh
Fatima Chattha,S/O Amna Sandhu,44000-9107275-2,CON-11073531,MTR-4088930,"House 391, Block E, Defence, Islamabad",Islamabad,ICT
Imran Hameed,S/O Naeem Qureshi,42101-5535270-5,CON-94372322,MTR-3169673,"House 187, Block H, Township, Quetta",Quetta,Balochistan
Noor Syed,S/O Mohammad Tarar,44000-5268942-6,CON-50503443,MTR-9814795,"House 289, Block E, Township, Mardan",Mardan,KPK
Sana Chattha,S/O Aamir Butt,42101-7880444-5,CON-99659833,MTR-5371528,"House 84, Block D, I-8, Mirpur",Mirpur,Azad Kashmir
Zainab Karim,S/O Kamran Sheikh,13302-5186332-1,CON-44309047,MTR-6673458,"House 65, Block G, G-9, Quetta",Quetta,Balochistan
Omar Zaidi,S/O Tahir Malik,21301-3815529-6,CON-61934427,MTR-4132585,"House 442, Block D, North Nazimabad, Peshawar",Peshawar,KPK
Qureshi Akhtar,S/O Asif Hameed,61101-4270865-2,CON-90955536,MTR-4293020,"House 283, Block B, I-8, Mingora",Mingora,KPK
Shazia Syed,S/O Mohammad Khan,42101-4780174-6,CON-47630233,MTR-7149315,"House 363, Block G, Gulshan-e-Iqbal, Kohat",Kohat,KPK
Muhammad Bukhari,S/O Hassan Iqbal,54000-9209620-4,CON-76826156,MTR-7119250,"House 475, Block F, Defence, Rawalakot",Rawalakot,Azad Kashmir
Salman Chaudhry,S/O Sajid Zaidi,44000-4208029-4,CON-22395196,MTR-7394307,"House 483, Block G, PAF Colony, Peshawar",Peshawar,KPK
Rizwan Bhatti,S/O Aamir Bhatti,13302-2779095-1,CON-90094566,MTR-5842132,"House 239, Block A, DHA, Mirpur",Mirpur,Azad Kashmir
Hussain Malik,S/O Adnan Iqbal,42101-3601944-5,CON-15412046,MTR-9642792,"House 450, Block B, Johar Town, Multan",Multan,Punjab
Bushra Sandhu,S/O Salman Rizvi,61101-2965397-1,CON-32120776,MTR-7335229,"House 400, Block G, Defence, Mardan",Mardan,KPK
Arif Qureshi,S/O Hashmi Sandhu,54000-6886602-1,CON-58495596,MTR-8897744,,Khuzdar,Balochistan
Hussain Cheema,S/O Mehwish Mirza,61101-6985046-9,CON-85275087,MTR-7757902,"House 227, Block A, G-9, Quetta",Quetta,Balochistan
Muhammad Latif,S/O Mohammad Bukhari,13302-7661851-2,CON-70686203,MTR-7341119,"House 97, Block G, North Nazimabad, Mirpurkhas",Mirpurkhas,Sindh
Arif Raza,S/O Aamir Rafiq,21301-8588532-8,CON-30397354,MTR-6227437,"House 69, Block D, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Iqra Ali,S/O Sheikh Bhatti,21301-9466315-4,CON-14456047,MTR-8930534,"House 259, Block E, I-8, Nawabshah",Nawabshah,Sindh
Ail Syed,S/O Syed Karim,54000-6551591-2,CON-30857272,MTR-8365518,"House 368, Block B, DHA, Karachi",Karachi,Sindh
Sana Khan,S/O Uzma Karim,54000-5623969-2,CON-42988481,MTR-8453633,"House 453, Block G, Model Town, Chilas",Chilas,Gilgit-Baltistan
Arif Butt,S/O عمر شیخ,35202-3709796-7,CON-36917634,MTR-1176452,"House 144, Block G, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sobia Akhtar,S/O Salman Akhtar,42101-8420581-3,CON-89408971,MTR-7501899,"House 403, Block H, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Zubair Bukhari,S/O Imran Raza,54000-1966421-6,CON-54248624,MTR-8670428,"House 415, Block D, Gulberg, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Butt,S/O Ayesha Butt,61101-1728773-9,CON-71829349,MTR-3520268,"House 412, Block B, Cantt, Islamabad",Islamabad,ICT
Iqra Virk,S/O Salman Naqvi,42101-1583606-8,CON-24252126,MTR-8649229,,Skardu,Gilgit-Baltistan
Khalid Iqbal,S/O Zubair Jafri,42101-9156889-7,CON-11264982,MTR-4750809,"House 176, Block E, Clifton, Islamabad",Islamabad,ICT
Sidra Hameed,S/O Naeem Akhtar,21301-3460898-1,CON-37667286,MTR-5933618,"House 145, Block D, Scheme 33, Bannu",Bannu,KPK
Aamir Hameed,S/O Mohammad Ansari,35202-9302292-3,CON-25559437,MTR-7228526,"House 73, Block E, E-11, Rawalakot",Rawalakot,Azad Kashmir
Zubbair Gondal,S/O Noor Rafiq,61101-8014938-7,CON-23412786,MTR-4099850,"House 453, Block H, Gulberg, Mingora",Mingora,KPK
Asif Naqvi,S/O Sobia Sheikh,21301-5364478-6,CON-57416653,MTR-6814870,"House 451, Block G, F-10, Hyderabad",Hyderabad,Sindh
Sobia Qureshi,S/O Waseem Chaudhry,21301-3288458-4,CON-25596306,MTR-1033622,"House 480, Block A, Clifton, Larkana",Larkana,Sindh
Naveed Cheema,S/O Iqra Tarar,54000-4626151-8,CON-42506273,MTR-4101569,"House 390, Block E, Township, Islamabad",Islamabad,ICT
Faisal Malik,S/O Rabia Syed,35202-6849348-2,CON-15602298,MTR-8888565,"House 400, Block C, North Nazimabad, Rawalakot",Rawalakot,Azad Kashmir
Tariq Ali,S/O Naeem Sandhu,44000-8594351-9,CON-92296112,MTR-4663843,"House 143, Block E, Johar Town, Peshawar",Peshawar,KPK
Asma Ahmed,S/O Ibrahim Iqbal,44000-9544092-5,CON-78682132,MTR-5526887,"House 249, Block E, Cavalry Ground, Gwadar",Gwadar,Balochistan
Chaudhry Tarar,S/O Kamran Baig,54000-6100571-3,CON-75908562,MTR-7137234,"House 53, Block E, Cavalry Ground, Chilas",Chilas,Gilgit-Baltistan
,S/O Faisal Sheikh,13302-7175825-9,CON-91145024,MTR-3779373,"House 416, Block B, North Nazimabad, Islamabad",Islamabad,ICT
Amna Baig,S/O Ali Chattha,35202-4659331-1,CON-12350471,MTR-5182834,"House 303, Block A, I-8, Chilas",Chilas,Gilgit-Baltistan
Muhammad Karim,S/O Fatima Ali,54000-1779183-6,CON-44671456,MTR-4402753,"House 99, Block G, Scheme 33, Mingora",Mingora,KPK
Khalid Rana,S/O Salman Nawaz,54000-6379867-4,CON-15602514,MTR-5570694,"House 32, Block C, Cantt, Mirpurkhas",Mirpurkhas,Sindh
Waseem Syed,S/O Zainab Abbasi,13302-9493615-2,CON-98741613,MTR-7476155,"House 183, Block E, Clifton, Peshawar",Peshawar,KPK
Asif Rana,S/O Salman Rana,42101-2053339-9,CON-20097135,MTR-5462998,"House 51, Block G, Township, Hub",Hub,Balochistan
Hashmi Rana,S/O Ahmed Naqvi,42101-7758043-1,CON-24076336,MTR-5824265,"House 36, Block H, Model Town, Gwadar",Gwadar,Balochistan
Bilal Rizvi,S/O Sana Gondal,42101-1013314-5,CON-76719820,MTR-2096288,"House 194, Block B, I-8, Mardan",Mardan,KPK
Bushra Naqvi,S/O Iqra Gilani,42101-7055966-4,CON-67047493,MTR-5541377,"House 44, Block B, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Tariq Ali,S/O Rukhsar Rana,21301-3917871-8,CON-26812266,MTR-6460374,,Quetta,Balochistan
Muhammad حسن,S/O Qureshi Ansari,42101-8646419-2,CON-43108322,MTR-5620655,"House 220, Block E, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asif Gujjar,S/O Mehwish Aslam,54000-8442372-9,CON-25940340,MTR-2924399,"House 388, Block D, E-11, Rawalakot",Rawalakot,Azad Kashmir
Imran Butt,S/O Salman Ansari,13302-8060918-6,CON-96880200,MTR-4329786,"House 135, Block D, Bahria Town, Lahore",Lahore,Punjab
Usman Raja,S/O Hamid Bukhari,61101-3438687-8,CON-59466370,MTR-4604056,"House 467, Block F, Gulberg, Gilgit",Gilgit,Gilgit-Baltistan
Syed Tarar,S/O Usman Rana,61101-7072490-5,CON-82325837,MTR-9228400,"House 232, Block C, Defence, Islamabad",Islamabad,ICT
Usman Hashmi,S/O Hassan Qureshi,44000-1014686-5,CON-21430109,MTR-6487280,"House 66, Block E, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Hassan Iqbal,S/O Rukhsar Hameed,42101-9422139-2,CON-12028697,MTR-8274796,"House 149, Block D, North Nazimabad, Larkana",Larkana,Sindh
Usman Ansari,S/O Khalid Ansari,35202-8666531-4,CON-58830878,MTR-8441335,"House 239, Block E, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Muhammad Akhtar,S/O Iqra Bukhari,13302-8787666-6,CON-15087996,MTR-1494670,"House 479, Block C, Saddar, Faisalabad",Faisalabad,Punjab
Shazia Virk,S/O Mohammad Jafri,21301-6557043-9,CON-82656408,MTR-5611677,"House 29, Block G, Gulshan-e-Iqbal, Khuzdar",Khuzdar,Balochistan
Kashif Raja,S/O Tahir Naqvi,44000-6196324-2,CON-74830268,MTR-4281691,"House 265, Block D, E-11, Nawabshah",Nawabshah,Sindh
Fatima Rizvi,S/O محمد علی,35202-1409507-7,CON-67658242,MTR-9602616,"House 90, Block D, Township, Islamabad",Islamabad,ICT
Muhammad Virk,S/O Kashif Rafiq,13302-2510538-8,CON-35002845,MTR-1180226,"House 158, Block B, E-11, Mirpur",Mirpur,Azad Kashmir
Mohammad Tarar,S/O Raja Rizvi,44000-5075991-5,CON-63108508,MTR-7109965,"House 391, Block H, North Nazimabad, Sialkot",Sialkot,Punjab
Rabia Abbasi,S/O S/O Chaudhry Aslam,44000-8700011-5,CON-40894001,MTR-1757970,"House 270, Block F, Gulshan-e-Iqbal, Karachi",Karachi,Sindh
Muhammad Naqvi,S/O Amna Ali,54000-6974357-8,CON-24130419,MTR-5992476,"House 29, Block H, Gulshan-e-Iqbal, Lahore",Lahore,Punjab
Rizwan Abbasi,S/O Uzma Hashmi,54000-3438855-9,CON-56933570,MTR-6101943,"House 276, Block H, Cavalry Ground, Mingora",Mingora,KPK
Hassan MMalik,S/O Uzma Qureshi,61101-8573889-5,CON-70257305,MTR-1619415,"House 7, Block D, Defence, Khuzdar",Khuzdar,Balochistan
Hassan Abbasi,S/O Hassan Ansari,35202-9816957-5,CON-58541429,MTR-3632934,"House 413, Block G, North Nazimabad, Gilgit",Gilgit,Gilgit-Baltistan
Mehwish Rafiq,S/O Zubair Rizvi,54000-9707087-5,CON-48625367,MTR-9388790,"House 118, Block B, Clifton, Abbottabad",Abbottabad,KPK
Hina Mirza,S/O Uzma Chattha,42101-6854509-2,CON-11200916,MTR-3000858,"House 220, Block F, Cavalry Ground, Skardu",Skardu,Gilgit-Baltistan
Amna Rana,,21301-3022230-4,CON-23195747,MTR-4349861,"House 387, Block A, F-10, Islamabad",Islamabad,ICT
Salman Aslam,S/O Malik Hussain,61101-7459935-6,CON-47063306,MTR-6861560,"House 258, Block G, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Naveed Jafri,S/O Ayesha Rana,61101-6696598-4,CON-19812792,MTR-1089658,"House 180, Block H, Defence, Gilgit",Gilgit,Gilgit-Baltistan
Mehwish Raja,S/O Zainab Qureshi,13302-4898454-2,CON-33581186,MTR-2687953,"House 256, Block G, Saddar, Rawalakot",Rawalakot,Azad Kashmir
,S/O Rizwan Malik,13302-6688907-9,CON-88226529,MTR-7054335,"House 21, Block A, Bahria Town, Rawalakot",Rawalakot,Azad Kashmir
Iqra Chattha,S/O Waseem Rafiq,,CON-21125631,MTR-7379500,"House 386, Block G, Model Town, Islamabad",Islamabad,ICT
Raja Bhatti,S/O Sana Virk,35202-1749161-2,CON-46093425,MTR-1021431,"House 37, Block A, G-9, Gwadar",Gwadar,Balochistan
Sidra Nawaz,S/O Sheikh Gilani,54000-6616655-9,CON-67775325,MTR-3278762,"House 325, Block E, Township, Rawalakot",Rawalakot,Azad Kashmir
Bushra Cheema,S/O Qureshi Virk,13302-8728502-5,CON-24099517,MTR-4764379,,Gwadar,Balochistan
Ali Bukhari,,61101-6118472-2,CON-44702511,MTR-3552617,"House 433, Block B, Township, Rawalpindi",Rawalpindi,Punjab
QureshiSyed,S/O Zainab Malik,35202-9274007-1,CON-37678796,MTR-1728575,"House 325, Block F, Gulberg, Islamabad",Islamabad,ICT
Ali Hashmi,S/O Ali Virk,21301-3877765-2,CON-63772628,MTR-4265574,"House 322, Block E, Model Town, Chilas",Chilas,Gilgit-Baltistan
Sajid Gilani,S/O Rizwan Virk,35202-8130059-6,CON-52425094,MTR-2782855,"House 219, Block A, North Nazimabad, Mardan",Mardan,KPK
Bilal Rana,S/O Faisal Baig,44000-8946390-8,CON-86473174,MTR-2036434,"House 271, Block B, E-11, Gilgit",Gilgit,Gilgit-Baltistan
Mirza Gondal,S/O Rabia Nawaz,35202-8915168-3,CON-51908651,MTR-4483245,"House 471, Block D, Clifton, Bannu",Bannu,KPK
Muhammad Zaidi,S/O Mohammad Abbasi,,CON-44583134,MTR-9769849,"House 28, Block H, F-10, Peshawar",Peshawar,KPK
Ahmed Iqbal,S/O Chaudhry Hussain,44000-7723767-3,CON-10133333,MTR-5066196,"House 14, Block G, Askari, Mardan",Mardan,KPK
Rukhsar Rizvi,S/O Iqra Chaudhry,54000-1929242-8,CON-48535420,MTR-7759206,"House 431, Block G, Saddar, Mirpur",Mirpur,Azad Kashmir
,S/O Sheikh Malik,42101-2848116-1,CON-69388361,MTR-2093159,"House 498, Block G, PAF Colony, Rawalakot",Rawalakot,Azad Kashmir
Muhammad Malik,S/O Zubair Chattha,35202-4158061-3,CON-41222218,MTR-4285663,"House 298, Block E, Scheme 33, Khuzdar",Khuzdar,Balochistan
Hina Syed,S/O Salman Hashmi,35202-9143206-5,CON-25951295,MTR-3047941,"House 45, Block G, Township, Multan",Multan,Punjab
Hamid Butt,S/O Maryam Naqvi,35202-9446601-8,CON-97654993,MTR-7960066,"House 425, Block C, Model Town, Mirpur",Mirpur,Azad Kashmir
Amna Raja,S/O Raja Butt,21301-5889869-3,CON-96188468,MTR-6924586,"House 160, Block C, Cavalry Ground, Hyderabad",Hyderabad,Sindh
Hashmi Gilani,S/O Adnan Iqbal,13302-5003268-5,CON-16409146,MTR-4524678,"House 368, Block C, Saddar, Gilgit",Gilgit,Gilgit-Baltistan
,S/O Bilal Raza,,CON-88124707,MTR-5955243,"House 120, Block A, I-8, Multan",Multan,Punjab
Ayesha Rizvi,S/O Tariq Sandhu,21301-2609428-5,CON-79886261,MTR-9934696,"House 369, Block A, Johar Town, Kohat",Kohat,KPK
Tahir Malik,S/O Shazia Mirza,21301-1799824-2,CON-26866423,MTR-6871723,"House 250, Block B, Cavalry Ground, Gwadar",Gwadar,Balochistan
Sobia Malik,S/O Tahir Naqvi,35202-7416175-7,CON-28398634,MTR-6957092,"House 415, Block G, Model Town, Sargodha",Sargodha,Punjab
Shoaib Abbasi,S/O Shazia Virk,61101-1119889-8,CON-12578260,MTR-8589719,"House 380, Block G, G-9, Abbottabad",Abbottabad,KPK
Shoaib Gondal,S/O Iqra Abbasi,21301-7236341-3,CON-39205064,MTR-1441913,"House 164, Block A, Clifton, Gwadar",Gwadar,Balochistan
Muhammad Ahmed,S/O Salman Qureshi,35202-2323225-8,CON-87563555,MTR-8530632,"House 327, Block F, G-9, Turbat",Turbat,Balochistan
Faisal Khan,S/O Raja Cheema,13302-8745859-8,CON-96375627,MTR-7609260,"House 269, Block G, Gulberg, Hyderabad",Hyderabad,Sindh
Amna Karim,S/O Khalid Jafri,54000-5325779-4,CON-42477305,MTR-7700849,"House 21, Block B, Clifton, Multan",Multan,Punjab
Nadia Qureshi,S/O Hussain Chaudhry,13302-8139475-4,CON-32027061,MTR-8019705,"House 291, Block G, Saddar, Peshawar",Peshawar,KPK
Ayesha Bhatti,S/O احمد خان,44000-5159182-8,CON-18337233,MTR-3922944,"House 42, Block E, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Ansari,S/O Bilal Ali,42101-4329866-1,CON-80508190,MTR-7780669,"House 269, Block D, Model Town, Chilas",Chilas,Gilgit-Baltistan
Kamran Ahmed,S/O Bilal Bhatti,42101-7437737-3,CON-52621389,MTR-1163005,"House 421, Block A, Gulshan-e-Iqbal, Sukkur",Sukkur,Sindh
