canonical_name,father_name,cnic,passport_no,nationality,city,travelling_from,destination,travel_date,visa_type,reason_to_travel
صنا ملک,S/O Shoaib Latif,35202-4249389-5,AB5389644,Pakistani,Turbat,Pakistan,Malaysia,2021-03-27,Business,Family Visit
Hamid Gujjar,S/O Ahmed Cheema,21301-2726852-4,,Pakistani,Gilgit,Pakistan,UAE,2020-12-30,Work,Tourism
Noor Aslam,S/O Tahir Gujjar,42101-1505595-2,AB8933544,Pakistani,Khuzdar,Pakistan,Turkey,2023-11-09,Student,Tourism
,S/O Kamran Qureshi,54000-3491173-5,AB5406872,Pakistani,Sukkur,Pakistan,UK,2023-08-15,Work,Family Visit
Ali Gujjar,S/O Faisal Bukhari,44000-8841865-7,AB6895593,Pakistani,Gwadar,Pakistan,France,2016-01-15,Work,Family Visit
Mehwish Ahmed,S/O Rabia Baig,21301-7751546-4,AB7547788,Pakistani,Islamabad,Pakistan,Germany,2019-04-02,Visit,Education
Sidra Abbasi,S/O Aamir Raja,21301-6312396-9,AB6776376,Pakistani,Gujranwala,Pakistan,Turkey,2022-07-21,Visit,Family Visit
Sobia Raja,S/O Arif Butt,13302-4928017-8,AB1713565,Pakistani,Turbat,Pakistan,UK,2015-01-04,Business,Business Meeting
Nadia Sheikh,S/O Iqra Rizvi,35202-3663444-2,AB5518521,Pakistani,Islamabad,Pakistan,Saudi Arabia,2023-10-28,Student,Education
Zubair Tarar,S/O صنا ملک,21301-7167525-4,AB6190832,Pakistani,Mirpur,Pakistan,USA,2018-01-03,Work,Medical Treatment
Tahir Raza,S/O Arif Baig,44000-3030966-1,AB6443326,Pakistani,Abbottabad,Pakistan,France,2017-05-13,Business,Business Meeting
Baig Rizvi,S/O Tariq Zaidi,54000-6170299-6,AB3850643,Pakistani,Mingora,Pakistan,Saudi Arabia,2018-01-15,Business,Tourism
Amna Chattha,S/O عمر شیخ,61101-4319670-3,AB5212451,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2018-06-27,Business,Business Meeting
Amna Ali,S/O Fatima Abbasi,21301-9924347-8,AB7815306,Pakistani,Islamabad,Pakistan,USA,2021-02-12,Tourist,Medical Treatment
Mohd Karim,,54000-1779183-6,AB6887233,Pakistani,Mingora,Pakistan,UAE,2020-06-16,Visit,Medical Treatment
Tariq Baig,S/O Ayesha Mirza,35202-7019442-5,AB7451565,Pakistani,Sialkot,Pakistan,UAE,2020-05-30,Business,Medical Treatment
,S/O Naeem Gujjar,13302-3504521-7,AB6208843,Pakistani,Islamabad,Pakistan,China,2018-01-10,Visit,Employment
Maryam Bhatti,S/O Salman Jafri,42101-5523795-7,AB3750223,Pakistani,Karachi,Pakistan,Malaysia,2020-12-29,Visit,Education
Baig Chattha,S/O Hassan Gilani,13302-6788681-8,AB1971914,Pakistani,Gilgit,Pakistan,UK,2016-07-20,Work,Medical Treatment
Arif Jafri,S/O Naeem Chattha,21301-4776538-7,AB7250589,Pakistani,Muzaffarabad,Pakistan,Canada,2019-04-16,Tourist,Tourism
Shazia Bukhari,S/O احمد خان,44000-3103442-9,AB9479162,Pakistani,Muzaffarabad,Pakistan,Germany,2023-05-20,Tourist,Family Visit
Muhammad Haameed,S/O علی حسین,21301-7466266-7,AB4572338,Pakistani,Islamabad,Pakistan,Germany,2022-12-31,Business,Employment
Bushra Hussain,S/O Kashif Gilani,21301-9863748-6,AB2054371,Pakistani,Islamabad,Pakistan,Turkey,2017-10-23,Work,Medical Treatment
Mirza Karim,S/O Mehwish Virk,13302-5288516-2,AB4463853,Pakistani,Rawalakot,Pakistan,USA,2020-04-06,Work,Employment
Bilal Sandhu,S/O Adnan Virk,54000-7726711-4,AB7985729,Pakistani,Skardu,Pakistan,Saudi Arabia,2018-04-14,Work,Family Visit
Kashf Raza,S/O Asma Chaudhry,61101-3979023-7,AB8976029,Pakistani,Islamabad,Pakistan,Malaysia,2018-12-15,Business,Medical Treatment
Bushra Ahmed,S/O Uzma Bukhari,54000-9060130-1,AB5207703,Pakistani,Chilas,Pakistan,UK,2021-01-24,Business,Employment
Amna Sheikh,S/O Mehwish Tarar,21301-5988757-7,,Pakistani,Gujranwala,Pakistan,Saudi Arabia,2023-10-10,Business,Education
Amna Hussain,S/O Rukhsar Jafri,21301-5111559-4,AB5025742,Pakistani,Islamabad,Pakistan,Germany,2022-09-21,Visit,Employment
Kamran Butt,S/O Arif Hussain,61101-5445570-5,AB5339337,Pakistani,Karachi,Pakistan,Canada,2022-09-17,Tourist,Family Visit
Zubair Chaudhry,S/O Zainab Rana,35202-7539889-6,AB6315688,Pakistani,Mirpur,Pakistan,USA,2015-02-21,Work,Family Visit
Ayesha Rana,S/O Baig Akhtar,,AB2841998,Pakistani,Mirpur,Pakistan,Turkey,2015-05-10,Visit,Tourism
Amna Karim,S/O Raja Gondal,21301-9191751-1,AB5614844,Pakistani,Mingora,Pakistan,Saudi Arabia,2021-07-21,Visit,Tourism
Shazia Chattha,S/O Raja Abbasi,21301-9000833-3,AB5147895,Pakistani,Mardan,Pakistan,UK,2020-09-07,Business,Business Meeting
Tahir Butt,S/O Imran Karim,35202-7769399-9,AB2918580,Pakistani,Rawalpindi,Pakistan,Saudi Arabia,2019-11-10,Tourist,Employment
Zainab Chaudhry,S/O Sana Chaudhry,44000-9182224-6,AB8381816,Pakistani,Islamabad,Pakistan,Canada,2016-06-27,Work,Employment
Ali Butt,S/O Kashif Zaidi,61101-5500748-8,AB7561261,Pakistani,Skardu,Pakistan,UAE,2019-04-01,Visit,Family Visit
Fatima Zaidi,S/O Muhammad Gujjar,54000-1740912-2,AB3104226,Pakistani,Karachi,Pakistan,Turkey,2017-10-30,Visit,Business Meeting
Mehwish Khan,S/O Syed Karim,35202-9753354-5,AB4003445,Pakistani,Bahawalpur,Pakistan,USA,2020-11-17,Student,Education
Mohd Karim,S/O Baig Bukhari,42101-7072405-6,AB6185629,Pakistani,Nawabshah,Pakistan,Canada,2021-09-16,Tourist,Education
Asif Gujjar,S/O Sajid Malik,13302-6292423-7,AB5623913,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2017-04-20,Visit,Medical Treatment
Qureshi Bhatti,,35202-5363756-2,AB2872551,Pakistani,Mirpur,Pakistan,UAE,2022-11-09,Student,Education
Muhammad Gujjar,,13302-5207588-4,AB9890739,Pakistani,Sialkot,Pakistan,China,2021-06-02,Business,Family Visit
Mohd Malik,S/O زینب علی,61101-5698885-8,,Pakistani,Muzaffarabad,Pakistan,USA,2021-04-07,Work,Employment
Mohd Malik,S/O Nadia Qureshi,42101-4763279-9,AB9744507,Pakistani,Mirpurkhas,Pakistan,China,2018-05-11,Business,Tourism
Asma Bhatti,S/O Faisal Cheema,13302-4580392-4,AB5199720,Pakistani,Nawabshah,Pakistan,China,2021-10-09,Work,Tourism
Imran Ansari,S/O Iqra Hashmi,44000-7563559-9,AB1425207,Pakistani,Nawabshah,Pakistan,Turkey,2022-06-27,Work,Education
Mirza Aslam,S/O صنا ملک,44000-3369276-3,AB2231775,Pakistani,Gujranwala,Pakistan,Turkey,2018-10-31,Business,Medical Treatment
,S/O Kamran Akhtar,42101-2184633-8,AB1979145,Pakistani,Hub,Pakistan,China,2018-08-09,Work,Family Visit
Naeem Bukhari,S/O Shazia Rana,54000-5183604-4,AB9494476,Pakistani,Gilgit,Pakistan,France,2020-01-15,Visit,Business Meeting
,S/O Mirza Chaudhry,,AB6294330,Pakistani,Gilgit,Pakistan,UAE,2022-07-10,Student,Family Visit
عائشہ احمد,S/O Shazia Bukhari,13302-3816607-3,AB2471398,Pakistani,Turbat,Pakistan,China,2022-09-23,Visit,Tourism
Rabia Ali,S/O Hashmi Rizvi,44000-3140161-8,AB4525861,Pakistani,Faisalabad,Pakistan,UK,2016-01-26,Student,Family Visit
Ibrahim Ansari,S/O Asma Bukhari,21301-9404610-5,AB5792858,Pakistani,Islamabad,Pakistan,UAE,2017-04-07,Tourist,Tourism
Iqra Qureshi,S/O Rizwan Malik,13302-6688907-9,AB3777988,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2020-10-20,Work,Education
Shoaib Tarar,S/O Shoaib Jafri,42101-4511404-3,AB5333825,Pakistani,Skardu,Pakistan,UK,2021-09-07,Student,Education
Mohd Mirza,S/O Zainab Raja,13302-3479150-7,AB1323187,Pakistani,Chilas,Pakistan,Malaysia,2021-05-09,Visit,Family Visit
Mohd Nawaz,S/O Bushra Abbasi,42101-9421226-2,AB7482432,Pakistani,Sargodha,Pakistan,Turkey,2015-06-17,Work,Medical Treatment
Imran CCheema,S/O Noor Tarar,61101-5472285-8,,Pakistani,Mardan,Pakistan,Saudi Arabia,2019-06-05,Business,Business Meeting
Sobia Nawaz,S/O Hamid Rafiq,35202-4803691-1,AB4855510,Pakistani,Islamabad,Pakistan,China,2020-11-17,Tourist,Medical Treatment
Bilal Bhatti,S/O Usman Hameed,13302-6485389-2,AB2810653,Pakistani,Hyderabad,Pakistan,China,2020-09-06,Business,Medical Treatment
Mehwish Mirza,S/O Naeem Butt,54000-1568626-6,AB9244321,Pakistani,Rawalakot,Pakistan,China,2021-10-03,Student,Tourism
Ahmed Khan,S/O Imran Abbasi,13302-3183280-7,AB2764744,Pakistani,Mingora,Pakistan,Saudi Arabia,2018-11-16,Student,Family Visit
Khalid Ali,S/O Sidra Gilani,61101-1094709-6,AB5799787,Pakistani,Chilas,Pakistan,Canada,2016-10-17,Tourist,Employment
Kashif Jafri,S/O Hussain Virk,44000-8113803-4,AB1987914,Pakistani,Hyderabad,Pakistan,UK,2019-11-18,Business,Education
Sheikh Virk,S/O Rizwan Ali,21301-4370644-7,AB6623959,Pakistani,Mingora,Pakistan,China,2019-10-26,Student,Family Visit
Ibrahi Akhtar,S/O Fatima Sheikh,21301-5988173-3,AB1405438,Pakistani,Muzaffarabad,Pakistan,Germany,2018-04-29,Tourist,Family Visit
Ali Sandhu,S/O Fatima Karim,35202-4669507-9,AB1158416,Pakistani,Sukkur,Pakistan,France,2019-12-05,Tourist,Business Meeting
Saira Nawaz,S/O Waseem Gilani,54000-5490514-2,AB7599108,Pakistani,Bannu,Pakistan,UAE,2015-06-23,Tourist,Business Meeting
Syed Chaudhry,S/O Adnan Virk,42101-3333028-2,AB8665266,Pakistani,Rawalpindi,Pakistan,UAE,2015-11-18,Visit,Family Visit
Sana Gilani,S/O Hassan Khan,21301-4087744-4,AB7433923,Pakistani,Gujranwala,Pakistan,France,2017-11-23,Tourist,Education
Waseem Chaudhry,S/O S/O Usman Syed,61101-8736886-9,AB7368711,Pakistani,Larkana,Pakistan,Saudi Arabia,2016-02-19,Tourist,Medical Treatment
Raja Gilani,S/O Sana Rafiq,42101-7973587-5,AB1899183,Pakistani,Hub,Pakistan,UAE,2022-07-08,Work,Education
Hassan Mirza,S/O Hassan Ali,21301-4377548-8,AB1608615,Pakistani,Islamabad,Pakistan,France,2019-04-26,Visit,Tourism
Hassan Butt,S/O Rukhsar Jafri,61101-1474039-7,AB2727940,Pakistani,Gilgit,Pakistan,Turkey,2020-05-26,Business,Tourism
Sana Hameed,S/O Saira Baig,21301-1698939-1,AB2608836,Pakistani,Mirpur,Pakistan,France,2017-12-09,Visit,Business Meeting
Hamid Bahtti,S/O Maryam Sandhu,44000-3873429-4,AB9050578,Pakistani,Gilgit,Pakistan,France,2023-09-10,Tourist,Medical Treatment
Mohd Cheema,S/O Naveed Qureshi,42101-8809936-8,,Pakistani,Khuzdar,Pakistan,Germany,2022-06-24,Tourist,Medical Treatment
محمد حسن,S/O Hina Nawaz,61101-5008621-8,AB5324572,Pakistani,Chilas,Pakistan,Malaysia,2017-05-25,Tourist,Tourism
علی حسین,S/O Nadia Ahmed,35202-4783595-8,AB1054316,Pakistani,Hyderabad,Pakistan,UAE,2016-12-23,Student,Business Meeting
Mohd Akhtar,S/O Sheikh Gilani,21301-3286582-9,AB2940762,Pakistani,Bahawalpur,Pakistan,UAE,2023-11-07,Visit,Education
Fatima Karim,S/O Baig Aslam,35202-4664502-2,AB3206058,Pakistani,Islamabad,Pakistan,Germany,2021-01-31,Tourist,Family Visit
Qureshi Gilani,S/O Amna Zaidi,13302-5642138-6,AB9517933,Pakistani,Peshawar,Pakistan,France,2022-10-30,Visit,Medical Treatment
Shazia Virk,S/O Sajid Rizvi,,AB8135808,Pakistani,Skardu,Pakistan,USA,2019-11-03,Business,Education
Hussain Hashmi,S/O Ali Chaudhry,13302-8996197-4,AB5566182,Pakistani,Mirpur,Pakistan,Germany,2016-10-11,Tourist,Business Meeting
Raja Sheikh,S/O Sidra Gilani,54000-4757489-8,AB6646513,Pakistani,Turbat,Pakistan,USA,2023-08-30,Tourist,Business Meeting
Mirza Raza,S/O Naeem Raja,44000-8588068-5,AB6749030,Pakistani,Kohat,Pakistan,UAE,2020-06-21,Visit,Tourism
Tahir Ali,S/O Noor Latif,,AB5468490,Pakistani,Muzaffarabad,Pakistan,UK,2019-09-16,Visit,Employment
Nadia Abbasi,S/O Iqra Gondal,54000-5326084-2,AB7247835,Pakistani,Turbat,Pakistan,UK,2017-03-22,Visit,Business Meeting
Naeem Naqvi,S/O Shoaib Rizvi,,AB5612341,Pakistani,Islamabad,Pakistan,USA,2018-01-30,Visit,Business Meeting
Imran Rizvi,S/O Shazia Butt,44000-9694328-4,,Pakistani,Skardu,Pakistan,Canada,2022-12-11,Business,Employment
Rabia Rafiq,S/O Ayesha Bukhari,35202-4819276-4,,Pakistani,Mingora,Pakistan,Turkey,2021-07-11,Work,Family Visit
Naveed Ahmed,S/O Noor Butt,42101-8355764-9,AB1757251,Pakistani,Chilas,Pakistan,Canada,2016-05-21,Work,Medical Treatment
صنا ملک,S/O Zubair Hussain,13302-4850679-5,AB3333035,Pakistani,Islamabad,Pakistan,UAE,2020-01-25,Student,Employment
Zainab Raza,S/O Hussain Mirza,42101-6076862-4,AB3711668,Pakistani,Hyderabad,Pakistan,Germany,2021-07-08,Work,Education
Ali Bukhari,S/O Ali Aslam,61101-3617098-2,AB5490455,Pakistani,Larkana,Pakistan,Saudi Arabia,2016-11-30,Business,Tourism
Fatima Raja,S/O S/O Kashif Tarar,21301-8349399-9,AB6625277,Pakistani,Chilas,Pakistan,China,2017-12-23,Student,Tourism
Amna Gujjar,S/O Naeem Gondal,44000-7722781-5,AB4547188,Pakistani,Chilas,Pakistan,Saudi Arabia,2015-12-25,Business,Education
Bilal Ansari,,44000-1907210-4,AB4789337,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2019-01-10,Visit,Employment
Mehwish Raja,S/O Iqra Cheema,44000-6546744-4,AB6853286,Pakistani,Mirpurkhas,Pakistan,Canada,2016-08-28,Visit,Family Visit
Ayesha Virk,S/O Sheikh Raja,35202-6261415-1,AB2563215,Pakistani,Islamabad,Pakistan,UK,2022-05-13,Work,Family Visit
Adnan Ali,S/O Uzma Jafri,35202-5621998-8,AB2824446,Pakistani,Mirpur,Pakistan,USA,2018-09-19,Visit,Tourism
Saira Zaidi,S/O Waseem Rana,44000-6129623-1,AB1166986,Pakistani,Rawalakot,Pakistan,Turkey,2018-06-27,Student,Education
Rizwan Raja,S/O Ayesha Qureshi,13302-9555281-4,AB7073239,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2020-12-02,Visit,Tourism
Hina Sheikh,S/O محمد احمد,42101-6542664-2,AB9504518,Pakistani,Hyderabad,Pakistan,Malaysia,2015-08-01,Visit,Family Visit
Zubair Chaudhry,S/O نادیہ رضا,13302-6773521-4,AB6687823,Pakistani,Hub,Pakistan,Saudi Arabia,2017-10-12,Business,Education
Usman Sheikh,S/O Zubair Chattha,54000-8843817-7,AB9734198,Pakistani,Sargodha,Pakistan,UK,2020-01-01,Work,Employment
Rabia Mirza,S/O Hassan Hameed,54000-7567222-1,AB3722856,Pakistani,Kohat,Pakistan,Canada,2017-12-06,Tourist,Family Visit
Usman Abbasi,S/O Asif Gilani,44000-6146365-4,AB3706677,Pakistani,Abbottabad,Pakistan,China,2019-05-01,Work,Business Meeting
,S/O Hamid Sheikh,44000-7403910-4,AB6576290,Pakistani,Islamabad,Pakistan,Malaysia,2020-04-24,Tourist,Education
Maryam Rafiq,S/O Amna Qureshi,44000-5343805-3,AB5243252,Pakistani,Mirpur,Pakistan,China,2019-08-16,Business,Business Meeting
Sobia Zaidi,S/O Bilal Naqvi,13302-3283248-1,,Pakistani,Nawabshah,Pakistan,UAE,2020-11-02,Tourist,Medical Treatment
Noor Cheema,S/O Mirza Rana,44000-7426807-7,AB1373508,Pakistani,Rawalakot,Pakistan,UK,2017-01-30,Tourist,Family Visit
Tahir Cheema,S/O Zubair Ahmed,35202-8444081-9,AB1767605,Pakistani,Islamabad,Pakistan,Turkey,2023-08-17,Student,Tourism
Asma Gondal,S/O Bushra Jafri,61101-5603547-2,AB2562919,Pakistani,Hub,Pakistan,Saudi Arabia,2018-03-16,Visit,Employment
Naveed Karim,S/O Ibrahim Ahmed,44000-5400534-6,AB9840470,Pakistani,Islamabad,Pakistan,France,2017-02-19,Visit,Employment
Iqra Rana,S/O Ayesha Hashmi,54000-3338462-7,AB6629523,Pakistani,Quetta,Pakistan,UK,2016-09-16,Work,Employment
Rukhsar Zaidi,S/O Baig Ali,42101-1866394-9,AB6293626,Pakistani,Islamabad,Pakistan,UAE,2015-03-24,Student,Tourism
Kashif Ansari,S/O Nadia Rafiq,44000-7211175-1,AB6148194,Pakistani,Islamabad,Pakistan,UAE,2021-08-13,Visit,Tourism
Sheikh Gujjar,S/O Fatima Latif,42101-6334061-6,AB1714495,Pakistani,Islamabad,Pakistan,UAE,2023-03-07,Student,Business Meeting
Tariq Aslam,S/O Ibrahim Raja,61101-9223833-6,AB8384672,Pakistani,Hyderabad,Pakistan,Germany,2022-01-11,Work,Medical Treatment
Asma Jafri,S/O Naeem Bhatti,61101-1262268-6,AB4751472,Pakistani,Karachi,Pakistan,USA,2018-08-04,Business,Family Visit
Naeem Virk,S/O Uzma Rafiq,13302-9099857-9,AB6851745,Pakistani,Hub,Pakistan,Germany,2022-06-23,Visit,Education
SairaHussain,S/O Hashmi Baig,13302-9880992-1,,Pakistani,Chilas,Pakistan,Germany,2015-01-28,Student,Family Visit
Naveed Chattha,S/O Malik Gondal,13302-6443492-8,AB5939257,Pakistani,Larkana,Pakistan,Germany,2018-03-04,Visit,Education
Usman Abbasi,S/O Asif Gilani,44000-6146365-4,AB3532511,Pakistani,Abbottabad,Pakistan,Germany,2019-06-26,Visit,Family Visit
Mehwish Tarar,S/O Waseem Raza,42101-3691366-6,AB6261903,Pakistani,Skardu,Pakistan,UK,2021-03-27,Student,Tourism
Hamid Karim,S/O Syed Raja,44000-6759537-3,AB5794409,Pakistani,Rawalakot,Pakistan,UAE,2019-01-15,Visit,Business Meeting
,S/O Naeem Bhatti,54000-6512781-3,AB9992479,Pakistani,Sialkot,Pakistan,Canada,2019-05-20,Student,Family Visit
Arif Virk,S/O Tariq Syed,42101-4708239-2,AB9572824,Pakistani,Gujranwala,Pakistan,Germany,2023-08-04,Work,Family Visit
Tahir Sandhu,S/O Ibrahim Bukhari,61101-9087816-8,AB2605036,Pakistani,Islamabad,Pakistan,China,2018-04-21,Business,Medical Treatment
محمد احمد,S/O Faisal Nawaz,13302-1134133-8,AB9767058,Pakistani,Rawalakot,Pakistan,Germany,2023-06-27,Work,Tourism
Sobia Raja,S/O Sajid Syed,54000-9296866-7,AB6126241,Pakistani,Larkana,Pakistan,UAE,2016-05-31,Visit,Tourism
Rizwan Ahmed,S/O Tariq Nawaz,35202-4055989-4,AB1827694,Pakistani,Bahawalpur,Pakistan,Germany,2015-06-08,Work,Medical Treatment
Hashmi Tarar,S/O Asif Ansari,61101-2624977-1,AB8377701,Pakistani,Bannu,Pakistan,France,2019-02-24,Student,Family Visit
Salman Aslam,S/O Malik Hussain,61101-7459935-6,AB4822817,Pakistani,Mirpur,Pakistan,Turkey,2017-01-12,Business,Education
,S/O Malik Baig,44000-1521022-5,AB8505023,Pakistani,Mardan,Pakistan,Malaysia,2016-03-17,Visit,Business Meeting
Mohd Abbsai,S/O Salman Gilani,44000-3265190-3,AB2889473,Pakistani,Turbat,Pakistan,Malaysia,2022-05-03,Work,Business Meeting
Rizwan Bukhari,S/O Amna Gujjar,61101-3011982-6,AB9220392,Pakistani,Abbottabad,Pakistan,Canada,2020-05-17,Student,Education
Naeem Nawaz,S/O Noor Virk,61101-4754845-2,AB3537152,Pakistani,Muzaffarabad,Pakistan,UK,2023-11-09,Business,Medical Treatment
Sana Khan,S/O Aamir Cheema,61101-7925354-1,AB6651767,Pakistani,Islamabad,Pakistan,Turkey,2023-03-16,Business,Family Visit
Tariq Gilani,S/O Rabia Abbasi,35202-9462341-6,AB9168774,Pakistani,Rawalpindi,Pakistan,Turkey,2019-07-12,Student,Education
Hussain Baig,S/O Tahir Hashmi,42101-5026409-7,AB4287018,Pakistani,Sukkur,Pakistan,Germany,2016-02-08,Business,Tourism
,S/O Mohammad Cheema,54000-4688890-6,AB5253197,Pakistani,Chilas,Pakistan,Saudi Arabia,2016-08-16,Business,Business Meeting
Ahmed Zaidi,S/O Fatima Bukhari,35202-7497877-3,AB8289158,Pakistani,Bannu,Pakistan,China,2018-04-22,Business,Education
Ali Akhtar,S/O Arif Aslam,44000-9148679-4,AB5803483,Pakistani,Karachi,Pakistan,China,2016-04-02,Tourist,Business Meeting
Arf Bhatti,S/O Mirza Iqbal,54000-5336549-5,AB9308744,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-10-19,Student,Employment
Raja Sheikh,S/O Kashif Latif,35202-7830591-7,AB8997933,Pakistani,Gwadar,Pakistan,Malaysia,2020-08-06,Business,Tourism
Hamid Raja,,44000-5623711-2,AB9302679,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2020-03-31,Business,Medical Treatment
Rukhsar Mirza,S/O S/O Chaudhry Rizvi,61101-1079503-4,AB2393037,Pakistani,Skardu,Pakistan,USA,2019-11-01,Visit,Medical Treatment
Noor Iqbal,S/O مریم چودھری,54000-7478733-5,AB2722126,Pakistani,Chilas,Pakistan,UAE,2015-09-03,Tourist,Family Visit
Ayesha Syed,S/O Waseem Nawaz,13302-1859563-9,AB4446179,Pakistani,Lahore,Pakistan,UK,2020-06-27,Visit,Education
Mohd Karim,S/O Rukhsar Raja,54000-3336991-3,AB7042022,Pakistani,Karachi,Pakistan,UAE,2016-11-21,Visit,Tourism
زینب علی,S/O Mirza Malik,44000-8624752-7,AB5058858,Pakistani,Rawalpindi,Pakistan,China,2021-08-18,Work,Education
Asif Rafiq,S/O Kashif Syed,54000-9904849-9,AB2836372,Pakistani,Islamabad,Pakistan,China,2016-05-15,Business,Medical Treatment
Ayesha Jafri,S/O Imran Abbasi,42101-6354424-4,AB4863326,Pakistani,Mirpurkhas,Pakistan,USA,2022-08-23,Visit,Medical Treatment
Tahir Iqbal,S/O Chaudhry Malik,35202-5251915-8,AB9818629,Pakistani,Multan,Pakistan,Canada,2022-05-05,Visit,Family Visit
Usman Gujjar,S/O Sana Ali,21301-5058503-3,AB5802963,Pakistani,Chilas,Pakistan,Germany,2017-08-05,Work,Medical Treatment
Naveed Rana,S/O Imran Zaidi,13302-8618399-2,AB5470828,Pakistani,Rawalakot,Pakistan,UAE,2020-03-05,Business,Employment
Mohammad Chattha,S/O Adnan Qureshi,44000-7555955-3,AB1321803,Pakistani,Islamabad,Pakistan,Germany,2021-04-28,Visit,Employment
Asif Cheema,S/O Amna Cheema,61101-5372688-9,AB2537061,Pakistani,Mirpurkhas,Pakistan,China,2016-04-14,Visit,Tourism
Nadia Ali,S/O Asif Bhatti,13302-9745909-6,AB4917051,Pakistani,Islamabad,Pakistan,USA,2015-04-11,Work,Family Visit
Bilal Qureshi,S/O Sobia Mirza,54000-7962689-6,AB9815435,Pakistani,Mirpurkhas,Pakistan,France,2022-08-26,Visit,Family Visit
Omar Nawaz,S/O محمد علی,35202-5678255-9,AB2425966,Pakistani,Multan,Pakistan,Malaysia,2017-09-10,Business,Business Meeting
Ali Chaudhry,S/O Ahmed Sandhu,44000-4592084-5,AB6578208,Pakistani,Chilas,Pakistan,UK,2019-02-23,Student,Employment
Mirza Jafri,S/O Qureshi Rana,35202-6329242-7,AB8634590,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-02-08,Work,Business Meeting
Salman Rana,S/O Sobia Butt,21301-5272206-8,AB5689023,Pakistani,Sukkur,Pakistan,UK,2015-04-13,Tourist,Family Visit
Mohd Cheema,S/O Faisal Jafri,21301-6473913-2,AB8488631,Pakistani,Quetta,Pakistan,Saudi Arabia,2019-09-23,Student,Business Meeting
Sobia Bhatti,S/O Ibrahim Hashmi,21301-2319478-3,AB8594912,Pakistani,Peshawar,Pakistan,Canada,2023-05-03,Tourist,Tourism
Noor Hussain,S/O Imran Rizvi,21301-7007853-8,AB8379806,Pakistani,Mirpur,Pakistan,Malaysia,2021-09-01,Business,Employment
Omar Cheema,S/O Naeem Ahmed,21301-6818042-7,AB7826548,Pakistani,Gwadar,Pakistan,USA,2023-12-12,Tourist,Education
Baig Cheema,S/O Usman Raza,61101-8447933-4,AB2771591,Pakistani,Rawalpindi,Pakistan,Turkey,2016-03-06,Tourist,Business Meeting
Waseem Baig,S/O Sajid Naqvi,42101-1351948-5,AB2335950,Pakistani,Gilgit,Pakistan,Turkey,2017-12-20,Tourist,Education
Sana Sheikh,S/O Ahmed Akhtar,21301-4634479-5,AB9285060,Pakistani,Sialkot,Pakistan,Canada,2015-08-17,Business,Tourism
Tariq Hameed,S/O Omar Jafri,35202-8809495-9,AB8619029,Pakistani,Rawalpindi,Pakistan,UAE,2017-02-28,Work,Education
Sajid Rizvi,S/O Sajid Virk,54000-7040607-3,AB2653168,Pakistani,Rawalakot,Pakistan,UK,2018-06-17,Visit,Employment
Aamir Qureshi,S/O Adnan Aslam,42101-5234993-5,AB7942376,Pakistani,Gilgit,Pakistan,Germany,2023-12-03,Student,Education
Noor Ahmed,S/O Zubair Qureshi,42101-4693507-8,AB9855161,Pakistani,Karachi,Pakistan,UAE,2020-08-23,Business,Business Meeting
Hussain Bhatti,S/O Tariq Malik,13302-4438669-1,AB6254271,Pakistani,Islamabad,Pakistan,Saudi Arabia,2019-05-06,Tourist,Employment
Rizwan Sheikh,S/O Saira Jafri,42101-5185975-3,AB8000440,Pakistani,Sialkot,Pakistan,France,2023-10-30,Business,Tourism
Mohammad Sandhu,S/O Zubair Cheema,42101-4002078-9,AB1279632,Pakistani,Bannu,Pakistan,USA,2015-09-07,Work,Family Visit
Asma Hussain,S/O Khalid Qureshi,21301-4575870-4,AB5098487,Pakistani,Karachi,Pakistan,Malaysia,2022-05-20,Business,Education
Sobia Chaudhry,S/O Adnan Rafiq,54000-6650572-2,AB4959331,Pakistani,Hyderabad,Pakistan,China,2016-12-26,Visit,Education
زینب علی,S/O Rabia Hussain,42101-3381549-2,AB3749463,Pakistani,Skardu,Pakistan,UAE,2015-05-17,Business,Education
Zubair Hussain,S/O Waseem Gondal,35202-3910682-9,AB3615247,Pakistani,Sialkot,Pakistan,Canada,2020-12-21,Work,Business Meeting
Sajid Tarar,S/O Mehwish Zaidi,54000-8127778-5,AB2806206,Pakistani,Chilas,Pakistan,USA,2020-09-07,Business,Medical Treatment
Ayesha Baig,S/O Kamran Jafri,13302-9141073-3,AB7900408,Pakistani,Sialkot,Pakistan,Turkey,2023-10-16,Business,Employment
Ali Qureshi,S/O Bilal Ansari,13302-9248388-2,AB7920072,Pakistani,Islamabad,Pakistan,UK,2016-12-15,Tourist,Medical Treatment
