canonical_name,father_name,cnic,owner_number,province,city,society_name,property_type,plot_house_no,area,purchase_year,ownership_status,market_value,phone
Nadia Bukhari,S/O Fatima Rizvi,13302-3610866-3,03132266948,Azad Kashmir,Mirpur,Askari,Residential Plot,996,48 Sq.Ft,1997,Sold,67252490.0,0313-2266948
Malik Nawaz,S/O Rizwan Nawaz,44000-6371540-1,03028482476,Balochistan,Quetta,E-11,House,952,76 Marla,2022,Owned,16682940.0,0302-8482476
Hina Mirza,S/O Hassan Gondal,42101-8773741-3,03037469044,Balochistan,Turbat,E-11,Apartment,669,7 Sq.Ft,2007,Rented,113691270.0,0303-7469044
Asif Gujjar,S/O Kashif Hashmi,35202-9034226-6,03012463174,Azad Kashmir,Rawalakot,Johar Town,Residential Plot,225,90 Sq.Ft,1997,Mortgaged,284468690.0,0301-2463174
Nadia Rafiq,S/O Muhammad Hashmi,54000-8285926-8,03317036432,Punjab,Faisalabad,Model Town,House,414,86 Sq.Ft,2019,Mortgaged,101233720.0,0331-7036432
Rabia Rizvi,S/O Hussain Hashmi,35202-5257395-6,03228981604,Azad Kashmir,Mirpur,North Nazimabad,Apartment,509,50 Sq.Ft,2011,Owned,88705320.0,0322-8981604
Ibrahim Virk,S/O Asma Chaudhry,44000-9796605-8,03215577446,Punjab,Sialkot,Gulberg,Residential Plot,466,71 Sq.Ft,2013,Owned,10788650.0,0321-5577446
Salman Sheikh,S/O Shazia Bukhari,54000-2724585-7,03311078278,Balochistan,Gwadar,PAF Colony,Apartment,639,100 Kanal,2001,Mortgaged,6146420.0,0331-1078278
Fatma Hashmi,S/O Naeem Cheema,54000-4859714-8,03121476798,Balochistan,Gwadar,Saddar,Residential Plot,989,98 Sq.Ft,2010,Owned,616573280.0,0331-2613702
Mirza Rizvi,S/O Sana Hameed,42101-8673707-7,03024469681,Azad Kashmir,Rawalakot,Township,Apartment,424,4 Kanal,2022,Owned,23254500.0,0302-4469681
Rizwaan Sandhu,S/O Tariq Karim,42101-6260696-6,03213615151,KPK,Kohat,E-11,House,905,41 Marla,1996,Mortgaged,20199500.0,0321-3615151
Fatima Cheema,S/O Fatima Raja,13302-8818548-4,03225390014,Gilgit-Baltistan,Chilas,Township,Apartment,873,17 Kanal,2014,Sold,11164780.0,0322-5390014
Naeem Chaudhry,S/O Mohammad Naqvi,35202-8707870-9,03225918715,Gilgit-Baltistan,Gilgit,Cavalry Ground,Agricultural Land,731,13 Kanal,2005,Mortgaged,1695894720.0,0322-5918715
Qureshi Cheema,S/O Faisal Jafri,21301-6473913-2,03323797398,Balochistan,Quetta,Township,Apartment,158,66 Marla,1999,Rented,8383350.0,0332-3797398
Sidra Virk,S/O Sidra Gilani,42101-2249382-3,03017328336,KPK,Kohat,Gulshan-e-Iqbal,Residential Plot,292,8 Marla,1995,Mortgaged,72289880.0,0301-7328336
Raja Sheikh,S/O Khalid Naqvi,13302-9861210-3,03328137510,KPK,Abbottabad,Clifton,Apartment,448,15 Kanal,1997,Mortgaged,14876150.0,0332-8137510
BilalRizvi,S/O Sana Gondal,42101-1013314-5,03015239450,KPK,Mardan,E-11,Apartment,619,67 Marla,2012,Mortgaged,33023900.0,0301-5239450
Tahir Cheema,S/O Zubair Ahmed,35202-8444081-9,03326864452,ICT,Islamabad,Township,Apartment,916,71 Kanal,2009,Mortgaged,136082830.0,0332-6864452
Arif Ansari,S/O Sobia Hussain,54000-1866695-2,03219177478,ICT,Islamabad,Gulberg,Residential Plot,518,38 Sq.Ft,2018,Mortgaged,68556230.0,0321-9177478
Hassan Karim,S/O Faisal Tarar,61101-5942041-8,03118163592,Gilgit-Baltistan,Chilas,Cavalry Ground,House,292,45 Kanal,1995,Owned,899741280.0,0311-8163592
Baig Rizvi,S/O نادیہ رضا,61101-7249573-4,03014966490,Sindh,Mirpurkhas,Defence,Apartment,568,37 Marla,2017,Rented,180789310.0,0301-4966490
Bilal Sanndhu,S/O Saira Zaidi,13302-3775364-7,03327046680,Gilgit-Baltistan,Skardu,Township,Residential Plot,619,39 Marla,2009,Owned,18263620.0,0332-7046680
Faisal Raza,S/O Shazia Bhatti,54000-4901721-9,03455502245,Punjab,Lahore,Bahria Town,Residential Plot,498,11 Kanal,1996,Rented,351561710.0,0345-5502245
Maryam Sheikh,S/O Sajid Gujjar,42101-7835243-4,03339762763,Balochistan,Khuzdar,Saddar,House,422,19 Kanal,2002,Owned,51953880.0,0333-9762763
Usman Rana,S/O Arif Chattha,61101-8428736-7,03334654364,Gilgit-Baltistan,Skardu,North Nazimabad,Apartment,517,99 Marla,2014,Owned,72179080.0,0333-4654364
Ayesha Hameed,S/O Usman Malik,42101-1191370-7,03038430216,Sindh,Karachi,PAF Colony,Apartment,259,60 Kanal,2004,Rented,74402160.0,0303-8430216
عائشہ احمد,S/O S/O Fatima Butt,13302-3286742-6,03111153219,KPK,Mingora,Township,Residential Plot,131,52 Kanal,2022,Sold,10675410.0,0311-1153219
Iqra Gujjar,S/O Imran Hameed,35202-1707131-7,03324072776,Sindh,Hyderabad,DHA,House,908,50 Sq.Ft,2018,Sold,133309320.0,0332-4072776
,S/O Amna Sandhu,13302-3351107-2,03118497712,KPK,Abbottabad,DHA,Residential Plot,240,53 Kanal,2000,Rented,28273320.0,0311-8497712
Arif Chattha,S/O Raja Cheema,35202-8431337-4,03221830765,KPK,Bannu,Defence,Apartment,716,5 Sq.Ft,1997,Owned,34099650.0,0322-1830765
Sana Hameed,S/O Shoaib Cheema,61101-3160473-2,03453093470,ICT,Islamabad,DHA,House,345,53 Sq.Ft,2011,Sold,77048490.0,0300-7373549
Kamran Tarar,S/O Rabia Bhatti,35202-2848378-3,03211222278,Punjab,Faisalabad,Saddar,Residential Plot,862,47 Kanal,2022,,17876180.0,0321-1222278
Syed Malik,,35202-3583794-4,03001225606,Gilgit-Baltistan,Skardu,Defence,Residential Plot,83,25 Marla,2010,Mortgaged,25249840.0,0300-1225606
Sheikh hatti,S/O Usman Syed,54000-6516451-5,03315033233,Gilgit-Baltistan,Chilas,Defence,Apartment,282,46 Sq.Ft,2002,Owned,0.0,0331-5033233
Shzia Hashmi,S/O Ali Sheikh,61101-5253945-4,03023740667,Gilgit-Baltistan,Skardu,Clifton,Apartment,93,46 Kanal,1995,,26037390.0,0302-3740667
Khalid Virk,S/O Shoaib Iqbal,35202-6873714-8,03019902621,KPK,Mingora,Model Town,House,907,82 Sq.Ft,2023,Mortgaged,45718480.0,0301-9902621
,S/O Shazia Butt,13302-5759088-9,03034875624,Gilgit-Baltistan,Skardu,Defence,Commercial Building,227,54 Sq.Ft,2015,Rented,318280710.0,0303-4875624
Sidra Sandhu,S/O محمد احمد,42101-5556134-4,03027515728,Sindh,Karachi,Saddar,Residential Plot,808,47 Marla,2009,Owned,16062720.0,0302-7515728
Chaudhry Raza,S/O Iqra Bukhari,13302-6316562-4,03316344855,Balochistan,Hub,E-11,House,661,28 Marla,2001,,6839760.0,0331-6344855
Tariq Nawaz,S/O Zainab Raza,35202-5416400-5,03003377526,Azad Kashmir,Rawalakot,Scheme 33,House,914,97 Kanal,2000,Mortgaged,858475080.0,0300-3377526
Maryam Bhatti,S/O Rukhsar Gujjar,13302-3408334-1,03227076665,Punjab,Sargodha,Clifton,Residential Plot,447,24 Marla,2017,Sold,131171030.0,0302-2738068
Nadia Rizvi,S/O Amna Rafiq,21301-1429074-7,03036513606,Sindh,Nawabshah,Cantt,Apartment,43,89 Sq.Ft,2003,Rented,20577760.0,0303-6513606
Maryam Gilani,S/O Salman Akhtar,42101-4059129-7,03323343303,Punjab,Lahore,Scheme 33,House,302,79 Kanal,1997,Mortgaged,12645160.0,0332-3343303
Mohammad Hussain,S/O Rukhsar Ansari,54000-6591164-3,03009318770,KPK,Peshawar,Gulshan-e-Iqbal,Apartment,746,14 Kanal,2008,Sold,103012360.0,0300-9318770
Maryam Aslam,S/O Mohammad Mirza,13302-2436971-7,03122587828,Punjab,Sialkot,Clifton,House,943,68 Marla,2018,Mortgaged,14536010.0,0312-2587828
Kashif Rizvi,S/O Imran Rafiq,21301-8375955-9,03454799416,Azad Kashmir,Rawalakot,Bahria Town,Agricultural Land,126,33 Sq.Ft,2001,Rented,307052420.0,0345-4799416
Asma Khan,S/O Waseem Aslam,13302-9885323-3,03461232731,Sindh,Mirpurkhas,Askari,House,941,89 Marla,2013,Owned,0.0,0346-1232731
Rabia Sandhu,S/O Fatima Syed,21301-4394250-1,03136113383,Balochistan,Turbat,Gulshan-e-Iqbal,Apartment,864,4 Marla,2002,Mortgaged,144732430.0,0313-6113383
Kashif Gilani,S/O Asif Ahmed,44000-7908210-1,03331060293,ICT,Islamabad,Defence,Residential Plot,765,90 Marla,2004,Owned,80839630.0,0333-1060293
Faisal Tarar,S/O Sheikh Naqvi,44000-9543768-9,03336386017,ICT,Islamabad,Johar Town,Apartment,852,76 Kanal,2013,Owned,63146190.0,0333-6386017
Naeem Mirza,S/O Naeem Gilani,21301-7785511-7,03221098967,ICT,Islamabad,Askari,Apartment,461,46 Marla,2022,Owned,1395186470.0,0322-1098967
Aamir Cheema,S/O Naveed Qureshi,42101-8809936-8,03215546237,Balochistan,Khuzdar,Johar Town,Residential Plot,366,56 Kanal,2015,Rented,54263820.0,0321-5546237
Kamran Sandhu,S/O Asif Cheema,61101-5404568-4,03138173085,Balochistan,Turbat,E-11,Residential Plot,48,51 Kanal,2002,Rented,286232570.0,0313-8173085
Nadia Sheikh,S/O Iqra Rizvi,35202-3663444-2,03112329684,ICT,Islamabad,North Nazimabad,House,340,82 Marla,1996,Sold,173592840.0,0311-2329684
Naveed Qureshi,S/O Rizwan Ali,44000-8136853-8,03137415170,Balochistan,Hub,G-9,Residential Plot,974,95 Marla,2004,Rented,41973060.0,0312-9744435
Ahmed Bhatti,S/O Ibrahim Akhtar,44000-7676164-8,03319963387,Azad Kashmir,Rawalakot,E-11,House,688,81 Kanal,2007,Owned,193863190.0,0331-9963387
Mohamma Khan,S/O Zainab Naqvi,42101-4082659-1,03015897392,Sindh,Karachi,Johar Town,Residential Plot,806,28 Kanal,1995,Mortgaged,168327300.0,
Maryam Chattha,S/O Usman Zaidi,42101-8973915-9,03134553384,Sindh,Sukkur,I-8,Residential Plot,193,45 Sq.Ft,2018,Rented,27965880.0,0313-4553384
Kmran Nawaz,S/O Bushra Ansari,42101-3284033-3,03019370162,Gilgit-Baltistan,Skardu,Johar Town,House,873,11 Sq.Ft,2023,Rented,52232100.0,0346-6974317
Sajid Rizvi,S/O Sheikh Rana,54000-1875649-9,03125128067,Azad Kashmir,Rawalakot,PAF Colony,Residential Plot,119,46 Marla,2020,Sold,679275340.0,0312-5128067
Shoaib Akhtar,S/O Tahir Sandhu,13302-1161180-9,03463015336,Punjab,Bahawalpur,F-10,Residential Plot,561,11 Kanal,2005,Rented,128895390.0,0346-3015336
Khalid Chaudhry,S/O Imran Raza,54000-6872665-1,03037110995,KPK,Abbottabad,F-10,Apartment,67,45 Kanal,1997,Rented,19313360.0,0303-7110995
Amna Hameed,S/O Shazia Butt,13302-8500007-8,03018964761,Punjab,Bahawalpur,PAF Colony,House,725,60 Marla,2001,Sold,24287550.0,0301-8964761
Ali Hameed,S/O Aamir Naqvi,13302-2700494-7,03007521850,ICT,Islamabad,Scheme 33,House,18,39 Kanal,2017,Sold,101360280.0,0311-7747398
Hamid Chattha,S/O Mirza Chaudhry,54000-5894791-3,03465064978,Balochistan,Turbat,Scheme 33,Apartment,821,26 Marla,2011,Sold,27419600.0,0346-5064978
Shazia Gilani,S/O Raja Mirza,13302-7284551-7,03311480221,Balochistan,Quetta,Scheme 33,Apartment,62,16 Sq.Ft,2011,Owned,15162870.0,0331-1480221
SyedR afiq,S/O Asif Tarar,61101-7096643-2,03319590345,Sindh,Hyderabad,Johar Town,House,641,56 Marla,1999,Rented,63646750.0,0331-9590345
Naeem Hussain,S/O Fatima Baig,42101-5607228-2,03331396928,Gilgit-Baltistan,Gilgit,Cavalry Ground,Apartment,519,47 Sq.Ft,2013,Mortgaged,87229200.0,0333-1396928
Sidra Gilani,S/O S/O Rabia Gondal,42101-8433377-4,03334296204,Gilgit-Baltistan,Chilas,Bahria Town,House,408,30 Sq.Ft,2015,Owned,24331550.0,0333-4296204
Maryam Hussain,S/O Amna Hameed,21301-3870662-3,03122936967,Balochistan,Khuzdar,Gulshan-e-Iqbal,Residential Plot,347,65 Sq.Ft,2003,Owned,86894040.0,0321-1667262
Rabia Raza,S/O Iqra Rizvi,61101-7278190-2,03121086576,Azad Kashmir,Rawalakot,North Nazimabad,Residential Plot,688,58 Sq.Ft,2009,Sold,43437620.0,0312-1086576
Asif Bhatti,S/O Muhammad Gondal,13302-8396880-6,03467464383,Gilgit-Baltistan,Gilgit,Township,Residential Plot,973,20 Marla,2006,Owned,27234020.0,0333-1474171
Rabia Malik,S/O زینب علی,13302-4695683-7,03315669739,Azad Kashmir,Rawalakot,Defence,Residential Plot,921,9 Marla,2020,Sold,8284870.0,0331-5669739
Rizwan Khan,S/O Hashmi Chattha,61101-9451978-2,03452410808,Sindh,Nawabshah,G-9,House,395,70 Kanal,2010,Rented,0.0,0345-2410808
Mohammad Zadii,S/O Zubair Raza,54000-2138616-3,03127972504,Sindh,Mirpurkhas,Cavalry Ground,House,80,48 Sq.Ft,2004,Rented,18654000.0,0312-7972504
Rabia Raja,S/O Ayesha Gondal,13302-3109184-8,03004667881,KPK,Bannu,DHA,House,605,6 Sq.Ft,2012,Mortgaged,16175370.0,0300-4667881
Nadia Rizvi,S/O Zubair Akhtar,54000-2972044-7,03463723046,Balochistan,Turbat,Bahria Town,House,834,85 Sq.Ft,2004,Rented,67062780.0,0346-3723046
Kamran Chaudhry,S/O Zubair Sheikh,13302-6727630-8,03214745196,Sindh,Hyderabad,Cavalry Ground,House,895,38 Marla,1996,Sold,118125130.0,0321-4745196
Hussain Baig,S/O Bushra Sheikh,44000-6478848-2,03029560164,Balochistan,Khuzdar,Askari,House,342,93 Marla,2004,Mortgaged,61313740.0,0302-9560164
Noor Qureshi,S/O Tahir Naqvi,42101-5849642-6,03008217146,KPK,Mardan,F-10,House,52,48 Marla,1997,Rented,17538910.0,0300-8217146
Noor Naqvi,S/O Saira Malik,44000-3763853-9,03457799708,Punjab,Faisalabad,Model Town,Residential Plot,89,24 Sq.Ft,1997,Rented,16769110.0,0345-5504567
,S/O Sana Virk,54000-8070416-4,03218927894,Punjab,Lahore,Defence,Apartment,687,56 Marla,2009,Rented,190070730.0,0321-8927894
Ali  Raja,S/O Nadia Raza,44000-2362589-2,03117442142,Punjab,Faisalabad,Johar Town,Residential Plot,853,55 Sq.Ft,2019,Rented,58577050.0,
Ayesha Ali,S/O Raja Raja,21301-7372844-6,03126197809,ICT,Islamabad,G-9,Apartment,940,83 Kanal,2017,Sold,0.0,0312-6197809
Maryam Tarar,,21301-4930793-3,03456958403,Punjab,Multan,Township,House,784,34 Kanal,2023,Mortgaged,74715380.0,0345-6958403
Noor Jafri,S/O Amna Baig,35202-6022585-6,03123498761,Punjab,Gujranwala,Gulshan-e-Iqbal,Apartment,607,4 Sq.Ft,2013,Rented,79906990.0,0312-3498761
Chaudhry Ahmed,S/O Rizwan Mirza,35202-6060781-9,03335371192,Gilgit-Baltistan,Skardu,DHA,House,382,89 Sq.Ft,2017,Rented,73905070.0,0313-5401782
Sajid Baig,S/O Maryam Syed,21301-8046413-8,03034526499,KPK,Bannu,Township,Apartment,39,99 Marla,2018,Sold,81793270.0,0303-4526499
Waseem Gondal,S/O Sana Gujjar,44000-4186897-1,03224975549,ICT,Islamabad,Gulberg,Residential Plot,737,12 Marla,2020,Owned,10193470.0,0322-4975549
Salman Raza,S/O صنا ملک,44000-5617487-9,03034356975,Sindh,Karachi,DHA,House,212,61 Marla,2006,Rented,15080160.0,0332-9722307
Hamid Rizvi,S/O Sobia Karim,21301-3569227-8,03025812771,Gilgit-Baltistan,Chilas,F-10,Apartment,924,60 Sq.Ft,2012,Rented,74702640.0,0302-5812771
Kashif Raza,S/O Sana Hameed,44000-7583688-6,03001868273,Sindh,Hyderabad,E-11,Residential Plot,72,7 Marla,2011,Mortgaged,46938540.0,0300-1868273
Waseem Raza,S/O Hina Rizvi,44000-5594414-5,03224510407,Punjab,Rawalpindi,Johar Town,House,26,80 Kanal,2004,Mortgaged,47674740.0,0322-4510407
Ayesha Hashmi,S/O S/O Rizwan Qureshi,44000-4688734-3,03117260091,Gilgit-Baltistan,Skardu,Cavalry Ground,Residential Plot,798,45 Sq.Ft,2010,Sold,38243120.0,0311-7260091
Sobia Gondal,S/O Rukhsar Raza,54000-9629101-6,03132021413,Azad Kashmir,Muzaffarabad,Bahria Town,Residential Plot,430,56 Kanal,2023,Owned,11287920.0,0313-2021413
Muhammad Ahmed,S/O Hussain Tarar,44000-5517084-8,03318998387,Punjab,Sargodha,I-8,Commercial Building,258,48 Sq.Ft,2017,Sold,2602697830.0,0332-2713987
Hashmi Chattha,S/O Rabia Ali,21301-2496053-3,03132612275,KPK,Mardan,G-9,House,656,9 Sq.Ft,2013,Owned,72643080.0,0313-2612275
Rukhsar Ahmed,S/O Salman Qureshi,35202-2323225-8,03012884744,Balochistan,Turbat,Township,Apartment,804,26 Sq.Ft,1999,Rented,69035330.0,0301-2884744
محمد حسن,S/O Khalid Rana,42101-7004831-5,03011654541,Gilgit-Baltistan,Chilas,Bahria Town,Residential Plot,731,31 Sq.Ft,1997,Rented,36723870.0,0301-1654541
Rukhsar Ali,S/O Sana Syed,44000-5273278-6,03029593658,KPK,Mardan,North Nazimabad,Residential Plot,307,88 Sq.Ft,2011,Rented,29762520.0,0302-9593658
Faisal Bukhari,S/O Arif Karim,13302-4837220-5,03322203875,Azad Kashmir,Rawalakot,I-8,Residential Plot,808,25 Kanal,2012,Owned,54084570.0,0332-2203875
Waseem Ansari,S/O Ayesha Hameed,21301-3057197-9,03211567676,KPK,Abbottabad,Askari,Residential Plot,358,17 Kanal,2017,Owned,85403800.0,0321-1567676
Mohammad Hussain,S/O Bushra Qureshi,21301-3879445-4,03335931000,Sindh,Hyderabad,Defence,Residential Plot,532,62 Sq.Ft,2021,Owned,142491540.0,0331-3338176
Malik Virk,S/O Faisal Bhatti,44000-4654207-1,03219452659,Gilgit-Baltistan,Chilas,DHA,Residential Plot,417,28 Marla,2015,Owned,10827850.0,0321-9452659
Tahir Butt,S/O Fatima Sandhu,21301-3376638-2,03014468757,Sindh,Karachi,Scheme 33,House,366,45 Marla,2020,Rented,9877860.0,0321-3526870
Salman Khan,S/O Zainab Tarar,44000-5850391-2,03015431092,Sindh,Larkana,Johar Town,Apartment,214,96 Sq.Ft,1996,Mortgaged,134737300.0,0301-5431092
Naveed Khan,S/O Sobia Hashmi,13302-3593489-1,03212183139,Punjab,Rawalpindi,Gulberg,Residential Plot,292,67 Marla,2004,Sold,87661430.0,0321-2183139
Adnan Gilani,S/O Sobia Karim,13302-6452832-3,03125691890,Sindh,Mirpurkhas,PAF Colony,Commercial Plot,125,50 Sq.Ft,2019,Sold,317655870.0,0312-5691890
Rukhsar Hussain,S/O Mirza Malik,21301-2214453-5,03327135510,Balochistan,Khuzdar,Cavalry Ground,Residential Plot,144,57 Marla,1998,Rented,20335570.0,0332-7135510
Zainab Rizvi,S/O Faisal Khan,54000-5625498-2,03459397114,ICT,Islamabad,DHA,Apartment,176,48 Sq.Ft,1997,Sold,101063460.0,0345-9397114
Naveed Rafiq,S/O Chaudhry Aslam,21301-3375327-9,03455071227,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,Residential Plot,498,45 Kanal,1995,Sold,110841720.0,0321-3055463
Khalid Khan,S/O Hussain Akhtar,54000-9255737-4,03224507245,Gilgit-Baltistan,Skardu,Gulshan-e-Iqbal,House,23,100 Marla,2002,Sold,38446630.0,0322-4507245
Ayesha Taar,S/O Sana Gujjar,54000-6101462-5,03021866037,ICT,Islamabad,Scheme 33,Apartment,704,49 Marla,1999,Owned,49267210.0,0302-1866037
Rizwan Syed,S/O Asma Mirza,61101-8366683-8,03038840994,ICT,Islamabad,Scheme 33,House,680,71 Kanal,2015,Owned,38584460.0,0303-8840994
Maryam Chaudhry,S/O فاطمہ خان,,03036028594,Azad Kashmir,Rawalakot,DHA,Apartment,585,34 Marla,2002,Rented,211285140.0,0312-4423013
Rabia Gujjar,S/O Rabia Rafiq,13302-2619844-3,03027324287,Azad Kashmir,Muzaffarabad,Johar Town,Residential Plot,633,9 Kanal,1995,Rented,146487530.0,0302-7324287
Rukhsar Ahmed,S/O Amna Mirza,35202-2719240-6,03311796771,ICT,Islamabad,Johar Town,House,231,41 Marla,2007,Sold,47642640.0,0331-1796771
Baig Jafri,S/O Raja Ahmed,42101-7305408-4,03458279483,Balochistan,Gwadar,DHA,Residential Plot,565,64 Marla,2003,Owned,39629000.0,0302-8231636
Hina Bukhari,S/O Hassan Gondal,61101-5815809-3,03135001087,Sindh,Karachi,Gulberg,Apartment,781,53 Marla,2003,Owned,214006600.0,0313-5001087
Sidra Bhatti,,54000-7317699-9,03028286401,Gilgit-Baltistan,Gilgit,Cavalry Ground,Apartment,937,81 Marla,2016,Owned,81883880.0,0302-8286401
Ali Abbasi,S/O Noor Virk,21301-1887034-1,03018494748,ICT,Islamabad,E-11,Apartment,254,67 Sq.Ft,2000,Rented,71816680.0,
Uzma Hameed,S/O Rizwan Gondal,13302-6052219-3,03032458142,KPK,Mardan,F-10,Residential Plot,458,69 Sq.Ft,1996,Mortgaged,138063660.0,0303-2458142
Rabia Khan,S/O Rukhsar Rizvi,42101-6282522-2,03116231456,Balochistan,Quetta,Askari,Apartment,780,94 Marla,2015,Mortgaged,30762770.0,0311-6231456
Hassan Raja,S/O فاطمہ خان,42101-3072188-3,03452197422,Sindh,Larkana,Bahria Town,Apartment,156,51 Kanal,2002,Rented,103924970.0,0345-2197422
محمد احمد,S/O Muhammad Iqbal,35202-2026916-9,03002051217,ICT,Islamabad,Clifton,Residential Plot,818,91 Marla,2009,Owned,91375050.0,0300-2051217
Shoaib Hashmi,S/O Rukhsar Mirza,13302-9196287-2,03335303341,Gilgit-Baltistan,Skardu,DHA,House,150,35 Marla,2012,Mortgaged,86789960.0,0333-5303341
Mehwish Sheikh,S/O Ali Aslam,35202-9472314-8,03322350095,ICT,Islamabad,Cantt,Residential Plot,886,69 Kanal,2019,Owned,200897630.0,0332-2350095
Bushra Qureshi,S/O Fatima Jafri,13302-4528607-6,03323161704,KPK,Mardan,Gulshan-e-Iqbal,Apartment,357,73 Marla,2011,Owned,60825880.0,0332-3161704
Faisal Chaudhry,S/O Rabia Akhtar,54000-1246723-1,03226238826,ICT,Islamabad,I-8,House,204,10 Kanal,2003,Rented,97543400.0,0322-6238826
Mehwish Ahmed,S/O محمد احمد,13302-1458383-1,03016410595,Sindh,Mirpurkhas,G-9,Apartment,543,3 Sq.Ft,2018,Owned,17332210.0,0301-6410595
Faisal Raza,S/O Bushra Zaidi,35202-5172984-4,03115239954,Punjab,Lahore,Model Town,Apartment,43,67 Kanal,2019,Owned,53640320.0,0311-5239954
Kashif Malik,S/O Baig Rizvi,,03002815599,ICT,Islamabad,Cantt,Apartment,991,20 Sq.Ft,2004,Sold,20445420.0,0301-8725884
Rizwan Iqbal,S/O Sidra Hussain,35202-4766861-2,03016598972,Punjab,Lahore,Bahria Town,Agricultural Land,555,10 Sq.Ft,2017,Sold,198367680.0,0301-6598972
Fatima Jafri,S/O Zubair Rizvi,,03136233951,Punjab,Bahawalpur,G-9,House,870,11 Marla,2002,Sold,0.0,0321-7289374
نادیہ رضا,S/O Faisal Iqbal,54000-4323826-7,03132014125,ICT,Islamabad,G-9,House,157,90 Marla,2010,Mortgaged,62386600.0,0313-2014125
Maryam Syed,S/O Ayesha Aslam,21301-3221835-1,03461280902,Sindh,Nawabshah,Clifton,House,122,33 Kanal,2011,,50462940.0,0346-1280902
Rabia Ahmed,S/O Raja Hashmi,54000-2970191-5,03111134671,Punjab,Rawalpindi,Scheme 33,Agricultural Land,978,60 Kanal,2015,Rented,275198190.0,0311-1134671
Mohammad Iqbal,S/O Fatima Malik,61101-6980635-8,03021072165,ICT,Islamabad,G-9,Residential Plot,17,46 Sq.Ft,2015,Owned,55938270.0,0302-1072165
زینب علی,S/O Mehwish Rafiq,21301-1898747-4,03221972828,KPK,Peshawar,Saddar,House,118,53 Sq.Ft,2011,,23933440.0,0322-1972828
Faisal Butt,S/O Waseem Jafri,,03126948095,Punjab,Faisalabad,Scheme 33,House,392,46 Kanal,2010,Owned,117291770.0,0312-6948095
Sobia Chaudhry,S/O Adnan Rafiq,54000-6650572-2,03465668940,Sindh,Hyderabad,Saddar,Apartment,623,97 Marla,1999,Rented,57529550.0,0346-5668940
Arif Ali,S/O Noor Virk,54000-8325920-5,03036304667,Punjab,Bahawalpur,Gulshan-e-Iqbal,Apartment,713,53 Sq.Ft,2012,Owned,0.0,0303-6304667
احمد خان,S/O Ali Qureshi,42101-5906836-2,03315350397,ICT,Islamabad,Model Town,House,274,57 Kanal,2020,Owned,67760620.0,0313-3718330
Ayehsa Aslam,S/O Sajid Hussain,21301-6312708-8,03125633475,Punjab,Faisalabad,Township,Apartment,791,51 Marla,2006,Sold,179691850.0,
Naeem Raja,S/O Nadia Gondal,35202-3595205-9,03223245044,Azad Kashmir,Muzaffarabad,I-8,Residential Plot,975,33 Kanal,1998,Rented,75121550.0,0322-3245044
Muhammad Hashmi,S/O Zubair Cheema,35202-1463623-6,03034789433,Gilgit-Baltistan,Chilas,Gulberg,Residential Plot,237,21 Marla,1995,Rented,45079600.0,0303-4789433
Maryam Akhtar,,54000-2387594-7,03339431822,Azad Kashmir,Mirpur,Township,Apartment,451,70 Sq.Ft,2013,Mortgaged,102805230.0,0333-9431822
Nadia Rafiq,S/O Arif Virk,35202-4954493-6,03451838804,Gilgit-Baltistan,Gilgit,G-9,Residential Plot,847,74 Kanal,2004,Owned,127034190.0,0345-1838804
صنا ملک,S/O Faisal Bhatti,35202-9762731-8,03018906784,Punjab,Bahawalpur,F-10,Apartment,795,64 Marla,2011,Mortgaged,30986510.0,0301-8906784
Malik Abbasi,S/O Hina Raza,54000-2330152-7,03315378446,Gilgit-Baltistan,Skardu,Cantt,Residential Plot,87,13 Marla,2017,Owned,24223390.0,0331-5378446
Amna Hussain,S/O Salman Naqvi,54000-1840890-7,03122343211,KPK,Mingora,E-11,Residential Plot,704,44 Sq.Ft,2013,Owned,164895990.0,0312-2343211
Mohammad Gondal,S/O Adnan Cheema,13302-7242491-5,03455668383,Sindh,Nawabshah,Saddar,Residential Plot,834,50 Sq.Ft,2016,Mortgaged,53196860.0,0345-5668383
Shazia Khan,S/O Nadia Sheikh,,03215978954,ICT,Islamabad,Askari,House,278,86 Marla,2004,Rented,40084930.0,0321-5978954
Uzma Malik,S/O صنا ملک,44000-4248028-3,03318750156,Azad Kashmir,Mirpur,PAF Colony,Commercial Building,718,26 Marla,2012,Owned,258292390.0,0331-8750156
Hussain Aslam,S/O S/O Imran Hashmi,13302-1582647-9,03034233407,ICT,Islamabad,Cavalry Ground,House,978,92 Marla,2016,Mortgaged,5036700.0,0303-4233407
عائشہ احمد,S/O Bilal Zaidi,13302-2176826-2,03466566909,Balochistan,Hub,Bahria Town,House,351,83 Kanal,2000,Sold,54634220.0,0346-6566909
