canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Zubair Hussain,S/O Muhammad Bhatti,35202-9279271-9,LHR-8317-O,2021,Honda,Civic,2000,Punjab,Lahore,2200000.0,0346-8693233
Hina Tarar,S/O Naeem Cheema,61101-9739359-7,ISB-2470-D,2006,Toyota,Hilux,800,ICT,Islamabad,968000.0,0313-1136833
Nadia Sheikh,S/O Iqra Rizvi,35202-3663444-2,ISB-5646-U,2014,Kia,Carnival,660,ICT,Islamabad,1920600.0,0311-2329684
Iqra Ali,S/O Sheikh Bhatti,21301-9466315-4,KHI-6674-Y,2007,Honda,BR-V,1800,Sindh,Nawabshah,2790000.0,0333-1700187
عائشہ احمد,S/O Bushra Aslam,35202-7289874-9,QTA-7125-F,2023,Toyota,Camry,1200,Punjab,Lahore,0.0,0345-6468795
Aamir Naqvi,S/O S/O Imran Nawaz,21301-3934217-9,QTA-3924-H,2013,Suzuki,Alto,660,Balochistan,Hub,1339800.0,0311-9230660
Ayesha Ansari,S/O Mohammad Cheema,13302-1127165-3,MZD-5458-S,2010,Hyundai,Sonata,1300,ICT,Islamabad,1677000.0,0332-9701029
Arif Virk,S/O Ibrahim Hussain,21301-1908971-5,GIL-1523-X,2023,Suzuki,Wagon R,660,Gilgit-Baltistan,Gilgit,2593800.0,0302-1751672
Hussain Aslam,S/O S/O Imran Hashmi,13302-1582647-9,ISB-5964-N,2007,Honda,City,800,ICT,Islamabad,2896000.0,0303-4233407
Waseem Latif,S/O Kashif Abbasi,13302-5277208-3,LHR-2132-W,2023,Hyundai,Santa Fe,2000,Punjab,Rawalpindi,7560000.0,0345-8807275
Mewish Raja,S/O Nadia Sheikh,,ISB-5191-B,2006,Honda,HR-V,1600,ICT,Islamabad,2192000.0,0345-5731957
Rabia Zaidi,S/O Muhammad Zaidi,44000-5712823-9,GIL-7674-B,2017,Suzuki,Alto,2500,Gilgit-Baltistan,Gilgit,0.0,0333-8361659
Imran Aslam,S/O Usman Akhtar,54000-6887479-1,PES-2254-X,2023,Suzuki,Wagon R,3000,KPK,Peshawar,5370000.0,
R. Hashmi,S/O Sajid Tarar,54000-5941656-2,LHR-4065-R,2017,Suzuki,Cultus,3000,Punjab,Lahore,4440000.0,0346-4250066
Maryam Zaidi,S/O Bilal Iqbal,35202-4951960-2,MZD-9823-U,2008,Toyota,Corolla,1000,ICT,Islamabad,1420000.0,
م. چودھری,S/O Syed Gilani,42101-2011048-7,QTA-7174-O,2014,Hyundai,Tucson,3000,Balochistan,Hub,0.0,0301-2619386
Arif Jafri,S/O Naeem Chattha,21301-4776538-7,MZD-3135-H,2016,Hyundai,Sonata,2500,Azad Kashmir,Muzaffarabad,4000000.0,0346-8540619
Kashif Abbasi,S/O Faisal Bhatti,42101-5212123-9,KHI-3998-K,2020,Kia,Picanto,2500,Sindh,Larkana,9775000.0,0333-2182736
Mehwish Mirza,S/O Fatima Malik,13302-7038769-8,KHI-237-P,2019,Hyundai,Santa Fe,1200,Sindh,Larkana,0.0,0321-6516062
Chaudhry Sheikh,S/O Shoaib Bukhari,21301-5285297-6,KHI-3302-T,2022,Toyota,Corolla,3000,Sindh,Karachi,5010000.0,0302-7306020
Sobia Rana,S/O Bushra Rizvi,42101-1838837-2,MZD-2862-B,2023,Toyota,Corolla,1500,Azad Kashmir,Muzaffarabad,2595000.0,0303-8986694
Asif Karim,S/O Saira Gondal,44000-9468212-3,ISB-6432-P,2018,Honda,BR-V,1600,ICT,Islamabad,5616000.0,0312-7765712
Shazia Khan,S/O فاطمہ خان,13302-8408190-8,QTA-1818-D,2023,Hyundai,Sonata,2500,Balochistan,Turbat,9200000.0,0331-1472429
Malik Naqvi,S/O Kamran Ansari,42101-6497568-4,PES-8225-O,2015,Honda,City,1500,KPK,Mardan,2580000.0,0346-3121622
Bushra Sandhu,S/O S/O Usman Syed,61101-2007511-1,PES-601-U,2023,Honda,HR-V,3000,KPK,Bannu,9840000.0,0321-4903632
Hussain Bukhari,S/O Sana Virk,54000-8070416-4,LHR-5338-P,2016,Hyundai,Santa Fe,1500,Punjab,Lahore,3975000.0,0321-8927894
Raja uBkhari,S/O Iqra Tarar,61101-5969984-2,GIL-7543-E,2006,Suzuki,Jimny,2000,Gilgit-Baltistan,Gilgit,3040000.0,0332-4454281
Nadia Rana,S/O Asif Khan,13302-2713375-7,MZD-9779-N,2016,Hyundai,Tucson,1000,Azad Kashmir,Muzaffarabad,2580000.0,0300-6179378
محمد احمد,S/O Aamir Naqvi,21301-8775431-4,QTA-8433-M,2016,Kia,Carnival,660,Balochistan,Hub,2105400.0,0302-5406989
Hina Syed,S/O Ibrahim Raja,54000-2694160-9,KHI-9036-D,2015,BMW,3 Series,3000,Sindh,Karachi,8700000.0,0313-2760168
Mehwish Gondal,S/O Sobia Raja,35202-7190319-4,LHR-5462-T,2006,Hyundai,Sonata,3000,Punjab,Multan,7290000.0,0301-6309301
Mirza Aslam,S/O Imran Butt,42101-9934644-7,PES-222-J,2010,Kia,Stonic,2000,KPK,Kohat,7380000.0,0346-8337440
Kashif Bukhari,S/O Ali Rafiq,54000-4441747-6,ISB-373-K,2018,Toyota,Fortuner,1300,Punjab,Rawalpindi,4160000.0,0332-3684486
Qureshi Bukhari,S/O Hussain Hashmi,61101-4998924-9,LHR-3057-P,2016,Toyota,Camry,800,Punjab,Bahawalpur,1368000.0,0311-2464190
S. Gujjar,S/O Mirza Hameed,61101-7802871-6,KHI-8205-S,2008,Toyota,Corolla,1000,Sindh,Sukkur,1280000.0,0331-9383571
Fatima Akhtar,S/O Arif Cheema,13302-3836660-9,QTA-5027-Z,2017,Toyota,Camry,1600,Sindh,Nawabshah,4880000.0,0332-8281246
Sidra Syed,S/O S/O Ali Raja,35202-3400426-7,GIL-7474-W,2012,Suzuki,Jimny,1800,Gilgit-Baltistan,Gilgit,0.0,0332-2237660
محمد احمد,S/O Muhammad Iqbal,35202-2026916-9,ISB-2115-P,2007,Honda,City,3000,ICT,Islamabad,8610000.0,0300-2051217
Aamir Ali,S/O Naveed Gujjar,54000-2035429-5,KHI-3252-E,2017,Honda,CR-V,1200,Sindh,Mirpurkhas,2964000.0,0300-9716578
Naeem Hameed,S/O Hassan Ahmed,44000-8267158-7,KHI-1676-I,2018,Audi,A4,3000,Sindh,Sukkur,9930000.0,0302-6938182
Uzma SSheikh,S/O Nadia Abbasi,54000-8615616-1,ISB-2747-W,2023,Honda,Civic,2500,ICT,Islamabad,5825000.0,0346-6419028
Ahmed Malik,S/O Ayesha Raza,44000-5881017-3,QTA-3714-T,2017,Honda,Civic,1600,Balochistan,Turbat,2944000.0,0313-7265958
Muhammad Hussain,S/O Sheikh Hameed,42101-7742809-6,PES-3754-Q,2010,Suzuki,Swift,1500,KPK,Peshawar,1830000.0,0333-1510673
Zainab Iqbal,S/O Shazia Syed,42101-2260344-6,LHR-8177-D,2016,Honda,BR-V,2000,Punjab,Sialkot,3460000.0,0300-8092102
Mehwish Akhtar,S/O Hussain Rana,54000-9061690-8,ISB-2194-K,2019,Toyota,Hilux,2000,ICT,Islamabad,2340000.0,0322-1935555
Qureshi Karim,S/O Khalid Ali,42101-2927186-6,KHI-9646-W,2011,Toyota,Yaris,660,Sindh,Karachi,1300200.0,0321-6318010
Sana Hameed,S/O Naeem Gujjar,44000-9573729-3,PES-3705-F,2011,Suzuki,Alto,1800,KPK,Mardan,1980000.0,0302-8675147
Kamran Rana,S/O Iqra Khan,21301-1227516-6,GIL-2098-X,2008,Honda,Civic,660,Gilgit-Baltistan,Chilas,2501400.0,0345-9126125
Sheikh Ali,S/O Adnan Chaudhry,61101-6614950-3,MZD-2882-Z,2021,Hyundai,Sonata,1000,Azad Kashmir,Rawalakot,2250000.0,0312-9585231
Mehwish Hameed,S/O Uzma Gondal,35202-4630384-8,MZD-411-O,2011,Hyundai,Tucson,2000,Azad Kashmir,Muzaffarabad,7960000.0,0322-6048402
Aamir Raja,S/O Shazia Raza,42101-1046609-8,ISB-1114-R,2014,Hyundai,Santa Fe,1500,ICT,Islamabad,0.0,0322-8224494
Kamran Karim,S/O S/O Hashmi Butt,54000-3349469-5,MZD-6949-C,2007,Suzuki,Alto,2500,Azad Kashmir,Rawalakot,6950000.0,0313-8914690
Sobia Nawaz,S/O Hamid Rafiq,35202-4803691-1,ISB-1800-S,2011,Honda,Civic,1000,ICT,Islamabad,1400000.0,0300-6113416
Adnan Sandhu,S/O Asma Raja,54000-7508783-3,GIL-7321-Z,2008,Kia,Carnival,800,Gilgit-Baltistan,Chilas,3176000.0,0345-1854439
Malik Hashmi,S/O محمد حسن,21301-7758294-5,ISB-1102-L,2018,Hyundai,Santa Fe,800,ICT,Islamabad,1200000.0,0333-5829304
ابراہیم ملک,S/O Rabia Naqvi,42101-8075720-5,KHI-3833-Q,2010,Kia,Stonic,1800,Sindh,Karachi,3402000.0,0300-6419560
Nadia Syed,S/O Muhammad Raza,44000-6907359-6,MZD-3166-U,2009,Hyundai,Elantra,1000,Azad Kashmir,Muzaffarabad,1990000.0,0345-2126668
Hashmi Rafiq,S/O Saira Virk,13302-3101870-9,GIL-5036-D,2014,Kia,Picanto,2000,Gilgit-Baltistan,Gilgit,4400000.0,0332-3317607
Rabia Nawaz,S/O Fatima Sheikh,54000-6459870-5,GIL-6996-O,2021,Kia,Carnival,1300,Gilgit-Baltistan,Skardu,4914000.0,0301-5337351
Asif Rana,S/O Naveed Sandhu,21301-5875697-2,LHR-2921-C,2013,Honda,City,800,Punjab,Rawalpindi,1680000.0,0302-6729398
Hashmi Hussain,S/O Sobia Butt,44000-3124764-8,LHR-9211-J,2015,Honda,BR-V,1800,Punjab,Gujranwala,2088000.0,0333-7609338
Khalid Latif,S/O Nadia Butt,42101-7631585-5,QTA-6524-Y,2006,Toyota,Land Cruiser,1800,Balochistan,Turbat,3870000.0,0346-3769138
Naveed Gondal,S/O Mirza Naqvi,13302-7566356-4,PES-1684-G,2006,Audi,Q5,2000,KPK,Mingora,2740000.0,0331-2729774
Ahmed Akhtar,S/O Shazia Ansari,35202-6417440-6,PES-6891-Y,2018,Toyota,Hilux,800,KPK,Abbottabad,1608000.0,0321-1549194
,S/O Zainab Hashmi,61101-3642499-3,LHR-1894-S,2008,Audi,A3,4000,Punjab,Faisalabad,9400000.0,
Sobia Hashmi,S/O Uzma Rana,44000-3268356-8,LHR-6523-D,2022,Honda,City,1300,Punjab,Sargodha,1677000.0,0303-5495585
Zainab Mirza,S/O Omar Ali,44000-1996541-2,LHR-2765-F,2016,Hyundai,Tucson,1600,Punjab,Bahawalpur,5952000.0,0300-4476565
Iqra Raza,S/O Hussain Hameed,42101-8900098-2,PES-2800-P,2021,Hyundai,Tucson,1500,KPK,Peshawar,5415000.0,0331-4234782
I. Malik,S/O Hassan Bukhari,13302-8206299-1,MZD-7441-F,2015,Honda,CR-V,2500,Azad Kashmir,Muzaffarabad,8375000.0,0302-2666365
Hamid Gujjar,S/O Ahmed Cheema,21301-2726852-4,GIL-3982-I,2017,Suzuki,Alto,1300,Gilgit-Baltistan,Gilgit,3406000.0,0331-3616808
Mohammad Tarar,S/O Ibrahim Nawaz,21301-7364768-8,QTA-6604-P,2021,Toyota,Land Cruiser,1800,Balochistan,Hub,4122000.0,0333-7079798
Ali Qureshi,S/O Sana Syed,54000-3982357-9,QTA-5585-P,2011,Honda,City,1000,Balochistan,Quetta,2230000.0,0301-4652267
Faisal Rizvi,S/O Fatima Naqvi,54000-1759669-1,QTA-8444-M,2020,Suzuki,Alto,1000,Balochistan,Gwadar,3570000.0,0345-3405721
Bushra Ali,S/O Mehwish Rizvi,61101-5759359-6,ISB-9452-M,2012,Kia,Sportage,3000,ICT,Islamabad,11550000.0,0303-7791754
زینب علی,S/O Arif Raza,13302-5636289-9,MZD-4071-M,2014,Hyundai,Sonata,1300,Azad Kashmir,Mirpur,0.0,0303-4338444
Adnan Abbasi,S/O محمد احمد,61101-2509059-6,KHI-7501-Y,2021,Honda,HR-V,660,Sindh,Sukkur,1201200.0,0333-3526697
Faisal Malik,S/O Ibrahim Qureshi,42101-3382903-6,PES-4720-P,2011,Toyota,Fortuner,1300,KPK,Mingora,1443000.0,0322-8433649
Tahir Malik,S/O Aamir Jafri,13302-7549171-1,ISB-5751-T,2013,Honda,HR-V,1500,ICT,Islamabad,5040000.0,0311-1608334
Ayesha Abbasi,S/O Maryam Gilani,44000-8742414-8,KHI-2149-X,2014,Kia,Picanto,3000,Sindh,Karachi,4320000.0,0322-4293573
Nadia Gondal,S/O Muhammad Hussain,42101-6073548-1,KHI-5033-R,2018,Suzuki,Wagon R,1500,Sindh,Karachi,4305000.0,0303-4177799
Syed Hashmi,S/O Ali Hashmi,42101-9482016-8,MZD-4449-E,2014,Honda,City,1000,Azad Kashmir,Rawalakot,2310000.0,0301-9248484
Bilal Sandhu,S/O Saira Zaidi,13302-3775364-7,GIL-2772-Y,2006,Hyundai,Tucson,1600,Gilgit-Baltistan,Skardu,3040000.0,0332-7046680
Hussain Gujjar,S/O Hamid Rafiq,42101-4908993-5,ISB-6274-E,2022,Suzuki,Alto,2000,ICT,Islamabad,7120000.0,0313-4647992
Uzma Nawaz,S/O Naeem Baig,21301-6377143-5,KHI-9840-L,2017,BMW,5 Series,3000,Sindh,Mirpurkhas,0.0,0346-4227225
Naeem Ali,S/O Kamran Baig,35202-4131713-2,ISB-3369-H,2009,Hyundai,Sonata,1800,ICT,Islamabad,4824000.0,0346-4944902
Chaudhry Tarar,S/O Muhammad Latif,44000-6434660-2,LHR-4274-U,2019,Kia,Picanto,1000,Punjab,Lahore,0.0,0311-8875791
Ibrahim Sheikh,S/O Sidra Chattha,44000-6524543-8,KHI-8919-C,2007,Toyota,Camry,800,Sindh,Karachi,1336000.0,0303-6308924
Noor Qureshi,S/O Adnan Gondal,35202-6834738-7,KHI-6520-R,2010,Kia,Stonic,800,Sindh,Sukkur,2552000.0,0322-7201152
Naeem Jafri,S/O Iqra Mirza,35202-6686716-2,QTA-7063-P,2007,Suzuki,Wagon R,1200,Gilgit-Baltistan,Gilgit,2976000.0,0346-5229804
Shoaib Tarar,S/O Shoaib Jafri,42101-4511404-3,GIL-4003-T,2014,Honda,BR-V,1600,Gilgit-Baltistan,Skardu,5264000.0,0333-7014039
Qureshi Aslam,S/O Ahmed Cheema,35202-8477247-4,KHI-3147-Y,2013,Kia,Sportage,660,ICT,Islamabad,666600.0,0313-1727312
Mehwish Chaudhry,S/O Hina Raza,54000-2696557-7,GIL-6336-N,2007,Honda,Civic,1800,Gilgit-Baltistan,Skardu,2052000.0,0312-6066483
Nadia Bukhari,S/O Fatima Rizvi,13302-3610866-3,MZD-6917-N,2014,Suzuki,Alto,3000,Azad Kashmir,Mirpur,8580000.0,0313-2266948
Hassan Karim,S/O Chaudhry Ali,35202-8577003-8,MZD-3562-H,2006,Kia,Carnival,2500,Azad Kashmir,Rawalakot,4450000.0,0332-5729035
Fatima Gujjar,S/O Ahmed Gujjar,21301-9951272-3,GIL-5921-P,2017,Kia,Picanto,1200,Gilgit-Baltistan,Gilgit,4332000.0,0322-4934690
Sobia Aslam,S/O Noor Rizvi,21301-5847450-2,LHR-7456-Q,2010,Kia,Stonic,2000,Punjab,Bahawalpur,5280000.0,0311-2187967
Nadia Raja,S/O Zubair Syed,61101-1875431-8,MZD-8084-Q,2018,Hyundai,Tucson,2000,Azad Kashmir,Muzaffarabad,4080000.0,0333-9655523
Amna Chaudhry,S/O Bilal Gilani,13302-1727584-8,LHR-4474-T,2016,Toyota,Camry,2500,Punjab,Sialkot,4050000.0,0322-6323274
Uzma Karim,S/O Shoaib Latif,21301-5166084-6,KHI-1744-Q,2006,Suzuki,Wagon R,2000,Sindh,Mirpurkhas,8000000.0,0301-1173144
Zubair Chaudhry,S/O Bushra Abbasi,42101-4266322-5,GIL-3975-N,2011,Toyota,Corolla,1800,Gilgit-Baltistan,Gilgit,3474000.0,0302-3335836
Kashif Raza,S/O Sajid Malik,42101-5408072-7,GIL-5215-O,2014,Honda,CR-V,3500,Gilgit-Baltistan,Gilgit,9240000.0,0303-3320821
Ahmed Ali,S/O Faisal Tarar,42101-9356059-3,LHR-8746-Q,2005,Kia,Picanto,1300,Punjab,Bahawalpur,2951000.0,0333-3369785
Bushra Cheema,S/O Kashif Raza,21301-6829027-5,PES-7723-Z,2013,Suzuki,Jimny,2500,KPK,Mingora,2900000.0,0332-7842181
Bilal Naqvi,S/O Noor Cheema,54000-6772196-6,MZD-8314-N,2022,Mercedes,C-Class,2000,Azad Kashmir,Rawalakot,2260000.0,0321-1801936
Noor Tarar,S/O Asma Zaidi,44000-8412854-2,PES-6009-C,2010,Kia,Sportage,4000,KPK,Kohat,12840000.0,0321-2525747
Tahir Zaidi,S/O Mehwish Hussain,44000-1135004-6,PES-7035-E,2022,Honda,CR-V,2000,KPK,Kohat,2660000.0,0321-1796229
H. Akhtar,S/O Mirza Naqvi,44000-8267899-5,LHR-850-G,2013,Hyundai,Santa Fe,1200,Punjab,Lahore,1716000.0,0303-6806593
Waseem Butt,S/O Zainab Hameed,35202-2256271-9,LHR-1317-B,2019,BMW,X5,3500,Punjab,Multan,5250000.0,0345-4388982
Ali Tarar,S/O Ali Jafri,54000-6318713-9,LHR-9516-H,2017,Honda,BR-V,3500,Punjab,Sargodha,5565000.0,0313-1600628
Khalid Mirza,S/O Asif Jafri,13302-5686507-1,QTA-3633-V,2018,Suzuki,Swift,2500,Balochistan,Gwadar,7750000.0,0300-2699570
Naveed Cheema,S/O Ayesha Syed,13302-6662421-5,ISB-4805-T,2019,Toyota,Land Cruiser,1200,ICT,Islamabad,3828000.0,0312-8525539
Rukhsar Aslam,S/O Asif Gilani,42101-3507330-9,KHI-6474-F,2011,Toyota,Corolla,1000,Sindh,Larkana,3490000.0,0302-9718036
Syed Rizvi,S/O Malik Qureshi,21301-5176325-6,MZD-9968-X,2010,Toyota,Fortuner,1600,Azad Kashmir,Mirpur,5472000.0,0346-4937181
Tahir Jafri,S/O صنا ملک,21301-6109570-5,QTA-9530-O,2016,Honda,HR-V,660,Balochistan,Hub,1801800.0,0331-1915141
Sana Rizvi,S/O Noor Khan,54000-8640227-8,ISB-7060-G,2011,Hyundai,Santa Fe,1600,KPK,Mardan,5440000.0,0332-5831647
محمد حسن,S/O Naeem Zaidi,,KHI-2482-X,2009,Honda,BR-V,2000,Sindh,Mirpurkhas,6720000.0,0301-2244876
Sobia Gondal,S/O Sana Bhatti,35202-4739277-1,ISB-2785-T,2020,Suzuki,Alto,800,ICT,Islamabad,2816000.0,0311-7370776
Mehwish Virk,S/O Waseem Chattha,54000-6944909-6,QTA-3963-L,2006,Toyota,Yaris,1800,Balochistan,Gwadar,4824000.0,0301-3907503
Arif Aslam,S/O Noor Sheikh,35202-3353515-7,ISB-4350-D,2019,Mercedes,GLE,3000,ICT,Islamabad,3150000.0,
Muhammad Aslam,S/O Adnan Raja,44000-9762770-9,MZD-9411-L,2020,Toyota,Land Cruiser,3000,Azad Kashmir,Rawalakot,3900000.0,0333-1265468
Mirza Qureshi,S/O Waseem Ali,21301-8608408-2,PES-8115-V,2010,Honda,City,2500,KPK,Mardan,6525000.0,0301-1379228
Sheikh Abbasi,S/O Hassan Chattha,54000-2082255-7,PES-3144-O,2016,Kia,Stonic,1800,KPK,Mingora,5940000.0,0345-6842443
Arif Sandhu,S/O Imran Baig,21301-2916496-6,LHR-3878-M,2022,Mercedes,S-Class,3500,Punjab,Gujranwala,13195000.0,0302-5990296
Zainab Chaudhry,S/O Sana Chaudhry,44000-9182224-6,ISB-5686-T,2018,Suzuki,Alto,3000,Balochistan,Khuzdar,9900000.0,0301-4470340
Kamran Cheema,S/O Hamid Baig,35202-4371537-1,MZD-9393-M,2014,Kia,Stonic,1500,Azad Kashmir,Muzaffarabad,1530000.0,0346-2713506
Zubair Hussain,S/O Waseem Gondal,35202-3910682-9,LHR-8343-Y,2019,Toyota,Fortuner,2000,Punjab,Sialkot,5560000.0,0333-5675458
S. Akhtar,S/O Usman Cheema,35202-6824363-1,QTA-6198-C,2010,Suzuki,Alto,3000,Balochistan,Quetta,7260000.0,0302-5927237
Raja Gondal,S/O Hina Ahmed,44000-5315333-8,GIL-724-I,2014,Kia,Picanto,2500,Gilgit-Baltistan,Gilgit,6225000.0,0333-1779927
Nadia Aslam,S/O Ahmed Aslam,21301-5601298-6,KHI-904-Q,2018,Toyota,Yaris,1000,Sindh,Sukkur,2700000.0,0346-7278457
Nadia Virk,S/O Khalid Rizvi,35202-5772932-6,MZD-7887-E,2018,Suzuki,Wagon R,2500,Azad Kashmir,Muzaffarabad,7525000.0,0333-2769249
Raja Gujjar,S/O Ayesha Cheema,35202-8238061-8,KHI-4412-I,2009,Suzuki,Bolan,800,Sindh,Hyderabad,2960000.0,0303-4505928
,S/O Uzma Syed,13302-8552726-3,LHR-6819-Q,2006,Hyundai,Elantra,3000,Punjab,Faisalabad,10950000.0,0311-3086779
Syed Aslam,S/O Mohammad Syed,13302-4802892-3,QTA-4290-Q,2008,Suzuki,Cultus,1000,Punjab,Faisalabad,1670000.0,0345-8497603
Uzma Sandhu,,21301-6360227-9,GIL-1988-F,2011,Honda,Civic,2500,Gilgit-Baltistan,Skardu,7025000.0,0301-7261430
Malik Gilani,S/O نادیہ رضا,21301-2508997-6,QTA-7495-K,2005,Kia,Carnival,1600,Balochistan,Khuzdar,2368000.0,0333-3538073
Qureshi Raja,S/O Arif Syed,21301-1861447-4,LHR-5319-U,2008,Honda,Civic,2500,Punjab,Sialkot,5925000.0,0311-7275276
Sidra Syed,S/O S/O Ali Raja,35202-3400426-7,GIL-1753-V,2021,Toyota,Camry,1600,Gilgit-Baltistan,Gilgit,3616000.0,0332-2237660
Adnan Gujjar,S/O Kashif Hameed,44000-4698345-9,QTA-4710-Z,2017,Mercedes,C-Class,2000,Balochistan,Turbat,2700000.0,0332-1681517
Uzma Nawaz,,54000-8573535-1,PES-8373-Q,2021,Kia,Stonic,2500,KPK,Mardan,5175000.0,0311-2968031
A. Karim,S/O Rukhsar Raja,54000-3336991-3,KHI-9034-Y,2005,Hyundai,Tucson,1500,Sindh,Karachi,5265000.0,0302-3469063
Waseem Tarar,S/O Faisal Hussain,54000-5336203-1,MZD-8426-N,2013,Toyota,Fortuner,1600,Azad Kashmir,Rawalakot,2896000.0,0332-9559183
Chaudhry Latif,S/O Mirza Hussain,21301-6124222-9,PES-9398-L,2022,Suzuki,Jimny,1200,KPK,Abbottabad,1320000.0,0333-2886213
محممد علی,S/O Mohammad Chaudhry,54000-1709714-7,QTA-2585-R,2023,Toyota,Camry,660,Balochistan,Khuzdar,1379400.0,0346-6252285
Sidra Ali,S/O Shoaib Hashmi,54000-2129844-8,MZD-196-U,2005,Honda,BR-V,1600,Azad Kashmir,Mirpur,2432000.0,0332-1464694
Ali Bukhari,S/O Hussain Malik,21301-3112278-8,GIL-9416-D,2013,Honda,Civic,2500,Gilgit-Baltistan,Chilas,7050000.0,0322-4906903
Kamran aRja,S/O Fatima Bukhari,35202-7093251-2,GIL-9391-Z,2010,Suzuki,Bolan,1200,Gilgit-Baltistan,Gilgit,3456000.0,0303-4713450
Mirza Chattha,S/O Salman Rana,54000-5387900-6,MZD-5304-M,2020,Toyota,Fortuner,800,Azad Kashmir,Mirpur,2864000.0,0303-3663333
Syed Aslam,S/O Asif Butt,42101-9973716-8,ISB-6493-Y,2008,Suzuki,Swift,1300,ICT,Islamabad,4017000.0,0332-9253428
,S/O S/O Shazia Chattha,21301-6362719-6,MZD-561-W,2017,Toyota,Fortuner,1800,Azad Kashmir,Rawalakot,2394000.0,0331-4726916
Shazia Hameed,S/O Rabia Abbasi,35202-2125933-7,KHI-1914-W,2014,Suzuki,Bolan,1000,Sindh,Larkana,3120000.0,0322-5556327
مریم چودھری,S/O Ahmed Latif,42101-1062440-6,QTA-5194-D,2006,BMW,3 Series,4000,Balochistan,Quetta,5520000.0,0312-6682872
Hashmi Ali,S/O Khalid Bukhari,21301-6557798-2,MZD-8576-Q,2017,Toyota,Camry,2000,Azad Kashmir,Mirpur,7960000.0,0303-4546989
Saira Hameed,S/O Aamir Ansari,35202-3615576-3,PES-9136-J,2012,Hyundai,Elantra,660,KPK,Mardan,1735800.0,0313-1392726
Hussain Karim,S/O Ali Hashmi,44000-7352484-7,QTA-3541-O,2013,Suzuki,Cultus,1200,Balochistan,Khuzdar,4308000.0,0321-8517846
Bushra Ali,S/O Mehwish Rizvi,61101-5759359-6,ISB-8453-P,2018,Hyundai,Sonata,1600,ICT,Islamabad,3936000.0,0303-7791754
ابراہیم ملک,S/O Hashmi Qureshi,44000-5112546-3,MZD-6131-T,2013,Mercedes,S-Class,4000,Azad Kashmir,Rawalakot,0.0,0300-4909053
Sheikh Malik,S/O Aamir Karim,42101-7504517-4,GIL-9288-F,2012,Toyota,Corolla,1600,Gilgit-Baltistan,Gilgit,2016000.0,0312-5981736
Mehwish Latif,S/O Rabia Butt,61101-3109024-2,QTA-5083-U,2016,Kia,Picanto,1300,Balochistan,Hub,2457000.0,0333-4483946
Asma Abbasi,S/O Sheikh Rafiq,44000-7974327-2,MZD-8774-F,2013,Toyota,Yaris,1200,Azad Kashmir,Muzaffarabad,2700000.0,0301-6534739
Naveed Tarar,S/O Khalid Qureshi,44000-2932555-3,LHR-3810-Z,2018,Mercedes,E-Class,3500,Punjab,Gujranwala,7735000.0,0345-7038275
Adnan Nawaz,S/O احمد خان,42101-8376368-2,PES-6891-P,2021,Suzuki,Alto,4000,KPK,Abbottabad,10960000.0,0313-4594921
Kamran Akhtar,S/O Hashmi Naqvi,35202-8372316-2,QTA-1919-Z,2005,Hyundai,Santa Fe,1300,Sindh,Karachi,4784000.0,0345-4635925
Uzma Zaidi,S/O Kamran Gujjar,61101-2471016-9,QTA-2784-E,2007,Suzuki,Jimny,1600,Balochistan,Turbat,4160000.0,0331-9576556
Usman Baig,S/O Naveed Chattha,,KHI-1584-B,2009,Suzuki,Swift,1500,Sindh,Sukkur,2910000.0,0346-1661769
Mohammad Jafi,S/O Rizwan Baig,42101-9356912-2,MZD-9338-T,2016,Mercedes,S-Class,4000,Azad Kashmir,Mirpur,11760000.0,
Raja Jafri,S/O Mirza Hashmi,44000-7327602-7,QTA-9574-S,2022,Honda,BR-V,1800,Balochistan,Gwadar,5904000.0,0301-6314075
Arif Latif,S/O Shazia Sandhu,54000-1269713-5,PES-5061-W,2010,Kia,Picanto,800,KPK,Abbottabad,1536000.0,0313-4005497
Hassan Iqbal,S/O Bilal Nawaz,54000-2375897-6,KHI-4352-C,2015,Suzuki,Bolan,2500,Sindh,Mirpurkhas,4100000.0,0346-3734765
Mehwish Chattha,S/O Raja Rizvi,35202-3724544-1,GIL-8559-Q,2010,Suzuki,Swift,1500,ICT,Islamabad,5265000.0,0302-7369059
Z. Zaidi,S/O Sobia Tarar,61101-3460948-6,MZD-2367-K,2014,Audi,Q7,2500,Azad Kashmir,Muzaffarabad,6625000.0,0331-1263401
Kashif Nawaz,S/O زینب علی,21301-2061726-3,QTA-7440-X,2014,Suzuki,Swift,660,Balochistan,Khuzdar,1940400.0,0300-1623460
S. Akhtar,S/O Faisal Nawaz,54000-4563969-4,MZD-5722-E,2015,Suzuki,Jimny,3000,Azad Kashmir,Muzaffarabad,8880000.0,0311-6597610
Waseem Naqvi,S/O Syed Ansari,44000-8241266-1,PES-2620-L,2013,Hyundai,Sonata,660,KPK,Bannu,1485000.0,0322-8596482
,S/O Hina Akhtar,13302-5312275-6,QTA-5064-L,2021,Kia,Stonic,660,Balochistan,Turbat,2230800.0,0333-6111749
Arif Chaudhry,S/O Rabia Ahmed,13302-2814986-6,LHR-7476-O,2016,Honda,Civic,1800,Punjab,Bahawalpur,2394000.0,0303-9528917
