canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
Imran Mirza,S/O Hassan Bukhari,44000-1537243-6,1421490.0,0303-7344538,Mirpur,Azad Kashmir
Sana Latif,S/O Zubair Cheema,44000-4120277-1,318560.0,0331-4605581,Quetta,Balochistan
Naeem Rizvi,S/O Zubair Latif,42101-1287658-4,0.0,0322-9551308,Gilgit,Gilgit-Baltistan
Hashmi Gilani,S/O Naveed Virk,21301-9312726-7,4319290.0,0311-2105745,Gilgit,Gilgit-Baltistan
Asif Latif,S/O Sidra Gilani,21301-8228128-3,30640.0,0311-6111364,Turbat,Balochistan
Imran Akhtar,S/O Aamir Gujjar,54000-1761373-9,46040.0,0303-5386747,Khuzdar,Balochistan
Raja Akhtar,S/O Waseem Akhtar,61101-8621520-1,358890.0,0300-1386023,Mingora,KPK
Hussain Baig,S/O Tahir Hashmi,42101-5026409-7,77780.0,0321-6711907,Sukkur,Sindh
Hussain Gondal,S/O Hamid Virk,44000-4020122-5,46210.0,0303-4107481,Islamabad,ICT
Asif Sheikh,S/O Adnan Hussain,13302-9387348-7,477060.0,0322-9768152,Islamabad,ICT
Ayesha Karim,S/O Iqra Akhtar,61101-6335944-8,376150.0,0300-7657632,Sialkot,Punjab
Usman Raja,S/O Mirza Naqvi,21301-2401310-6,556110.0,0302-6342219,Faisalabad,Punjab
Sidra Iqbal,S/O Ayesha Jafri,35202-5924142-7,82360.0,0346-2682370,Islamabad,ICT
Bilal Butt,S/O Hussain Syed,61101-7786416-5,244500.0,0322-7441237,Sukkur,Sindh
Shazia Butt,S/O Aamir Chaudhry,21301-4252281-7,205780.0,0301-8640618,Skardu,Gilgit-Baltistan
Chaudhry Hashmi,S/O Hina Malik,42101-5955089-4,256490.0,0312-1768857,Gilgit,Gilgit-Baltistan
Bushra Aslam,S/O Shoaib Jafri,54000-6403886-4,226420.0,0321-3385244,Gilgit,Gilgit-Baltistan
Shazia Qureshi,S/O Shoaib Tarar,21301-4902235-7,680600.0,0332-7855263,Nawabshah,Sindh
Mehwish Raja,S/O Zubair Aslam,42101-8376768-5,185190.0,0322-8794655,Karachi,Sindh
Arif Ahmed,S/O Rabia Gilani,21301-1275165-7,180400.0,,Islamabad,ICT
Sidra Naqvi,S/O Tariq Syed,21301-6668862-9,691050.0,0322-6696472,Chilas,Gilgit-Baltistan
Rizwaan Gujjar,S/O Baig Baig,21301-3831022-6,337230.0,0345-7135890,Bannu,KPK
Imran Raja,S/O Hashmi Baig,61101-9961811-7,1526380.0,0301-5311879,Multan,Punjab
Mehwish Hashmi,S/O Qureshi Tarar,42101-1841783-4,123770.0,0321-4495412,Mingora,KPK
Sana Bhatti,S/O Ayesha Chaudhry,21301-2037958-4,115560.0,0345-7625083,Larkana,Sindh
Tahir Ahmed,S/O Shoaib Bhatti,21301-3524452-7,157440.0,0300-7423587,Gilgit,Gilgit-Baltistan
Aamir  Tarar,S/O Malik Bhatti,54000-3319495-4,284900.0,,Lahore,Punjab
Qureshi Hameed,S/O Hussain Hameed,21301-7194014-6,2975630.0,0346-4734391,Lahore,Punjab
Bushra Qureshi,S/O Hassan Ali,61101-1836840-7,520920.0,0331-2580209,Sargodha,Punjab
Bilal Nawaz,S/O S/O Uzma Hussain,,161600.0,0345-3450300,Sialkot,Punjab
Raja Abbasi,S/O عمر شیخ,21301-7225647-2,3985770.0,0300-5504038,Bannu,KPK
Omar Gilani,S/O Rizwan Syed,,535090.0,0345-6777913,Sargodha,Punjab
Uzma Nawaz,S/O Naeem Baig,21301-6377143-5,1774080.0,0346-4227225,Mirpurkhas,Sindh
Kashif Iqbal,S/O Naeem Malik,21301-7934865-3,1771010.0,0322-7653299,Rawalakot,Azad Kashmir
Hamid Sheikh,S/O S/O Uzma Bhatti,35202-7424918-6,18470.0,0333-2124172,Hub,Balochistan
Hussain Latif,S/O عائشہ احمد,13302-6319782-2,432260.0,0345-6000263,Gwadar,Balochistan
Amna Hussain,S/O Rukhsar Jafri,21301-5111559-4,3750290.0,0303-6198557,Islamabad,ICT
Hina Sandhu,S/O Mehwish Tarar,42101-2073030-2,123890.0,0303-2058811,Multan,Punjab
Nadia Buhkari,S/O Fatima Rizvi,13302-3610866-3,175160.0,0313-2266948,Mirpur,Azad Kashmir
Aamir Rafiq,S/O Hamid Bukhari,13302-9571429-1,485950.0,0311-2765405,Mingora,KPK
Bilal Sandhu,S/O Rukhsar Baig,,536740.0,0333-1222888,Quetta,Balochistan
Ahmed Naqvi,S/O Zubair Chaudhry,61101-3337057-9,1666830.0,0300-3345814,Islamabad,ICT
Ahmed Bhatti,S/O Naeem Aslam,13302-5222957-8,152160.0,0312-3109269,Sialkot,Punjab
Hamid Iqbal,S/O Amna Akhtar,42101-4989408-3,318700.0,0322-1296167,Rawalakot,Azad Kashmir
Qureshi Sheikh,S/O Shazia Gilani,13302-2442367-7,469900.0,0300-3601881,Mingora,KPK
Bushra Hameed,S/O Aamir Jafri,44000-2084304-2,1209420.0,0331-6598102,Sargodha,Punjab
Asif Rana,S/O Hamid Sheikh,35202-3482256-8,177040.0,0332-1380679,Hub,Balochistan
Rabia Malik,S/O زینب علی,13302-4695683-7,36390.0,,Rawalakot,Azad Kashmir
Tahir Chaudhry,S/O Bilal Ansari,,0.0,0345-6037049,Rawalakot,Azad Kashmir
Mirza Rizvi,S/O Amna Ansari,35202-2099098-5,572490.0,0332-5679252,Mardan,KPK
Arif Ansari,S/O Maryam Ali,54000-5642193-1,446060.0,0300-5610990,Sialkot,Punjab
Sobia Sheikh,S/O Uzma Latif,61101-2935107-5,264740.0,0311-4410796,Peshawar,KPK
Kamran Rizvi,S/O Sheikh Gondal,13302-9290143-2,920630.0,0303-4435616,Sargodha,Punjab
Bushra Aslam,S/O Shoaib Jafri,54000-6403886-4,356130.0,0321-3385244,Gilgit,Gilgit-Baltistan
Imran Hashmi,S/O Usman Syed,21301-7751734-9,1798490.0,0345-6950129,Hub,Balochistan
,S/O Ahmed Gondal,61101-8429672-6,336980.0,0321-9151859,Sukkur,Sindh
Bilal Gujjar,S/O Hussain Hameed,,706370.0,0333-6478233,Nawabshah,Sindh
صنا ملک,S/O Hina Raza,42101-8534539-3,166740.0,0345-6444522,Mirpur,Azad Kashmir
احمد خان,S/O Mohammad Cheema,42101-6011825-4,1605880.0,0302-9392818,Faisalabad,Punjab
Bushra Syed,S/O Asif Virk,44000-9299933-3,138050.0,0332-5115846,Quetta,Balochistan
Hina Bukhari,S/O Nadia Malik,44000-5560414-5,121640.0,0322-8178453,Mardan,KPK
Sjid Chattha,S/O Mohammad Akhtar,35202-6504670-2,435750.0,0331-1511704,Sialkot,Punjab
Muhammad Raza,S/O Fatima Bhatti,54000-7075376-1,138060.0,,Bannu,KPK
Salman Naqvi,S/O Baig Gujjar,35202-4370567-9,76360.0,0346-2353795,Abbottabad,KPK
Sajid Rafiq,S/O Mirza Gondal,42101-6372126-9,702710.0,0301-9205790,Chilas,Gilgit-Baltistan
Asma Tarar,S/O Zubair Rizvi,61101-4730965-9,673790.0,0300-4092835,Nawabshah,Sindh
Sana Rafiq,S/O Malik Raza,35202-9799801-7,0.0,0322-6263495,Turbat,Balochistan
Shoaib Akhtar,S/O Imran Raza,54000-5755881-6,0.0,0346-5779569,Faisalabad,Punjab
Asif Chaudhry,S/O نادیہ رضا,61101-5885366-2,143460.0,,Mirpur,Azad Kashmir
Mohammad Khan,S/O Noor Rafiq,21301-5857385-1,104370.0,0331-9067424,Gwadar,Balochistan
Hussain Bhatti,S/O Saira Virk,54000-2410568-6,451690.0,0311-6994307,Skardu,Gilgit-Baltistan
Amna Cheema,S/O Rizwan Aslam,21301-1909393-4,1196120.0,0332-8416216,Sialkot,Punjab
Baig Bhatti,S/O Hassan Ahmed,44000-5123584-5,357120.0,0321-2023059,Gwadar,Balochistan
,S/O Raja Sandhu,35202-7116607-2,3244390.0,0313-1393142,Multan,Punjab
Nadia Iqbal,S/O Mehwish Rafiq,13302-9044833-7,220630.0,0313-3844964,Peshawar,KPK
Asif Latif,S/O Sidra Gilani,21301-8228128-3,13140.0,0311-6111364,Turbat,Balochistan
Omar Bukhari,S/O Raja Sandhu,35202-4461896-5,349650.0,0301-6969048,Mirpur,Azad Kashmir
Mehwish Rafiq,S/O Shazia Virk,35202-1658289-8,98900.0,0322-3233173,Mirpurkhas,Sindh
Rabia Nawaz,S/O Fatima Sheikh,54000-6459870-5,232510.0,0301-5337351,Skardu,Gilgit-Baltistan
Kamran Baig,S/O Zubair Abbasi,61101-6104470-2,399410.0,0331-3670809,Khuzdar,Balochistan
Muhammad Tarar,S/O Fatima Ansari,61101-2925245-1,1415950.0,0303-4530062,Bahawalpur,Punjab
Malik Akhtar,S/O Ali Raja,13302-3556585-4,136930.0,0346-1825767,Larkana,Sindh
Tahir Ahmed,S/O Aamir Raja,13302-8046415-3,381810.0,0321-1175909,Mingora,KPK
Imran Akhtar,,21301-3989387-3,967160.0,0321-4269335,Bahawalpur,Punjab
Mirza Nawaz,S/O S/O Shazia Chattha,,283300.0,0331-4726916,Rawalakot,Azad Kashmir
Raja Butt,S/O محمد احمد,35202-1341202-3,1059070.0,0303-8434123,Chilas,Gilgit-Baltistan
Kamran Akhtar,S/O Sobia Raza,61101-5139998-2,531660.0,0345-1020311,Mingora,KPK
Kamran Mirza,S/O Iqra Cheema,54000-1259473-4,266510.0,0333-8560292,Gilgit,Gilgit-Baltistan
عمر شیخ,S/O Sana Bhatti,44000-1111220-8,169090.0,0301-1693359,Nawabshah,Sindh
Shazia Zaidi,S/O Naveed Raza,21301-8387014-8,75010.0,0331-1735594,Mingora,KPK
Ali Abbasi,S/O Noor Virk,21301-1887034-1,349810.0,0301-8494748,Islamabad,ICT
Asma Virk,S/O Saira Latif,35202-1761639-9,118440.0,0313-4301874,Karachi,Sindh
Arif Jafri,S/O Hamid Hussain,44000-6273994-2,336960.0,0333-2513511,Chilas,Gilgit-Baltistan
Noor Rizvi,S/O Adnan Bhatti,13302-6615913-6,104000.0,0300-5665748,Larkana,Sindh
Naeem Cheema,S/O S/O Ayesha Bhatti,13302-2835125-8,153640.0,0346-3622462,Chilas,Gilgit-Baltistan
Hamid Khan,S/O Faisal Naqvi,21301-1197111-7,176550.0,,Gwadar,Balochistan
Zubair Sandhu,S/O Syed Tarar,44000-7686365-8,175200.0,0302-5979032,Bahawalpur,Punjab
Shazia Gilni,S/O Adnan Gondal,61101-7571030-1,96050.0,0303-6658653,Chilas,Gilgit-Baltistan
Rukhsar Mirza,S/O مریم چودھری,13302-4423305-7,89730.0,0300-4874298,Mardan,KPK
,S/O Ibrahim Sheikh,21301-9433651-2,693050.0,0302-3932603,Turbat,Balochistan
Kashif Iqbal,S/O Arif Bukhari,44000-4901015-6,932670.0,0302-5022273,Islamabad,ICT
Asif Rizvi,S/O نادیہ رضا,44000-7062468-1,152070.0,,Muzaffarabad,Azad Kashmir
Rabia Akhtar,S/O Salman Sheikh,54000-5707149-8,1763120.0,0333-5353521,Sargodha,Punjab
Omar Ansari,S/O Syed Rafiq,21301-1907969-9,398650.0,0333-7214815,Chilas,Gilgit-Baltistan
Bilal Naqvi,S/O Noor Cheema,54000-6772196-6,2248200.0,0321-1801936,Rawalakot,Azad Kashmir
Salman Bukhari,S/O Naveed Sandhu,54000-2387188-1,507670.0,0345-6473926,Muzaffarabad,Azad Kashmir
Aamir Bhatti,S/O Sajid Mirza,13302-5924748-9,982700.0,0331-9527718,Islamabad,ICT
Arif Chaudhry,S/O Rabia Ahmed,13302-2814986-6,115270.0,0303-9528917,Bahawalpur,Punjab
زینب علی,S/O Khalid Abbasi,42101-1724135-8,90350.0,0345-3847525,Mingora,KPK
Hussain Jafri,S/O Hassan Bukhari,35202-5539646-5,0.0,0302-5114166,Bannu,KPK
Hina Zaidi,S/O Shoaib Malik,42101-1786945-7,1153920.0,0302-7834853,Bannu,KPK
Hussain Rana,S/O Rizwan Tarar,35202-5785492-5,291610.0,0346-4407843,Skardu,Gilgit-Baltistan
Tariq Raja,S/O Zubair Bhatti,35202-4035544-4,345900.0,0332-3867507,Sialkot,Punjab
Hashmi Nawaz,S/O Kamran Akhtar,54000-6833773-1,776610.0,0333-3800108,Mirpur,Azad Kashmir
عائشہ احمد,S/O Tahir Rana,21301-8019577-6,175710.0,0303-8025421,Islamabad,ICT
,S/O Uzma Iqbal,35202-8811573-4,178690.0,0300-9747304,Quetta,Balochistan
Mehwish Rana,S/O ابراہیم ملک,54000-5345777-6,228180.0,0300-6114026,Rawalakot,Azad Kashmir
Raja Bhatti,S/O Rukhsar Virk,42101-6431560-7,172170.0,0321-6695606,Mirpurkhas,Sindh
Sidra Syed,S/O S/O Ali Raja,,0.0,0332-2237660,Gilgit,Gilgit-Baltistan
Ahmed Aslam,,35202-9328470-4,362630.0,0346-6681731,Gilgit,Gilgit-Baltistan
Rabia Gilani,S/O Sobia Rafiq,54000-8490505-4,372660.0,0333-3024563,Rawalakot,Azad Kashmir
عائشہ احممد,S/O Shazia Bukhari,13302-3816607-3,10408710.0,0301-6488523,Turbat,Balochistan
Mirza Qureshi,S/O Waseem Ali,21301-8608408-2,177770.0,0301-1379228,Mardan,KPK
Mohammad Ansari,S/O Imran Rizvi,54000-5333808-8,1930640.0,0311-3211404,Faisalabad,Punjab
Hamid AAnsari,S/O Iqra Akhtar,21301-5430962-5,845210.0,0302-7287843,Skardu,Gilgit-Baltistan
Arif Latif,S/O Shazia Sandhu,54000-1269713-5,187440.0,0313-4005497,Abbottabad,KPK
Usman Jafri,S/O Hussain Aslam,44000-2681144-2,953420.0,0346-9986438,Islamabad,ICT
Rabia Gilani,S/O Aamir Karim,61101-1305603-8,298080.0,,Hub,Balochistan
Sajid Gilani,S/O Raja Sandhu,,977130.0,0345-6376801,Khuzdar,Balochistan
Nadia Ansari,S/O Sobia Gilani,54000-7269002-7,517780.0,0332-9658236,Mingora,KPK
Naeem Naqvi,,13302-8332563-9,132540.0,0311-3549789,Mardan,KPK
Ayesha Syed,S/O Mehwish Latif,21301-6047028-2,690940.0,0301-5161346,Rawalpindi,Punjab
Tahir Hameed,S/O Rukhsar Rizvi,13302-6939785-4,107380.0,0301-9510677,Peshawar,KPK
Omar Iqbal,S/O Shoaib Hussain,35202-7094266-1,706370.0,0301-2453668,Mingora,KPK
Muhammad Sandhu,S/O Hina Abbasi,61101-3750518-6,885040.0,0322-8612652,Mirpur,Azad Kashmir
Fatima Khan,S/O Sajid Iqbal,35202-7640205-7,298980.0,0303-5388978,Multan,Punjab
Iqra Nawaz,S/O Tahir Jafri,42101-9529858-5,2551190.0,0322-6321665,Faisalabad,Punjab
Adnan Nawaz,S/O Maryam Hameed,44000-8127697-7,2205390.0,0331-4730014,Bahawalpur,Punjab
Hassan Virk,S/O Sheikh Latif,54000-5297117-2,34310.0,0301-6838252,Quetta,Balochistan
Aamir Ali,S/O Naveed Gujjar,54000-2035429-5,48200.0,0300-9716578,Mirpurkhas,Sindh
Naveed Baig,S/O Malik Baig,44000-1521022-5,270780.0,0321-3733604,Mardan,KPK
Adnan Raza,S/O Shoaib Aslam,35202-2663361-6,573900.0,0345-2625330,Sargodha,Punjab
Zainab Butt,S/O Nadia Rafiq,61101-6465458-3,187890.0,0331-2471667,Mardan,KPK
Asma Qureshi,S/O محمد علی,13302-5632814-8,55040.0,0321-9481962,Rawalakot,Azad Kashmir
Muhammad Raja,S/O Sobia Tarar,21301-9545843-3,548670.0,,Rawalpindi,Punjab
Kamran Akhtar,S/O Malik Hameed,35202-3808649-3,39200.0,0303-2346561,Sukkur,Sindh
Aamir Ansari,S/O S/O Sobia Akhtar,35202-7951217-3,3290.0,0301-4713195,Mardan,KPK
Usma Nawaz,,61101-8784988-3,68940.0,0331-8014552,Gwadar,Balochistan
Mohammad Rizvi,S/O Imran Raja,13302-9221239-5,2353790.0,0321-6845789,Multan,Punjab
Aamir Hussain,S/O Noor Bukhari,35202-7045114-6,396160.0,0345-2167300,Khuzdar,Balochistan
Rabia Abbasi,S/O عمر شیخ,61101-9151794-1,252510.0,0313-5272208,Sialkot,Punjab
Hassan Aslam,S/O Ayesha Rana,42101-6584573-9,1946300.0,0345-2819095,Gilgit,Gilgit-Baltistan
Hashmi Gondal,S/O Syed Raza,54000-7569338-6,191600.0,0322-5469523,Mirpur,Azad Kashmir
صنا ملک,S/O Fatima Tarar,61101-6668492-3,61550.0,0331-7820513,Hub,Balochistan
Naveed Ahmed,S/O Imran Bhatti,54000-4740199-2,515330.0,0321-1279415,Hub,Balochistan
Rukhsar Karim,S/O Malik Qureshi,61101-5418691-9,378600.0,,Faisalabad,Punjab
Sajid Abbasi,S/O Asma Hashmi,44000-3276171-8,723450.0,0300-8148217,Khuzdar,Balochistan
Kashif Nawaz,S/O زینب علی,21301-2061726-3,550920.0,0300-1623460,Khuzdar,Balochistan
Sidra Chaudhry,S/O Mirza Chaudhry,35202-7528913-1,0.0,0333-4902452,Gilgit,Gilgit-Baltistan
Tariq Gilani,S/O Hassan Sandhu,35202-1423117-1,338170.0,0332-7173782,Muzaffarabad,Azad Kashmir
Faisal Ansari,S/O Ahmed Khan,,293150.0,0313-5480282,Mardan,KPK
Qureshi Bhatti,S/O Zubair Akhtar,54000-9797239-1,88940.0,0321-7652200,Islamabad,ICT
Syed Gujjar,S/O Iqra Tarar,61101-8098339-3,1483600.0,0332-2712355,Rawalpindi,Punjab
Asif Ahmed,S/O Ayesha Malik,35202-4087165-1,58670.0,0346-3331597,Nawabshah,Sindh
Nadia Sheikh,S/O Asma Nawaz,21301-8843946-1,125830.0,0313-1167187,Quetta,Balochistan
Rabia Gondal,S/O Raja Karim,44000-6760669-4,336310.0,0345-9945913,Bahawalpur,Punjab
Sobia Bukhari,S/O Hassan Iqbal,54000-9209620-4,119790.0,0333-9248012,Rawalakot,Azad Kashmir
Kamran Abbasi,S/O Khalid Qureshi,42101-4361682-4,417320.0,0332-8981342,Mardan,KPK
Hassan Sheikh,S/O Fatima Karim,35202-9790328-1,33810.0,0345-1107102,Sukkur,Sindh
Malik Ali,S/O Salman Rana,44000-1771298-9,156570.0,0313-1250527,Karachi,Sindh
Zubair Virk,S/O Bushra Sheikh,,1748030.0,0301-8785256,Hub,Balochistan
Mohammad Bukhari,S/O Asma Ali,42101-8798796-4,531410.0,0346-6844936,Faisalabad,Punjab
Kamran Miza,S/O Omar Sandhu,42101-7482885-6,83360.0,0321-4444176,Larkana,Sindh
Mohammad Sandhu,S/O Zubair Cheema,42101-4002078-9,326850.0,0345-4360746,Bannu,KPK
Ibrahim Sandhu,S/O Iqra Karim,54000-2346274-6,182580.0,0300-1322326,Mingora,KPK
Noor Syd,S/O Mohammad Tarar,44000-5268942-6,2302950.0,0346-7282668,Mardan,KPK
Amna Raja,S/O Hamid Aslam,54000-5120700-5,171830.0,0333-1657465,Islamabad,ICT
Malik Rana,S/O Arif Ansari,,280460.0,0321-4450093,Khuzdar,Balochistan
Nadia Zaidi,S/O Shoaib Syed,42101-2611084-8,77950.0,0302-5437386,Rawalakot,Azad Kashmir
Hassan Gujjar,S/O Shoaib Hussain,35202-7087155-8,79440.0,0311-4895119,Abbottabad,KPK
Ibrahim Karim,S/O Waseem Raza,35202-7858320-6,121070.0,0345-5600435,Gilgit,Gilgit-Baltistan
Sana Jafri,S/O Fatima Karim,35202-1280618-9,2042390.0,0300-9425786,Sukkur,Sindh
Hamid Sandhu,S/O Mehwish Baig,42101-5766182-4,222800.0,0332-8297037,Islamabad,ICT
Amna Gujjar,S/O Hamid Aslam,42101-3811450-6,16870.0,0313-2196955,Abbottabad,KPK
Baig Rafiq,S/O Ahmed Syed,35202-7055334-9,7468190.0,0346-7191944,Sargodha,Punjab
Iqra aRfiq,S/O Naveed Gujjar,42101-7097090-8,365570.0,0312-6148910,Larkana,Sindh
Usman Gondal,S/O Syed Aslam,21301-6181961-1,224840.0,0345-7244451,Hyderabad,Sindh
Sobia Tarar,S/O Bilal Abbasi,35202-6543511-6,643090.0,0333-9089823,Islamabad,ICT
Khalid Mirza,S/O Hassan Qureshi,54000-8526994-7,1278110.0,0332-4291026,Mardan,KPK
Kamran Chaudhry,S/O Chaudhry Malik,21301-4510498-5,252070.0,0322-7789606,Mirpur,Azad Kashmir
Zainab Ansari,S/O Hassan Khan,42101-7002009-9,581550.0,0312-9808972,Gujranwala,Punjab
Sheikh Tarar,S/O Sana Hameed,42101-5199995-6,1204480.0,0313-5693705,Chilas,Gilgit-Baltistan
Rabia Gilani,S/O Sobia Rafiq,54000-8490505-4,1745520.0,0311-7056123,Rawalakot,Azad Kashmir
Hussain Hashmi,S/O Khalid Khan,61101-1037773-7,340550.0,0302-4756556,Skardu,Gilgit-Baltistan
Zubair Virk,S/O Ibrahim Gondal,21301-7729218-1,153210.0,0312-6295785,Gilgit,Gilgit-Baltistan
Maryam Chattha,S/O Hashmi Ahmed,13302-4325969-7,336770.0,0302-7705326,Chilas,Gilgit-Baltistan
Arif Rana,S/O Waseem Abbasi,54000-6748005-5,41820.0,0321-3764732,Islamabad,ICT
Ahmed Tarar,S/O Naeem Karim,54000-4878329-7,1067480.0,0332-7616992,Lahore,Punjab
Zubair Hameed,S/O Ibrahim Naqvi,61101-1979613-8,161340.0,0303-6491125,Bahawalpur,Punjab
Adnan Rana,S/O Chaudhry Latif,13302-9925071-5,158380.0,0311-6524012,Islamabad,ICT
Mohammad Naqvi,S/O S/O Hussain Tarar,42101-4744854-3,414040.0,0313-1533224,Gilgit,Gilgit-Baltistan
Hassan Baig,S/O Malik Butt,35202-7065502-6,1407110.0,0332-2128985,Peshawar,KPK
Usman Abbasi,S/O Asif Gilani,44000-6146365-4,142180.0,0303-3924425,Abbottabad,KPK
Amna Hashmi,S/O Hina Jafri,54000-8692313-7,1017520.0,0321-9799515,Faisalabad,Punjab
,S/O Ibrahim Rafiq,42101-5164057-6,587740.0,0300-7095197,Karachi,Sindh
Rizwan Aslam,S/O Malik Chattha,44000-9216521-2,391340.0,0345-3655627,Islamabad,ICT
Ahmed Baig,S/O Khalid Bukhari,35202-5703878-9,181720.0,0346-6276177,Nawabshah,Sindh
Noor Rizvi,S/O Omar Karim,61101-3799030-6,229110.0,0302-5676817,Sukkur,Sindh
Sobia Chattha,S/O S/O Raja Bhatti,35202-1848566-6,0.0,0303-4623062,Hyderabad,Sindh
Nadia Akhtar,S/O Imran Karim,13302-1908336-6,367700.0,0321-9983324,Gwadar,Balochistan
Raja Malik,S/O Raja Tarar,42101-7152661-6,353500.0,0345-1020737,Muzaffarabad,Azad Kashmir
Mirza Nawaz,S/O Kamran Jafri,54000-3156762-3,2623050.0,0311-4823830,Nawabshah,Sindh
Sheikh Gujjar,S/O Fatima Latif,42101-6334061-6,875950.0,0332-2880198,Islamabad,ICT
Hamid Rafiq,S/O Muhammad Khan,35202-5558849-1,262750.0,0300-3499757,Karachi,Sindh
Ayesha Gujjar,S/O نادیہ رضا,44000-4325837-3,3201380.0,0322-2972555,Skardu,Gilgit-Baltistan
Amna Aslam,S/O Mirza Ansari,44000-6444259-3,187060.0,0312-7001099,Mardan,KPK
Sidra Gondal,S/O Malik Syed,35202-5637717-3,419240.0,0302-8611069,Lahore,Punjab
Asma Hussain,S/O Sana Syed,35202-6715202-2,15940.0,0300-9226484,Chilas,Gilgit-Baltistan
Salman Chaudhry,S/O Ali Syed,42101-5908190-3,187310.0,0313-7460191,Abbottabad,KPK
Naeem Bukhari,S/O Shazia Rana,54000-5183604-4,1380770.0,0322-9651405,Muzaffarabad,Azad Kashmir
Chaudhry Hussain,S/O Amna Baig,13302-6035338-5,42700.0,0311-8866777,Bannu,KPK
Baig Naqvi,,61101-7292493-5,33150.0,0346-7785074,Khuzdar,Balochistan
Ali Gujjar,S/O Faisal Bukhari,44000-8841865-7,119760.0,0300-1068330,Gwadar,Balochistan
Ayesha Raja,S/O Usman Bukhari,21301-4470657-9,1264590.0,0321-8590804,Chilas,Gilgit-Baltistan
Waseem Virk,S/O Bilal Naqvi,13302-3266846-1,346770.0,0333-2555332,Sukkur,Sindh
Adnan Bhatti,S/O محمد احمد,21301-3091804-3,0.0,0303-4068301,Gilgit,Gilgit-Baltistan
Faisal Malik,S/O Qureshi Gilani,44000-7602536-4,1665760.0,0303-8965027,Sargodha,Punjab
Rukhsar Mirza,S/O S/O Chaudhry Rizvi,61101-1079503-4,194690.0,0312-7743748,Skardu,Gilgit-Baltistan
Usman Karim,S/O Khalid Qureshi,61101-6026983-7,91610.0,0345-1707866,Mardan,KPK
Mehwish Gujjar,S/O Rizwan Nawaz,21301-1356549-7,70700.0,0332-3544001,Skardu,Gilgit-Baltistan
Hamid Aslam,S/O Naveed Mirza,54000-9634200-4,248270.0,0332-2383944,Sukkur,Sindh
صنا ملک,S/O Hamid Gondal,21301-9058243-8,144980.0,0321-7010077,Rawalpindi,Punjab
Rabia Ahmed,S/O Raja Hashmi,54000-2970191-5,385990.0,0311-1134671,Rawalpindi,Punjab
Ahmed Cheema,S/O Bilal Raza,54000-6973457-9,462420.0,0300-8624482,Hyderabad,Sindh
Mehwish Iqbal,S/O Imran Syed,42101-8447546-6,179190.0,0331-8297090,Abbottabad,KPK
Naeem Virk,S/O Kamran Ansari,13302-8896486-2,200190.0,0312-9364914,Mardan,KPK
Qureshi Sheikh,S/O Faisal Karim,13302-3736522-9,305230.0,0321-6328540,Gujranwala,Punjab
Ibrahim Akhtar,S/O Salman Sandhu,54000-3552325-7,381730.0,0312-6589355,Turbat,Balochistan
مریم چودھری,S/O Usman Virk,13302-7158304-3,122040.0,0302-5034253,Islamabad,ICT
Usman Ansair,S/O Sana Rafiq,21301-6202510-8,101840.0,0301-4415099,Peshawar,KPK
Mirza Chaudhry,S/O Naeem Hashmi,35202-1996110-7,40460.0,0311-5245618,Mirpur,Azad Kashmir
Uzma Nawaz,S/O Mirza Chaudhry,54000-8573535-1,715000.0,0311-2968031,Mardan,KPK
Shoaib Jafri,S/O Usman Syed,21301-6271120-3,180490.0,0333-9237735,Kohat,KPK
Hina Karim,S/O Iqra Iqbal,42101-1602072-2,870820.0,0313-2507898,Lahore,Punjab
Ayesha Zaidi,S/O Syed Tarar,13302-3513725-5,622380.0,0301-4381218,Kohat,KPK
Baig Gondal,S/O Raja Raja,21301-7082477-5,12692300.0,0332-1929129,Chilas,Gilgit-Baltistan
Usman Hameed,S/O Noor Butt,21301-6069937-2,265330.0,0302-4140490,Quetta,Balochistan
Uzma Ali,S/O Mirza Rizvi,54000-8401559-4,42180.0,0331-2039135,Islamabad,ICT
Fatima Iqbal,,61101-8344546-6,453660.0,0331-6209788,Muzaffarabad,Azad Kashmir
Imran Gujjar,S/O Qureshi Gilani,54000-4633270-7,601510.0,0313-1932404,Mardan,KPK
Sana Hameed,,21301-3221223-1,77360.0,0332-6489924,Rawalakot,Azad Kashmir
صنا ملک,S/O Zubair Hussain,13302-4850679-5,235780.0,0345-2742095,Islamabad,ICT
Ibrahim Raza,S/O Ahmed Sandhu,54000-6380600-8,224550.0,0313-4631757,Turbat,Balochistan
Mehwish Ahmed,S/O Rabia Baig,21301-7751546-4,786550.0,0300-9769167,Islamabad,ICT
Bushra Hussain,S/O Hashmi Nawaz,35202-3363821-4,269770.0,0345-9743967,Skardu,Gilgit-Baltistan
Ali Malik,S/O Faisal Qureshi,13302-1906432-8,1753430.0,0312-7034887,Islamabad,ICT
Qureshi Bhatti,S/O Mehwish Cheema,35202-5363756-2,76180.0,0332-8592909,Mirpur,Azad Kashmir
Tahir Jafri,S/O Adnan Malik,21301-5884185-1,490430.0,0332-7959433,Kohat,KPK
Ibrahim Malik,S/O Khalid Ahmed,35202-6779299-5,513130.0,0311-9945617,Gilgit,Gilgit-Baltistan
