Owner_Name,Father_Name,CNIC,Owner_Number,Province,City,Society_Name,Property_Type,Plot_House_No,Area,Purchase_Year,Ownership_Status,Estimated_Market_Value,Contact_No
Naeem Chaudhry,S/O Mohammad Naqvi,3520287078709,03225918715,Gilgit-Baltistan,Gilgit,Cavalry Ground,Agricultural Land,731,13 Kanal,2005,Mortgaged,169589472,03225918715
Qureshi Cheema,S/O Faisal Jafri,2130164739132,03323797398,Balochistan,Quetta,Township,Apartment,158,66 Marla,1999,Rented,838335,03323797398
Sidra Virk,S/O Sidra Gilani,4210122493823,03017328336,KPK,Kohat,Gulshan-e-Iqbal,Residential Plot,292,8 Marla,1995,Mortgaged,7228988,03017328336
Raja Sheikh,S/O Khalid Naqvi,1330298612103,03328137510,KPK,Abbottabad,Clifton,Apartment,448,15 Kanal,1997,Mortgaged,1487615,03328137510
BilalRizvi,S/O Sana Gondal,4210110133145,03015239450,KPK,Mardan,E-11,Apartment,619,67 Marla,2012,Mortgaged,3302390,03015239450
Tahir Cheema,S/O Zubair Ahmed,3520284440819,03326864452,ICT,Islamabad,Township,Apartment,916,71 Kanal,2009,Mortgaged,13608283,03326864452
Arif Ansari,S/O Sobia Hussain,54000-1866695-2,03219177478,ICT,Islamabad,Gulberg,Residential Plot,518,38 Sq.Ft,2018,Mortgaged,6855623,03219177478
Hassan Karim,S/O Faisal Tarar,6110159420418,03118163592,Gilgit-Baltistan,Chilas,Cavalry Ground,House,292,45 Kanal,1995,Owned,89974128,03118163592
Baig Rizvi,S/O نادیہ رضا,6110172495734,03014966490,Sindh,Mirpurkhas,Defence,Apartment,568,37 Marla,2017,Rented,18078931,03014966490
Bilal Sanndhu,S/O Saira Zaidi,1330237753647,03327046680,Gilgit-Baltistan,Skardu,Township,Residential Plot,619,39 Marla,2009,Owned,1826362,03327046680
Faisal Raza,S/O Shazia Bhatti,5400049017219,03455502245,Punjab,Lahore,Bahria Town,Residential Plot,498,11 Kanal,1996,Rented,35156171,03455502245
Maryam Sheikh,S/O Sajid Gujjar,4210178352434,03339762763,Balochistan,Khuzdar,Saddar,House,422,19 Kanal,2002,Owned,5195388,03339762763
Usman Rana,S/O Arif Chattha,6110184287367,03334654364,Gilgit-Baltistan,Skardu,North Nazimabad,Apartment,517,99 Marla,2014,Owned,7217908,03334654364
Ayesha Hameed,S/O Usman Malik,4210111913707,03038430216,Sindh,Karachi,PAF Colony,Apartment,259,60 Kanal,2004,Rented,7440216,03038430216
عائشہ احمد,S/O S/O Fatima Butt,1330232867426,03111153219,KPK,Mingora,Township,Residential Plot,131,52 Kanal,2022,Sold,1067541,03111153219
Iqra Gujjar,S/O Imran Hameed,3520217071317,03324072776,Sindh,Hyderabad,DHA,House,908,50 Sq.Ft,2018,Sold,13330932,03324072776
,S/O Amna Sandhu,1330233511072,03118497712,KPK,Abbottabad,DHA,Residential Plot,240,53 Kanal,2000,Rented,2827332,03118497712
Arif Chattha,S/O Raja Cheema,3520284313374,03221830765,KPK,Bannu,Defence,Apartment,716,5 Sq.Ft,1997,Owned,3409965,03221830765
Sana Hameed,S/O Shoaib Cheema,6110131604732,03453093470,ICT,Islamabad,DHA,House,345,53 Sq.Ft,2011,Sold,7704849,03007373549
Kamran Tarar,S/O Rabia Bhatti,3520228483783,03211222278,Punjab,Faisalabad,Saddar,Residential Plot,862,47 Kanal,2022,,1787618,03211222278
Syed Malik,,3520235837944,03001225606,Gilgit-Baltistan,Skardu,Defence,Residential Plot,83,25 Marla,2010,Mortgaged,2524984,03001225606
Sheikh hatti,S/O Usman Syed,5400065164515,03315033233,Gilgit-Baltistan,Chilas,Defence,Apartment,282,46 Sq.Ft,2002,Owned,,03315033233
Shzia Hashmi,S/O Ali Sheikh,6110152539454,03023740667,Gilgit-Baltistan,Skardu,Clifton,Apartment,93,46 Kanal,1995,,2603739,03023740667
Khalid Virk,S/O Shoaib Iqbal,3520268737148,03019902621,KPK,Mingora,Model Town,House,907,82 Sq.Ft,2023,Mortgaged,4571848,03019902621
,S/O Shazia Butt,1330257590889,03034875624,Gilgit-Baltistan,Skardu,Defence,Commercial Building,227,54 Sq.Ft,2015,Rented,31828071,03034875624
Sidra Sandhu,S/O محمد احمد,4210155561344,03027515728,Sindh,Karachi,Saddar,Residential Plot,808,47 Marla,2009,Owned,1606272,03027515728
Chaudhry Raza,S/O Iqra Bukhari,1330263165624,03316344855,Balochistan,Hub,E-11,House,661,28 Marla,2001,,683976,03316344855
Tariq Nawaz,S/O Zainab Raza,3520254164005,03003377526,Azad Kashmir,Rawalakot,Scheme 33,House,914,97 Kanal,2000,Mortgaged,85847508,03003377526
Maryam Bhatti,S/O Rukhsar Gujjar,13302-3408334-1,03227076665,Punjab,Sargodha,Clifton,Residential Plot,447,24 Marla,2017,Sold,13117103,03022738068
Nadia Rizvi,S/O Amna Rafiq,2130114290747,03036513606,Sindh,Nawabshah,Cantt,Apartment,43,89 Sq.Ft,2003,Rented,2057776,03036513606
Maryam Gilani,S/O Salman Akhtar,4210140591297,03323343303,Punjab,Lahore,Scheme 33,House,302,79 Kanal,1997,Mortgaged,1264516,03323343303
Mohammad Hussain,S/O Rukhsar Ansari,5400065911643,03009318770,KPK,Peshawar,Gulshan-e-Iqbal,Apartment,746,14 Kanal,2008,Sold,10301236,03009318770
Maryam Aslam,S/O Mohammad Mirza,1330224369717,03122587828,Punjab,Sialkot,Clifton,House,943,68 Marla,2018,Mortgaged,1453601,03122587828
Kashif Rizvi,S/O Imran Rafiq,2130183759559,03454799416,Azad Kashmir,Rawalakot,Bahria Town,Agricultural Land,126,33 Sq.Ft,2001,Rented,30705242,03454799416
Asma Khan,S/O Waseem Aslam,1330298853233,03461232731,Sindh,Mirpurkhas,Askari,House,941,89 Marla,2013,Owned,,03461232731
Rabia Sandhu,S/O Fatima Syed,2130143942501,03136113383,Balochistan,Turbat,Gulshan-e-Iqbal,Apartment,864,4 Marla,2002,Mortgaged,14473243,03136113383
Kashif Gilani,S/O Asif Ahmed,4400079082101,03331060293,ICT,Islamabad,Defence,Residential Plot,765,90 Marla,2004,Owned,8083963,03331060293
Faisal Tarar,S/O Sheikh Naqvi,4400095437689,03336386017,ICT,Islamabad,Johar Town,Apartment,852,76 Kanal,2013,Owned,6314619,03336386017
Naeem Mirza,S/O Naeem Gilani,2130177855117,03221098967,ICT,Islamabad,Askari,Apartment,461,46 Marla,2022,Owned,139518647,03221098967
Aamir Cheema,S/O Naveed Qureshi,4210188099368,03215546237,Balochistan,Khuzdar,Johar Town,Residential Plot,366,56 Kanal,2015,Rented,5426382,03215546237
Kamran Sandhu,S/O Asif Cheema,6110154045684,03138173085,Balochistan,Turbat,E-11,Residential Plot,48,51 Kanal,2002,Rented,28623257,03138173085
Nadia Sheikh,S/O Iqra Rizvi,3520236634442,03112329684,ICT,Islamabad,North Nazimabad,House,340,82 Marla,1996,Sold,17359284,03112329684
Naveed Qureshi,S/O Rizwan Ali,4400081368538,03137415170,Balochistan,Hub,G-9,Residential Plot,974,95 Marla,2004,Rented,4197306,03129744435
Ahmed Bhatti,S/O Ibrahim Akhtar,4400076761648,03319963387,Azad Kashmir,Rawalakot,E-11,House,688,81 Kanal,2007,Owned,19386319,03319963387
Mohamma Khan,S/O Zainab Naqvi,4210140826591,03015897392,Sindh,Karachi,Johar Town,Residential Plot,806,28 Kanal,1995,Mortgaged,16832730,
Maryam Chattha,S/O Usman Zaidi,4210189739159,03134553384,Sindh,Sukkur,I-8,Residential Plot,193,45 Sq.Ft,2018,Rented,2796588,03134553384
Kmran Nawaz,S/O Bushra Ansari,4210132840333,03019370162,Gilgit-Baltistan,Skardu,Johar Town,House,873,11 Sq.Ft,2023,Rented,5223210,03466974317
Sajid Rizvi,S/O Sheikh Rana,5400018756499,03125128067,Azad Kashmir,Rawalakot,PAF Colony,Residential Plot,119,46 Marla,2020,Sold,67927534,03125128067
Shoaib Akhtar,S/O Tahir Sandhu,1330211611809,03463015336,Punjab,Bahawalpur,F-10,Residential Plot,561,11 Kanal,2005,Rented,12889539,03463015336
Khalid Chaudhry,S/O Imran Raza,5400068726651,03037110995,KPK,Abbottabad,F-10,Apartment,67,45 Kanal,1997,Rented,1931336,03037110995
Amna Hameed,S/O Shazia Butt,1330285000078,03018964761,Punjab,Bahawalpur,PAF Colony,House,725,60 Marla,2001,Sold,2428755,03018964761
Ali Hameed,S/O Aamir Naqvi,1330227004947,03007521850,ICT,Islamabad,Scheme 33,House,18,39 Kanal,2017,Sold,10136028,03117747398
Hamid Chattha,S/O Mirza Chaudhry,5400058947913,03465064978,Balochistan,Turbat,Scheme 33,Apartment,821,26 Marla,2011,Sold,2741960,03465064978
Shazia Gilani,S/O Raja Mirza,1330272845517,03311480221,Balochistan,Quetta,Scheme 33,Apartment,62,16 Sq.Ft,2011,Owned,1516287,03311480221
SyedR afiq,S/O Asif Tarar,6110170966432,03319590345,Sindh,Hyderabad,Johar Town,House,641,56 Marla,1999,Rented,6364675,03319590345
Naeem Hussain,S/O Fatima Baig,4210156072282,03331396928,Gilgit-Baltistan,Gilgit,Cavalry Ground,Apartment,519,47 Sq.Ft,2013,Mortgaged,8722920,03331396928
Sidra Gilani,S/O S/O Rabia Gondal,4210184333774,03334296204,Gilgit-Baltistan,Chilas,Bahria Town,House,408,30 Sq.Ft,2015,Owned,2433155,03334296204
Maryam Hussain,S/O Amna Hameed,2130138706623,03122936967,Balochistan,Khuzdar,Gulshan-e-Iqbal,Residential Plot,347,65 Sq.Ft,2003,Owned,8689404,03211667262
Rabia Raza,S/O Iqra Rizvi,6110172781902,03121086576,Azad Kashmir,Rawalakot,North Nazimabad,Residential Plot,688,58 Sq.Ft,2009,Sold,4343762,03121086576
Asif Bhatti,S/O Muhammad Gondal,1330283968806,03467464383,Gilgit-Baltistan,Gilgit,Township,Residential Plot,973,20 Marla,2006,Owned,2723402,03331474171
Rabia Malik,S/O زینب علی,1330246956837,03315669739,Azad Kashmir,Rawalakot,Defence,Residential Plot,921,9 Marla,2020,Sold,828487,03315669739
Rizwan Khan,S/O Hashmi Chattha,6110194519782,03452410808,Sindh,Nawabshah,G-9,House,395,70 Kanal,2010,Rented,,03452410808
Mohammad Zadii,S/O Zubair Raza,5400021386163,03127972504,Sindh,Mirpurkhas,Cavalry Ground,House,80,48 Sq.Ft,2004,Rented,1865400,03127972504
Rabia Raja,S/O Ayesha Gondal,1330231091848,03004667881,KPK,Bannu,DHA,House,605,6 Sq.Ft,2012,Mortgaged,1617537,03004667881
Nadia Rizvi,S/O Zubair Akhtar,5400029720447,03463723046,Balochistan,Turbat,Bahria Town,House,834,85 Sq.Ft,2004,Rented,6706278,03463723046
Kamran Chaudhry,S/O Zubair Sheikh,1330267276308,03214745196,Sindh,Hyderabad,Cavalry Ground,House,895,38 Marla,1996,Sold,11812513,03214745196
Hussain Baig,S/O Bushra Sheikh,4400064788482,03029560164,Balochistan,Khuzdar,Askari,House,342,93 Marla,2004,Mortgaged,6131374,03029560164
Noor Qureshi,S/O Tahir Naqvi,4210158496426,03008217146,KPK,Mardan,F-10,House,52,48 Marla,1997,Rented,1753891,03008217146
Noor Naqvi,S/O Saira Malik,4400037638539,03457799708,Punjab,Faisalabad,Model Town,Residential Plot,89,24 Sq.Ft,1997,Rented,1676911,03455504567
,S/O Sana Virk,5400080704164,03218927894,Punjab,Lahore,Defence,Apartment,687,56 Marla,2009,Rented,19007073,03218927894
Ali  Raja,S/O Nadia Raza,4400023625892,03117442142,Punjab,Faisalabad,Johar Town,Residential Plot,853,55 Sq.Ft,2019,Rented,5857705,
Ayesha Ali,S/O Raja Raja,2130173728446,03126197809,ICT,Islamabad,G-9,Apartment,940,83 Kanal,2017,Sold,,03126197809
Maryam Tarar,,2130149307933,03456958403,Punjab,Multan,Township,House,784,34 Kanal,2023,Mortgaged,7471538,03456958403
Noor Jafri,S/O Amna Baig,3520260225856,03123498761,Punjab,Gujranwala,Gulshan-e-Iqbal,Apartment,607,4 Sq.Ft,2013,Rented,7990699,03123498761
Chaudhry Ahmed,S/O Rizwan Mirza,3520260607819,03335371192,Gilgit-Baltistan,Skardu,DHA,House,382,89 Sq.Ft,2017,Rented,7390507,03135401782
Sajid Baig,S/O Maryam Syed,2130180464138,03034526499,KPK,Bannu,Township,Apartment,39,99 Marla,2018,Sold,8179327,03034526499
Waseem Gondal,S/O Sana Gujjar,4400041868971,03224975549,ICT,Islamabad,Gulberg,Residential Plot,737,12 Marla,2020,Owned,1019347,03224975549
Salman Raza,S/O صنا ملک,4400056174879,03034356975,Sindh,Karachi,DHA,House,212,61 Marla,2006,Rented,1508016,03329722307
Hamid Rizvi,S/O Sobia Karim,2130135692278,03025812771,Gilgit-Baltistan,Chilas,F-10,Apartment,924,60 Sq.Ft,2012,Rented,7470264,03025812771
Kashif Raza,S/O Sana Hameed,4400075836886,03001868273,Sindh,Hyderabad,E-11,Residential Plot,72,7 Marla,2011,Mortgaged,4693854,03001868273
Waseem Raza,S/O Hina Rizvi,4400055944145,03224510407,Punjab,Rawalpindi,Johar Town,House,26,80 Kanal,2004,Mortgaged,4767474,03224510407
Ayesha Hashmi,S/O S/O Rizwan Qureshi,4400046887343,03117260091,Gilgit-Baltistan,Skardu,Cavalry Ground,Residential Plot,798,45 Sq.Ft,2010,Sold,3824312,03117260091
Sobia Gondal,S/O Rukhsar Raza,5400096291016,03132021413,Azad Kashmir,Muzaffarabad,Bahria Town,Residential Plot,430,56 Kanal,2023,Owned,1128792,03132021413
Muhammad Ahmed,S/O Hussain Tarar,4400055170848,03318998387,Punjab,Sargodha,I-8,Commercial Building,258,48 Sq.Ft,2017,Sold,260269783,03322713987
Hashmi Chattha,S/O Rabia Ali,2130124960533,03132612275,KPK,Mardan,G-9,House,656,9 Sq.Ft,2013,Owned,7264308,03132612275
Rukhsar Ahmed,S/O Salman Qureshi,3520223232258,03012884744,Balochistan,Turbat,Township,Apartment,804,26 Sq.Ft,1999,Rented,6903533,03012884744
محمد حسن,S/O Khalid Rana,4210170048315,03011654541,Gilgit-Baltistan,Chilas,Bahria Town,Residential Plot,731,31 Sq.Ft,1997,Rented,3672387,03011654541
Rukhsar Ali,S/O Sana Syed,4400052732786,03029593658,KPK,Mardan,North Nazimabad,Residential Plot,307,88 Sq.Ft,2011,Rented,2976252,03029593658
Faisal Bukhari,S/O Arif Karim,1330248372205,03322203875,Azad Kashmir,Rawalakot,I-8,Residential Plot,808,25 Kanal,2012,Owned,5408457,03322203875
Waseem Ansari,S/O Ayesha Hameed,2130130571979,03211567676,KPK,Abbottabad,Askari,Residential Plot,358,17 Kanal,2017,Owned,8540380,03211567676
Mohammad Hussain,S/O Bushra Qureshi,2130138794454,03335931000,Sindh,Hyderabad,Defence,Residential Plot,532,62 Sq.Ft,2021,Owned,14249154,03313338176
Malik Virk,S/O Faisal Bhatti,4400046542071,03219452659,Gilgit-Baltistan,Chilas,DHA,Residential Plot,417,28 Marla,2015,Owned,1082785,03219452659
Tahir Butt,S/O Fatima Sandhu,2130133766382,03014468757,Sindh,Karachi,Scheme 33,House,366,45 Marla,2020,Rented,987786,03213526870
Salman Khan,S/O Zainab Tarar,4400058503912,03015431092,Sindh,Larkana,Johar Town,Apartment,214,96 Sq.Ft,1996,Mortgaged,13473730,03015431092
Naveed Khan,S/O Sobia Hashmi,1330235934891,03212183139,Punjab,Rawalpindi,Gulberg,Residential Plot,292,67 Marla,2004,Sold,8766143,03212183139
Adnan Gilani,S/O Sobia Karim,1330264528323,03125691890,Sindh,Mirpurkhas,PAF Colony,Commercial Plot,125,50 Sq.Ft,2019,Sold,31765587,03125691890
Rukhsar Hussain,S/O Mirza Malik,2130122144535,03327135510,Balochistan,Khuzdar,Cavalry Ground,Residential Plot,144,57 Marla,1998,Rented,2033557,03327135510
Zainab Rizvi,S/O Faisal Khan,5400056254982,03459397114,ICT,Islamabad,DHA,Apartment,176,48 Sq.Ft,1997,Sold,10106346,03459397114
Naveed Rafiq,S/O Chaudhry Aslam,2130133753279,03455071227,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,Residential Plot,498,45 Kanal,1995,Sold,11084172,03213055463
Khalid Khan,S/O Hussain Akhtar,5400092557374,03224507245,Gilgit-Baltistan,Skardu,Gulshan-e-Iqbal,House,23,100 Marla,2002,Sold,3844663,03224507245
Ayesha Taar,S/O Sana Gujjar,5400061014625,03021866037,ICT,Islamabad,Scheme 33,Apartment,704,49 Marla,1999,Owned,4926721,03021866037
Rizwan Syed,S/O Asma Mirza,6110183666838,03038840994,ICT,Islamabad,Scheme 33,House,680,71 Kanal,2015,Owned,3858446,03038840994
Maryam Chaudhry,S/O فاطمہ خان,,03036028594,Azad Kashmir,Rawalakot,DHA,Apartment,585,34 Marla,2002,Rented,21128514,03124423013
Rabia Gujjar,S/O Rabia Rafiq,1330226198443,03027324287,Azad Kashmir,Muzaffarabad,Johar Town,Residential Plot,633,9 Kanal,1995,Rented,14648753,03027324287
Rukhsar Ahmed,S/O Amna Mirza,3520227192406,03311796771,ICT,Islamabad,Johar Town,House,231,41 Marla,2007,Sold,4764264,03311796771
Baig Jafri,S/O Raja Ahmed,4210173054084,03458279483,Balochistan,Gwadar,DHA,Residential Plot,565,64 Marla,2003,Owned,3962900,03028231636
Hina Bukhari,S/O Hassan Gondal,6110158158093,03135001087,Sindh,Karachi,Gulberg,Apartment,781,53 Marla,2003,Owned,21400660,03135001087
Sidra Bhatti,,5400073176999,03028286401,Gilgit-Baltistan,Gilgit,Cavalry Ground,Apartment,937,81 Marla,2016,Owned,8188388,03028286401
Ali Abbasi,S/O Noor Virk,2130118870341,03018494748,ICT,Islamabad,E-11,Apartment,254,67 Sq.Ft,2000,Rented,7181668,
Uzma Hameed,S/O Rizwan Gondal,1330260522193,03032458142,KPK,Mardan,F-10,Residential Plot,458,69 Sq.Ft,1996,Mortgaged,13806366,03032458142
Rabia Khan,S/O Rukhsar Rizvi,4210162825222,03116231456,Balochistan,Quetta,Askari,Apartment,780,94 Marla,2015,Mortgaged,3076277,03116231456
Hassan Raja,S/O فاطمہ خان,4210130721883,03452197422,Sindh,Larkana,Bahria Town,Apartment,156,51 Kanal,2002,Rented,10392497,03452197422
محمد احمد,S/O Muhammad Iqbal,3520220269169,03002051217,ICT,Islamabad,Clifton,Residential Plot,818,91 Marla,2009,Owned,9137505,03002051217
Shoaib Hashmi,S/O Rukhsar Mirza,1330291962872,03335303341,Gilgit-Baltistan,Skardu,DHA,House,150,35 Marla,2012,Mortgaged,8678996,03335303341
Mehwish Sheikh,S/O Ali Aslam,3520294723148,03322350095,ICT,Islamabad,Cantt,Residential Plot,886,69 Kanal,2019,Owned,20089763,03322350095
Bushra Qureshi,S/O Fatima Jafri,1330245286076,03323161704,KPK,Mardan,Gulshan-e-Iqbal,Apartment,357,73 Marla,2011,Owned,6082588,03323161704
Faisal Chaudhry,S/O Rabia Akhtar,5400012467231,03226238826,ICT,Islamabad,I-8,House,204,10 Kanal,2003,Rented,9754340,03226238826
Mehwish Ahmed,S/O محمد احمد,1330214583831,03016410595,Sindh,Mirpurkhas,G-9,Apartment,543,3 Sq.Ft,2018,Owned,1733221,03016410595
Faisal Raza,S/O Bushra Zaidi,3520251729844,03115239954,Punjab,Lahore,Model Town,Apartment,43,67 Kanal,2019,Owned,5364032,03115239954
Kashif Malik,S/O Baig Rizvi,,03002815599,ICT,Islamabad,Cantt,Apartment,991,20 Sq.Ft,2004,Sold,2044542,03018725884
Rizwan Iqbal,S/O Sidra Hussain,3520247668612,03016598972,Punjab,Lahore,Bahria Town,Agricultural Land,555,10 Sq.Ft,2017,Sold,19836768,03016598972
Fatima Jafri,S/O Zubair Rizvi,,03136233951,Punjab,Bahawalpur,G-9,House,870,11 Marla,2002,Sold,,03217289374
نادیہ رضا,S/O Faisal Iqbal,5400043238267,03132014125,ICT,Islamabad,G-9,House,157,90 Marla,2010,Mortgaged,6238660,03132014125
Maryam Syed,S/O Ayesha Aslam,2130132218351,03461280902,Sindh,Nawabshah,Clifton,House,122,33 Kanal,2011,,5046294,03461280902
Rabia Ahmed,S/O Raja Hashmi,5400029701915,03111134671,Punjab,Rawalpindi,Scheme 33,Agricultural Land,978,60 Kanal,2015,Rented,27519819,03111134671
Mohammad Iqbal,S/O Fatima Malik,6110169806358,03021072165,ICT,Islamabad,G-9,Residential Plot,17,46 Sq.Ft,2015,Owned,5593827,03021072165
زینب علی,S/O Mehwish Rafiq,2130118987474,03221972828,KPK,Peshawar,Saddar,House,118,53 Sq.Ft,2011,,2393344,03221972828
Faisal Butt,S/O Waseem Jafri,,03126948095,Punjab,Faisalabad,Scheme 33,House,392,46 Kanal,2010,Owned,11729177,03126948095
Sobia Chaudhry,S/O Adnan Rafiq,5400066505722,03465668940,Sindh,Hyderabad,Saddar,Apartment,623,97 Marla,1999,Rented,5752955,03465668940
Arif Ali,S/O Noor Virk,5400083259205,03036304667,Punjab,Bahawalpur,Gulshan-e-Iqbal,Apartment,713,53 Sq.Ft,2012,Owned,,03036304667
احمد خان,S/O Ali Qureshi,4210159068362,03315350397,ICT,Islamabad,Model Town,House,274,57 Kanal,2020,Owned,6776062,03133718330
Ayehsa Aslam,S/O Sajid Hussain,2130163127088,03125633475,Punjab,Faisalabad,Township,Apartment,791,51 Marla,2006,Sold,17969185,
Naeem Raja,S/O Nadia Gondal,3520235952059,03223245044,Azad Kashmir,Muzaffarabad,I-8,Residential Plot,975,33 Kanal,1998,Rented,7512155,03223245044
Muhammad Hashmi,S/O Zubair Cheema,3520214636236,03034789433,Gilgit-Baltistan,Chilas,Gulberg,Residential Plot,237,21 Marla,1995,Rented,4507960,03034789433
Maryam Akhtar,,5400023875947,03339431822,Azad Kashmir,Mirpur,Township,Apartment,451,70 Sq.Ft,2013,Mortgaged,10280523,03339431822
Nadia Rafiq,S/O Arif Virk,3520249544936,03451838804,Gilgit-Baltistan,Gilgit,G-9,Residential Plot,847,74 Kanal,2004,Owned,12703419,03451838804
صنا ملک,S/O Faisal Bhatti,3520297627318,03018906784,Punjab,Bahawalpur,F-10,Apartment,795,64 Marla,2011,Mortgaged,3098651,03018906784
Malik Abbasi,S/O Hina Raza,5400023301527,03315378446,Gilgit-Baltistan,Skardu,Cantt,Residential Plot,87,13 Marla,2017,Owned,2422339,03315378446
Amna Hussain,S/O Salman Naqvi,5400018408907,03122343211,KPK,Mingora,E-11,Residential Plot,704,44 Sq.Ft,2013,Owned,16489599,03122343211
Mohammad Gondal,S/O Adnan Cheema,1330272424915,03455668383,Sindh,Nawabshah,Saddar,Residential Plot,834,50 Sq.Ft,2016,Mortgaged,5319686,03455668383
Shazia Khan,S/O Nadia Sheikh,,03215978954,ICT,Islamabad,Askari,House,278,86 Marla,2004,Rented,4008493,03215978954
Uzma Malik,S/O صنا ملک,4400042480283,03318750156,Azad Kashmir,Mirpur,PAF Colony,Commercial Building,718,26 Marla,2012,Owned,25829239,03318750156
Hussain Aslam,S/O S/O Imran Hashmi,1330215826479,03034233407,ICT,Islamabad,Cavalry Ground,House,978,92 Marla,2016,Mortgaged,503670,03034233407
عائشہ احمد,S/O Bilal Zaidi,1330221768262,03466566909,Balochistan,Hub,Bahria Town,House,351,83 Kanal,2000,Sold,5463422,03466566909
Qureshi Butt,S/O Hina Chaudhry,2130140992541,03027967233,Gilgit-Baltistan,Chilas,North Nazimabad,House,555,94 Kanal,2023,Owned,15716325,03027967233
Rukhsar Rana,S/O Asif Karim,4400037914725,03033341247,KPK,Peshawar,Bahria Town,Residential Plot,178,29 Sq.Ft,2010,Sold,1417000,03033341247
Sajid Virk,S/O Hussain Chaudhry,2130192237509,03032880921,Punjab,Multan,F-10,Apartment,626,77 Sq.Ft,2017,Owned,2273893,03006375125
Rukhsar Rafiq,S/O Imran Zaidi,6110175084857,03133949014,Balochistan,Turbat,Askari,Residential Plot,342,31 Kanal,1999,Rented,3037627,03122551663
Zubair Virk,S/O Syed Syed,4400069572746,03211828598,ICT,Islamabad,Township,Commercial Building,1,63 Kanal,2007,Sold,84934458,03211828598
Hassan Gilani,S/O Iqra Ali,5400019309204,03467462239,Sindh,Sukkur,North Nazimabad,Apartment,108,47 Sq.Ft,2002,Rented,1915733,03467462239
Mehwish Mirza,,1330270387698,03216516062,Sindh,Larkana,Cantt,Apartment,970,68 Kanal,1995,Mortgaged,20451169,03216516062
Waseem Sandhu,S/O Rizwan Rizvi,6110153184192,03017635756,ICT,Islamabad,Johar Town,Apartment,585,61 Marla,2004,Owned,4440479,03017635756
Faisal Virk,S/O Zubair Abbasi,3520221271477,03325754530,KPK,Peshawar,I-8,Residential Plot,77,24 Sq.Ft,2006,Mortgaged,8927559,03217578375
Omar Qureshi,S/O Adnan Ahmed,1330247989023,03119556101,Gilgit-Baltistan,Chilas,Saddar,Residential Plot,802,83 Kanal,1999,Owned,39941531,03119556101
Hashmi Chaudhry,S/O Shoaib Hameed,,03326776103,Azad Kashmir,Mirpur,Askari,Apartment,143,89 Kanal,2011,Mortgaged,9028573,03326776103
Rizwan Bhatti,S/O Aamir Bhatti,1330227790951,03007146104,Azad Kashmir,Mirpur,E-11,Apartment,86,48 Marla,1998,Owned,10360147,03007146104
Ahmed Baig,,3520257038789,,Sindh,Nawabshah,Clifton,Residential Plot,616,70 Sq.Ft,2009,Mortgaged,3685192,03466276177
