Name,Father_Name,CNIC,Annual_Recharge_Amount,Phone_Number,City,Province
Nadia Buhkari,S/O Fatima Rizvi,1330236108663,17516,03132266948,Mirpur,Azad Kashmir
Aamir Rafiq,S/O Hamid Bukhari,1330295714291,48595,03112765405,Mingora,KPK
Bilal Sandhu,S/O Rukhsar Baig,,53674,03331222888,Quetta,Balochistan
Ahmed Naqvi,S/O Zubair Chaudhry,6110133370579,166683,03003345814,Islamabad,ICT
Ahmed Bhatti,S/O Naeem Aslam,1330252229578,15216,03123109269,Sialkot,Punjab
Hamid Iqbal,S/O Amna Akhtar,4210149894083,31870,03221296167,Rawalakot,Azad Kashmir
Qureshi Sheikh,S/O Shazia Gilani,1330224423677,46990,03003601881,Mingora,KPK
Bushra Hameed,S/O Aamir Jafri,44000-2084304-2,120942,03316598102,Sargodha,Punjab
Asif Rana,S/O Hamid Sheikh,3520234822568,17704,03321380679,Hub,Balochistan
Rabia Malik,S/O زینب علی,1330246956837,3639,,Rawalakot,Azad Kashmir
Tahir Chaudhry,S/O Bilal Ansari,,,03456037049,Rawalakot,Azad Kashmir
Mirza Rizvi,S/O Amna Ansari,3520220990985,57249,03325679252,Mardan,KPK
Arif Ansari,S/O Maryam Ali,5400056421931,44606,03005610990,Sialkot,Punjab
Sobia Sheikh,S/O Uzma Latif,6110129351075,26474,03114410796,Peshawar,KPK
Kamran Rizvi,S/O Sheikh Gondal,1330292901432,92063,03034435616,Sargodha,Punjab
Bushra Aslam,S/O Shoaib Jafri,5400064038864,35613,03213385244,Gilgit,Gilgit-Baltistan
Imran Hashmi,S/O Usman Syed,2130177517349,179849,03456950129,Hub,Balochistan
,S/O Ahmed Gondal,6110184296726,33698,03219151859,Sukkur,Sindh
Bilal Gujjar,S/O Hussain Hameed,,70637,03336478233,Nawabshah,Sindh
صنا ملک,S/O Hina Raza,4210185345393,16674,03456444522,Mirpur,Azad Kashmir
احمد خان,S/O Mohammad Cheema,4210160118254,160588,03029392818,Faisalabad,Punjab
Bushra Syed,S/O Asif Virk,4400092999333,13805,03325115846,Quetta,Balochistan
Hina Bukhari,S/O Nadia Malik,4400055604145,12164,03228178453,Mardan,KPK
Sjid Chattha,S/O Mohammad Akhtar,3520265046702,43575,03311511704,Sialkot,Punjab
Muhammad Raza,S/O Fatima Bhatti,5400070753761,13806,,Bannu,KPK
Salman Naqvi,S/O Baig Gujjar,3520243705679,7636,03462353795,Abbottabad,KPK
Sajid Rafiq,S/O Mirza Gondal,4210163721269,70271,03019205790,Chilas,Gilgit-Baltistan
Asma Tarar,S/O Zubair Rizvi,6110147309659,67379,03004092835,Nawabshah,Sindh
Sana Rafiq,S/O Malik Raza,35202-9799801-7,,03226263495,Turbat,Balochistan
Shoaib Akhtar,S/O Imran Raza,5400057558816,,03465779569,Faisalabad,Punjab
Asif Chaudhry,S/O نادیہ رضا,6110158853662,14346,,Mirpur,Azad Kashmir
Mohammad Khan,S/O Noor Rafiq,2130158573851,10437,03319067424,Gwadar,Balochistan
Hussain Bhatti,S/O Saira Virk,5400024105686,45169,03116994307,Skardu,Gilgit-Baltistan
Amna Cheema,S/O Rizwan Aslam,21301-1909393-4,119612,03328416216,Sialkot,Punjab
Baig Bhatti,S/O Hassan Ahmed,4400051235845,35712,03212023059,Gwadar,Balochistan
,S/O Raja Sandhu,3520271166072,324439,03131393142,Multan,Punjab
Nadia Iqbal,S/O Mehwish Rafiq,1330290448337,22063,03133844964,Peshawar,KPK
Asif Latif,S/O Sidra Gilani,2130182281283,1314,03116111364,Turbat,Balochistan
Omar Bukhari,S/O Raja Sandhu,35202-4461896-5,34965,03016969048,Mirpur,Azad Kashmir
Mehwish Rafiq,S/O Shazia Virk,3520216582898,9890,03223233173,Mirpurkhas,Sindh
Rabia Nawaz,S/O Fatima Sheikh,5400064598705,23251,03015337351,Skardu,Gilgit-Baltistan
Kamran Baig,S/O Zubair Abbasi,6110161044702,39941,03313670809,Khuzdar,Balochistan
Muhammad Tarar,S/O Fatima Ansari,6110129252451,141595,03034530062,Bahawalpur,Punjab
Malik Akhtar,S/O Ali Raja,1330235565854,13693,03461825767,Larkana,Sindh
Tahir Ahmed,S/O Aamir Raja,1330280464153,38181,03211175909,Mingora,KPK
Imran Akhtar,,2130139893873,96716,03214269335,Bahawalpur,Punjab
Mirza Nawaz,S/O S/O Shazia Chattha,,28330,03314726916,Rawalakot,Azad Kashmir
Raja Butt,S/O محمد احمد,3520213412023,105907,03038434123,Chilas,Gilgit-Baltistan
Kamran Akhtar,S/O Sobia Raza,6110151399982,53166,03451020311,Mingora,KPK
Kamran Mirza,S/O Iqra Cheema,5400012594734,26651,03338560292,Gilgit,Gilgit-Baltistan
عمر شیخ,S/O Sana Bhatti,4400011112208,16909,03011693359,Nawabshah,Sindh
Shazia Zaidi,S/O Naveed Raza,2130183870148,7501,03311735594,Mingora,KPK
Ali Abbasi,S/O Noor Virk,2130118870341,34981,03018494748,Islamabad,ICT
Asma Virk,S/O Saira Latif,3520217616399,11844,03134301874,Karachi,Sindh
Arif Jafri,S/O Hamid Hussain,4400062739942,33696,03332513511,Chilas,Gilgit-Baltistan
Noor Rizvi,S/O Adnan Bhatti,1330266159136,10400,03005665748,Larkana,Sindh
Naeem Cheema,S/O S/O Ayesha Bhatti,1330228351258,15364,03463622462,Chilas,Gilgit-Baltistan
Hamid Khan,S/O Faisal Naqvi,2130111971117,17655,,Gwadar,Balochistan
Zubair Sandhu,S/O Syed Tarar,4400076863658,17520,03025979032,Bahawalpur,Punjab
Shazia Gilni,S/O Adnan Gondal,6110175710301,9605,03036658653,Chilas,Gilgit-Baltistan
Rukhsar Mirza,S/O مریم چودھری,1330244233057,8973,03004874298,Mardan,KPK
,S/O Ibrahim Sheikh,2130194336512,69305,03023932603,Turbat,Balochistan
Kashif Iqbal,S/O Arif Bukhari,4400049010156,93267,03025022273,Islamabad,ICT
Asif Rizvi,S/O نادیہ رضا,4400070624681,15207,,Muzaffarabad,Azad Kashmir
Rabia Akhtar,S/O Salman Sheikh,5400057071498,176312,03335353521,Sargodha,Punjab
Omar Ansari,S/O Syed Rafiq,2130119079699,39865,03337214815,Chilas,Gilgit-Baltistan
Bilal Naqvi,S/O Noor Cheema,5400067721966,224820,03211801936,Rawalakot,Azad Kashmir
Salman Bukhari,S/O Naveed Sandhu,5400023871881,50767,03456473926,Muzaffarabad,Azad Kashmir
Aamir Bhatti,S/O Sajid Mirza,1330259247489,98270,03319527718,Islamabad,ICT
Arif Chaudhry,S/O Rabia Ahmed,1330228149866,11527,03039528917,Bahawalpur,Punjab
زینب علی,S/O Khalid Abbasi,4210117241358,9035,03453847525,Mingora,KPK
Hussain Jafri,S/O Hassan Bukhari,3520255396465,,03025114166,Bannu,KPK
Hina Zaidi,S/O Shoaib Malik,4210117869457,115392,03027834853,Bannu,KPK
Hussain Rana,S/O Rizwan Tarar,3520257854925,29161,03464407843,Skardu,Gilgit-Baltistan
Tariq Raja,S/O Zubair Bhatti,3520240355444,34590,03323867507,Sialkot,Punjab
Hashmi Nawaz,S/O Kamran Akhtar,5400068337731,77661,03333800108,Mirpur,Azad Kashmir
عائشہ احمد,S/O Tahir Rana,2130180195776,17571,03038025421,Islamabad,ICT
,S/O Uzma Iqbal,3520288115734,17869,03009747304,Quetta,Balochistan
Mehwish Rana,S/O ابراہیم ملک,5400053457776,22818,03006114026,Rawalakot,Azad Kashmir
Raja Bhatti,S/O Rukhsar Virk,4210164315607,17217,03216695606,Mirpurkhas,Sindh
Sidra Syed,S/O S/O Ali Raja,,,03322237660,Gilgit,Gilgit-Baltistan
Ahmed Aslam,,3520293284704,36263,03466681731,Gilgit,Gilgit-Baltistan
Rabia Gilani,S/O Sobia Rafiq,5400084905054,37266,03333024563,Rawalakot,Azad Kashmir
عائشہ احممد,S/O Shazia Bukhari,1330238166073,1040871,03016488523,Turbat,Balochistan
Mirza Qureshi,S/O Waseem Ali,2130186084082,17777,03011379228,Mardan,KPK
Mohammad Ansari,S/O Imran Rizvi,5400053338088,193064,03113211404,Faisalabad,Punjab
Hamid AAnsari,S/O Iqra Akhtar,2130154309625,84521,03027287843,Skardu,Gilgit-Baltistan
Arif Latif,S/O Shazia Sandhu,5400012697135,18744,03134005497,Abbottabad,KPK
Usman Jafri,S/O Hussain Aslam,4400026811442,95342,03469986438,Islamabad,ICT
Rabia Gilani,S/O Aamir Karim,6110113056038,29808,,Hub,Balochistan
Sajid Gilani,S/O Raja Sandhu,,97713,03456376801,Khuzdar,Balochistan
Nadia Ansari,S/O Sobia Gilani,5400072690027,51778,03329658236,Mingora,KPK
Naeem Naqvi,,1330283325639,13254,03113549789,Mardan,KPK
Ayesha Syed,S/O Mehwish Latif,2130160470282,69094,03015161346,Rawalpindi,Punjab
Tahir Hameed,S/O Rukhsar Rizvi,1330269397854,10738,03019510677,Peshawar,KPK
Omar Iqbal,S/O Shoaib Hussain,3520270942661,70637,03012453668,Mingora,KPK
Muhammad Sandhu,S/O Hina Abbasi,6110137505186,88504,03228612652,Mirpur,Azad Kashmir
Fatima Khan,S/O Sajid Iqbal,3520276402057,29898,03035388978,Multan,Punjab
Iqra Nawaz,S/O Tahir Jafri,4210195298585,255119,03226321665,Faisalabad,Punjab
Adnan Nawaz,S/O Maryam Hameed,4400081276977,220539,03314730014,Bahawalpur,Punjab
Hassan Virk,S/O Sheikh Latif,5400052971172,3431,03016838252,Quetta,Balochistan
Aamir Ali,S/O Naveed Gujjar,5400020354295,4820,03009716578,Mirpurkhas,Sindh
Naveed Baig,S/O Malik Baig,4400015210225,27078,03213733604,Mardan,KPK
Adnan Raza,S/O Shoaib Aslam,3520226633616,57390,03452625330,Sargodha,Punjab
Zainab Butt,S/O Nadia Rafiq,6110164654583,18789,03312471667,Mardan,KPK
Asma Qureshi,S/O محمد علی,1330256328148,5504,03219481962,Rawalakot,Azad Kashmir
Muhammad Raja,S/O Sobia Tarar,2130195458433,54867,,Rawalpindi,Punjab
Kamran Akhtar,S/O Malik Hameed,3520238086493,3920,03032346561,Sukkur,Sindh
Aamir Ansari,S/O S/O Sobia Akhtar,3520279512173,329,03014713195,Mardan,KPK
Usma Nawaz,,6110187849883,6894,03318014552,Gwadar,Balochistan
Mohammad Rizvi,S/O Imran Raja,1330292212395,235379,03216845789,Multan,Punjab
Aamir Hussain,S/O Noor Bukhari,3520270451146,39616,03452167300,Khuzdar,Balochistan
Rabia Abbasi,S/O عمر شیخ,6110191517941,25251,03135272208,Sialkot,Punjab
Hassan Aslam,S/O Ayesha Rana,4210165845739,194630,03452819095,Gilgit,Gilgit-Baltistan
Hashmi Gondal,S/O Syed Raza,5400075693386,19160,03225469523,Mirpur,Azad Kashmir
صنا ملک,S/O Fatima Tarar,61101-6668492-3,6155,03317820513,Hub,Balochistan
Naveed Ahmed,S/O Imran Bhatti,5400047401992,51533,03211279415,Hub,Balochistan
Rukhsar Karim,S/O Malik Qureshi,6110154186919,37860,,Faisalabad,Punjab
Sajid Abbasi,S/O Asma Hashmi,4400032761718,72345,03008148217,Khuzdar,Balochistan
Kashif Nawaz,S/O زینب علی,2130120617263,55092,03001623460,Khuzdar,Balochistan
Sidra Chaudhry,S/O Mirza Chaudhry,3520275289131,,03334902452,Gilgit,Gilgit-Baltistan
Tariq Gilani,S/O Hassan Sandhu,3520214231171,33817,03327173782,Muzaffarabad,Azad Kashmir
Faisal Ansari,S/O Ahmed Khan,,29315,03135480282,Mardan,KPK
Qureshi Bhatti,S/O Zubair Akhtar,5400097972391,8894,03217652200,Islamabad,ICT
Syed Gujjar,S/O Iqra Tarar,6110180983393,148360,03322712355,Rawalpindi,Punjab
Asif Ahmed,S/O Ayesha Malik,35202-4087165-1,5867,03463331597,Nawabshah,Sindh
Nadia Sheikh,S/O Asma Nawaz,2130188439461,12583,03131167187,Quetta,Balochistan
Rabia Gondal,S/O Raja Karim,4400067606694,33631,03459945913,Bahawalpur,Punjab
Sobia Bukhari,S/O Hassan Iqbal,5400092096204,11979,03339248012,Rawalakot,Azad Kashmir
Kamran Abbasi,S/O Khalid Qureshi,4210143616824,41732,03328981342,Mardan,KPK
Hassan Sheikh,S/O Fatima Karim,3520297903281,3381,03451107102,Sukkur,Sindh
Malik Ali,S/O Salman Rana,4400017712989,15657,03131250527,Karachi,Sindh
Zubair Virk,S/O Bushra Sheikh,,174803,03018785256,Hub,Balochistan
Mohammad Bukhari,S/O Asma Ali,4210187987964,53141,03466844936,Faisalabad,Punjab
Kamran Miza,S/O Omar Sandhu,4210174828856,8336,03214444176,Larkana,Sindh
Mohammad Sandhu,S/O Zubair Cheema,4210140020789,32685,03454360746,Bannu,KPK
Ibrahim Sandhu,S/O Iqra Karim,5400023462746,18258,03001322326,Mingora,KPK
Noor Syd,S/O Mohammad Tarar,4400052689426,230295,03467282668,Mardan,KPK
Amna Raja,S/O Hamid Aslam,5400051207005,17183,03331657465,Islamabad,ICT
Malik Rana,S/O Arif Ansari,,28046,03214450093,Khuzdar,Balochistan
Nadia Zaidi,S/O Shoaib Syed,4210126110848,7795,03025437386,Rawalakot,Azad Kashmir
Hassan Gujjar,S/O Shoaib Hussain,3520270871558,7944,03114895119,Abbottabad,KPK
Ibrahim Karim,S/O Waseem Raza,3520278583206,12107,03455600435,Gilgit,Gilgit-Baltistan
Sana Jafri,S/O Fatima Karim,3520212806189,204239,03009425786,Sukkur,Sindh
Hamid Sandhu,S/O Mehwish Baig,4210157661824,22280,03328297037,Islamabad,ICT
Amna Gujjar,S/O Hamid Aslam,4210138114506,1687,03132196955,Abbottabad,KPK
Baig Rafiq,S/O Ahmed Syed,3520270553349,746819,03467191944,Sargodha,Punjab
Iqra aRfiq,S/O Naveed Gujjar,4210170970908,36557,03126148910,Larkana,Sindh
Usman Gondal,S/O Syed Aslam,2130161819611,22484,03457244451,Hyderabad,Sindh
Sobia Tarar,S/O Bilal Abbasi,3520265435116,64309,03339089823,Islamabad,ICT
Khalid Mirza,S/O Hassan Qureshi,5400085269947,127811,03324291026,Mardan,KPK
Kamran Chaudhry,S/O Chaudhry Malik,2130145104985,25207,03227789606,Mirpur,Azad Kashmir
Zainab Ansari,S/O Hassan Khan,4210170020099,58155,03129808972,Gujranwala,Punjab
Sheikh Tarar,S/O Sana Hameed,4210151999956,120448,03135693705,Chilas,Gilgit-Baltistan
Rabia Gilani,S/O Sobia Rafiq,5400084905054,174552,03117056123,Rawalakot,Azad Kashmir
Hussain Hashmi,S/O Khalid Khan,6110110377737,34055,03024756556,Skardu,Gilgit-Baltistan
Zubair Virk,S/O Ibrahim Gondal,2130177292181,15321,03126295785,Gilgit,Gilgit-Baltistan
Maryam Chattha,S/O Hashmi Ahmed,1330243259697,33677,03027705326,Chilas,Gilgit-Baltistan
Arif Rana,S/O Waseem Abbasi,5400067480055,4182,03213764732,Islamabad,ICT
Ahmed Tarar,S/O Naeem Karim,5400048783297,106748,03327616992,Lahore,Punjab
Zubair Hameed,S/O Ibrahim Naqvi,6110119796138,16134,03036491125,Bahawalpur,Punjab
Adnan Rana,S/O Chaudhry Latif,1330299250715,15838,03116524012,Islamabad,ICT
Mohammad Naqvi,S/O S/O Hussain Tarar,4210147448543,41404,03131533224,Gilgit,Gilgit-Baltistan
Hassan Baig,S/O Malik Butt,3520270655026,140711,03322128985,Peshawar,KPK
Usman Abbasi,S/O Asif Gilani,4400061463654,14218,03033924425,Abbottabad,KPK
Amna Hashmi,S/O Hina Jafri,5400086923137,101752,03219799515,Faisalabad,Punjab
,S/O Ibrahim Rafiq,4210151640576,58774,03007095197,Karachi,Sindh
Rizwan Aslam,S/O Malik Chattha,4400092165212,39134,03453655627,Islamabad,ICT
Ahmed Baig,S/O Khalid Bukhari,3520257038789,18172,03466276177,Nawabshah,Sindh
Noor Rizvi,S/O Omar Karim,61101-3799030-6,22911,03025676817,Sukkur,Sindh
Sobia Chattha,S/O S/O Raja Bhatti,3520218485666,,03034623062,Hyderabad,Sindh
Nadia Akhtar,S/O Imran Karim,1330219083366,36770,03219983324,Gwadar,Balochistan
Raja Malik,S/O Raja Tarar,4210171526616,35350,03451020737,Muzaffarabad,Azad Kashmir
Mirza Nawaz,S/O Kamran Jafri,5400031567623,262305,03114823830,Nawabshah,Sindh
Sheikh Gujjar,S/O Fatima Latif,4210163340616,87595,03322880198,Islamabad,ICT
Hamid Rafiq,S/O Muhammad Khan,3520255588491,26275,03003499757,Karachi,Sindh
Ayesha Gujjar,S/O نادیہ رضا,4400043258373,320138,03222972555,Skardu,Gilgit-Baltistan
Amna Aslam,S/O Mirza Ansari,4400064442593,18706,03127001099,Mardan,KPK
Sidra Gondal,S/O Malik Syed,3520256377173,41924,03028611069,Lahore,Punjab
Asma Hussain,S/O Sana Syed,3520267152022,1594,03009226484,Chilas,Gilgit-Baltistan
Salman Chaudhry,S/O Ali Syed,4210159081903,18731,03137460191,Abbottabad,KPK
Naeem Bukhari,S/O Shazia Rana,5400051836044,138077,03229651405,Muzaffarabad,Azad Kashmir
Chaudhry Hussain,S/O Amna Baig,1330260353385,4270,03118866777,Bannu,KPK
Baig Naqvi,,6110172924935,3315,03467785074,Khuzdar,Balochistan
Ali Gujjar,S/O Faisal Bukhari,4400088418657,11976,03001068330,Gwadar,Balochistan
Ayesha Raja,S/O Usman Bukhari,2130144706579,126459,03218590804,Chilas,Gilgit-Baltistan
Waseem Virk,S/O Bilal Naqvi,1330232668461,34677,03332555332,Sukkur,Sindh
Adnan Bhatti,S/O محمد احمد,2130130918043,,03034068301,Gilgit,Gilgit-Baltistan
Faisal Malik,S/O Qureshi Gilani,4400076025364,166576,03038965027,Sargodha,Punjab
Rukhsar Mirza,S/O S/O Chaudhry Rizvi,6110110795034,19469,03127743748,Skardu,Gilgit-Baltistan
Usman Karim,S/O Khalid Qureshi,6110160269837,9161,03451707866,Mardan,KPK
Mehwish Gujjar,S/O Rizwan Nawaz,2130113565497,7070,03323544001,Skardu,Gilgit-Baltistan
Hamid Aslam,S/O Naveed Mirza,5400096342004,24827,03322383944,Sukkur,Sindh
صنا ملک,S/O Hamid Gondal,2130190582438,14498,03217010077,Rawalpindi,Punjab
Rabia Ahmed,S/O Raja Hashmi,5400029701915,38599,03111134671,Rawalpindi,Punjab
Ahmed Cheema,S/O Bilal Raza,5400069734579,46242,03008624482,Hyderabad,Sindh
Mehwish Iqbal,S/O Imran Syed,4210184475466,17919,03318297090,Abbottabad,KPK
Naeem Virk,S/O Kamran Ansari,1330288964862,20019,03129364914,Mardan,KPK
Qureshi Sheikh,S/O Faisal Karim,1330237365229,30523,03216328540,Gujranwala,Punjab
Ibrahim Akhtar,S/O Salman Sandhu,5400035523257,38173,03126589355,Turbat,Balochistan
مریم چودھری,S/O Usman Virk,1330271583043,12204,03025034253,Islamabad,ICT
Usman Ansair,S/O Sana Rafiq,2130162025108,10184,03014415099,Peshawar,KPK
Mirza Chaudhry,S/O Naeem Hashmi,3520219961107,4046,03115245618,Mirpur,Azad Kashmir
Uzma Nawaz,S/O Mirza Chaudhry,5400085735351,71500,03112968031,Mardan,KPK
Shoaib Jafri,S/O Usman Syed,2130162711203,18049,03339237735,Kohat,KPK
Hina Karim,S/O Iqra Iqbal,4210116020722,87082,03132507898,Lahore,Punjab
Ayesha Zaidi,S/O Syed Tarar,1330235137255,62238,03014381218,Kohat,KPK
Baig Gondal,S/O Raja Raja,2130170824775,1269230,03321929129,Chilas,Gilgit-Baltistan
Usman Hameed,S/O Noor Butt,2130160699372,26533,03024140490,Quetta,Balochistan
Uzma Ali,S/O Mirza Rizvi,5400084015594,4218,03312039135,Islamabad,ICT
Fatima Iqbal,,6110183445466,45366,03316209788,Muzaffarabad,Azad Kashmir
Imran Gujjar,S/O Qureshi Gilani,5400046332707,60151,03131932404,Mardan,KPK
Sana Hameed,,2130132212231,7736,03326489924,Rawalakot,Azad Kashmir
صنا ملک,S/O Zubair Hussain,1330248506795,23578,03452742095,Islamabad,ICT
Ibrahim Raza,S/O Ahmed Sandhu,5400063806008,22455,03134631757,Turbat,Balochistan
Mehwish Ahmed,S/O Rabia Baig,2130177515464,78655,03009769167,Islamabad,ICT
Bushra Hussain,S/O Hashmi Nawaz,3520233638214,26977,03459743967,Skardu,Gilgit-Baltistan
Ali Malik,S/O Faisal Qureshi,1330219064328,175343,03127034887,Islamabad,ICT
Qureshi Bhatti,S/O Mehwish Cheema,3520253637562,7618,03328592909,Mirpur,Azad Kashmir
Tahir Jafri,S/O Adnan Malik,2130158841851,49043,03327959433,Kohat,KPK
Ibrahim Malik,S/O Khalid Ahmed,3520267792995,51313,03119945617,Gilgit,Gilgit-Baltistan
Shoaib Hussain,S/O Hassan Zaidi,1330285953495,29393,03038714152,Muzaffarabad,Azad Kashmir
Saira Raja,S/O Nadia Mirza,4400046158933,31347,03224697461,Islamabad,ICT
Shoaib Ali,S/O Waseem Cheema,6110179182555,48192,03213531523,Islamabad,ICT
Sana Aslam,S/O Hamid Hashmi,2130137378456,76517,03218731123,Quetta,Balochistan
Naeem Raza,S/O Adnan Cheema,4210112791103,8513,03337698366,Islamabad,ICT
Uzma Hameed,S/O صنا ملک,4400012367555,8638,03001743782,Islamabad,ICT
Nadia Sheikh,S/O Iqra Rizvi,3520236634442,47043,03112329684,Islamabad,ICT
Tariq Baig,S/O Tahir Hameed,2130132016232,49315,03224901650,Kohat,KPK
Zubair Sandhu,S/O Ayesha Hashmi,5400095992073,26382,03465240303,Mirpurkhas,Sindh
Hina Hussain,S/O Bilal Rafiq,5400041985901,10588,03327965359,Sukkur,Sindh
Usman Ahmed,S/O Nadia Abbasi,6110162144572,443589,03218246900,Islamabad,ICT
Malik Iqbal,S/O Fatima Karim,2130192308288,4135,03023348114,Sukkur,Sindh
Aamir Hameed,S/O Baig Rafiq,6110160848246,57349,03036124211,Mardan,KPK
Shazia Sandhu,S/O Salman Cheema,3520281992509,34430,03223905729,Faisalabad,Punjab
Ibrahim Khan,S/O Muhammad Karim,5400030623164,31798,03115581930,Islamabad,ICT
Rabia Jafri,S/O Tariq Raza,3520240100482,25441,03138986164,Nawabshah,Sindh
Malik Rizvi,,2130179906954,116049,03452218976,Chilas,Gilgit-Baltistan
Raja Nawaz,S/O Qureshi Chaudhry,1330279455434,3466,03469767475,Gwadar,Balochistan
Rukhsar Rana,S/O S/O Shazia Rana,2130118425249,1971,03226323376,Karachi,Sindh
Noor Jafri,S/O Amna Baig,3520260225856,33927,03123498761,Gujranwala,Punjab
Imran Ahmed,S/O Uzma Ahmed,3520246126228,53333,03462526264,Rawalakot,Azad Kashmir
Naveed Baig,S/O Asma Khan,4210161789367,19458,03228431885,Bannu,KPK
صنا ملک,S/O Faisal Bhatti,3520297627318,6420,03018906784,Bahawalpur,Punjab
Fatima Mirza,S/O Ayesha Malik,4210188568813,48299,03018710913,Mirpur,Azad Kashmir
Rabia Gondal,S/O Raja Karim,4400067606694,25485,03459945913,Bahawalpur,Punjab
Malik Nawaz,S/O Rizwan Nawaz,4400063715401,22237,03028482476,Quetta,Balochistan
Sheikh Tarar,S/O Sana Hameed,4210151999956,216398,03135693705,Chilas,Gilgit-Baltistan
Syed Akhtar,S/O Mirza Gondal,4210189576105,61690,03123034448,Mirpurkhas,Sindh
Khalid Karim,S/O Zainab Baig,3520289591017,65971,03229407816,Islamabad,ICT
Sidra Rafiq,S/O Sana Iqbal,3520263647998,26133,03211622052,Skardu,Gilgit-Baltistan
Mirza Aslam,S/O Imran Butt,4210199346447,28823,03468337440,Kohat,KPK
Hashmi Karim,S/O Malik Naqvi,5400028774011,56188,03139693313,Quetta,Balochistan
Ali Bhatti,S/O Zubair Rana,6110155165091,,03112504517,Kohat,KPK
عائشہ احمد,S/O S/O Fatima Butt,1330232867426,3659,03111153219,Mingora,KPK
Zubair Bukhari,S/O Imran Raza,5400019664216,154232,03114394146,Muzaffarabad,Azad Kashmir
Kashif Raja,S/O Mehwish Gondal,4210194571792,3222,03213810119,Mirpur,Azad Kashmir
Rizwan Hameed,S/O احمد خان,6110184483434,253238,03032167847,Abbottabad,KPK
Adnan Chadhry,S/O Rabia Akhtar,4210153705587,4465,03128578729,Skardu,Gilgit-Baltistan
Hina Rizvi,S/O Tariq Iqbal,4210166251833,17117,03457673860,Nawabshah,Sindh
Aamir Hashmi,S/O Imran Raja,5400042444685,4557,03316706561,Skardu,Gilgit-Baltistan
Kamran Butt,S/O Tariq Sandhu,4400041905964,25057,03321266695,Mirpurkhas,Sindh
Saira Rizvi,S/O Mohammad Hussain,1330278612227,6106,03216757197,Peshawar,KPK
Tariq Gondal,S/O Saira Malik,4210186597555,12655,03454506248,Chilas,Gilgit-Baltistan
Salman Iqbal,S/O Faisal Tarar,2130126391139,162121,03035752935,Chilas,Gilgit-Baltistan
Tahir Syed,S/O S/O Raja Akhtar,4210158935115,18113,03128596016,Mirpur,Azad Kashmir
Adnan Gondal,,4210113333975,1372,03459514417,Sargodha,Punjab
Ayesha Hameed,S/O Usman Malik,4210111913707,5987,,Karachi,Sindh
Asma Ahmed,S/O Hassan Gilani,2130153052177,,03039895786,Sialkot,Punjab
Hina Akhtar,S/O Sajid Karim,5400067291275,17907,03118883813,Islamabad,ICT
Ayesha Raja,S/O علی حسین,2130177136572,2040,03337456854,Islamabad,ICT
Fatima Tarar,S/O Mehwish Malik,6110185131165,44263,03032753004,Islamabad,ICT
Salman Sandhu,S/O Tariq Gujjar,6110120578603,7411,03311609875,Chilas,Gilgit-Baltistan
Raja Rafiq,S/O Zainab Sheikh,6110178092479,9540,03467597744,Quetta,Balochistan
Hussain Khan,S/O Naeem Sheikh,1330286944914,30939,03122605097,Bannu,KPK
Ali Chattha,S/O Ayesha Virk,3520225070307,26292,03213497816,Mirpur,Azad Kashmir
Raja Baig,S/O Amna Sandhu,1330233511072,15631,03118497712,Abbottabad,KPK
Malik Virk,S/O Omar Latif,1330215477942,3137,03459108364,Faisalabad,Punjab
Raba Gilani,S/O Sobia Rafiq,5400084905054,202283,03333024563,Rawalakot,Azad Kashmir
Shazia Rafiq,S/O Maryam Aslam,,10205,03464156161,Khuzdar,Balochistan
Ibrahim Sandhu,S/O Iqra Karim,5400023462746,20809,03001322326,Mingora,KPK
Mohammad Bukhari,S/O محمد احمد,3520250127364,203910,03115420739,Islamabad,ICT
