Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Adnan Gilani,S/O Sidra Butt,4400087741158,CON-59622812,MTR-6784636,"House 301, Block A, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Rana,S/O Usman Rafiq,4400073345308,CON-63871311,MTR-9099803,"House 205, Block E, PAF Colony, Peshawar",Peshawar,KPK
Asif Hashmi,S/O Qureshi Chaudhry,5400090585734,CON-28497772,MTR-9924538,"House 243, Block B, F-10, Gwadar",Gwadar,Balochistan
Maryam Zaidi,S/O Kashif Sandhu,5400058541733,CON-99177203,MTR-1086887,"House 451, Block A, Bahria Town, Multan",Multan,Punjab
Arif Hameed,S/O Amna Latif,1330252330545,CON-46422564,MTR-9406971,"House 156, Block G, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Usman Rizvi,S/O Sidra Abbasi,5400045829201,CON-81856552,MTR-9542200,"House 125, Block E, G-9, Chilas",Chilas,Gilgit-Baltistan
Bushra Naqvi,S/O Iqra Gilani,4210170559664,CON-26425723,MTR-7151378,"House 44, Block B, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zubair Virk,S/O Bushra Sheikh,1330245867941,CON-97298135,MTR-7925526,"House 305, Block C, Saddar, Hub",Hub,Balochistan
Qureshi Rafiq,S/O Qureshi Raza,3520249547304,CON-67514728,MTR-7549393,,Abbottabad,KPK
Ahmed Rizvi,S/O Mohammad Chaudhry,6110191643429,CON-37252497,MTR-5641942,"House 393, Block C, Saddar, Abbottabad",Abbottabad,KPK
Hashmi Syed,S/O Rukhsar Rana,6110177833083,CON-46930274,MTR-2071375,"House 289, Block A, Gulberg, Hub",Hub,Balochistan
Hassan Sheikh,S/O Fatima Karim,3520297903281,CON-24351159,MTR-1737457,"House 432, Block D, Gulberg, Sukkur",Sukkur,Sindh
Malik Bhatti,S/O Bilal Jafri,3520210008966,CON-94311360,MTR-8196566,"House 431, Block D, I-8, Quetta",Mirpurkhas,Sindh
Salman Ali,S/O Uzma Rana,3520254311387,CON-32551561,MTR-1789127,"House 226, Block E, Model Town, Quetta",Quetta,Balochistan
Amna Nawaz,S/O Hassan Ahmed,5400089931397,CON-72878179,MTR-7642392,"House 314, Block E, I-8, Skardu",Skardu,Gilgit-Baltistan
Mehwish Zaidi,S/O Faisal Abbasi,4400078939137,CON-12919262,MTR-4008853,"House 110, Block C, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Hamid Hashmi,S/O Hussain Baig,1330224855739,CON-19416539,MTR-1792974,"House 299, Block A, DHA, Islamabad",Islamabad,ICT
Fatima Qureshi,S/O Raja Ahmed,4210170451025,CON-97853204,MTR-2433931,"House 220, Block F, Bahria Town, Islamabad",Islamabad,ICT
Naveed Bhatti,S/O Bilal Nawaz,3520236847404,CON-76253469,MTR-1722964,"House 144, Block H, I-8, Bannu",Bannu,KPK
Arif Butt,S/O Raja Rafiq,4400098775142,CON-97787925,MTR-3166854,"House 190, Block B, Scheme 33, Gwadar",Gwadar,Balochistan
Muhammad Baig,S/O Sana Hameed,5400042886606,CON-45170897,MTR-9527583,"House 247, Block D, PAF Colony, Gilgit",Gilgit,Gilgit-Baltistan
Naveed Syed,S/O S/O Tariq Akhtar,6110197879973,CON-14765744,MTR-2601022,"House 486, Block B, Cavalry Ground, Gwadar",Gwadar,Balochistan
Syed Zaidi,S/O Asma Hameed,2130134636109,CON-45058022,MTR-1145687,"House 260, Block A, Saddar, Islamabad",Islamabad,ICT
Nadia Hashmi,S/O Rizwan Naqvi,6110163422527,CON-30614531,MTR-3878353,"House 70, Block F, North Nazimabad, Hub",Hub,Balochistan
Hina Sheikh,S/O Sajid Aslam,2130197410225,CON-97811455,MTR-7813282,"House 225, Block A, Askari, Islamabad",Islamabad,ICT
Zuair Latif,S/O Aamir Karim,44000-4874618-6,CON-77646682,MTR-7111908,"House 419, Block D, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Bushra Syed,S/O Asif Virk,4400092999333,CON-37648968,MTR-9513405,"House 223, Block G, Cantt, Quetta",Quetta,Balochistan
Ibrahim Hashmi,S/O Baig Zaidi,1330218962462,CON-68241830,MTR-1394670,"House 28, Block C, North Nazimabad, Karachi",Karachi,Sindh
Hassan Naqvi,S/O Iqra Rafiq,3520290228807,CON-90481192,MTR-8711653,"House 500, Block G, E-11, Gwadar",Gwadar,Balochistan
Muhammad Ali,S/O Chaudhry Rafiq,6110161888081,CON-24392364,MTR-4460161,"House 1, Block C, I-8, Bannu",Bannu,KPK
صنا ملک,S/O Bilal Cheema,2130193978138,CON-25142953,MTR-9420244,"House 34, Block A, E-11, Hub",Hub,Balochistan
Muhammad Gilani,S/O محمد احمد,1330228411344,CON-96938854,MTR-7207415,"House 251, Block B, DHA, Islamabad",Islamabad,ICT
Maryam Qureshi,S/O Ibrahim Ansari,6110192987492,CON-43447197,MTR-3788781,"House 248, Block F, G-9, Rawalakot",Rawalakot,Azad Kashmir
Noor Cheema,S/O Hussain Karim,3520241809301,CON-80428702,MTR-4243254,"House 211, Block H, Gulshan-e-Iqbal, Multan",Multan,Punjab
,S/O Sobia Mirza,2130186965999,CON-94057038,MTR-5195523,"House 368, Block B, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Mirza Jafri,S/O Baig Butt,1330227108503,CON-94714684,MTR-9796987,"House 229, Block E, E-11, Islamabad",Islamabad,ICT
Amna Virk,S/O زینب علی,2130193415424,CON-93579811,MTR-7778432,"House 383, Block E, Johar Town, Rawalpindi",Rawalpindi,Punjab
Mehwish Ansari,S/O Shazia Ansari,,CON-12280477,MTR-6148605,"House 390, Block G, E-11, Hyderabad",Hyderabad,Sindh
Raja Gondal,S/O Bushra Khan,1330242229742,CON-61706705,MTR-2558128,"House 486, Block H, Gulberg, Larkana",Larkana,Sindh
Bilal Tarar,S/O Nadia Zaidi,5400010874668,CON-55642255,MTR-4876765,"House 120, Block F, F-10, Multan",Multan,Punjab
Arif Sandhu,S/O Sobia Akhtar,2130168849807,CON-54490221,MTR-6809278,"House 411, Block C, Bahria Town, Khuzdar",Khuzdar,Balochistan
عائشہ امد,S/O Ayesha Baig,3520235887114,CON-56211371,MTR-3883502,"House 442, Block F, Gulshan-e-Iqbal, Hub",Hub,Balochistan
Waseem Raja,S/O Zubair Ansari,2130183920428,CON-52113261,MTR-2747912,"House 241, Block B, Model Town, Nawabshah",Nawabshah,Sindh
Hassan Naqvi,S/O Iqra Rafiq,,CON-35062687,MTR-6983274,"House 500, Block G, E-11, Gwadar",Gwadar,Balochistan
Noor Cheema,S/O S/O Rabia Raja,4400073052529,CON-17960320,MTR-3737301,"House 61, Block D, I-8, Rawalakot",Rawalakot,Azad Kashmir
Hamid Naqvi,S/O Omar Iqbal,1330285794338,CON-35614880,MTR-3006045,"House 102, Block C, PAF Colony, Gwadar",Gwadar,Balochistan
Muhammad Karim,S/O Imran Sandhu,4210136984407,CON-35709832,MTR-8254470,"House 128, Block D, Clifton, Khuzdar",Khuzdar,Balochistan
Sidra Jafri,S/O Fatima Iqbal,4210174632572,CON-55774458,MTR-2096087,"House 116, Block H, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Fatima Karim,S/O Asma Raza,4400071151389,CON-13933152,MTR-4458523,"House 299, Block C, Johar Town, Skardu",Skardu,Gilgit-Baltistan
Ibrahim Hameed,S/O Shoaib Zaidi,2130135895761,CON-35679469,MTR-3348395,"House 413, Block C, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Hamid Rafiq,S/O Salman Naqvi,4400085704784,CON-53426028,MTR-2549025,"House 360, Block C, F-10, Karachi",Faisalabad,Punjab
Kashif Qureshi,S/O Hussain Aslam,2130189364051,CON-88718090,MTR-3892935,"House 122, Block A, Clifton, Bannu",Bannu,KPK
Waseem Ansari,S/O Mirza Gilani,1330267353092,CON-40599103,MTR-5825584,"House 29, Block G, Scheme 33, Peshawar",Peshawar,KPK
Ali Sandhu,S/O Muhammad Syed,5400092955482,CON-99249861,MTR-3423538,"House 97, Block H, Cavalry Ground, Muzaffarabad",Muzaffarabad,Azad Kashmir
Qureshi Gondal,S/O Salman Nawaz,4400022934036,CON-73273444,MTR-9796682,"House 253, Block F, Model Town, Sargodha",Sargodha,Punjab
Sana Rizvi,S/O Sheikh Hussain,5400018138859,CON-90218325,MTR-4636784,"House 109, Block E, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Sobia Syed,S/O Kamran Bukhari,5400011408231,CON-59807135,MTR-5357703,"House 483, Block D, Scheme 33, Skardu",Skardu,Gilgit-Baltistan
Tahir Iqbal,S/O Naeem Cheema,4400014513046,CON-26120196,MTR-7745149,"House 339, Block D, PAF Colony, Chilas",Chilas,Gilgit-Baltistan
,S/O Raja Zaidi,4400064411468,CON-38826744,MTR-3119239,"House 395, Block G, Defence, Mardan",Mardan,KPK
Kashif Hashmi,S/O Tariq Ansari,1330288412857,CON-18266772,MTR-2839540,"House 179, Block B, Gulshan-e-Iqbal, Peshawar",Peshawar,KPK
Ayesha Sandhu,S/O Syed Naqvi,5400085870418,CON-65836603,MTR-6435348,"House 318, Block C, Clifton, Islamabad",Islamabad,ICT
,,1330280256551,CON-31760645,MTR-4116021,"House 215, Block F, Clifton, Rawalpindi",Rawalpindi,Punjab
زینب علی,S/O Asma Chaudhry,4210158564491,CON-37438946,MTR-9997837,"House 172, Block E, Township, Chilas",Chilas,Gilgit-Baltistan
عائشہ احمد,S/O Tahir Rana,2130180195776,CON-42255255,MTR-1540539,"House 391, Block G, North Nazimabad, Islamabad",Islamabad,ICT
Uzma Bhatti,S/O Bushra Iqbal,1330234416529,CON-72969714,MTR-1398764,"House 334, Block B, North Nazimabad, Hub",Hub,Balochistan
Shazia Sheikh,S/O Arif Khan,3520214290832,CON-23592678,MTR-3327870,"House 260, Block F, Saddar, Nawabshah",Nawabshah,Sindh
Fatima Chattha,S/O Amna Sandhu,4400091072752,CON-11073531,MTR-4088930,"House 391, Block E, Defence, Islamabad",Islamabad,ICT
Imran Hameed,S/O Naeem Qureshi,4210155352705,CON-94372322,MTR-3169673,"House 187, Block H, Township, Quetta",Quetta,Balochistan
Noor Syed,S/O Mohammad Tarar,4400052689426,CON-50503443,MTR-9814795,"House 289, Block E, Township, Mardan",Mardan,KPK
Sana Chattha,S/O Aamir Butt,4210178804445,CON-99659833,MTR-5371528,"House 84, Block D, I-8, Mirpur",Mirpur,Azad Kashmir
Zainab Karim,S/O Kamran Sheikh,1330251863321,CON-44309047,MTR-6673458,"House 65, Block G, G-9, Quetta",Quetta,Balochistan
Omar Zaidi,S/O Tahir Malik,2130138155296,CON-61934427,MTR-4132585,"House 442, Block D, North Nazimabad, Peshawar",Peshawar,KPK
Qureshi Akhtar,S/O Asif Hameed,61101-4270865-2,CON-90955536,MTR-4293020,"House 283, Block B, I-8, Mingora",Mingora,KPK
Shazia Syed,S/O Mohammad Khan,4210147801746,CON-47630233,MTR-7149315,"House 363, Block G, Gulshan-e-Iqbal, Kohat",Kohat,KPK
Muhammad Bukhari,S/O Hassan Iqbal,5400092096204,CON-76826156,MTR-7119250,"House 475, Block F, Defence, Rawalakot",Rawalakot,Azad Kashmir
Salman Chaudhry,S/O Sajid Zaidi,4400042080294,CON-22395196,MTR-7394307,"House 483, Block G, PAF Colony, Peshawar",Peshawar,KPK
Rizwan Bhatti,S/O Aamir Bhatti,1330227790951,CON-90094566,MTR-5842132,"House 239, Block A, DHA, Mirpur",Mirpur,Azad Kashmir
Hussain Malik,S/O Adnan Iqbal,4210136019445,CON-15412046,MTR-9642792,"House 450, Block B, Johar Town, Multan",Multan,Punjab
Bushra Sandhu,S/O Salman Rizvi,6110129653971,CON-32120776,MTR-7335229,"House 400, Block G, Defence, Mardan",Mardan,KPK
Arif Qureshi,S/O Hashmi Sandhu,5400068866021,CON-58495596,MTR-8897744,,Khuzdar,Balochistan
Hussain Cheema,S/O Mehwish Mirza,6110169850469,CON-85275087,MTR-7757902,"House 227, Block A, G-9, Quetta",Quetta,Balochistan
Muhammad Latif,S/O Mohammad Bukhari,1330276618512,CON-70686203,MTR-7341119,"House 97, Block G, North Nazimabad, Mirpurkhas",Mirpurkhas,Sindh
Arif Raza,S/O Aamir Rafiq,2130185885328,CON-30397354,MTR-6227437,"House 69, Block D, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Iqra Ali,S/O Sheikh Bhatti,2130194663154,CON-14456047,MTR-8930534,"House 259, Block E, I-8, Nawabshah",Nawabshah,Sindh
Ail Syed,S/O Syed Karim,5400065515912,CON-30857272,MTR-8365518,"House 368, Block B, DHA, Karachi",Karachi,Sindh
Sana Khan,S/O Uzma Karim,5400056239692,CON-42988481,MTR-8453633,"House 453, Block G, Model Town, Chilas",Chilas,Gilgit-Baltistan
Arif Butt,S/O عمر شیخ,3520237097967,CON-36917634,MTR-1176452,"House 144, Block G, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sobia Akhtar,S/O Salman Akhtar,4210184205813,CON-89408971,MTR-7501899,"House 403, Block H, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Zubair Bukhari,S/O Imran Raza,5400019664216,CON-54248624,MTR-8670428,"House 415, Block D, Gulberg, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Butt,S/O Ayesha Butt,6110117287739,CON-71829349,MTR-3520268,"House 412, Block B, Cantt, Islamabad",Islamabad,ICT
Iqra Virk,S/O Salman Naqvi,4210115836068,CON-24252126,MTR-8649229,,Skardu,Gilgit-Baltistan
Khalid Iqbal,S/O Zubair Jafri,4210191568897,CON-11264982,MTR-4750809,"House 176, Block E, Clifton, Islamabad",Islamabad,ICT
Sidra Hameed,S/O Naeem Akhtar,21301-3460898-1,CON-37667286,MTR-5933618,"House 145, Block D, Scheme 33, Bannu",Bannu,KPK
Aamir Hameed,S/O Mohammad Ansari,3520293022923,CON-25559437,MTR-7228526,"House 73, Block E, E-11, Rawalakot",Rawalakot,Azad Kashmir
Zubbair Gondal,S/O Noor Rafiq,6110180149387,CON-23412786,MTR-4099850,"House 453, Block H, Gulberg, Mingora",Mingora,KPK
Asif Naqvi,S/O Sobia Sheikh,2130153644786,CON-57416653,MTR-6814870,"House 451, Block G, F-10, Hyderabad",Hyderabad,Sindh
Sobia Qureshi,S/O Waseem Chaudhry,2130132884584,CON-25596306,MTR-1033622,"House 480, Block A, Clifton, Larkana",Larkana,Sindh
Naveed Cheema,S/O Iqra Tarar,5400046261518,CON-42506273,MTR-4101569,"House 390, Block E, Township, Islamabad",Islamabad,ICT
Faisal Malik,S/O Rabia Syed,3520268493482,CON-15602298,MTR-8888565,"House 400, Block C, North Nazimabad, Rawalakot",Rawalakot,Azad Kashmir
Tariq Ali,S/O Naeem Sandhu,4400085943519,CON-92296112,MTR-4663843,"House 143, Block E, Johar Town, Peshawar",Peshawar,KPK
Asma Ahmed,S/O Ibrahim Iqbal,4400095440925,CON-78682132,MTR-5526887,"House 249, Block E, Cavalry Ground, Gwadar",Gwadar,Balochistan
Chaudhry Tarar,S/O Kamran Baig,5400061005713,CON-75908562,MTR-7137234,"House 53, Block E, Cavalry Ground, Chilas",Chilas,Gilgit-Baltistan
,S/O Faisal Sheikh,1330271758259,CON-91145024,MTR-3779373,"House 416, Block B, North Nazimabad, Islamabad",Islamabad,ICT
Amna Baig,S/O Ali Chattha,3520246593311,CON-12350471,MTR-5182834,"House 303, Block A, I-8, Chilas",Chilas,Gilgit-Baltistan
Muhammad Karim,S/O Fatima Ali,5400017791836,CON-44671456,MTR-4402753,"House 99, Block G, Scheme 33, Mingora",Mingora,KPK
Khalid Rana,S/O Salman Nawaz,5400063798674,CON-15602514,MTR-5570694,"House 32, Block C, Cantt, Mirpurkhas",Mirpurkhas,Sindh
Waseem Syed,S/O Zainab Abbasi,1330294936152,CON-98741613,MTR-7476155,"House 183, Block E, Clifton, Peshawar",Peshawar,KPK
Asif Rana,S/O Salman Rana,4210120533399,CON-20097135,MTR-5462998,"House 51, Block G, Township, Hub",Hub,Balochistan
Hashmi Rana,S/O Ahmed Naqvi,4210177580431,CON-24076336,MTR-5824265,"House 36, Block H, Model Town, Gwadar",Gwadar,Balochistan
Bilal Rizvi,S/O Sana Gondal,4210110133145,CON-76719820,MTR-2096288,"House 194, Block B, I-8, Mardan",Mardan,KPK
Bushra Naqvi,S/O Iqra Gilani,4210170559664,CON-67047493,MTR-5541377,"House 44, Block B, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Tariq Ali,S/O Rukhsar Rana,2130139178718,CON-26812266,MTR-6460374,,Quetta,Balochistan
Muhammad حسن,S/O Qureshi Ansari,4210186464192,CON-43108322,MTR-5620655,"House 220, Block E, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asif Gujjar,S/O Mehwish Aslam,5400084423729,CON-25940340,MTR-2924399,"House 388, Block D, E-11, Rawalakot",Rawalakot,Azad Kashmir
Imran Butt,S/O Salman Ansari,1330280609186,CON-96880200,MTR-4329786,"House 135, Block D, Bahria Town, Lahore",Lahore,Punjab
Usman Raja,S/O Hamid Bukhari,6110134386878,CON-59466370,MTR-4604056,"House 467, Block F, Gulberg, Gilgit",Gilgit,Gilgit-Baltistan
Syed Tarar,S/O Usman Rana,6110170724905,CON-82325837,MTR-9228400,"House 232, Block C, Defence, Islamabad",Islamabad,ICT
Usman Hashmi,S/O Hassan Qureshi,4400010146865,CON-21430109,MTR-6487280,"House 66, Block E, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Hassan Iqbal,S/O Rukhsar Hameed,4210194221392,CON-12028697,MTR-8274796,"House 149, Block D, North Nazimabad, Larkana",Larkana,Sindh
Usman Ansari,S/O Khalid Ansari,3520286665314,CON-58830878,MTR-8441335,"House 239, Block E, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Muhammad Akhtar,S/O Iqra Bukhari,1330287876666,CON-15087996,MTR-1494670,"House 479, Block C, Saddar, Faisalabad",Faisalabad,Punjab
Shazia Virk,S/O Mohammad Jafri,2130165570439,CON-82656408,MTR-5611677,"House 29, Block G, Gulshan-e-Iqbal, Khuzdar",Khuzdar,Balochistan
Kashif Raja,S/O Tahir Naqvi,4400061963242,CON-74830268,MTR-4281691,"House 265, Block D, E-11, Nawabshah",Nawabshah,Sindh
Fatima Rizvi,S/O محمد علی,3520214095077,CON-67658242,MTR-9602616,"House 90, Block D, Township, Islamabad",Islamabad,ICT
Muhammad Virk,S/O Kashif Rafiq,1330225105388,CON-35002845,MTR-1180226,"House 158, Block B, E-11, Mirpur",Mirpur,Azad Kashmir
Mohammad Tarar,S/O Raja Rizvi,4400050759915,CON-63108508,MTR-7109965,"House 391, Block H, North Nazimabad, Sialkot",Sialkot,Punjab
Rabia Abbasi,S/O S/O Chaudhry Aslam,4400087000115,CON-40894001,MTR-1757970,"House 270, Block F, Gulshan-e-Iqbal, Karachi",Karachi,Sindh
Muhammad Naqvi,S/O Amna Ali,5400069743578,CON-24130419,MTR-5992476,"House 29, Block H, Gulshan-e-Iqbal, Lahore",Lahore,Punjab
Rizwan Abbasi,S/O Uzma Hashmi,5400034388559,CON-56933570,MTR-6101943,"House 276, Block H, Cavalry Ground, Mingora",Mingora,KPK
Hassan MMalik,S/O Uzma Qureshi,6110185738895,CON-70257305,MTR-1619415,"House 7, Block D, Defence, Khuzdar",Khuzdar,Balochistan
Hassan Abbasi,S/O Hassan Ansari,3520298169575,CON-58541429,MTR-3632934,"House 413, Block G, North Nazimabad, Gilgit",Gilgit,Gilgit-Baltistan
Mehwish Rafiq,S/O Zubair Rizvi,5400097070875,CON-48625367,MTR-9388790,"House 118, Block B, Clifton, Abbottabad",Abbottabad,KPK
Hina Mirza,S/O Uzma Chattha,4210168545092,CON-11200916,MTR-3000858,"House 220, Block F, Cavalry Ground, Skardu",Skardu,Gilgit-Baltistan
Amna Rana,,2130130222304,CON-23195747,MTR-4349861,"House 387, Block A, F-10, Islamabad",Islamabad,ICT
Salman Aslam,S/O Malik Hussain,6110174599356,CON-47063306,MTR-6861560,"House 258, Block G, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Naveed Jafri,S/O Ayesha Rana,6110166965984,CON-19812792,MTR-1089658,"House 180, Block H, Defence, Gilgit",Gilgit,Gilgit-Baltistan
Mehwish Raja,S/O Zainab Qureshi,1330248984542,CON-33581186,MTR-2687953,"House 256, Block G, Saddar, Rawalakot",Rawalakot,Azad Kashmir
,S/O Rizwan Malik,1330266889079,CON-88226529,MTR-7054335,"House 21, Block A, Bahria Town, Rawalakot",Rawalakot,Azad Kashmir
Iqra Chattha,S/O Waseem Rafiq,,CON-21125631,MTR-7379500,"House 386, Block G, Model Town, Islamabad",Islamabad,ICT
Raja Bhatti,S/O Sana Virk,3520217491612,CON-46093425,MTR-1021431,"House 37, Block A, G-9, Gwadar",Gwadar,Balochistan
Sidra Nawaz,S/O Sheikh Gilani,5400066166559,CON-67775325,MTR-3278762,"House 325, Block E, Township, Rawalakot",Rawalakot,Azad Kashmir
Bushra Cheema,S/O Qureshi Virk,1330287285025,CON-24099517,MTR-4764379,,Gwadar,Balochistan
Ali Bukhari,,6110161184722,CON-44702511,MTR-3552617,"House 433, Block B, Township, Rawalpindi",Rawalpindi,Punjab
QureshiSyed,S/O Zainab Malik,3520292740071,CON-37678796,MTR-1728575,"House 325, Block F, Gulberg, Islamabad",Islamabad,ICT
Ali Hashmi,S/O Ali Virk,2130138777652,CON-63772628,MTR-4265574,"House 322, Block E, Model Town, Chilas",Chilas,Gilgit-Baltistan
Sajid Gilani,S/O Rizwan Virk,3520281300596,CON-52425094,MTR-2782855,"House 219, Block A, North Nazimabad, Mardan",Mardan,KPK
Bilal Rana,S/O Faisal Baig,4400089463908,CON-86473174,MTR-2036434,"House 271, Block B, E-11, Gilgit",Gilgit,Gilgit-Baltistan
Mirza Gondal,S/O Rabia Nawaz,3520289151683,CON-51908651,MTR-4483245,"House 471, Block D, Clifton, Bannu",Bannu,KPK
Muhammad Zaidi,S/O Mohammad Abbasi,,CON-44583134,MTR-9769849,"House 28, Block H, F-10, Peshawar",Peshawar,KPK
Ahmed Iqbal,S/O Chaudhry Hussain,4400077237673,CON-10133333,MTR-5066196,"House 14, Block G, Askari, Mardan",Mardan,KPK
Rukhsar Rizvi,S/O Iqra Chaudhry,5400019292428,CON-48535420,MTR-7759206,"House 431, Block G, Saddar, Mirpur",Mirpur,Azad Kashmir
,S/O Sheikh Malik,4210128481161,CON-69388361,MTR-2093159,"House 498, Block G, PAF Colony, Rawalakot",Rawalakot,Azad Kashmir
Muhammad Malik,S/O Zubair Chattha,3520241580613,CON-41222218,MTR-4285663,"House 298, Block E, Scheme 33, Khuzdar",Khuzdar,Balochistan
Hina Syed,S/O Salman Hashmi,3520291432065,CON-25951295,MTR-3047941,"House 45, Block G, Township, Multan",Multan,Punjab
Hamid Butt,S/O Maryam Naqvi,3520294466018,CON-97654993,MTR-7960066,"House 425, Block C, Model Town, Mirpur",Mirpur,Azad Kashmir
Amna Raja,S/O Raja Butt,2130158898693,CON-96188468,MTR-6924586,"House 160, Block C, Cavalry Ground, Hyderabad",Hyderabad,Sindh
Hashmi Gilani,S/O Adnan Iqbal,1330250032685,CON-16409146,MTR-4524678,"House 368, Block C, Saddar, Gilgit",Gilgit,Gilgit-Baltistan
,S/O Bilal Raza,,CON-88124707,MTR-5955243,"House 120, Block A, I-8, Multan",Multan,Punjab
Ayesha Rizvi,S/O Tariq Sandhu,2130126094285,CON-79886261,MTR-9934696,"House 369, Block A, Johar Town, Kohat",Kohat,KPK
Tahir Malik,S/O Shazia Mirza,2130117998242,CON-26866423,MTR-6871723,"House 250, Block B, Cavalry Ground, Gwadar",Gwadar,Balochistan
Sobia Malik,S/O Tahir Naqvi,3520274161757,CON-28398634,MTR-6957092,"House 415, Block G, Model Town, Sargodha",Sargodha,Punjab
Shoaib Abbasi,S/O Shazia Virk,6110111198898,CON-12578260,MTR-8589719,"House 380, Block G, G-9, Abbottabad",Abbottabad,KPK
Shoaib Gondal,S/O Iqra Abbasi,2130172363413,CON-39205064,MTR-1441913,"House 164, Block A, Clifton, Gwadar",Gwadar,Balochistan
Muhammad Ahmed,S/O Salman Qureshi,3520223232258,CON-87563555,MTR-8530632,"House 327, Block F, G-9, Turbat",Turbat,Balochistan
Faisal Khan,S/O Raja Cheema,1330287458598,CON-96375627,MTR-7609260,"House 269, Block G, Gulberg, Hyderabad",Hyderabad,Sindh
Amna Karim,S/O Khalid Jafri,5400053257794,CON-42477305,MTR-7700849,"House 21, Block B, Clifton, Multan",Multan,Punjab
Nadia Qureshi,S/O Hussain Chaudhry,1330281394754,CON-32027061,MTR-8019705,"House 291, Block G, Saddar, Peshawar",Peshawar,KPK
Ayesha Bhatti,S/O احمد خان,4400051591828,CON-18337233,MTR-3922944,"House 42, Block E, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Sheikh Ansari,S/O Bilal Ali,4210143298661,CON-80508190,MTR-7780669,"House 269, Block D, Model Town, Chilas",Chilas,Gilgit-Baltistan
Kamran Ahmed,S/O Bilal Bhatti,4210174377373,CON-52621389,MTR-1163005,"House 421, Block A, Gulshan-e-Iqbal, Sukkur",Sukkur,Sindh
Ali Zaidi,S/O Hassan Rana,1330292344781,CON-77646324,MTR-9170300,"House 108, Block H, F-10, Karachi",Karachi,Sindh
Chaudhry Hashmi,S/O Usman Qureshi,3520293880901,CON-52086740,MTR-5135634,"House 444, Block A, Gulshan-e-Iqbal, Nawabshah",Nawabshah,Sindh
Mirza Virk,S/O Syed Mirza,1330280392127,CON-26473289,MTR-2877278,"House 147, Block F, Bahria Town, Karachi",Karachi,Sindh
Hassan Sheikh,S/O Fatima Karim,3520297903281,CON-84786870,MTR-1796563,"House 432, Block D, Gulberg, Sukkur",Sukkur,Sindh
,S/O Naveed Gujjar,3520275794677,CON-48603057,MTR-6234185,"House 258, Block F, Township, Chilas",Chilas,Gilgit-Baltistan
