Traveler_Name,Father_Name,CNIC,Passport_No,Nationality,Home_City,Travelling_From,Travelling_To,Travel_Date,Visa_Type,Reason_To_Travel
Sobia Raja,S/O Arif Butt,1330249280178,AB1713565,Pakistani,Turbat,Pakistan,UK,2015-01-04,Business,Business Meeting
Nadia Sheikh,S/O Iqra Rizvi,3520236634442,AB5518521,Pakistani,Islamabad,Pakistan,Saudi Arabia,2023-10-28,Student,Education
Zubair Tarar,S/O صنا ملک,2130171675254,AB6190832,Pakistani,Mirpur,Pakistan,USA,2018-01-03,Work,Medical Treatment
Tahir Raza,S/O Arif Baig,4400030309661,AB6443326,Pakistani,Abbottabad,Pakistan,France,2017-05-13,Business,Business Meeting
Baig Rizvi,S/O Tariq Zaidi,5400061702996,AB3850643,Pakistani,Mingora,Pakistan,Saudi Arabia,2018-01-15,Business,Tourism
Amna Chattha,S/O عمر شیخ,6110143196703,AB5212451,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2018-06-27,Business,Business Meeting
Amna Ali,S/O Fatima Abbasi,2130199243478,AB7815306,Pakistani,Islamabad,Pakistan,USA,2021-02-12,Tourist,Medical Treatment
Mohd Karim,,5400017791836,AB6887233,Pakistani,Mingora,Pakistan,UAE,2020-06-16,Visit,Medical Treatment
Tariq Baig,S/O Ayesha Mirza,3520270194425,AB7451565,Pakistani,Sialkot,Pakistan,UAE,2020-05-30,Business,Medical Treatment
,S/O Naeem Gujjar,1330235045217,AB6208843,Pakistani,Islamabad,Pakistan,China,2018-01-10,Visit,Employment
Maryam Bhatti,S/O Salman Jafri,4210155237957,AB3750223,Pakistani,Karachi,Pakistan,Malaysia,2020-12-29,Visit,Education
Baig Chattha,S/O Hassan Gilani,1330267886818,AB1971914,Pakistani,Gilgit,Pakistan,UK,2016-07-20,Work,Medical Treatment
Arif Jafri,S/O Naeem Chattha,2130147765387,AB7250589,Pakistani,Muzaffarabad,Pakistan,Canada,2019-04-16,Tourist,Tourism
Shazia Bukhari,S/O احمد خان,4400031034429,AB9479162,Pakistani,Muzaffarabad,Pakistan,Germany,2023-05-20,Tourist,Family Visit
Muhammad Haameed,S/O علی حسین,2130174662667,AB4572338,Pakistani,Islamabad,Pakistan,Germany,2022-12-31,Business,Employment
Bushra Hussain,S/O Kashif Gilani,2130198637486,AB2054371,Pakistani,Islamabad,Pakistan,Turkey,2017-10-23,Work,Medical Treatment
Mirza Karim,S/O Mehwish Virk,1330252885162,AB4463853,Pakistani,Rawalakot,Pakistan,USA,2020-04-06,Work,Employment
Bilal Sandhu,S/O Adnan Virk,5400077267114,AB7985729,Pakistani,Skardu,Pakistan,Saudi Arabia,2018-04-14,Work,Family Visit
Kashf Raza,S/O Asma Chaudhry,6110139790237,AB8976029,Pakistani,Islamabad,Pakistan,Malaysia,2018-12-15,Business,Medical Treatment
Bushra Ahmed,S/O Uzma Bukhari,5400090601301,AB5207703,Pakistani,Chilas,Pakistan,UK,2021-01-24,Business,Employment
Amna Sheikh,S/O Mehwish Tarar,2130159887577,,Pakistani,Gujranwala,Pakistan,Saudi Arabia,2023-10-10,Business,Education
Amna Hussain,S/O Rukhsar Jafri,2130151115594,AB5025742,Pakistani,Islamabad,Pakistan,Germany,2022-09-21,Visit,Employment
Kamran Butt,S/O Arif Hussain,6110154455705,AB5339337,Pakistani,Karachi,Pakistan,Canada,2022-09-17,Tourist,Family Visit
Zubair Chaudhry,S/O Zainab Rana,3520275398896,AB6315688,Pakistani,Mirpur,Pakistan,USA,2015-02-21,Work,Family Visit
Ayesha Rana,S/O Baig Akhtar,,AB2841998,Pakistani,Mirpur,Pakistan,Turkey,2015-05-10,Visit,Tourism
Amna Karim,S/O Raja Gondal,2130191917511,AB5614844,Pakistani,Mingora,Pakistan,Saudi Arabia,2021-07-21,Visit,Tourism
Shazia Chattha,S/O Raja Abbasi,2130190008333,AB5147895,Pakistani,Mardan,Pakistan,UK,2020-09-07,Business,Business Meeting
Tahir Butt,S/O Imran Karim,3520277693999,AB2918580,Pakistani,Rawalpindi,Pakistan,Saudi Arabia,2019-11-10,Tourist,Employment
Zainab Chaudhry,S/O Sana Chaudhry,4400091822246,AB8381816,Pakistani,Islamabad,Pakistan,Canada,2016-06-27,Work,Employment
Ali Butt,S/O Kashif Zaidi,6110155007488,AB7561261,Pakistani,Skardu,Pakistan,UAE,2019-04-01,Visit,Family Visit
Fatima Zaidi,S/O Muhammad Gujjar,5400017409122,AB3104226,Pakistani,Karachi,Pakistan,Turkey,2017-10-30,Visit,Business Meeting
Mehwish Khan,S/O Syed Karim,3520297533545,AB4003445,Pakistani,Bahawalpur,Pakistan,USA,2020-11-17,Student,Education
Mohd Karim,S/O Baig Bukhari,4210170724056,AB6185629,Pakistani,Nawabshah,Pakistan,Canada,2021-09-16,Tourist,Education
Asif Gujjar,S/O Sajid Malik,1330262924237,AB5623913,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2017-04-20,Visit,Medical Treatment
Qureshi Bhatti,,3520253637562,AB2872551,Pakistani,Mirpur,Pakistan,UAE,2022-11-09,Student,Education
Muhammad Gujjar,,1330252075884,AB9890739,Pakistani,Sialkot,Pakistan,China,2021-06-02,Business,Family Visit
Mohd Malik,S/O زینب علی,6110156988858,,Pakistani,Muzaffarabad,Pakistan,USA,2021-04-07,Work,Employment
Mohd Malik,S/O Nadia Qureshi,4210147632799,AB9744507,Pakistani,Mirpurkhas,Pakistan,China,2018-05-11,Business,Tourism
Asma Bhatti,S/O Faisal Cheema,1330245803924,AB5199720,Pakistani,Nawabshah,Pakistan,China,2021-10-09,Work,Tourism
Imran Ansari,S/O Iqra Hashmi,4400075635599,AB1425207,Pakistani,Nawabshah,Pakistan,Turkey,2022-06-27,Work,Education
Mirza Aslam,S/O صنا ملک,4400033692763,AB2231775,Pakistani,Gujranwala,Pakistan,Turkey,2018-10-31,Business,Medical Treatment
,S/O Kamran Akhtar,4210121846338,AB1979145,Pakistani,Hub,Pakistan,China,2018-08-09,Work,Family Visit
Naeem Bukhari,S/O Shazia Rana,5400051836044,AB9494476,Pakistani,Gilgit,Pakistan,France,2020-01-15,Visit,Business Meeting
,S/O Mirza Chaudhry,,AB6294330,Pakistani,Gilgit,Pakistan,UAE,2022-07-10,Student,Family Visit
عائشہ احمد,S/O Shazia Bukhari,1330238166073,AB2471398,Pakistani,Turbat,Pakistan,China,2022-09-23,Visit,Tourism
Rabia Ali,S/O Hashmi Rizvi,4400031401618,AB4525861,Pakistani,Faisalabad,Pakistan,UK,2016-01-26,Student,Family Visit
Ibrahim Ansari,S/O Asma Bukhari,2130194046105,AB5792858,Pakistani,Islamabad,Pakistan,UAE,2017-04-07,Tourist,Tourism
Iqra Qureshi,S/O Rizwan Malik,1330266889079,AB3777988,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2020-10-20,Work,Education
Shoaib Tarar,S/O Shoaib Jafri,4210145114043,AB5333825,Pakistani,Skardu,Pakistan,UK,2021-09-07,Student,Education
Mohd Mirza,S/O Zainab Raja,1330234791507,AB1323187,Pakistani,Chilas,Pakistan,Malaysia,2021-05-09,Visit,Family Visit
Mohd Nawaz,S/O Bushra Abbasi,4210194212262,AB7482432,Pakistani,Sargodha,Pakistan,Turkey,2015-06-17,Work,Medical Treatment
Imran CCheema,S/O Noor Tarar,6110154722858,,Pakistani,Mardan,Pakistan,Saudi Arabia,2019-06-05,Business,Business Meeting
Sobia Nawaz,S/O Hamid Rafiq,3520248036911,AB4855510,Pakistani,Islamabad,Pakistan,China,2020-11-17,Tourist,Medical Treatment
Bilal Bhatti,S/O Usman Hameed,1330264853892,AB2810653,Pakistani,Hyderabad,Pakistan,China,2020-09-06,Business,Medical Treatment
Mehwish Mirza,S/O Naeem Butt,5400015686266,AB9244321,Pakistani,Rawalakot,Pakistan,China,2021-10-03,Student,Tourism
Ahmed Khan,S/O Imran Abbasi,1330231832807,AB2764744,Pakistani,Mingora,Pakistan,Saudi Arabia,2018-11-16,Student,Family Visit
Khalid Ali,S/O Sidra Gilani,6110110947096,AB5799787,Pakistani,Chilas,Pakistan,Canada,2016-10-17,Tourist,Employment
Kashif Jafri,S/O Hussain Virk,4400081138034,AB1987914,Pakistani,Hyderabad,Pakistan,UK,2019-11-18,Business,Education
Sheikh Virk,S/O Rizwan Ali,2130143706447,AB6623959,Pakistani,Mingora,Pakistan,China,2019-10-26,Student,Family Visit
Ibrahi Akhtar,S/O Fatima Sheikh,2130159881733,AB1405438,Pakistani,Muzaffarabad,Pakistan,Germany,2018-04-29,Tourist,Family Visit
Ali Sandhu,S/O Fatima Karim,3520246695079,AB1158416,Pakistani,Sukkur,Pakistan,France,2019-12-05,Tourist,Business Meeting
Saira Nawaz,S/O Waseem Gilani,5400054905142,AB7599108,Pakistani,Bannu,Pakistan,UAE,2015-06-23,Tourist,Business Meeting
Syed Chaudhry,S/O Adnan Virk,4210133330282,AB8665266,Pakistani,Rawalpindi,Pakistan,UAE,2015-11-18,Visit,Family Visit
Sana Gilani,S/O Hassan Khan,2130140877444,AB7433923,Pakistani,Gujranwala,Pakistan,France,2017-11-23,Tourist,Education
Waseem Chaudhry,S/O S/O Usman Syed,6110187368869,AB7368711,Pakistani,Larkana,Pakistan,Saudi Arabia,2016-02-19,Tourist,Medical Treatment
Raja Gilani,S/O Sana Rafiq,4210179735875,AB1899183,Pakistani,Hub,Pakistan,UAE,2022-07-08,Work,Education
Hassan Mirza,S/O Hassan Ali,2130143775488,AB1608615,Pakistani,Islamabad,Pakistan,France,2019-04-26,Visit,Tourism
Hassan Butt,S/O Rukhsar Jafri,6110114740397,AB2727940,Pakistani,Gilgit,Pakistan,Turkey,2020-05-26,Business,Tourism
Sana Hameed,S/O Saira Baig,2130116989391,AB2608836,Pakistani,Mirpur,Pakistan,France,2017-12-09,Visit,Business Meeting
Hamid Bahtti,S/O Maryam Sandhu,4400038734294,AB9050578,Pakistani,Gilgit,Pakistan,France,2023-09-10,Tourist,Medical Treatment
Mohd Cheema,S/O Naveed Qureshi,4210188099368,,Pakistani,Khuzdar,Pakistan,Germany,2022-06-24,Tourist,Medical Treatment
محمد حسن,S/O Hina Nawaz,6110150086218,AB5324572,Pakistani,Chilas,Pakistan,Malaysia,2017-05-25,Tourist,Tourism
علی حسین,S/O Nadia Ahmed,3520247835958,AB1054316,Pakistani,Hyderabad,Pakistan,UAE,2016-12-23,Student,Business Meeting
Mohd Akhtar,S/O Sheikh Gilani,2130132865829,AB2940762,Pakistani,Bahawalpur,Pakistan,UAE,2023-11-07,Visit,Education
Fatima Karim,S/O Baig Aslam,3520246645022,AB3206058,Pakistani,Islamabad,Pakistan,Germany,2021-01-31,Tourist,Family Visit
Qureshi Gilani,S/O Amna Zaidi,1330256421386,AB9517933,Pakistani,Peshawar,Pakistan,France,2022-10-30,Visit,Medical Treatment
Shazia Virk,S/O Sajid Rizvi,,AB8135808,Pakistani,Skardu,Pakistan,USA,2019-11-03,Business,Education
Hussain Hashmi,S/O Ali Chaudhry,1330289961974,AB5566182,Pakistani,Mirpur,Pakistan,Germany,2016-10-11,Tourist,Business Meeting
Raja Sheikh,S/O Sidra Gilani,5400047574898,AB6646513,Pakistani,Turbat,Pakistan,USA,2023-08-30,Tourist,Business Meeting
Mirza Raza,S/O Naeem Raja,4400085880685,AB6749030,Pakistani,Kohat,Pakistan,UAE,2020-06-21,Visit,Tourism
Tahir Ali,S/O Noor Latif,,AB5468490,Pakistani,Muzaffarabad,Pakistan,UK,2019-09-16,Visit,Employment
Nadia Abbasi,S/O Iqra Gondal,5400053260842,AB7247835,Pakistani,Turbat,Pakistan,UK,2017-03-22,Visit,Business Meeting
Naeem Naqvi,S/O Shoaib Rizvi,,AB5612341,Pakistani,Islamabad,Pakistan,USA,2018-01-30,Visit,Business Meeting
Imran Rizvi,S/O Shazia Butt,4400096943284,,Pakistani,Skardu,Pakistan,Canada,2022-12-11,Business,Employment
Rabia Rafiq,S/O Ayesha Bukhari,3520248192764,,Pakistani,Mingora,Pakistan,Turkey,2021-07-11,Work,Family Visit
Naveed Ahmed,S/O Noor Butt,4210183557649,AB1757251,Pakistani,Chilas,Pakistan,Canada,2016-05-21,Work,Medical Treatment
صنا ملک,S/O Zubair Hussain,1330248506795,AB3333035,Pakistani,Islamabad,Pakistan,UAE,2020-01-25,Student,Employment
Zainab Raza,S/O Hussain Mirza,4210160768624,AB3711668,Pakistani,Hyderabad,Pakistan,Germany,2021-07-08,Work,Education
Ali Bukhari,S/O Ali Aslam,6110136170982,AB5490455,Pakistani,Larkana,Pakistan,Saudi Arabia,2016-11-30,Business,Tourism
Fatima Raja,S/O S/O Kashif Tarar,2130183493999,AB6625277,Pakistani,Chilas,Pakistan,China,2017-12-23,Student,Tourism
Amna Gujjar,S/O Naeem Gondal,4400077227815,AB4547188,Pakistani,Chilas,Pakistan,Saudi Arabia,2015-12-25,Business,Education
Bilal Ansari,,4400019072104,AB4789337,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2019-01-10,Visit,Employment
Mehwish Raja,S/O Iqra Cheema,4400065467444,AB6853286,Pakistani,Mirpurkhas,Pakistan,Canada,2016-08-28,Visit,Family Visit
Ayesha Virk,S/O Sheikh Raja,3520262614151,AB2563215,Pakistani,Islamabad,Pakistan,UK,2022-05-13,Work,Family Visit
Adnan Ali,S/O Uzma Jafri,3520256219988,AB2824446,Pakistani,Mirpur,Pakistan,USA,2018-09-19,Visit,Tourism
Saira Zaidi,S/O Waseem Rana,4400061296231,AB1166986,Pakistani,Rawalakot,Pakistan,Turkey,2018-06-27,Student,Education
Rizwan Raja,S/O Ayesha Qureshi,1330295552814,AB7073239,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2020-12-02,Visit,Tourism
Hina Sheikh,S/O محمد احمد,4210165426642,AB9504518,Pakistani,Hyderabad,Pakistan,Malaysia,2015-08-01,Visit,Family Visit
Zubair Chaudhry,S/O نادیہ رضا,1330267735214,AB6687823,Pakistani,Hub,Pakistan,Saudi Arabia,2017-10-12,Business,Education
Usman Sheikh,S/O Zubair Chattha,5400088438177,AB9734198,Pakistani,Sargodha,Pakistan,UK,2020-01-01,Work,Employment
Rabia Mirza,S/O Hassan Hameed,5400075672221,AB3722856,Pakistani,Kohat,Pakistan,Canada,2017-12-06,Tourist,Family Visit
Usman Abbasi,S/O Asif Gilani,44000-6146365-4,AB3706677,Pakistani,Abbottabad,Pakistan,China,2019-05-01,Work,Business Meeting
,S/O Hamid Sheikh,4400074039104,AB6576290,Pakistani,Islamabad,Pakistan,Malaysia,2020-04-24,Tourist,Education
Maryam Rafiq,S/O Amna Qureshi,4400053438053,AB5243252,Pakistani,Mirpur,Pakistan,China,2019-08-16,Business,Business Meeting
Sobia Zaidi,S/O Bilal Naqvi,1330232832481,,Pakistani,Nawabshah,Pakistan,UAE,2020-11-02,Tourist,Medical Treatment
Noor Cheema,S/O Mirza Rana,4400074268077,AB1373508,Pakistani,Rawalakot,Pakistan,UK,2017-01-30,Tourist,Family Visit
Tahir Cheema,S/O Zubair Ahmed,3520284440819,AB1767605,Pakistani,Islamabad,Pakistan,Turkey,2023-08-17,Student,Tourism
Asma Gondal,S/O Bushra Jafri,6110156035472,AB2562919,Pakistani,Hub,Pakistan,Saudi Arabia,2018-03-16,Visit,Employment
Naveed Karim,S/O Ibrahim Ahmed,4400054005346,AB9840470,Pakistani,Islamabad,Pakistan,France,2017-02-19,Visit,Employment
Iqra Rana,S/O Ayesha Hashmi,5400033384627,AB6629523,Pakistani,Quetta,Pakistan,UK,2016-09-16,Work,Employment
Rukhsar Zaidi,S/O Baig Ali,4210118663949,AB6293626,Pakistani,Islamabad,Pakistan,UAE,2015-03-24,Student,Tourism
Kashif Ansari,S/O Nadia Rafiq,4400072111751,AB6148194,Pakistani,Islamabad,Pakistan,UAE,2021-08-13,Visit,Tourism
Sheikh Gujjar,S/O Fatima Latif,4210163340616,AB1714495,Pakistani,Islamabad,Pakistan,UAE,2023-03-07,Student,Business Meeting
Tariq Aslam,S/O Ibrahim Raja,6110192238336,AB8384672,Pakistani,Hyderabad,Pakistan,Germany,2022-01-11,Work,Medical Treatment
Asma Jafri,S/O Naeem Bhatti,6110112622686,AB4751472,Pakistani,Karachi,Pakistan,USA,2018-08-04,Business,Family Visit
Naeem Virk,S/O Uzma Rafiq,1330290998579,AB6851745,Pakistani,Hub,Pakistan,Germany,2022-06-23,Visit,Education
SairaHussain,S/O Hashmi Baig,1330298809921,,Pakistani,Chilas,Pakistan,Germany,2015-01-28,Student,Family Visit
Naveed Chattha,S/O Malik Gondal,1330264434928,AB5939257,Pakistani,Larkana,Pakistan,Germany,2018-03-04,Visit,Education
Usman Abbasi,S/O Asif Gilani,4400061463654,AB3532511,Pakistani,Abbottabad,Pakistan,Germany,2019-06-26,Visit,Family Visit
Mehwish Tarar,S/O Waseem Raza,4210136913666,AB6261903,Pakistani,Skardu,Pakistan,UK,2021-03-27,Student,Tourism
Hamid Karim,S/O Syed Raja,4400067595373,AB5794409,Pakistani,Rawalakot,Pakistan,UAE,2019-01-15,Visit,Business Meeting
,S/O Naeem Bhatti,5400065127813,AB9992479,Pakistani,Sialkot,Pakistan,Canada,2019-05-20,Student,Family Visit
Arif Virk,S/O Tariq Syed,4210147082392,AB9572824,Pakistani,Gujranwala,Pakistan,Germany,2023-08-04,Work,Family Visit
Tahir Sandhu,S/O Ibrahim Bukhari,6110190878168,AB2605036,Pakistani,Islamabad,Pakistan,China,2018-04-21,Business,Medical Treatment
محمد احمد,S/O Faisal Nawaz,1330211341338,AB9767058,Pakistani,Rawalakot,Pakistan,Germany,2023-06-27,Work,Tourism
Sobia Raja,S/O Sajid Syed,5400092968667,AB6126241,Pakistani,Larkana,Pakistan,UAE,2016-05-31,Visit,Tourism
Rizwan Ahmed,S/O Tariq Nawaz,3520240559894,AB1827694,Pakistani,Bahawalpur,Pakistan,Germany,2015-06-08,Work,Medical Treatment
Hashmi Tarar,S/O Asif Ansari,6110126249771,AB8377701,Pakistani,Bannu,Pakistan,France,2019-02-24,Student,Family Visit
Salman Aslam,S/O Malik Hussain,6110174599356,AB4822817,Pakistani,Mirpur,Pakistan,Turkey,2017-01-12,Business,Education
,S/O Malik Baig,4400015210225,AB8505023,Pakistani,Mardan,Pakistan,Malaysia,2016-03-17,Visit,Business Meeting
Mohd Abbsai,S/O Salman Gilani,4400032651903,AB2889473,Pakistani,Turbat,Pakistan,Malaysia,2022-05-03,Work,Business Meeting
Rizwan Bukhari,S/O Amna Gujjar,6110130119826,AB9220392,Pakistani,Abbottabad,Pakistan,Canada,2020-05-17,Student,Education
Naeem Nawaz,S/O Noor Virk,6110147548452,AB3537152,Pakistani,Muzaffarabad,Pakistan,UK,2023-11-09,Business,Medical Treatment
Sana Khan,S/O Aamir Cheema,6110179253541,AB6651767,Pakistani,Islamabad,Pakistan,Turkey,2023-03-16,Business,Family Visit
Tariq Gilani,S/O Rabia Abbasi,3520294623416,AB9168774,Pakistani,Rawalpindi,Pakistan,Turkey,2019-07-12,Student,Education
Hussain Baig,S/O Tahir Hashmi,4210150264097,AB4287018,Pakistani,Sukkur,Pakistan,Germany,2016-02-08,Business,Tourism
,S/O Mohammad Cheema,5400046888906,AB5253197,Pakistani,Chilas,Pakistan,Saudi Arabia,2016-08-16,Business,Business Meeting
Ahmed Zaidi,S/O Fatima Bukhari,3520274978773,AB8289158,Pakistani,Bannu,Pakistan,China,2018-04-22,Business,Education
Ali Akhtar,S/O Arif Aslam,4400091486794,AB5803483,Pakistani,Karachi,Pakistan,China,2016-04-02,Tourist,Business Meeting
Arf Bhatti,S/O Mirza Iqbal,5400053365495,AB9308744,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-10-19,Student,Employment
Raja Sheikh,S/O Kashif Latif,3520278305917,AB8997933,Pakistani,Gwadar,Pakistan,Malaysia,2020-08-06,Business,Tourism
Hamid Raja,,44000-5623711-2,AB9302679,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2020-03-31,Business,Medical Treatment
Rukhsar Mirza,S/O S/O Chaudhry Rizvi,6110110795034,AB2393037,Pakistani,Skardu,Pakistan,USA,2019-11-01,Visit,Medical Treatment
Noor Iqbal,S/O مریم چودھری,5400074787335,AB2722126,Pakistani,Chilas,Pakistan,UAE,2015-09-03,Tourist,Family Visit
Ayesha Syed,S/O Waseem Nawaz,1330218595639,AB4446179,Pakistani,Lahore,Pakistan,UK,2020-06-27,Visit,Education
Mohd Karim,S/O Rukhsar Raja,5400033369913,AB7042022,Pakistani,Karachi,Pakistan,UAE,2016-11-21,Visit,Tourism
زینب علی,S/O Mirza Malik,4400086247527,AB5058858,Pakistani,Rawalpindi,Pakistan,China,2021-08-18,Work,Education
Asif Rafiq,S/O Kashif Syed,5400099048499,AB2836372,Pakistani,Islamabad,Pakistan,China,2016-05-15,Business,Medical Treatment
Ayesha Jafri,S/O Imran Abbasi,4210163544244,AB4863326,Pakistani,Mirpurkhas,Pakistan,USA,2022-08-23,Visit,Medical Treatment
Tahir Iqbal,S/O Chaudhry Malik,3520252519158,AB9818629,Pakistani,Multan,Pakistan,Canada,2022-05-05,Visit,Family Visit
Usman Gujjar,S/O Sana Ali,2130150585033,AB5802963,Pakistani,Chilas,Pakistan,Germany,2017-08-05,Work,Medical Treatment
Naveed Rana,S/O Imran Zaidi,1330286183992,AB5470828,Pakistani,Rawalakot,Pakistan,UAE,2020-03-05,Business,Employment
Mohammad Chattha,S/O Adnan Qureshi,4400075559553,AB1321803,Pakistani,Islamabad,Pakistan,Germany,2021-04-28,Visit,Employment
Asif Cheema,S/O Amna Cheema,6110153726889,AB2537061,Pakistani,Mirpurkhas,Pakistan,China,2016-04-14,Visit,Tourism
Nadia Ali,S/O Asif Bhatti,1330297459096,AB4917051,Pakistani,Islamabad,Pakistan,USA,2015-04-11,Work,Family Visit
Bilal Qureshi,S/O Sobia Mirza,5400079626896,AB9815435,Pakistani,Mirpurkhas,Pakistan,France,2022-08-26,Visit,Family Visit
Omar Nawaz,S/O محمد علی,3520256782559,AB2425966,Pakistani,Multan,Pakistan,Malaysia,2017-09-10,Business,Business Meeting
Ali Chaudhry,S/O Ahmed Sandhu,4400045920845,AB6578208,Pakistani,Chilas,Pakistan,UK,2019-02-23,Student,Employment
Mirza Jafri,S/O Qureshi Rana,3520263292427,AB8634590,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-02-08,Work,Business Meeting
Salman Rana,S/O Sobia Butt,2130152722068,AB5689023,Pakistani,Sukkur,Pakistan,UK,2015-04-13,Tourist,Family Visit
Mohd Cheema,S/O Faisal Jafri,2130164739132,AB8488631,Pakistani,Quetta,Pakistan,Saudi Arabia,2019-09-23,Student,Business Meeting
Sobia Bhatti,S/O Ibrahim Hashmi,2130123194783,AB8594912,Pakistani,Peshawar,Pakistan,Canada,2023-05-03,Tourist,Tourism
Noor Hussain,S/O Imran Rizvi,2130170078538,AB8379806,Pakistani,Mirpur,Pakistan,Malaysia,2021-09-01,Business,Employment
Omar Cheema,S/O Naeem Ahmed,2130168180427,AB7826548,Pakistani,Gwadar,Pakistan,USA,2023-12-12,Tourist,Education
Baig Cheema,S/O Usman Raza,6110184479334,AB2771591,Pakistani,Rawalpindi,Pakistan,Turkey,2016-03-06,Tourist,Business Meeting
Waseem Baig,S/O Sajid Naqvi,4210113519485,AB2335950,Pakistani,Gilgit,Pakistan,Turkey,2017-12-20,Tourist,Education
Sana Sheikh,S/O Ahmed Akhtar,2130146344795,AB9285060,Pakistani,Sialkot,Pakistan,Canada,2015-08-17,Business,Tourism
Tariq Hameed,S/O Omar Jafri,3520288094959,AB8619029,Pakistani,Rawalpindi,Pakistan,UAE,2017-02-28,Work,Education
Sajid Rizvi,S/O Sajid Virk,5400070406073,AB2653168,Pakistani,Rawalakot,Pakistan,UK,2018-06-17,Visit,Employment
Aamir Qureshi,S/O Adnan Aslam,4210152349935,AB7942376,Pakistani,Gilgit,Pakistan,Germany,2023-12-03,Student,Education
Noor Ahmed,S/O Zubair Qureshi,4210146935078,AB9855161,Pakistani,Karachi,Pakistan,UAE,2020-08-23,Business,Business Meeting
Hussain Bhatti,S/O Tariq Malik,1330244386691,AB6254271,Pakistani,Islamabad,Pakistan,Saudi Arabia,2019-05-06,Tourist,Employment
Rizwan Sheikh,S/O Saira Jafri,4210151859753,AB8000440,Pakistani,Sialkot,Pakistan,France,2023-10-30,Business,Tourism
Mohammad Sandhu,S/O Zubair Cheema,4210140020789,AB1279632,Pakistani,Bannu,Pakistan,USA,2015-09-07,Work,Family Visit
Asma Hussain,S/O Khalid Qureshi,2130145758704,AB5098487,Pakistani,Karachi,Pakistan,Malaysia,2022-05-20,Business,Education
Sobia Chaudhry,S/O Adnan Rafiq,5400066505722,AB4959331,Pakistani,Hyderabad,Pakistan,China,2016-12-26,Visit,Education
زینب علی,S/O Rabia Hussain,4210133815492,AB3749463,Pakistani,Skardu,Pakistan,UAE,2015-05-17,Business,Education
Zubair Hussain,S/O Waseem Gondal,3520239106829,AB3615247,Pakistani,Sialkot,Pakistan,Canada,2020-12-21,Work,Business Meeting
Sajid Tarar,S/O Mehwish Zaidi,5400081277785,AB2806206,Pakistani,Chilas,Pakistan,USA,2020-09-07,Business,Medical Treatment
Ayesha Baig,S/O Kamran Jafri,1330291410733,AB7900408,Pakistani,Sialkot,Pakistan,Turkey,2023-10-16,Business,Employment
Ali Qureshi,S/O Bilal Ansari,1330292483882,AB7920072,Pakistani,Islamabad,Pakistan,UK,2016-12-15,Tourist,Medical Treatment
Arif Aslam,S/O Imran Hussain,4210193817747,AB3431510,Pakistani,Khuzdar,Pakistan,China,2022-02-20,Visit,Medical Treatment
Mehwishh Butt,S/O Iqra Virk,6110133523096,AB6525090,Pakistani,Gwadar,Pakistan,USA,2022-04-17,Student,Family Visit
Hamid Jafri,S/O احمد خان,3520297195813,AB4207320,Pakistani,Quetta,Pakistan,UK,2020-05-12,Visit,Business Meeting
Amna Naqvi,S/O Sana Raza,3520237408853,AB7972608,Pakistani,Abbottabad,Pakistan,USA,2017-06-25,Visit,Education
محمد علی,S/O Shazia Chattha,6110185330318,AB1881934,Pakistani,Sialkot,Pakistan,Malaysia,2022-07-07,Student,Family Visit
Raja Hussain,S/O Bilal Naqvi,3520292492208,AB5119381,Pakistani,Turbat,Pakistan,UAE,2020-02-11,Tourist,Tourism
