Company_Name,Owner_Name,Father_Name,Entity_Type,CNIC,Incorporation_Date,Status,Registered_Office_Address,Province,City
Royal Corp,Ali Aslam,S/O Sheikh Rana,Public Limited,1330273144808,2017-10-20,Active,"House 386, Block F, G-9, Skardu",Gilgit-Baltistan,Skardu
Royal Group,Mohammad Jafri,S/O Chaudhry Baig,Partnership,2130192069847,2002-05-04,Active,"House 37, Block B, Johar Town, Mirpur",Azad Kashmir,Mirpur
Star Traders,ابراہیم ملک,,Private Limited,6110171674412,2016-05-10,Suspended,"House 183, Block F, PAF Colony, Peshawar",KPK,Peshawar
Atlas Associates,Chaudhry Latif,S/O Tahir Chaudhry,Sole Proprietorship,5400017318156,2003-10-06,Active,,Sindh,Karachi
Star Corp,Sobia Malik,S/O Tahir Naqvi,Public Limited,3520274161757,2009-12-18,Active,"House 80, Block B, Askari, Sargodha",Punjab,Sargodha
National Corp,,S/O Shoaib Mirza,Partnership,3520211292456,2020-01-08,Active,"House 456, Block D, Model Town, Bahawalpur",Punjab,Bahawalpur
Global Group,Adnnan Bhatti,S/O Sajid Bukhari,LLP,4400049416949,2010-01-26,Active,"House 393, Block B, F-10, Hub",Balochistan,Hub
Apex Solutions,Asma Syed,S/O Zainab Hameed,Private Limited,3520226254971,2001-10-04,Active,"House 465, Block A, Askari, Multan",Punjab,Multan
Meezan Industries,Bushra Tarar,S/O Rukhsar Khan,Public Limited,1330275726013,1993-06-14,Suspended,"House 380, Block B, Johar Town, Islamabad",ICT,Islamabad
Meezan Solutions,Ali Khan,S/O Sana Abbasi,LLP,5400058235812,1994-06-04,Suspended,"House 483, Block A, Clifton, Kohat",KPK,Kohat
Atlas Services,,S/O Tariq Malik,Partnership,1330244386691,2008-04-22,Active,"House 495, Block A, Defence, Islamabad",ICT,Islamabad
Star Industries,Salman Baig,S/O Sobia Tarar,Partnership,1330235341132,2001-12-30,Active,"House 394, Block B, Defence, Islamabad",ICT,Islamabad
National Solutions,Sidra Rafiq,,Partnership,3520263647998,2018-05-14,Active,"House 466, Block G, I-8, Skardu",Gilgit-Baltistan,Skardu
Atlas Associates,Hussain Hussain,S/O Mohammad Malik,LLP,2130197215251,2021-06-11,Active,"House 441, Block E, North Nazimabad, Skardu",Gilgit-Baltistan,Skardu
Royal Industries,Aamir Zaidi,S/O Malik Malik,Sole Proprietorship,4400024934794,1998-02-21,Suspended,"House 322, Block A, Clifton, Gilgit",Gilgit-Baltistan,Gilgit
Star Corp,Imran Iqbal,S/O Hassan Mirza,Sole Proprietorship,3520292440749,1992-06-15,Active,"House 397, Block B, E-11, Skardu",Gilgit-Baltistan,Skardu
Global Traders,Shoaib Khan,S/O Baig Nawaz,Partnership,3520257319773,2003-05-25,Active,"House 405, Block H, Gulberg, Mirpur",Azad Kashmir,Mirpur
Global Traders,Adnan Bhatti,S/O محمد احمد,Private Limited,2130130918043,2008-01-18,Active,"House 63, Block B, E-11, Gilgit",Gilgit-Baltistan,Gilgit
Al Associates,Ayesha Syed,S/O Mehwish Latif,Private Limited,2130160470282,2004-03-31,Dissolved,"House 289, Block D, G-9, Rawalpindi",Punjab,Rawalpindi
United Industries,Imrn Bhatti,S/O S/O Ahmed Rizvi,Sole Proprietorship,3520236261811,2018-07-22,Active,"House 172, Block D, F-10, Khuzdar",Balochistan,Khuzdar
Apex Associates,Arif Mirza,S/O Rabia Cheema,Sole Proprietorship,1330212866982,1991-12-28,Suspended,"House 331, Block C, G-9, Larkana",Sindh,Larkana
Royal Brothers,Syed Ali,S/O Sobia Nawaz,LLP,4210169504776,2011-09-19,Active,"House 413, Block H, I-8, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Associates,Omar Ahmed,S/O Sana Rizvi,Private Limited,6110115956553,1996-02-25,Active,"House 100, Block B, Askari, Kohat",KPK,Kohat
Prime Brothers,Imran Gondal,S/O Syed Rizvi,Private Limited,1330250773562,1993-09-30,Dissolved,"House 458, Block D, Township, Quetta",Balochistan,Quetta
Al Traders,Sheikh Nawaz,S/O Omar Chaudhry,Private Limited,4400057738613,2009-06-10,Dissolved,,Gilgit-Baltistan,Gilgit
Meezan Traders,Kamran Syed,S/O Kashif Karim,LLP,2130179808802,1994-03-20,Active,"House 429, Block H, Defence, Gilgit",Gilgit-Baltistan,Gilgit
,Faisal Hussain,S/O Hina Chattha,Partnership,1330226797786,2009-12-22,Suspended,"House 298, Block D, Model Town, Nawabshah",Sindh,Nawabshah
Al Industries,,S/O Faisal Hashmi,LLP,3520262133876,1993-12-03,Active,"House 296, Block H, DHA, Kohat",KPK,Kohat
Royal Solutions,Omar Rizvi,S/O Baig Mirza,Public Limited,4400032899413,2014-11-20,Active,"House 457, Block C, I-8, Chilas",Gilgit-Baltistan,Chilas
Meezan Solutions,Amna Akhtar,S/O Malik Sandhu,Private Limited,6110123989639,2017-09-16,Active,"House 295, Block D, Johar Town, Mirpurkhas",Sindh,Mirpurkhas
Prime Traders,Chaudhry Abbasi,S/O Sobia Syed,LLP,2130142275759,1991-06-13,Active,"House 122, Block B, Gulshan-e-Iqbal, Bannu",KPK,Bannu
Pak Enterprises,Zubair Butt,S/O Ahmed Sheikh,Public Limited,2130176790632,1990-08-11,Active,"House 225, Block B, Askari, Chilas",Gilgit-Baltistan,Chilas
United Associates,Bilal Raja,S/O Nadia Zaidi,LLP,1330233483317,2015-05-29,Active,"House 334, Block E, Clifton, Multan",Punjab,Multan
Atlas Solutions,عمر شیخ,S/O Sana Bhatti,Private Limited,4400011112208,1996-04-12,Suspended,"House 8, Block C, Cavalry Ground, Nawabshah",Sindh,Nawabshah
Apex Brothers,Hussain Ali,S/O Qureshi Zaidi,Public Limited,5400039005955,2012-11-19,Dissolved,"House 373, Block C, G-9, Muzaffarabad",Azad Kashmir,Muzaffarabad
Star Corp,Sobia Chattha,S/O Tahir Hameed,Sole Proprietorship,5400079629135,2010-09-08,Suspended,"House 245, Block H, Gulberg, Chilas",Gilgit-Baltistan,Chilas
United Group,Ahmed Virk,S/O Sidra Zaidi,Partnership,6110118007479,1998-01-12,Active,"House 440, Block H, Scheme 33, Gilgit",Gilgit-Baltistan,Gilgit
Prime Corp,Ali Akhtar,S/O Arif Aslam,Public Limited,4400091486794,1998-05-10,Active,"House 456, Block H, Model Town, Karachi",Sindh,Karachi
Global Services,Sana Bukhari,S/O Bushra Raza,LLP,,2018-05-29,Active,"House 131, Block C, Cavalry Ground, Larkana",Sindh,Larkana
Apex Traders,Noor Jafri,S/O Bilal Jafri,Public Limited,6110180658484,1998-11-06,Active,"House 115, Block F, Gulshan-e-Iqbal, Bannu",KPK,Bannu
Apex Solutions,Kamran Gondal,S/O Uzma Zaidi,Public Limited,2130179734642,2013-05-04,Active,"House 460, Block G, Model Town, Islamabad",ICT,Islamabad
Prime Services,Arif Baig,S/O Shazia Hashmi,Partnership,3520235990592,1990-11-18,Active,"House 32, Block H, Bahria Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Meezan Brothers,Saira Chattha,S/O Hamid Akhtar,Sole Proprietorship,3520281235986,1995-04-12,Active,"House 400, Block A, E-11, Gilgit",Gilgit-Baltistan,Gilgit
Al Corp,Hamid Rafiq,S/O Muhammad Khan,Private Limited,3520255588491,2001-08-07,Active,"House 367, Block A, F-10, Karachi",Sindh,Karachi
Royal Brothers,Tahir Hameed,S/O Chaudhry Rana,Public Limited,3520258906065,2001-12-06,Active,"House 280, Block A, Askari, Rawalpindi",Punjab,Rawalpindi
Apex Group,,S/O Chaudhry Chattha,LLP,2130120195382,2004-01-09,Active,"House 218, Block F, PAF Colony, Chilas",Gilgit-Baltistan,Chilas
Prime Corp,Bilal Jafri,S/O Faisal Aslam,Private Limited,5400054462856,1990-12-30,Suspended,,KPK,Abbottabad
National Associates,Hussain Latif,S/O Hassan Rafiq,LLP,2130169249756,2010-11-10,Active,"House 16, Block H, North Nazimabad, Abbottabad",KPK,Abbottabad
Atlas Associates,Ahmed Jafri,S/O Muhammad Nawaz,Private Limited,4210195097073,2022-08-26,Active,"House 46, Block F, G-9, Larkana",Sindh,Larkana
Apex Associates,Muhammad Tarar,S/O Fatima Ansari,Public Limited,6110129252451,2013-04-28,Active,"House 440, Block B, Cantt, Bahawalpur",Punjab,Bahawalpur
Royal Group,Hamid Ali,S/O Shazia Abbasi,Public Limited,44000-3564045-3,1998-06-13,Active,"House 196, Block F, G-9, Islamabad",ICT,Islamabad
Apex Enterprises,Maryam Chaudhry,S/O فاطمہ خان,Private Limited,3520212959826,2007-08-01,Active,"House 29, Block G, Township, Rawalakot",Azad Kashmir,Rawalakot
Royal Brothers,Hameed Faisal,S/O Saira Iqbal,Partnership,4400037547389,2002-06-14,Active,,Sindh,Mirpurkhas
Global Associates,Naveed Baig,S/O Malik Baig,Partnership,4400015210225,1992-12-26,Active,"House 127, Block H, PAF Colony, Mardan",KPK,Mardan
National Services,Khalid Chattha,S/O Arif Rizvi,Public Limited,4400029663606,2016-08-31,Suspended,"House 84, Block F, Cavalry Ground, Hyderabad",Sindh,Hyderabad
Royal Associates,Bhatti Baig,S/O Kamran Naqvi,Partnership,4210165985373,1996-06-07,Active,"House 2, Block E, Cantt, Gilgit",Gilgit-Baltistan,Gilgit
Royal Corp,Rabia Baig,S/O Uzma Chaudhry,LLP,2130158021158,2003-12-05,Active,"House 101, Block D, F-10, Nawabshah",Sindh,Nawabshah
Al Solutions,Amna Abbasi,S/O Sajid Gondal,LLP,4400090193241,2007-04-22,Active,"House 438, Block D, Defence, Islamabad",ICT,Islamabad
Apex Solutions,Naeem Aslam,S/O Asif Raja,Public Limited,1330284398994,2021-06-06,Active,"House 157, Block H, North Nazimabad, Chilas",Gilgit-Baltistan,Chilas
Prime Brothers,Mehwish Latif,S/O مریم چودھری,LLP,1330289049211,2016-03-17,Suspended,"House 289, Block H, Scheme 33, Gujranwala",Punjab,Gujranwala
United Traders,Iqra Syed,S/O Iqra Chattha,Public Limited,1330251986765,2020-08-11,Active,"House 177, Block B, Cantt, Skardu",Gilgit-Baltistan,Skardu
Al Enterprises,Adnan Jafri,S/O Nadia Latif,Public Limited,6110185321488,1990-10-11,Active,"House 2, Block E, Model Town, Skardu",Gilgit-Baltistan,Skardu
Pak Group,Maryam Tarar,S/O Zainab Khan,Partnership,2130149307933,2019-06-14,Suspended,"House 238, Block A, North Nazimabad, Multan",Punjab,Multan
United Brothers,Mehwish Malik,S/O Chaudhry Tarar,Sole Proprietorship,5400043205904,1991-12-11,Suspended,"House 167, Block E, E-11, Mirpurkhas",Sindh,Mirpurkhas
National Corp,Raja Usman,S/O Naeem Qureshi,Private Limited,6110143828057,2022-03-13,Active,"House 303, Block E, Saddar, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Enterprises,Amna Gondal,S/O Syed Bukhari,Private Limited,6110181454545,1990-04-17,Active,"House 380, Block F, Scheme 33, Islamabad",ICT,Islamabad
Royal Services,Nadia Tarar,S/O Shoaib Virk,Sole Proprietorship,4400093547101,2015-11-11,Active,"House 137, Block F, Gulshan-e-Iqbal, Chilas",Gilgit-Baltistan,Chilas
Apex Group,Naeem Rizvi,S/O Zubair Latif,LLP,4210112876584,2018-09-11,Suspended,"House 339, Block F, Askari, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Traders,Nadia Qureshi,S/O Fatima Akhtar,Private Limited,5400088968589,1994-10-18,Active,"House 19, Block H, Scheme 33, Larkana",Sindh,Larkana
Royal Solutions,Asif Gujjar,S/O Sajid Malik,Partnership,1330262924237,2012-09-10,Active,"House 150, Block E, Gulberg, Khuzdar",Balochistan,Khuzdar
National Enterprises,Kamran Virk,S/O فاطمہ خان,Partnership,1330294066754,1999-09-10,Active,"House 26, Block C, Askari, Hub",Balochistan,Hub
Global Traders,Sheikh Shazia,S/O Syed Iqbal,Public Limited,6110177608509,1990-03-07,Active,"House 304, Block G, Cantt, Karachi",Sindh,Karachi
Atlas Group,Tahir Anssari,S/O Aamir Abbasi,Partnership,4210179048953,2003-10-25,Active,"House 475, Block F, Defence, Mirpur",Azad Kashmir,Mirpur
Royal Group,عائشہ احمد,S/O Naveed Bhatti,LLP,3520246776934,2004-01-24,Active,"House 459, Block F, Model Town, Mardan",KPK,Mardan
Al Associates,Usman Jafri,S/O Naeem Gilani,LLP,1330222178486,2016-04-09,Active,"House 237, Block D, Askari, Islamabad",ICT,Islamabad
Royal Solutions,Zainab Gondal,S/O Imran Bhatti,Private Limited,5400061018037,2008-03-24,Active,"House 322, Block B, Gulshan-e-Iqbal, Bahawalpur",Punjab,Bahawalpur
Global Solutions,Ibrahim Karim,,Partnership,6110167766182,2018-03-18,Active,"House 369, Block B, DHA, Hub",Balochistan,Hub
Royal Solutions,Imran Iqbal,S/O Sana Bukhari,LLP,6110174865518,2011-03-14,Suspended,"House 63, Block G, Defence, Muzaffarabad",Azad Kashmir,Muzaffarabad
Al Group,Hashmi Muhammad,S/O Fatima Sandhu,Partnership,1330232622042,1995-07-30,Active,"House 177, Block H, Defence, Skardu",Gilgit-Baltistan,Skardu
Al Solutions,Saira Iqbal,S/O Tariq Raja,LLP,1330244880364,1997-01-10,Active,"House 491, Block A, DHA, Chilas",Gilgit-Baltistan,Chilas
Apex Industries,Uzma Hashmi,S/O Hina Sandhu,Private Limited,2130110327234,2000-02-23,Active,,KPK,Abbottabad
Apex Enterprises,Naeem Bukhari,S/O Rizwan Gujjar,LLP,21301-8918739-2,2000-10-18,Active,"House 332, Block C, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Atlas Industries,Ayesha Hashmi,S/O S/O Rizwan Qureshi,Partnership,4400046887343,1993-11-13,Active,,Gilgit-Baltistan,Skardu
Apex Group,Tahir Hashmi,S/O Sajid Malik,Private Limited,4400054765836,2010-05-06,Active,"House 294, Block G, Cantt, Gilgit",Gilgit-Baltistan,Gilgit
Royal Enterprises,Zainab Ansari,S/O Bilal Syed,Public Limited,,2006-10-19,Dissolved,"House 112, Block H, Gulberg, Karachi",Sindh,Karachi
Star Brothers,Ali Latif,S/O Usman Zaidi,Partnership,6110114183122,2018-12-13,Active,"House 23, Block A, Model Town, Skardu",Gilgit-Baltistan,Skardu
Prime Enterprises,,S/O Mohammad Ansari,Public Limited,3520293022923,2009-04-09,Dissolved,"House 274, Block G, G-9, Rawalakot",Azad Kashmir,Rawalakot
Apex Traders,Saira Zaidi,S/O Hashmi Qureshi,Sole Proprietorship,2130111337006,2009-09-01,Active,"House 421, Block A, Bahria Town, Rawalakot",Azad Kashmir,Rawalakot
Atlas Brothers,Noor Cheema,S/O Muhammad Sandhu,Private Limited,,1994-12-02,Suspended,"House 233, Block F, F-10, Islamabad",ICT,Islamabad
Global Brothers,Noor Gilani,S/O Ayesha Hussain,LLP,4400022490328,2013-06-16,Dissolved,"House 401, Block H, PAF Colony, Abbottabad",KPK,Abbottabad
Star Industries,Amna Syed,S/O Nadia Baig,Private Limited,3520238505967,2008-09-07,Suspended,"House 41, Block H, G-9, Rawalakot",Azad Kashmir,Rawalakot
Meezan Services,Mirza Hashmi,S/O Khalid Jafri,Private Limited,5400033868325,2020-06-27,Active,"House 30, Block B, I-8, Sukkur",Sindh,Sukkur
Global Enterprises,Waseem Khan,S/O Fatima Virk,Private Limited,3520215480336,2012-08-06,Active,,Azad Kashmir,Mirpur
Global Brothers,,S/O Faisal Rafiq,Sole Proprietorship,5400081184199,2007-09-18,Active,"House 347, Block H, Township, Muzaffarabad",Azad Kashmir,Muzaffarabad
Royal Enterprises,Sidra Cheema,S/O Sana Rana,Private Limited,3520278303012,1993-08-29,Active,"House 463, Block C, Gulshan-e-Iqbal, Gilgit",Gilgit-Baltistan,Gilgit
Apex Group,Mohammad Chaudhry,S/O S/O Waseem Akhtar,LLP,5400099000224,2003-04-22,Active,"House 178, Block H, E-11, Khuzdar",Balochistan,Khuzdar
Pak Industries,Ali Raza,S/O Sobia Gilani,Private Limited,5400027331442,2019-11-07,Active,"House 115, Block A, Clifton, Mirpurkhas",Sindh,Mirpurkhas
Meezan Enterprises,Asif Ahmed,S/O Faisal Iqbal,Private Limited,4400091087721,2003-09-21,Active,"House 361, Block G, F-10, Sialkot",Punjab,Sialkot
Apex Services,Rizwan Iqbal,S/O Naeem Gujjar,Sole Proprietorship,4210153811251,2017-04-08,Active,"House 313, Block H, Cavalry Ground, Islamabad",ICT,Islamabad
Al Brothers,Iqra Butt,S/O Hashmi Aslam,LLP,5400057692004,1999-11-12,Suspended,"House 374, Block G, Cavalry Ground, Sukkur",Sindh,Sukkur
Global Brothers,Amna Akhtar,S/O Uzma Qureshi,Sole Proprietorship,4210183958616,2015-01-21,Active,"House 100, Block A, PAF Colony, Islamabad",ICT,Islamabad
Prime Traders,Zainab Tarar,S/O Nadia Tarar,Sole Proprietorship,6110191968326,2003-04-08,Active,"House 278, Block C, DHA, Skardu",Gilgit-Baltistan,Skardu
Prime Group,Chaudhry Cheema,S/O Usman Jafri,Private Limited,5400096914997,2017-07-24,Suspended,"House 475, Block D, Defence, Mirpurkhas",Sindh,Mirpurkhas
National Corp,Sajid Butt,S/O Mehwish Hashmi,Sole Proprietorship,2130140391792,2021-09-28,Active,"House 253, Block A, North Nazimabad, Karachi",Sindh,Karachi
Apex Corp,Baig Raja,S/O Noor Akhtar,Public Limited,3520274497275,1991-10-14,Active,"House 149, Block H, Township, Mirpur",Azad Kashmir,Mirpur
Prime Group,Rabia Jafri,S/O Shazia Gilani,Partnership,4400027369621,2003-01-13,Active,"House 483, Block B, DHA, Sukkur",Sindh,Sukkur
Prime Traders,Noor Nawaz,S/O Naveed Malik,Private Limited,5400040980235,2008-03-16,Dissolved,"House 124, Block A, E-11, Nawabshah",Sindh,Nawabshah
Global Group,Waseem Virk,,Public Limited,1330232668461,2014-06-13,Active,"House 170, Block E, Scheme 33, Sukkur",Sindh,Sukkur
Royal Associates,Noor Ahmed,S/O Zubair Qureshi,Sole Proprietorship,4210146935078,2020-04-04,Suspended,"House 366, Block A, Askari, Karachi",Sindh,Karachi
National Enterprises,Hassan Ansari,S/O Faisal Sheikh,Partnership,4210160349834,1993-09-30,Active,"House 279, Block B, Askari, Hub",Balochistan,Hub
Star Services,Ayesha Zaidi,,Partnership,1330235137255,2015-03-30,Suspended,"House 157, Block F, Scheme 33, Kohat",KPK,Kohat
Al Group,Qureshi Butt,S/O Hina Chaudhry,LLP,2130140992541,2001-10-09,Active,"House 332, Block C, Saddar, Islamabad",ICT,Islamabad
Pak Solutions,Raja Tariq,S/O Naveed Sandhu,Partnership,4210117909714,2004-02-02,Active,"House 168, Block A, Clifton, Sargodha",Punjab,Sargodha
Pak Group,محمد حسن,S/O Bilal Nawaz,LLP,3520292924161,2016-03-20,Active,"House 163, Block D, Cavalry Ground, Bannu",KPK,Bannu
Atlas Solutions,Hassan Akhtar,S/O Sidra Qureshi,Sole Proprietorship,,2002-06-12,Suspended,"House 40, Block F, Askari, Mirpurkhas",Sindh,Mirpurkhas
United Industries,Sobia Zaidi,S/O Rizwan Jafri,LLP,4400011554976,1992-12-06,Active,"House 404, Block C, Clifton, Sargodha",Punjab,Sargodha
Prime Corp,Zubair Sandhu,S/O Amna Nawaz,Public Limited,4400067728478,2019-07-13,Active,"House 104, Block D, Gulberg, Quetta",Balochistan,Quetta
Global Brothers,Hamid Aslam,S/O Asma Abbasi,LLP,4210128288357,2020-07-22,Active,"House 435, Block B, I-8, Sargodha",Punjab,Sargodha
Al Associates,Mehwish Mirza,S/O محمد احمد,Sole Proprietorship,2130110432925,2019-02-20,Active,"House 413, Block H, I-8, Islamabad",ICT,Islamabad
Prime Associates,Mohammad Hussain,S/O Bushra Qureshi,Private Limited,2130138794454,2008-01-01,Active,"House 252, Block E, Township, Hyderabad",Sindh,Hyderabad
National Corp,Zainab Rafiq,S/O Amna Virk,Partnership,2130164935497,1992-04-25,Active,"House 48, Block C, I-8, Lahore",Punjab,Lahore
Apex Solutions,Syed Asma,S/O Hashmi Khan,LLP,3520231476734,2019-03-05,Active,"House 442, Block C, Cantt, Faisalabad",Punjab,Faisalabad
Pak Group,Amna Raja,S/O Kashif Karim,Sole Proprietorship,6110188245316,2012-02-18,Active,"House 66, Block F, PAF Colony, Skardu",Gilgit-Baltistan,Skardu
Apex Brothers,Bilal Rana,S/O Kamran Malik,Sole Proprietorship,5400045029965,2018-03-15,Dissolved,"House 478, Block B, Cavalry Ground, Faisalabad",Punjab,Faisalabad
Atlas Brothers,Uzma Bhatti,S/O Bushra Iqbal,Public Limited,1330234416529,2010-12-14,Active,"House 86, Block G, Cavalry Ground, Hub",Balochistan,Hub
Atlas Group,Hina Mirza,S/O Hassan Gondal,Partnership,4210187737413,1998-08-16,Active,"House 15, Block D, Gulshan-e-Iqbal, Turbat",Balochistan,Turbat
Meezan Brothers,Sana Sheikh,S/O Asma Zaidi,LLP,3520281084626,1993-11-13,Active,"House 121, Block C, G-9, Gwadar",Balochistan,Gwadar
Global Solutions,Maryam Syed,S/O Hamid Rafiq,Partnership,3520215815465,2002-06-12,Active,"House 396, Block A, Gulberg, Islamabad",ICT,Islamabad
National Brothers,عائشہ احمد,S/O Bilal Zaidi,Private Limited,1330221768262,2021-10-13,Active,"House 380, Block E, G-9, Hub",Balochistan,Hub
United Corp,Chaudhry Cheema,S/O Usman Jafri,Private Limited,5400096914997,2003-09-25,Active,"House 108, Block B, Saddar, Mirpurkhas",Sindh,Mirpurkhas
Meezan Group,Zubair Sheikh,S/O Mohammad Karim,LLP,4400047459511,1996-12-31,Active,"House 22, Block D, Clifton, Islamabad",ICT,Islamabad
Pak Solutions,Maryam Ahmed,S/O Shazia Hashmi,LLP,1330287077889,2000-07-11,Active,"House 315, Block F, DHA, Abbottabad",KPK,Abbottabad
United Solutions,Shoaib Mirza,S/O Saira Mirza,Sole Proprietorship,6110150242741,2010-03-06,Dissolved,"House 69, Block A, Bahria Town, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Traders,Hina Nawaz,,Public Limited,5400031578833,2009-11-16,Active,"House 343, Block F, Bahria Town, Quetta",Balochistan,Quetta
United Services,Ahmed Karim,S/O Adnan Tarar,Private Limited,4400085890327,1996-02-29,Active,"House 237, Block F, Gulshan-e-Iqbal, Sialkot",Punjab,Sialkot
Prime Industries,Kamran Ali,S/O علی حسین,Sole Proprietorship,2130167053863,2010-03-25,Suspended,"House 351, Block C, Gulberg, Karachi",Sindh,Karachi
Al Associates,Kashif Akhtar,S/O Ahmed Gilani,Partnership,2130141299998,2003-09-01,Active,"House 206, Block G, Defence, Mirpur",Azad Kashmir,Mirpur
Apex Traders,Bukhari Imran,S/O Omar Gujjar,LLP,6110187195845,2017-10-16,Suspended,"House 356, Block F, Gulberg, Islamabad",ICT,Islamabad
Meezan Associates,Hashmi Latif,S/O Waseem Ahmed,Partnership,4210172741808,2019-03-14,Active,"House 263, Block G, Gulberg, Hub",Balochistan,Hub
Apex Associates,Aamir Bhatti,S/O عمر شیخ,Partnership,1330287682731,1994-04-18,Active,"House 431, Block D, E-11, Bannu",KPK,Bannu
United Services,ابراہیم ملک,S/O Tariq Ahmed,LLP,5400034216367,2018-07-26,Suspended,"House 12, Block C, Cavalry Ground, Lahore",Punjab,Lahore
Global Corp,Noor Qureshi,S/O Sidra Gilani,Partnership,2130119654576,1997-09-24,Active,"House 434, Block F, G-9, Skardu",Gilgit-Baltistan,Skardu
Pak Traders,Uzma Rafiq,S/O Hassan Gilani,Partnership,2130190366414,1993-01-22,Suspended,,ICT,Islamabad
