Name,Father_Name,CNIC,Account_Number,Annual_Credit_Card_Expense,Account_Balance,Account_Open_Date,Account_Status,Avg_Expenditure_Per_Month
Amna Cheema,S/O Qureshi Tarar,4210137536644,PK0015362298393,0.0,262036.0,2011-03-07,Dormant,35061.0
Sidra Virk,S/O Hina Syed,4400059605428,PK0006406002884,,,2005-07-30,Active,8463.0
Shazia Abbasi,S/O Usman Gilani,,PK0003570497096,0.0,3977402.0,2017-05-13,Active,156219.0
Rukhsar Aslam,S/O Asif Gilani,4210135073309,PK0014683275843,0.0,3788882.0,2009-07-05,Active,195725.0
Aamir Butt,S/O Arif Malik,4210177926805,PK0012424825305,2256684.0,3773601.0,2007-02-18,Active,297439.0
Kamran Sheikh,S/O Hashmi Nawaz,6110126256884,PK0010966616964,0.0,,2019-08-09,Active,60552.0
Hassan Naqvi,S/O Iqra Rafiq,3520290228807,PK0011667945747,0.0,7234984.0,2012-04-08,Active,79267.0
,S/O محمد حسن,3520294054507,PK0001817112652,0.0,,2009-03-06,Active,20711.0
Saira Latif,S/O Ibrahim Virk,2130199129935,PK0014695499669,0.0,191855.0,2005-06-23,Active,5170.0
Imran Chattha,S/O Bilal Ansari,6110137541274,PK0005812308209,0.0,173599.0,2014-11-08,Active,10129.0
,S/O Arif Hussain,1330247202991,PK0002244193987,0.0,725640.0,2004-07-12,Active,46093.0
Ibrahim Karim,S/O Saira Sheikh,1330234467511,PK0005223940587,0.0,379535.0,2005-06-15,Active,112258.0
Waseem Malik,S/O Hashmi Virk,5400014673941,PK0015214929002,0.0,1662632.0,2001-05-18,Active,37696.0
Hamid Ansari,S/O Naveed Akhtar,3520291511836,PK0012694019365,0.0,1952506.0,2001-10-11,Active,77729.0
Malik Zaidi,S/O Salman Latif,1330237785541,PK0003392431670,0.0,1137503.0,2016-11-23,Dormant,80897.0
Faisal Malik,S/O Rabia Syed,3520268493482,PK0005749431082,,1390398.0,2010-04-10,Frozen,43326.0
Naeem Ahmed,S/O Maryam Hameed,2130155528264,PK0004870530217,0.0,,2004-05-29,Dormant,108715.0
Chaudhry Gjujar,S/O Maryam Rafiq,13302-2563565-3,PK0006318610946,0.0,1318836.0,2017-08-06,Active,28681.0
Usman Akhtar,S/O Khalid Tarar,3520238563767,PK0011781007818,0.0,464167.0,2004-09-18,Active,11252.0
Sobia Mirza,S/O S/O Zainab Cheema,1330244458096,PK0014383450553,0.0,109617.0,2005-09-05,Active,8623.0
Sajid Zaidi,S/O Sobia Karim,4400065497576,PK0009624557080,1855226.0,8524823.0,2010-11-29,Active,766690.0
Sobia Butt,S/O Qureshi Rana,6110113113942,PK0005154544899,0.0,3041487.0,2022-11-05,Active,88084.0
Hassan Rafiq,S/O Faisal Sandhu,2130117214265,PK0002781057736,0.0,5030133.0,2017-04-27,Active,97258.0
Naeem Sheikh,S/O Sana Hashmi,1330262058967,PK0007990505735,0.0,2422829.0,2001-05-02,Active,65700.0
,S/O Sheikh Bhatti,2130194663154,PK0005147337803,0.0,411119.0,2014-11-29,Active,117973.0
Ruukhsar Syed,S/O Qureshi Latif,1330243419621,PK0001458153605,0.0,120075.0,2002-02-28,Active,10223.0
,S/O Mehwish Zaidi,5400081277785,PK0013240466536,0.0,476774.0,2020-04-20,Active,8793.0
Nadia Akhtar,,1330219083366,PK0011381272327,0.0,4542072.0,2000-04-09,Dormant,149500.0
Hina Aslam,S/O Rukhsar Gujjar,5400039914725,PK0003895890631,0.0,1307240.0,2020-11-15,Dormant,17663.0
Bushra Nawaz,S/O Hashmi Malik,4400078481587,PK0008692362342,0.0,313517.0,2000-02-16,Dormant,52701.0
Ayesha Rana,S/O Fatima Ansari,6110128096882,PK0012559225330,1833364.0,13628411.0,2003-10-16,Active,327135.0
Asif Gujjar,S/O Mehwish Iqbal,2130173780416,PK0009110382761,0.0,2440686.0,2002-08-13,Active,68715.0
Syed Malik,S/O Aamir Hashmi,4210135688921,PK0002180792472,0.0,409494.0,2000-06-30,Active,34737.0
Hassan Karim,S/O Uzma Chaudhry,5400091754628,PK0015841976666,0.0,539344.0,2014-05-24,Active,40973.0
Ayesha Syed,S/O Asif Sandhu,2130142230627,PK0015260045822,0.0,2271249.0,2004-09-13,Frozen,106334.0
Mohammad Chaudhry,S/O Shoaib Malik,5400066643161,PK0009138684919,0.0,736243.0,2021-07-18,Dormant,57545.0
Raja Karim,S/O Asif Bhatti,6110181555258,PK0014496442646,0.0,467715.0,2001-11-25,Active,30586.0
Salman Cheema,S/O Hina Gilani,3520237867873,PK0010693269304,0.0,1538920.0,2022-12-23,Active,34696.0
Shazia Gilani,S/O Raja Mirza,13302-7284551-7,PK0003561479973,0.0,268256.0,2001-04-02,Active,12914.0
Naveed Latif,S/O Hashmi Rafiq,5400080555758,PK0003144913399,0.0,1003921.0,2021-05-04,Active,13828.0
Hashmi Baig,S/O احمد خان,2130155986167,PK0005491541578,6043957.0,10086033.0,2002-05-02,Active,948915.0
Sobia Mirza,S/O S/O Zainab Cheema,1330244458096,PK0015954829815,0.0,246666.0,2016-12-25,Active,7906.0
Kamran Iqbal,S/O Sidra Ansari,3520239445384,PK0014142836793,0.0,1731152.0,2006-11-13,Active,73677.0
Asma Malik,S/O Hussain Raja,6110114150118,PK0015484194737,0.0,446082.0,2007-10-02,Active,31998.0
Arif Akhtar,S/O Chaudhry Gujjar,3520270658544,PK0004832363533,0.0,939992.0,2022-10-21,Active,14972.0
,,3520261860094,PK0004816114302,0.0,1978339.0,2006-12-31,Active,129407.0
Omar Latif,S/O نادیہ رضا,4400054990129,PK0002479759538,0.0,1861197.0,2020-12-30,Dormant,
Shazia Zaidi,S/O S/O Tahir Raza,6110187535769,PK0013701170349,0.0,,2017-07-14,Active,16552.0
Ibrahim Malik,S/O Hassan Bukhari,1330282062991,PK0015536344399,0.0,1424260.0,2015-04-11,Active,
Bilal Rizvi,S/O Hamid Bukhari,,PK0010904745462,,1753743.0,2002-08-19,Active,144262.0
عمر ششیخ,S/O Asif Raza,2130155349119,PK0003354194771,0.0,9889113.0,2017-01-21,Active,243327.0
Syed Aslam,S/O Asif Butt,4210199737168,PK0014274484941,0.0,1170640.0,2020-09-23,Active,64072.0
Chaudhry Karim,S/O Shazia Gujjar,1330229210514,PK0013970559510,0.0,2907331.0,2015-12-13,Active,30354.0
Iqra Sandhu,S/O Arif Bukhari,1330231903508,PK0003542697755,0.0,2519030.0,2008-10-10,Active,93565.0
Hassan Raza,S/O Kashif Ahmed,4210143007556,PK0001292587044,0.0,3857021.0,2016-10-04,Active,75217.0
Nadia Sandhu,S/O Shoaib Latif,1330247662691,PK0012456681425,0.0,1057352.0,2005-09-23,Active,42085.0
Maryam Bhatti,S/O Usman Bukhari,3520253409094,PK0013542073642,0.0,3019023.0,2007-12-11,Active,150118.0
Amna Cheema,S/O Qureshi Tarar,4210137536644,PK0013819307302,0.0,803586.0,2009-01-31,Active,45357.0
Naveed Qureshi,S/O Zainab Malik,1330273039392,PK0014889262019,0.0,7154667.0,2012-10-26,Active,167425.0
Kamran Sheikh,S/O Mohammad Hussain,3520286264485,PK0013366467544,0.0,1256993.0,2012-06-20,Active,33311.0
Rabia Nawaz,S/O Fatima Sheikh,5400064598705,PK0005270937380,0.0,1860655.0,2000-02-11,Dormant,32120.0
Hashmi Naqvi,S/O Baig Qureshi,3520218222579,PK0013852991721,0.0,7102297.0,2009-07-10,Active,88371.0
Nadia Khan,S/O Malik Ali,4210139898493,PK0002510751046,0.0,3443234.0,2019-12-26,Active,84791.0
Fatima Chattha,S/O Hashmi Mirza,,PK0014141580226,0.0,3224341.0,2007-10-13,Active,117723.0
Fatima Rizvi,S/O Muhammad Raza,4210196779625,PK0014605399561,0.0,95614.0,2009-02-23,Active,6282.0
Imran Gujjar,,5400046332707,PK0004314289692,2334725.0,19856199.0,2008-11-05,Active,209789.0
Sobia Iqbal,S/O Naeem Sandhu,3520244937563,PK0014594246837,0.0,4409904.0,2016-02-23,Active,265333.0
Sidra Chaudhry,S/O Hassan Karim,5400086687353,PK0006427696198,0.0,6034287.0,2008-04-28,Dormant,124032.0
Naeem Iqbal,S/O Naeem Hashmi,6110187199582,PK0014953995721,0.0,3953232.0,2012-09-19,Dormant,68133.0
Baig Sandhu,S/O Bushra Butt,4400028079657,PK0014344378798,0.0,2850476.0,2018-11-08,Active,48762.0
Fatima MMirza,S/O Sobia Tarar,3520242289734,PK0004125409494,0.0,1177060.0,2010-10-03,Active,30714.0
Sajid Qureshi,S/O Hussain Qureshi,3520218061443,PK0011307371533,0.0,772060.0,2003-02-03,Dormant,65647.0
Bushra Zadi,S/O Bushra Mirza,3520286685097,PK0007452468587,0.0,2181443.0,2007-05-12,Active,33152.0
Waseem Qureshi,S/O Faisal Sandhu,2130114298495,PK0005174539964,0.0,882203.0,2010-03-13,Active,66221.0
Raja Chaudhry,S/O Rabia Chattha,5400090005129,PK0013399708182,0.0,2021633.0,2007-04-24,Active,18473.0
Omar Aslam,S/O Sidra Naqvi,3520241287514,PK0006788785773,0.0,2959962.0,2007-03-13,Active,86202.0
Sobia Gondal,S/O Hina Gilani,5400034352834,PK0009529151399,0.0,812328.0,2015-02-27,Active,49080.0
Ibrahim Khan,S/O Hina Gilani,5400076269535,PK0011675757257,,23959335.0,2011-11-02,Active,916636.0
نادیہ رضا,S/O Shazia Akhtar,2130191259675,PK0006129635852,0.0,483701.0,2001-09-10,Active,19396.0
Faisal Sheikh,S/O Hassan Ansari,4210164760375,PK0002380477683,0.0,504313.0,2007-07-23,Active,
Syed Latif,S/O Maryam Syed,2130189919581,PK0003723403479,0.0,3578116.0,2002-02-02,Active,138235.0
Iqra Hashmi,S/O Sana Bhatti,1330287220752,PK0005141078352,0.0,352895.0,2019-05-13,Active,26169.0
Hashmi Latif,S/O Ali Chaudhry,35202-1272194-7,PK0002740563507,0.0,429492.0,2002-06-30,Active,15838.0
Bushra Gondal,S/O Shazia Syed,5400032888888,PK0007471178705,0.0,168206.0,2003-06-21,Active,5417.0
Usman Karim,S/O Bilal Hussain,5400032424748,PK0012944420824,0.0,8487495.0,2021-02-27,Active,145949.0
Maryam Bhatti,S/O Rukhsar Gujjar,1330234083341,PK0006568574364,0.0,4267981.0,2019-02-26,Dormant,40229.0
Sheikh Hussain,S/O Baig Iqbal,3520277769891,PK0010649136331,0.0,3449699.0,2010-05-05,Active,72360.0
Ali Sandhu,S/O Fatima Karim,3520246695079,PK0002513600440,0.0,2772288.0,2022-05-10,Active,31997.0
Hina Qureshi,S/O Arif Chaudhry,3520268249037,PK0015719106699,0.0,380877.0,2021-10-03,Active,17556.0
Syed Rafiq,S/O Asif Tarar,6110170966432,PK0004373506211,0.0,2168429.0,2020-03-12,Frozen,27435.0
Baig Iqbal,,1330297152078,PK0001861052404,0.0,2690458.0,2016-10-16,Dormant,75936.0
Marym Zaidi,S/O Sana Syed,1330215193689,PK0007101815992,0.0,717576.0,2009-01-15,Active,16923.0
Zainab Mirza,S/O Adnan Zaidi,6110119759734,PK0009965984448,925192.0,11110486.0,2009-05-04,Active,214106.0
Naveed Gondal,,5400088969298,PK0009837507241,0.0,791149.0,2004-06-22,Dormant,7993.0
Hashmi Rizvi,S/O Zubair Syed,4400034721007,PK0012896662826,2275318.0,23964640.0,2002-01-11,Dormant,803516.0
Qureshi Bhatti,S/O Mehwish Cheema,3520253637562,PK0012820081872,0.0,1226012.0,2016-12-16,Active,22561.0
Ahmed Naqvi,S/O Zubair Chaudhry,6110133370579,PK0004491079829,1880350.0,31774483.0,2009-12-28,Active,946865.0
Bushra Ahmed,S/O Asif Hussain,4400014688887,PK0007175133802,0.0,1686563.0,2002-07-08,Active,70158.0
Waseem Virk,S/O Noor Cheema,2130138928897,PK0011454549587,0.0,3536646.0,2005-10-11,Active,63599.0
Qureshi Ali,S/O Nadia Rafiq,5400094340482,PK0010437064353,0.0,1832146.0,2020-09-16,Active,118151.0
فاطمہ خان,S/O Shoaib Gilani,4400016871488,PK0011233815413,0.0,5268220.0,2016-10-12,Active,129215.0
Faisal Tarar,S/O S/O Kamran Baig,2130187361184,PK0012422468580,0.0,47217.0,2016-07-09,Active,2738.0
FatimaRaja,S/O S/O Kashif Tarar,2130183493999,PK0009432091877,0.0,106035.0,2020-12-02,Active,3267.0
,S/O Sidra Aslam,5400050426008,PK0011538508549,0.0,1296709.0,2007-09-02,Active,30970.0
Iqra Khan,S/O Uzma Zaidi,2130172760376,PK0006532074125,0.0,623415.0,2017-04-16,Active,221513.0
Hashmi Ali,S/O زینب علی,1330269835109,PK0012417457352,0.0,245017.0,2021-12-09,Active,152205.0
Ahmed Hussain,S/O Usman Zaidi,5400019877374,PK0009236674237,0.0,1043578.0,2012-12-20,Active,35578.0
Rukhsar Bhatti,S/O Uzma Chattha,6110146518351,PK0004551450815,0.0,270917.0,2018-01-17,Active,20365.0
Hina Khan,S/O Zubair Nawaz,3520287344676,PK0011507104143,0.0,621302.0,2007-05-25,Dormant,9850.0
Shazia Gilani,S/O احمد خان,5400053317633,PK0011903303363,0.0,2498111.0,2007-02-03,Active,47254.0
Fatima Rana,S/O Ayesha Akhtar,2130196424705,PK0015286860433,902362.0,15468678.0,2014-04-16,Dormant,366155.0
Ibrahim Nawaz,S/O احمد خان,2130196827674,PK0010711072118,0.0,,2010-03-03,Active,103450.0
Waseem Rizvi,S/O Hussain Zaidi,4210174792577,PK0005536019893,0.0,4688812.0,2016-02-23,Active,119268.0
Muhammad Rana,S/O Hina Qureshi,5400027352438,PK0009995205588,0.0,1805387.0,2020-01-14,Active,30796.0
Buhra Ali,S/O Mehwish Rizvi,6110157593596,PK0001426283245,0.0,6303389.0,2002-11-16,Active,
Zubair Virk,S/O Ibrahim Gondal,2130177292181,PK0005325681936,0.0,770335.0,2010-06-16,Active,53950.0
Kashif Abbasi,S/O Faisal Bhatti,4210152121239,PK0007943702118,0.0,271985.0,2021-12-19,Active,33955.0
Iqra Sheikh,S/O Zainab Khan,4210166310103,PK0010751397897,0.0,3142209.0,2007-06-07,Active,241624.0
Tahir Nawaaz,S/O Kashif Karim,2130135751586,PK0011446012478,0.0,291688.0,2005-05-12,Dormant,38150.0
Qureshi Cheema,S/O Hashmi Butt,6110118692109,PK0008574364121,0.0,852919.0,2000-12-15,Active,47843.0
Raja Abbasi,S/O Hassan Nawaz,1330245058942,PK0008825449223,0.0,319250.0,2017-07-10,Active,11816.0
Sana Khan,S/O Sajid Chaudhry,2130137158017,PK0004648868899,445535.0,14365538.0,2014-02-13,Active,352800.0
Imran Naqvi,S/O Rizwan Bhatti,4400020268751,PK0008952266893,0.0,2467816.0,2019-09-09,Dormant,42931.0
,S/O Hassan Cheema,6110126030014,PK0015954725078,2004081.0,5177590.0,2018-06-07,Active,369633.0
Usman Syed,S/O Hassan Rana,,PK0012282204745,,259405.0,2006-06-22,Frozen,9780.0
ابراہیم ملک,S/O S/O Shazia Naqvi,2130165568401,PK0011191048514,0.0,181533.0,2008-05-15,Frozen,5828.0
,S/O Muhammad Khan,3520279609672,PK0005653462378,0.0,101782.0,2013-06-08,Active,17781.0
Uzma Bhatti,S/O Sidra Ali,4400075306626,PK0011779615069,0.0,1059670.0,2004-04-28,Active,25050.0
Raja Zaidi,S/O Zainab Syed,4210133354846,PK0010459905654,0.0,1950103.0,2011-10-09,Active,41823.0
Aamir Gondal,S/O Ayesha Jafri,3520234112264,PK0002978775497,0.0,754592.0,2006-12-03,Active,13500.0
Ahmed Mirza,S/O Zainab Chattha,4400091028571,PK0013352188235,0.0,4135180.0,2011-02-14,Frozen,74814.0
Iqra  Tarar,S/O Hamid Sheikh,4210129051818,PK0011433310361,0.0,399171.0,2004-12-29,Active,108623.0
Faisal Malik,S/O Qureshi Gilani,4400076025364,PK0004966040317,0.0,5770639.0,2014-12-22,Active,96436.0
Chaudhry Cheema,S/O Usman Jafri,5400096914997,PK0004258220114,0.0,1004807.0,2016-03-13,Dormant,71328.0
Hashmi Khan,S/O Hussain Khan,6110196391541,PK0001149621604,2058070.0,5579697.0,2021-05-11,Frozen,155307.0
Malik Rizvi,S/O Sobia Gondal,1330242191211,PK0004610173760,0.0,4745864.0,2014-06-10,Active,185223.0
Sana Gujjar,S/O Sheikh Nawaz,3520228153858,PK0010925159146,0.0,1491387.0,2017-01-11,Active,32400.0
Mirza Abbasi,S/O S/O احمد خان,2130180076394,PK0002588999385,0.0,930154.0,2001-12-07,Active,35128.0
Ali Zaidi,S/O Maryam Hussain,4400096279671,PK0007776205431,0.0,2411946.0,2001-07-31,Active,122678.0
,S/O Maryam Malik,4400073727607,PK0010308773243,0.0,2583930.0,2004-02-11,Active,172148.0
Khalid Raza,S/O Adnan Bukhari,6110110538847,PK0012847704681,0.0,219354.0,2021-08-27,Active,16744.0
Malik Raja,S/O عائشہ احمد,4400078123276,PK0007630833445,0.0,44330.0,2002-11-06,Active,10764.0
محمد احمد,S/O Faisal Nawaz,1330211341338,PK0007361976301,0.0,10547559.0,2017-03-02,Active,158016.0
Fatima Nawaz,,1330287888703,PK0003804436922,0.0,101680.0,2006-11-04,Active,5067.0
Hina Latif,S/O Zubair Akhtar,5400015712054,PK0012105953697,2745925.0,3127530.0,2017-09-16,Active,452193.0
Raja Rizvi,S/O Fatima Iqbal,4210155934051,PK0015906341966,1152884.0,14160098.0,2011-06-04,Active,516366.0
Shazia Hashmi,S/O Ali Sheikh,6110152539454,PK0014926830795,0.0,585126.0,2011-04-02,Active,18912.0
Shoaib Hameed,S/O محمد علی,,PK0015214447237,0.0,2565743.0,2000-12-31,Active,74341.0
Ali Jafri,S/O Arif Cheema,2130146978932,PK0013556497252,0.0,1284423.0,2008-03-06,Active,78059.0
Sheikh Khan,S/O Mirza Khan,3520210513254,PK0004288856883,0.0,1176762.0,2017-11-26,Active,88711.0
Imran Hameed,S/O Malik Hashmi,2130177363563,PK0013847229579,0.0,6566453.0,2000-07-19,Active,171650.0
Asma Abbasi,S/O Sheikh Rafiq,4400079743272,PK0009598806645,0.0,1604063.0,2002-09-07,Frozen,81990.0
Qureshi Bukhari,S/O Hussain Hashmi,6110149989249,PK0001698509918,0.0,5262276.0,2007-10-20,Dormant,69990.0
Arif Hashmi,S/O Shazia Mirza,3520277658801,PK0004230307805,0.0,581570.0,2020-10-09,Active,7575.0
Sajid Aslam,S/O Naveed Jafri,2130188396425,PK0008243171768,,1025262.0,2003-09-08,Active,52495.0
Arif Butt,S/O Mirza Rafiq,4210182112704,PK0013598906879,0.0,2249701.0,2011-10-23,Active,129762.0
,S/O Zubair Rizvi,5400097070875,PK0011670298515,1484374.0,7800718.0,2019-02-22,Active,644531.0
,S/O Naeem Cheema,2130173383936,PK0009739362057,0.0,292400.0,2003-06-30,Dormant,7022.0
Maryam Qureshi,S/O Ibrahim Ansari,6110192987492,PK0006910943524,0.0,3939083.0,2021-08-19,Dormant,97695.0
Amna Gondal,S/O Waseem Chaudhry,6110150709189,PK0015575209597,0.0,5775863.0,2018-10-31,Active,150207.0
Mohammad Malik,S/O Baig Hashmi,,PK0010975106572,,1184555.0,2012-08-02,Frozen,28980.0
علی حسین,S/O S/O Kamran Chattha,4400011218357,PK0012642001424,0.0,1142782.0,2004-02-22,Dormant,13831.0
Shazia Butt,S/O Raja Akhtar,5400055845518,PK0007991816852,0.0,351396.0,2002-10-20,Dormant,53499.0
Imran Malik,S/O Khalid Karim,5400093828759,PK0015688273030,0.0,789273.0,2014-07-22,Active,13648.0
Muhammad Malik,S/O Mirza Hameed,5400046156093,PK0008270894498,0.0,2761472.0,2000-01-13,Active,46557.0
Rizwn Chattha,S/O Fatima Hameed,3520295791435,PK0012609677794,0.0,407480.0,2009-05-23,Active,22124.0
Aamir Baig,S/O Rukhsar Hameed,2130161081329,PK0008378304807,0.0,327075.0,2009-11-24,Active,15709.0
Sana Gujjar,S/O Mirza Hameed,6110178028716,PK0013365471644,,574098.0,2006-06-11,Active,9630.0
Aamir Tarar,S/O Malik Bhatti,,PK0014784683755,0.0,1363566.0,2006-04-17,Active,36378.0
Omar Hameed,S/O Adnan Jafri,1330226421325,PK0005922286180,0.0,9760944.0,2005-02-06,Active,232131.0
Hassan Raja,S/O Ibrahim Gondal,5400052466333,PK0013659741412,0.0,700991.0,2005-02-19,Dormant,70419.0
Ayesha Gilani,S/O Muhammad Gilani,6110192814018,PK0008772966010,0.0,673488.0,2009-09-25,Dormant,47886.0
احمد خان,S/O Khalid Virk,5400032690583,PK0004394846763,0.0,619835.0,2001-04-24,Active,41147.0
Zainab Hussain,S/O Mehwish Ansari,4210189637822,PK0008183197117,0.0,3060991.0,2002-09-11,Active,67228.0
Hina Butt,S/O Hassan Hussain,5400081158418,PK0012406798268,0.0,1162933.0,2005-03-19,Active,14606.0
Mohammad Mirza,S/O Naeem Nawaz,5400065679708,PK0004391751878,0.0,44475.0,2011-02-06,Active,16035.0
Rukhsar Ali,S/O Sana Syed,4400052732786,PK0006443285529,0.0,794927.0,2004-03-28,Active,33885.0
Maryam Ansari,S/O Hina Jafri,,PK0015679984033,0.0,291075.0,2001-08-29,Active,109338.0
Hussain Hashmi,S/O Ali Chaudhry,1330289961974,PK0002248578017,0.0,1340218.0,2020-04-09,Active,93344.0
Syed Chaudhry,S/O Adnan Virk,4210133330282,PK0003348315126,0.0,33945.0,2007-05-20,Active,12923.0
,S/O Shazia Abbasi,4400035640453,PK0007845122940,0.0,44397.0,2012-04-23,Active,19457.0
Noor Gujjar,S/O Hussain Zaidi,2130155630779,PK0003858511779,0.0,4250557.0,2001-03-28,Active,70461.0
زینب علی,S/O Raja Chaudhry,3520220245819,PK0004168965204,0.0,2524532.0,2017-01-02,Active,135942.0
Mohammad Latif,S/O Raja Raza,4210178578862,PK0007537656494,0.0,106613.0,2010-05-12,Active,13927.0
Mehwish Virk,S/O Arif Karim,4210144183912,PK0006682624278,0.0,934030.0,2020-06-05,Active,43333.0
Sobia Syed,S/O Asma Bukhari,4210168745005,PK0008546434187,596972.0,9341478.0,2000-08-24,Frozen,179400.0
Arif Ali,S/O Mehwish Ali,2130158686359,PK0001322086735,0.0,1104652.0,2015-05-27,Active,93289.0
Waseem Tarra,S/O Hussain Gujjar,4400076054646,PK0014551125671,0.0,10314881.0,2004-04-09,Active,246248.0
Baig Hashmi,S/O Waseem Tarar,6110179761462,PK0007926561919,2101205.0,2704737.0,2017-02-25,Frozen,471335.0
Iqra Khan,S/O S/O Omar Ali,4400069079898,PK0010846812123,0.0,283175.0,2016-02-17,Active,6654.0
Faisal Khan,S/O Raja Cheema,1330287458598,PK0001922050912,0.0,540799.0,2003-09-16,Active,82590.0
Usman Hameed,S/O Hina Gilani,13302-7572195-1,PK0010508431021,0.0,1160275.0,2016-09-29,Dormant,62544.0
Rukhsar Ahktar,S/O Noor Karim,4210188358345,PK0008106330865,0.0,585634.0,2015-03-08,Active,10500.0
Uzma Latif,S/O Maryam Raja,4400076085702,PK0006420632895,0.0,81262.0,2004-03-17,Dormant,36300.0
,S/O Sobia Malik,6110147019895,PK0013518744974,0.0,3620643.0,2018-05-29,Active,48878.0
احمد خان,S/O Naeem Gujjar,4210167908432,PK0014997356828,0.0,77433.0,2004-11-23,Active,14644.0
Rizwan Sndhu,S/O Hashmi Tarar,4400070445253,PK0007677909930,0.0,75697.0,2011-01-16,Active,12877.0
Naeem Raza,S/O Adnan Cheema,4210112791103,PK0012888807316,0.0,350625.0,2016-12-28,Dormant,24941.0
Sheikh Aslam,S/O Bilal Baig,4210160037124,PK0009958851904,0.0,1244556.0,2010-08-18,Active,86301.0
,S/O Muhammad Gilani,4400090466828,PK0010336801619,0.0,2325213.0,2017-04-19,Active,60724.0
Zubair Khan,S/O Ayesha Ahmed,4210173317969,PK0008335602191,0.0,1320379.0,2008-12-13,Active,46810.0
Sidra Cheema,S/O Omar Aslam,6110173498223,PK0005567975319,0.0,1228993.0,2008-09-28,Dormant,29813.0
Tariq HHameed,S/O Rukhsar Gondal,1330247322238,PK0008131165166,0.0,1576115.0,2002-12-24,Active,43915.0
Fatima Zaidi,S/O S/O Uzma Abbasi,4400011611027,PK0007460916347,0.0,803081.0,2006-07-08,Active,34060.0
Raja Raja,S/O Chaudhry Nawaz,3520270300607,PK0011829223044,0.0,1462640.0,2006-04-15,Active,107883.0
Baig Butt,S/O Kashif Naqvi,2130127282092,PK0013534131719,0.0,1848432.0,2002-03-07,Active,93300.0
Imran Rafiq,S/O Usman Karim,5400093741374,PK0012277215428,0.0,646585.0,2017-03-23,Active,14027.0
Chaudhry Chaudhry,S/O Naveed Nawaz,,PK0014601856351,0.0,2790388.0,2006-11-28,Frozen,67166.0
Rabia Gilani,S/O Mehwish Iqbal,4400023532232,PK0015237039296,0.0,2577761.0,2006-07-29,Active,63187.0
Ahmed Mirza,S/O Rukhsar Hashmi,3520245583268,PK0010673510887,0.0,1036945.0,2005-09-06,Dormant,22728.0
ابراہیم ملک,S/O Hussain Hussain,4210156302355,PK0001523076025,0.0,10478288.0,2011-09-03,Active,249827.0
Ayesha Malik,S/O Syed Akhtar,4400073636603,PK0010706011277,0.0,2664075.0,2019-05-14,Active,49397.0
Faisal Gondal,S/O Hamid Rizvi,4400070082647,PK0011129100607,0.0,1300145.0,2009-02-24,Active,20936.0
Waseem Syed,S/O Iqra Sheikh,6110192123765,PK0002790147183,0.0,404223.0,2022-12-21,Dormant,14078.0
Ali Bhatti,S/O Omar Butt,4400036770877,PK0007245706210,0.0,1149379.0,2018-01-24,Active,48157.0
,S/O Saira Ahmed,5400043743999,PK0014595744935,0.0,3017246.0,2013-12-12,Active,164014.0
Adnan Cheema,S/O Adnan Karim,6110181234797,PK0003153992714,0.0,1083504.0,2017-05-01,Active,57019.0
Uzma Sandhu,S/O Iqra Butt,1330288693785,PK0005507059676,0.0,,2008-03-28,Active,129756.0
Zubair Iqbal,S/O Malik Iqbal,5400042321877,PK0006327268503,0.0,818613.0,2013-04-29,Active,38887.0
,S/O Malik Hameed,4400011994041,PK0008450948014,0.0,1924506.0,2003-10-10,Active,75879.0
Sobia Tarar,S/O Hassan Abbasi,4210163922884,PK0006917364173,0.0,566954.0,2019-12-21,Active,46618.0
Sobia Bhatti,S/O Uzma Hameed,1330231207088,PK0015507083673,0.0,9067870.0,2006-08-28,Dormant,262884.0
Chaudhry Sandhu,S/O Muhammad Abbasi,4210178799103,PK0005907464398,0.0,5474406.0,2019-08-20,Active,88686.0
