CNIC,Name,Father_Name,Declared_Income,Tax_Paid,NTN,Filing_Status,Contact_No
4210156066985,Syed Hameed,S/O Sidra Syed,,77968,NTN-871123,Filer,03316129639
5400072521717,Hina Akhtar,S/O Rukhsar Akhtar,4598545,716637,NTN-925043,Filer,03318748419
6110113599087,Zainab Gondal,S/O Sheikh Virk,773661,113398,NTN-911299,Non-Filer,03126756902
6110110658789,Mehwish Cheema,S/O Sana Khan,1218586,213744,NTN-614462,Filer,03453152969
4210152930103,Uzma Qureshi,,2793647,430053,NTN-237948,Filer,03029407060
3520243871578,Asma Khan,S/O Sobia Mirza,1859842,241819,NTN-677398,Filer,03038946752
5400019319387,Tahir Giilani,S/O Rabia Ansari,6533070,1198249,NTN-936784,Filer,03021796366
4210177873807,Zubair Naqvi,S/O مریم چودھری,635015,53107,NTN-400683,Filer,03214451163
4400066801849,Aamir Karim,S/O Sheikh Hameed,1943201,394162,NTN-346451,Filer,03458373026
6110192569868,Nadia Hashmi,S/O Ibrahim Gondal,1859160,421867,NTN-606754,Filer,03129647735
2130146824719,Syed Hameed,S/O فاطمہ خان,6304195,851996,NTN-791175,Filer,03467456219
4210133345886,Iqra Syed,S/O زینب علی,519359,0,NTN-361724,Filer,03228648146
3520294466018,Hamid Butt,S/O Maryam Naqvi,778009,123105,NTN-353526,Non-Filer,03016782930
4400043507269,Hussain Bukhari,S/O Salman Gujjar,1177571,291404,NTN-602490,Filer,03126856884
3520294263272,Ahmed Gujjar,S/O Saira Rana,545439,0,,Non-Filer,03133526712
3520246546785,صنا ملک,S/O Noor Sheikh,458705,0,NTN-728238,Non-Filer,03036625935
2130189132985,Hashmi Rafiq,S/O Hassan Hameed,2032217,182067,NTN-216374,Filer,03319163182
1330214534498,Qureshi Naqvi,S/O Zainab Bukhari,648902,120674,NTN-328666,Non-Filer,03131803753
1330246956837,Rabia Malik,,382857,0,NTN-127871,Non-Filer,03315669739
3520291145175,Hina Ahmed,S/O Hussain Cheema,1319611,207382,NTN-260832,Filer,03458955755
4210199218843,Hina hSeikh,S/O Faisal Rana,237575,0,NTN-674414,Non-Filer,03136307288
6110187730564,Mirza Sheikh,S/O Usman Chattha,263906,0,NTN-842995,Non-Filer,03462704646
4400089463908,Bilal Rana,S/O Faisal Baig,1431892,156428,NTN-146557,Filer,03037343262
1330250269708,Aamir Bhatti,S/O Syed Ahmed,2649590,462427,NTN-872852,Filer,03215720983
3520224538445,Sobi aMirza,S/O Raja Baig,3165870,563193,NTN-215508,Filer,03464989212
5400017018069,Hashmi Khan,S/O Saira Gondal,3904508,311556,NTN-550920,Filer,03467722708
4210138733134,Chaudhry Gujjar,S/O Rabia Ahmed,3361647,554614,NTN-148502,Filer,03001602496
4210128561593,Shazia Gujjar,S/O Zainab Latif,319656,0,NTN-422158,Filer,03138515059
1330265576073,Mehwish Malik,S/O Shoaib Syed,9053850,1326754,NTN-466250,Filer,03001542282
1330246528608,Noor Iqbal,S/O Kamran Latif,688295,112627,NTN-369677,Non-Filer,03311114757
6110162346724,Kashif Rizvi,S/O صنا ملک,750625,186969,NTN-168971,Filer,03312119802
5400081478193,Asma Hussain,S/O Qureshi Hashmi,1515475,278137,NTN-118508,Filer,03114896669
1330269549593,Kamran Gujjar,S/O Noor Jafri,3386084,380989,NTN-189740,Filer,03037184221
1330270440063,Hamid  Bukhari,S/O Tahir Virk,1998055,356805,NTN-894107,,03019114925
6110152134469,Hassan Ahmed,S/O Ali Syed,286486,0,NTN-511962,Non-Filer,03033951890
6110152320416,Baig Abbasi,S/O Kashif Butt,265612,0,NTN-760117,Non-Filer,03333987058
1330213183825,Mehwish Rizvi,S/O Hussain Butt,449752,0,NTN-757961,Filer,03457312675
1330295479287,Maryam Raja,S/O Kashif Iqbal,1001990,126175,NTN-842940,Filer,03111907043
1330271779753,Tahir Chaudhry,S/O Sidra Zaidi,205242,0,NTN-753322,Filer,03009612440
2130145608966,Fatima Cheema,S/O Ali Syed,263308,0,NTN-463815,Non-Filer,03216228005
21301-6312708-8,Ayesha Aslam,S/O Sajid Hussain,2435360,421524,NTN-394352,,03125633475
1330229543131,Ahmed Gondal,S/O Zainab Gujjar,520061,0,NTN-290053,Non-Filer,03216226102
1330295993559,Syed Butt,S/O Rizwan Iqbal,4724027,1109874,NTN-700766,Filer,03016913673
4400070076792,Shoaib Rana,S/O Sidra Gilani,1311137,,NTN-417558,Filer,03034084811
5400061430488,Adnan Gujjar,S/O Kashif Karim,9766314,596008,NTN-447362,Filer,03465731119
5400033582084,Sidra Virk,S/O Tahir Ali,163232,0,NTN-738277,Non-Filer,03019756994
2130176790632,Zubair Butt,S/O Ahmed Sheikh,1489108,278937,NTN-250154,Filer,03218835537
2130169236865,Saira Sandhu,S/O Malik Tarar,1640349,246934,NTN-872760,Filer,03218797486
2130193077207,Khalid Latif,,1647120,333335,NTN-631445,Filer,
5400081277785,Sajid Tarar,S/O Mehwish Zaidi,233781,0,NTN-218732,Non-Filer,03037743663
1330220419068,ابراہیم ملک,S/O Rukhsar Bukhari,4547867,369664,NTN-723123,Filer,03125233280
5400038223121,Ayesha Baig,S/O Ibrahim Latif,1307733,299018,NTN-968213,Filer,03002968753
6110117855487,Ayesha Chaudhry,S/O Sheikh Ahmed,1863358,359643,NTN-273473,Filer,03464017046
2130165568401,ابراہیم ملک,S/O S/O Shazia Naqvi,143777,0,NTN-299131,Non-Filer,03018064807
4210146946122,Khalid Butt,S/O Nadia Virk,932134,,NTN-677697,Non-Filer,03005928910
4400084090978,Arif Syed,S/O Raja Sheikh,1141591,112846,NTN-814407,Filer,03118820493
4400052689426,Noor Syed,S/O Mohammad Tarar,4615603,1089738,NTN-367713,Filer,03467282668
4400022633765,Hina Ali,S/O Ayesha Iqbal,1942640,471965,NTN-124088,Filer,03311395428
3520223758648,Baig Virk,S/O Zubair Iqbal,790121,84807,NTN-419206,Non-Filer,03327813778
1330281394754,Nadia Qureshi,S/O Hussain Chaudhry,3151288,546320,NTN-928592,Filer,03333546928
4210183557649,Naveed Ahmed,S/O Noor Butt,2417438,434335,NTN-225502,Filer,03024523314
4400094399845,Omar Baig,S/O Fatima Zaidi,10852167,2076312,NTN-329038,Filer,03211109341
5400082788526,Bushra Jafri,S/O Hashmi Chaudhry,2373738,265057,NTN-517305,Filer,03036740847
2130144706579,Ayesha Raja,S/O Usman Bukhari,5593948,884639,NTN-914743,Filer,03218590804
4400011611027,Fatima Zaidi,S/O S/O Uzma Abbasi,444691,0,NTN-777425,Non-Filer,03318654679
4210149894083,Hamid Iqbal,S/O Amna Akhtar,957381,168883,,Filer,03221296167
4400075306626,Uzma Bhatti,,529270,0,NTN-958519,Non-Filer,03132733818
5400083417652,Ayesha Butt,S/O Muhammad Zaidi,1271498,314417,NTN-415541,Filer,03014058955
3520268243631,Sana Akhtar,S/O Usman Cheema,793734,53296,NTN-852270,Non-Filer,03025927237
1330269397854,Tahir Hameed,S/O Rukhsar Rizvi,339338,0,NTN-997127,Non-Filer,03019510677
4210124053293,Naveed Khan,S/O Bushra Ansari,1590883,342055,NTN-226041,Filer,03026554077
3520293959625,Malik Abbasi,S/O Usman Jafri,1539407,202419,NTN-736879,Filer,03024193974
5400042573796,Naveed Hussain,S/O Tahir Gilani,18982130,4576716,NTN-716410,Filer,03021538457
1330215345943,عمر شیخ,S/O Rabia Bhatti,,0,NTN-931446,Non-Filer,03323128585
2130127282092,Baig Butt,S/O Kashif Naqvi,2109432,196269,NTN-907113,Filer,03221903041
6110126915064,,S/O Rabia Hussain,9024842,1619594,NTN-473484,Filer,03331579971
3520227683614,Hussain Bukhari,S/O Sobia Akhtar,341346,0,NTN-876978,Filer,03227155043
6110173324281,Hassan Virk,S/O Tariq Naqvi,2319758,201921,NTN-559945,Filer,03021930366
6110118643614,Asif Gondal,S/O Faisal Bhatti,12598956,681052,NTN-803828,Filer,03011023487
3520214920911,Rizwan Zaidi,S/O Ibrahim Aslam,1689101,268287,NTN-923613,Filer,03008825067
5400061846668,Mirza Aslam,S/O Hashmi Rizvi,1640168,103275,NTN-454729,Filer,03454891930
2130170928949,Kashif Naqvi,S/O S/O Ibrahim Bukhari,167870,0,NTN-897875,Non-Filer,03325221936
4210174268462,Usman Raja,S/O Salman Karim,,563567,NTN-163697,Filer,03127166661
5400049201971,Saira Sheikh,S/O محمد علی,1158530,80126,NTN-588949,Filer,03467501628
3520276495085,Iqra Rizvi,S/O Salman Karim,3922281,813113,NTN-173134,Filer,03132530068
4400095437689,Faisal Tarar,S/O Sheikh Naqvi,1460283,,NTN-393649,Filer,03336386017
4400085940546,مریم چودھری,S/O S/O Tahir Ansari,671737,140817,NTN-773718,Filer,03027659346
4210128914605,Rukhsar Nawaz,S/O Hamid Latif,597850,0,NTN-799896,Filer,03012219563
4400021163687,Zubair Iqbal,S/O Syed Jafri,741886,79027,NTN-391650,Non-Filer,03456700018
3520270260844,Qureshi Aslam,S/O Asma Baig,1531458,,NTN-918379,Filer,03134521807
6110183503688,Sobia Chattha,S/O Rizwan Aslam,2161342,421102,NTN-296124,Filer,03455014745
1330219298417,Tahir Aslam,S/O Ibrahim Qureshi,712928,149711,NTN-819093,Non-Filer,03125806454
5400040296531,Asma Butt,S/O Ibrahim Chattha,,0,NTN-340318,Filer,03125133847
5400033040056,Malik Ansari,S/O Mehwish Tarar,550802,0,NTN-299002,Non-Filer,03451764815
5400054374389,Muhammad Cheema,S/O Ibrahim Ahmed,2119675,216249,NTN-620883,Filer,03338203855
2130120725959,Sheikh Rana,S/O S/O Uzma Mirza,26214,0,NTN-933591,Non-Filer,03454480664
3520270964805,Arif Nawaz,S/O Malik Butt,822885,135770,NTN-533736,Non-Filer,03131118553
2130175199775,Naveed Jafri,S/O Zubair Rizvi,537846,0,NTN-870218,Filer,03215730805
,Kamran Rafiq,S/O Syed Ali,76688,0,NTN-426685,Filer,03455163555
1330252424424,Khalid Hashmi,S/O Naveed Khan,3281085,813462,NTN-177930,Filer,03319321239
4210167908432,احمد خان,S/O Naeem Gujjar,,0,,Non-Filer,03332367132
5400062923854,احمد خان,S/O Nadia Bhatti,1315776,300452,NTN-558707,Filer,03321564961
2130142651535,Asif Akhtar,S/O Sheikh Baig,1153681,181020,NTN-723484,Filer,03457400259
3520292492208,Raja Hussain,S/O Bilal Naqvi,4015628,962665,NTN-255735,Filer,03338086125
5400069002473,Naveed Cheema,S/O Sajid Gondal,4173083,260546,NTN-906895,Filer,03226185050
3520233535157,,S/O Noor Sheikh,5601350,856025,NTN-654704,Filer,03116187294
3520283675211,عائشہ احمد,S/O Shazia Gondal,8402753,959608,NTN-694072,Filer,03015440575
5400026965577,Mehwish Chaudhry,S/O Hina Raza,142116,0,NTN-161699,Filer,03126066483
3520242493895,صنا ملک,S/O Shoaib Latif,1973122,134291,NTN-432053,Filer,03312426628
4400080045797,Rukhsar Latif,S/O محمد احمد,1086040,227636,NTN-522032,Filer,03003254503
6110190391842,Adnan Gilani,S/O Qureshi Latif,1448804,257718,NTN-961542,Filer,03225894181
6110187368869,Waseem Chaudhry,S/O S/O Usman Syed,522920,0,NTN-428304,Non-Filer,03228413874
,Muhammad Tarar,S/O Hassan Chaudhry,1821678,126375,NTN-813320,Filer,03332111042
4400085890327,Ahmed Karim,S/O Adnan Tarar,1316852,276480,NTN-450054,Filer,03312149603
6110172949143,Syed Aslam,S/O Rukhsar Rafiq,1241775,295553,NTN-666079,Filer,03005301390
6110192182601,Raja Virk,S/O Bushra Bukhari,1101991,144966,NTN-944442,Filer,03018115297
3520293963779,,S/O Salman Hussain,10925723,634508,NTN-445164,Filer,03325669108
3520283986164,Husain Nawaz,S/O Tariq Sheikh,2516775,351294,NTN-510812,Filer,03221714943
2130176579678,Khalid Butt,S/O Naveed Raja,3350552,818028,NTN-624381,Filer,03451010029
1330237365229,Qureshi Sheikh,S/O Faisal Karim,868972,108416,NTN-830272,Non-Filer,03216328540
4210147970915,Faisal Sheikh,S/O Kashif Chattha,245287,0,NTN-373427,Filer,
3520226855243,Salman Ansari,S/O S/O Tahir Akhtar,34603,0,NTN-827818,Non-Filer,03453345961
3520229385513,Rabia Ansari,S/O Bilal Naqvi,703832,51123,NTN-535941,Filer,03131054711
4400099437626,Bushra Gondal,S/O Sobia Abbasi,2865796,685011,NTN-354592,Filer,03212200937
3520276259319,Uzma Hameed,S/O نادیہ رضا,5339341,620619,NTN-822863,Filer,03118032747
4210188751061,Nadia Iqbal,S/O Sheikh Baig,4069079,771585,NTN-621902,Filer,03325682675
5400061014625,Ayesha Tarar,S/O Sana Gujjar,1157566,95856,NTN-861456,Filer,03021866037
5400048359576,Tahir Hashmi,S/O Rizwan Bhatti,,2606249,NTN-469713,Filer,03467987558
2130191186043,محمد علی,S/O Nadia Chattha,8105263,1864289,NTN-167567,Filer,03026833165
4400048746186,Zubair Latif,S/O Aamir Karim,1788580,248193,NTN-340116,Filer,03116037904
1330294354127,Hassan Hameed,S/O Mehwish Chattha,4047089,728873,NTN-918489,Filer,03035703613
5400045661167,Shazia Zaidi,S/O Mirza Hameed,2655639,335699,NTN-428018,Filer,03465655218
6110189481079,Hina Virk,S/O Rizwan Malik,149633,0,NTN-668512,Non-Filer,03026502353
2130197997426,Ibrahim Hussain,S/O مریم چودھری,868401,168338,NTN-706840,Filer,03458619230
3520276321152,Hassan Zaidi,S/O S/O Baig Hameed,648799,42808,NTN-384384,Filer,03039469478
5400038223121,Ayesha Baig,S/O Ibrahim Latif,1303980,243342,NTN-430666,Filer,03002968753
4210196975463,Uzma Hussain,S/O Nadia Chattha,2305765,462577,NTN-140132,Filer,03456144033
1330283229916,Hussain Cheema,S/O Hashmi Aslam,9021331,950484,NTN-114292,Filer,03214370808
6110170855025,Noor Hashmi,S/O Kamran Jafri,63657,0,NTN-472172,Filer,03316112711
6110145041546,Tariq Akhtar,S/O Hashmi Tarar,3664607,639551,NTN-959597,Filer,03226348335
4210196987993,Fatima Abbasi,S/O Imran Abbasi,295630,0,NTN-783948,Filer,03313604706
5400028774011,Hashmi Karim,S/O Malik Naqvi,2094194,225243,NTN-519173,Filer,03139693313
1330247796794,Rukhsar Latif,S/O Aamir Rana,4507957,504563,NTN-571161,Filer,03009167792
6110158755828,Sna Naqvi,S/O Tahir Bukhari,,172622,NTN-134816,Non-Filer,03226415515
3520240326842,Bilal Sheikh,S/O Zubair Cheema,1195100,254989,NTN-612957,Filer,03212007399
3520270451146,Aamir Hussain,S/O Noor Bukhari,1858759,209887,NTN-318519,Filer,03452167300
3520265046702,Sajid Chattha,S/O Mohammad Akhtar,1720355,250802,NTN-529528,Filer,03007864274
2130155955958,Ayseha Raja,S/O Aamir Akhtar,2346419,345386,NTN-149338,Filer,03462388945
1330213749943,Bilal Raja,S/O Hussain Rana,3339935,801343,NTN-894811,Filer,03227670460
2130125927474,Faisal Latif,S/O Hassan Jafri,7379659,817753,NTN-897872,Filer,03035148110
6110118785476,Usman Bhatti,S/O Sidra Ali,8780864,1375858,NTN-193568,Filer,03327485471
4400015139942,Sobia Raja,S/O Shoaib Sheikh,2697175,628527,NTN-299394,Filer,03124308012
6110199814361,Adnan Qureshi,S/O Imran Cheema,632587,40782,NTN-395766,Non-Filer,
2130183459747,Shoaib Abbasi,S/O Amna Chattha,,106629,,Filer,03029999365
5400059907162,Hussain Baig,S/O Asif Zaidi,1701155,156164,NTN-865575,Filer,03221473947
3520215815465,Maryam Syed,S/O Hamid Rafiq,16499035,,NTN-416595,Filer,03111110206
4210110081814,Mehwish Gilani,S/O زینب علی,482993,,NTN-779626,Filer,03338260096
3520250905903,Saira Malik,S/O Tahir Naqvi,403662,0,NTN-288006,Filer,03334827150
5400027647311,Sana Chattha,S/O Malik Bukhari,3189436,794947,NTN-811551,Filer,03461763581
6110160269837,Usman Karim,S/O Khalid Qureshi,489218,0,NTN-498480,Non-Filer,03451707866
1330273034799,Khalid Sheikh,,3840538,436129,NTN-467428,Filer,03313485914
1330215527612,Mirza Butt,S/O Omar Bhatti,2040424,265826,NTN-368889,Filer,03118762027
2130144288515,Hussain Zaidi,S/O Sajid Mirza,1867848,456878,NTN-407162,Filer,
4400086490143,Bushra Gujjar,S/O Khalid Virk,793254,173011,NTN-118668,Filer,03035966782
6110131508156,Hamid Sandhu,S/O Tariq Ahmed,6950339,1112907,NTN-722471,Filer,
1330234694514,Omar Naqvi,S/O Tariq Cheema,1739001,276510,NTN-470494,Filer,03035818172
1330299718078,Bushra Jafri,S/O S/O Faisal Hashmi,1109370,96466,NTN-900356,Filer,03138840537
5400013637113,Uzma Hussain,S/O Muhammad Sheikh,2039249,381131,NTN-428103,Filer,03132668494
5400049360741,Arif Bhatit,S/O Saira Baig,610324,88402,NTN-630735,Filer,03025363341
6110163408424,Naeem Ansari,S/O Mehwish Bhatti,760731,177946,NTN-245868,Filer,03451884516
5400022419758,Syde Chattha,S/O Hussain Rafiq,315466,0,NTN-211179,Non-Filer,03003669613
4210188028291,Ibrahim Akhtar,S/O Bushra Cheema,1741715,376141,NTN-922947,Filer,03002084573
5400031977274,Noor Raja,S/O Mehwish Khan,392388,0,NTN-630453,Non-Filer,03008949803
4210122946155,Zubair Syed,S/O S/O Sidra Rana,62587,0,NTN-603352,Non-Filer,03006649968
2130193238372,Waseem Rafiq,S/O Noor Nawaz,4645559,965514,NTN-504314,Filer,03334284150
2130131122788,Ali Buhkari,S/O Hussain Malik,181451,0,NTN-768399,Filer,03224906903
5400039074138,Zubair Hameed,S/O Zainab Sheikh,2703435,157248,NTN-681034,Filer,03024054532
2130164935497,Zainab Rafiq,S/O Amna Virk,574794,0,NTN-271859,Non-Filer,03459799214
4400013140434,Shoaib Bhatti,S/O S/O Adnan Malik,738591,54406,NTN-430524,Filer,
2130156900299,Tariq Bukhari,S/O Usman Aslam,,102275,NTN-840445,Filer,03133267809
1330284798012,Ibrahim Rizvi,S/O Ayesha Virk,3962909,466136,NTN-586766,Filer,03213959043
1330248591344,Imran Akhtar,S/O Omar Syed,1711609,403586,NTN-856972,Filer,03129522296
5400018630836,Arif Zaidi,S/O Qureshi Cheema,159002,0,NTN-571289,Non-Filer,03228917589
5400051404794,Hashmi Raza,S/O Rizwan Nawaz,635179,101305,NTN-364069,Non-Filer,03321474058
3520296996074,Tariq Hameed,S/O Rizwan Nawaz,1759072,424267,NTN-920980,Filer,03116070402
6110170724905,Syed Tarar,S/O Usman Rana,2032030,434736,NTN-692135,Filer,03224767003
3520235023678,Rukhsar Hashmi,S/O Saira Ali,3124965,524123,NTN-783705,Filer,03312845435
5400043610056,Noor Gujjar,S/O Sidra Qureshi,8764115,1674006,NTN-795388,Filer,03024168333
6110128706681,Waseem Hussain,S/O Asif Khan,3911812,359676,NTN-197969,Filer,03329888404
5400065912845,Ibrahim Malik,S/O Aamir Chaudhry,6149472,,NTN-504824,Filer,03011067267
6110120578603,Salman Sandhu,S/O Tariq Gujjar,244134,0,NTN-531767,Non-Filer,03311609875
6110165188874,زینب علی,S/O Bilal Ali,785745,111744,NTN-806563,Non-Filer,03454851116
2130151037934,,S/O Zainab Chattha,492291,0,NTN-753744,Filer,03034730419
5400040980235,Noor Nawaz,S/O Naveed Malik,519235,0,NTN-104409,Non-Filer,03137513336
3520252879382,Shazia Rizvi,S/O Faisal Rafiq,1931027,432491,NTN-156266,Filer,03134356786
2130112744328,Shazia Hussain,S/O Waseem Gilani,1611389,89954,NTN-195362,Filer,03023329378
5400063563744,Zainab Malik,S/O Asif Zaidi,555323,,NTN-718016,Filer,03016543619
6110138055394,Faisal Bhatti,S/O Uzma Baig,6463208,1018027,NTN-913622,Filer,03025142398
2130132212231,,S/O Sobia Gondal,157307,0,NTN-698574,Filer,03326489924
4210158155839,Waseem Naqvi,S/O Imran Ali,205441,0,NTN-691807,Filer,03455484870
6110177833083,,S/O Rukhsar Rana,,90097,NTN-869589,Filer,03319961107
2130112963084,Ali Nawaz,S/O ابراہیم ملک,790679,98844,NTN-351044,Non-Filer,03139807554
3520246303848,Mehwish Hameed,S/O Uzma Gondal,649296,115420,NTN-563846,Filer,03226048402
2130190420313,Zainab Rafiq,S/O Ayesha Zaidi,6160625,424595,NTN-920429,Filer,03334262883
4210115933029,Hashmi Qureshi,S/O S/O Shoaib Bukhari,825956,202604,,Filer,03136367620
3520241686585,Mehwish Tarar,S/O Arif Bhatti,1076181,174847,NTN-713916,Filer,03122972869
2130164935497,Zainab Rafiq,S/O Amna Virk,544762,0,NTN-117300,Non-Filer,03459799214
5400021126679,Rizwan Akhtar,S/O Noor Aslam,2096826,254632,NTN-641368,Filer,03216305294
1330298180907,,S/O Asif Naqvi,521654,0,NTN-193498,Filer,03018628687
2130134092994,Shazia Chaudhry,S/O Bushra Syed,1527072,317038,NTN-831506,Filer,03138720628
5400042620817,Bilal Qureshi,S/O Qureshi Gujjar,3359488,299442,NTN-939571,Filer,03321093026
6110197745739,Mehwish Gilani,S/O Hussain Zaidi,3981079,840835,NTN-471925,Filer,03027238933
4210161565388,,S/O Muhammad Zaidi,1447528,332289,NTN-350663,Filer,03124783905
2130155528264,,S/O Maryam Hameed,1850999,287691,NTN-802775,Filer,03119453342
2130113428235,Hamid Rafiq,S/O Raja Bhatti,6060004,1447969,NTN-496541,Filer,03458187437
1330213062214,Naveed Sheikh,S/O Noor Akhtar,301622,0,NTN-293678,Filer,
,Noor Tarar,S/O Arif Bukhari,697505,162618,NTN-665046,Non-Filer,03113483192
1330210391408,Zainab Chaudhry,S/O Sana Hameed,842134,72529,NTN-641727,,03465161749
3520220204808,Tahir Raja,S/O Sobia Chattha,6302239,911697,NTN-667521,Filer,03218441741
3520248195789,Noor Rizvi,S/O Asma Gilani,9716549,1062542,NTN-154352,Filer,03227830920
1330241792238,Muhammad Aslam,S/O Rukhsar Mirza,10789744,1904686,NTN-785663,Filer,03008535120
6110166149503,Sheikh Ali,S/O Adnan Chaudhry,267482,0,NTN-648818,Filer,03129585231
1330218289933,Usman Syed,S/O Noor Qureshi,595588,0,NTN-783336,Non-Filer,03463422865
4210184531034,Saira Bhatti,,4474140,985773,NTN-728854,Filer,03111927483
2130167940476,Mehwish Rana,S/O Baig Bukhari,2258710,301280,NTN-750020,Filer,03119892515
3520246691708,SanaH ashmi,S/O Bushra Nawaz,443356,0,NTN-340474,Non-Filer,03038594104
4210192210801,Sidra Akhtar,S/O Zainab Raja,1184866,192951,NTN-191082,Filer,03215936705
1330236362311,Noor Hameed,S/O Imran Butt,,161672,NTN-866289,,03332207248
2130134371999,Ibrahim Hashmi,S/O Syed Abbasi,650609,104790,NTN-261084,Non-Filer,03032303387
3520246053029,Noor Latif,S/O Hussain Chaudhry,2275961,170311,NTN-319498,Filer,03016649263
5400061014625,Ayesha Tarar,S/O Sana Gujjar,1161282,217001,NTN-934635,Filer,
6110181234797,Adnan Cheema,S/O Adnan Karim,1095838,97456,NTN-231904,Filer,03321451244
3520225753088,Uzma Rizvi,S/O مریم چودھری,973234,58339,NTN-844716,Non-Filer,03216605322
2130141161637,Amna Jafri,S/O Usman Hameed,1384908,285834,NTN-470287,Filer,03455134741
4400097690899,Sidra Cheema,S/O Rukhsar Zaidi,996486,89761,NTN-650414,Non-Filer,03463501378
5400087479121,Naeem Sandhu,S/O Imran Zaidi,650375,107522,NTN-315487,Non-Filer,03016341948
4210130318884,Zainab Ali,S/O Iqra Ali,,226472,NTN-309680,Filer,03119919419
3520240100482,Rabia Jafri,S/O Tariq Raza,624287,150512,NTN-856244,Non-Filer,03138986164
4400040818735,Hassan Ansari,S/O Syed Chattha,297537,0,NTN-103626,Filer,03022953665
13302-8882386-8,Uzma Hameed,S/O Uzma Gujjar,1309141,110702,NTN-961089,Filer,03338735772
4210133590008,Rizwan Ahmed,S/O Amna Gilani,698085,49447,,Filer,03027371211
5400042444685,Aamir Hashmi,S/O Imran Raja,431867,0,NTN-748004,Filer,03316706561
4210135880101,Sheikh Karim,S/O Maryam Akhtar,,123650,NTN-851927,Filer,03217122318
1330264002697,Asma Baig,S/O Noor Cheema,758028,143253,NTN-711782,Filer,03469385863
3520217071317,Iqra Gujjar,S/O Imran Hameed,2154816,232174,NTN-307284,Filer,03324072776
