record_id,owner_name,cnic,phone_number,operator,registration_date
MOB-000325,,47346-8913991-4,0336-9699693,Ufone,
MOB-000326,Aneela Memon,30240-6269889-8,0345-1091594,Telenor,2022-10-27
MOB-000327,Aneela Memon,30240-6269889-8,0302-8295130,Jazz,2019-04-27
MOB-000328,Bilal Ahmed,18178-1480600-9,0306-9697699,Jazz,2020-03-15
MOB-000329,,18178-1480600-9,0348-9601007,Telenor,2023-01-23
MOB-000330,Bushra Khoso,49486-0857042-2,0338-6745247,Ufone,2021-06-05
MOB-000331,Farzana Sheikh,14809-0910360-2,0348-2385354,Telenor,2023-02-13
MOB-000332,Farzana Sheikh,14809-0910360-2,0312-3312229,Zong,2021-02-26
MOB-000333,Farzana Sheikh,14809-0910360-2,0340-8332087,Telenor,2020-10-02
MOB-000334,Saeed Abbasi,32254-8219240-5,0330-3802328,Ufone,2019-08-26
MOB-000335,Bilal Chaudhry,35946-6239572-9,0319-9452523,Zong,2024-06-09
MOB-000336,Sajid Baloch,33569-3139143-1,0342-0493006,Telenor,2025-04-14
MOB-000337,Sajid Baloch,33569-3139143-1,0333-1162431,Ufone,2020-11-09
MOB-000338,Madiha Chandio,46742-7644092-8,0313-1574147,Zong,2023-05-01
MOB-000339,Arif Memon,49197-1399378-7,0348-6308542,Telenor,2020-07-12
MOB-000340,Hina Mirza,34715-7010532-6,0310-0548962,Zong,
MOB-000341,Tahir Durrani,13268-5536908-3,0319-0845269,Zong,2019-01-20
MOB-000342,Sanaa Butt,11243-6423809-6,0317-5954646,Zong,2021-02-04
MOB-000343,Sunna Butt,11243-6423809-6,0336-7380234,Ufone,2023-08-31
MOB-000344,Wardah Cheema,38035-3449473-4,0319-3863027,Zong,2026-01-14
MOB-000345,Wardah Chaudhry,73951-8740214-4,0341-3281651,Telenor,2021-04-30
MOB-000346,Naila Memon,33072-0076429-8,0349-9991162,Telenor,2023-01-17
MOB-000347,Naila Memon,33072-0076429-8,0333-0358689,Ufone,2022-03-22
MOB-000348,Naila Memon,33072-0076429-8,0332-1811978,Ufone,2018-11-17
MOB-000349,Khadija Tahir,40678-1573634-2,0340-1662929,Telenor,2019-07-22
MOB-000350,Khadija Tahir,40678-1573634-2,0307-0644699,Jazz,2018-09-11
MOB-000351,Khadijah Tahir,40678-1573634-2,0306-1263281,Jazz,2022-06-14
MOB-000352,Rabia Junejo,59657-6052926-2,0345-9761493,Telenor,2026-02-17
MOB-000353,,36247-6027267-9,0348-7100833,Telenor,2024-03-11
MOB-000354,Yasir Tahir,38184-5134650-7,0349-0578881,Telenor,2018-11-16
MOB-000355,Yasir Tahir,38184-5134650-7,0332-1600554,Ufone,2019-05-08
MOB-000356,Yasir Tahir,38184-5134650-7,0311-0155338,Zong,2021-09-16
MOB-000357,Humaira Khattak,40954-2916802-0,0301-0708277,Jazz,2018-11-27
MOB-000358,Ghazala Rajput,12927-6666655-2,0330-0532302,Ufone,2019-03-07
MOB-000359,Ghazala Rajput,12927-6666655-2,0339-7538137,Ufone,
MOB-000360,Sohail Khan,18766-0544102-9,0305-7744493,Jazz,
MOB-000361,Madiha Awan,46690-6735194-2,0348-4185928,Telenor,2019-12-21
MOB-000362,Rafiq Memon,48927-0764543-7,0313-5465214,Zong,2024-06-10
MOB-000363,Rafiq Memon,48927-0764543-7,0342-4438182,Telenor,2023-07-09
MOB-000364,Junaid Sethi,42387-3756411-5,0313-4835066,Zong,2026-01-11
MOB-000365,Junaid Sethi,42387-3756411-5,0342-6637073,Telenor,2023-06-28
MOB-000366,Noman Kayani,37363-4220150-5,0306-8947716,Jazz,2023-10-20
MOB-000367,,37363-4220150-5,0319-6272507,Zong,2025-07-23
MOB-000368,Yasmin Warraich,41816-8228510-4,0307-8504162,Jazz,2024-04-26
MOB-000369,Yasmin Warraich,41816-8228510-4,0315-7061968,Zong,2024-05-24
MOB-000370,Zahid Chandio,33384-1518093-5,0341-9757137,Telenor,2022-03-29
MOB-000371,Zahid Chandio,33384-1518093-5,0338-7684967,Ufone,2023-09-09
MOB-000372,,49988-7522630-5,0333-3952580,Ufone,2021-06-21
MOB-000373,Hamza Junejo,,0305-1052011,Jazz,2021-02-07
MOB-000374,Hamza Junejo,12276-6264065-1,0338-5926718,Ufone,2021-04-10
MOB-000375,Iqbal Chandio,35457-3611015-3,0331-0639818,Ufone,2025-05-26
MOB-000376,Iqbal Chandio,35457-3611015-3,0318-4307941,Zong,2020-02-18
MOB-000377,Sadia Chandio,36407-6415592-8,0342-1006085,Telenor,2024-07-05
MOB-000378,Waseem Tahir,44104-3946517-3,0336-7982827,Ufone,2024-11-24
MOB-000379,Waseem Tahir,44104-3946517-3,0312-5050619,Zong,2024-02-26
MOB-000380,Madiha Junejo,41177-8619967-4,0340-2459649,Telenor,2025-05-01
MOB-000381,Madiha Junejo,41177-8619967-4,0316-9168544,Zong,2022-12-26
MOB-000382,Iram Minhas,14434-7493897-0,0308-9611625,Jazz,2019-02-12
MOB-000383,Iram Minhas,,0314-2393369,Zong,2026-04-18
MOB-000384,Umair Abbasi,35776-4201795-1,0341-8104168,Telenor,2024-11-16
MOB-000385,Umair Abbasi,35776-4201795-1,0319-9482189,Zong,2024-12-12
MOB-000386,Marium Malik,43542-4809788-8,0315-7752311,Zong,2022-05-29
MOB-000387,Ghazala Gondal,31786-7937723-2,0303-8896404,Jazz,2023-04-12
MOB-000388,Ghazala Gondal,31786-7937723-2,0308-6078951,Jazz,2019-07-27
MOB-000389,Ghazala Gondal,31786-7937723-2,0342-6904071,Telenor,2019-03-28
MOB-000390,Imran Cheema,44878-0935998-5,0307-3225749,Jazz,2025-05-12
MOB-000391,Imran Cheema,44878-0935998-5,0340-6756545,Telenor,2025-04-09
MOB-000392,Tariq Laghari,45461-0684891-5,0315-9646822,Zong,2026-04-09
MOB-000393,Ahmed Tahir,31857-5628987-9,0337-1950233,Ufone,2024-05-22
MOB-000394,Samina Qureshi,61929-7089190-2,0307-6876752,Jazz,2022-06-06
MOB-000395,Samina Qureshi,61929-7089190-2,0346-2270039,Telenor,2019-04-11
MOB-000396,Kamran Laghari,37171-4673197-5,0337-9583292,Ufone,2022-04-28
MOB-000397,Parveen Rajput,39848-3906349-4,0332-3542606,Ufone,2021-02-01
MOB-000398,Kasim Jatoi,38415-1863970-3,0339-7558472,Ufone,2024-04-08
MOB-000399,Daniyal Awan,10809-1498516-1,0341-4790423,Telenor,2023-12-06
MOB-000400,Daniyal Awan,10809-1498516-1,0345-9125601,Telenor,2024-06-27
MOB-000401,Zubayr Laghari,48167-7262273-7,0305-2729952,Jazz,2024-12-19
MOB-000402,Zubayr Laghari,48167-7262273-7,0347-2247510,Telenor,2022-05-28
MOB-000403,Fahad Qureshi,40682-3048189-7,0337-6753087,Ufone,2022-06-13
MOB-000404,Ghazala Virk,56350-3691241-8,0336-1939762,Ufone,2020-06-01
MOB-000405,Kashif Jamali,11757-5505569-3,0309-1328620,Jazz,2020-05-08
MOB-000406,Kashif Jamali,11757-5505569-3,0335-3010075,Ufone,2019-09-02
MOB-000407,Shoaib Shaikh,49929-9841902-9,0330-0229950,Ufone,2025-10-09
MOB-000408,Zainab Mengal,47892-7631809-4,0318-7219293,Zong,2026-01-24
MOB-000409,Zainab Mengal,47892-7631809-4,0309-1173349,Jazz,2023-09-11
MOB-000410,Zaineb Mengal,,0312-5408926,Zong,2020-08-22
MOB-000411,Junaid Warraich,47013-1646217-7,0340-9672180,Telenor,2026-03-19
MOB-000412,Waseem Raza,41965-3868946-5,0339-8219542,Ufone,2021-07-16
MOB-000413,Samina Virk,41775-8359365-0,0309-3388701,Jazz,2021-10-13
MOB-000414,,37492-1632404-4,0313-9079837,Zong,2020-01-03
MOB-000415,Humaira Durrani,37492-1632404-4,0338-4402205,Ufone,2024-05-25
MOB-000416,Humaira Durrani,37492-1632404-4,0303-0106201,Jazz,2026-04-01
MOB-000417,Umair Gondal,62727-5343888-5,0342-3951969,Telenor,2024-02-08
MOB-000418,Umair Gondal,62727-5343888-5,0340-2595375,Telenor,2021-04-04
MOB-000419,,62727-5343888-5,0318-7434027,Zong,2025-02-26
MOB-000420,Nadiya Gill,63413-2738879-4,0300-2150022,Jazz,2025-10-08
MOB-000421,Naadia Gill,63413-2738879-4,0316-6703176,Zong,2025-12-14
MOB-000422,Ghazala Durrani,36105-8427539-0,0338-8378772,Ufone,
MOB-000423,,36105-8427539-0,0304-3607396,Jazz,2022-04-21
MOB-000424,Umair Yousafzai,,0312-9490067,Zong,2022-08-05
MOB-000425,Tanveer Khoso,13593-2738439-3,0343-4207782,Telenor,2018-09-15
MOB-000426,Tanveer Khoso,13593-2738439-3,0313-5567750,Zong,2019-01-02
MOB-000427,Zubayer Laghari,34386-7765945-1,0343-9371904,Telenor,2022-06-28
MOB-000428,,35977-4799245-5,0313-2274407,Zong,2019-05-29
MOB-000429,Jaweria Jamali,46577-2671164-0,0316-9389500,Zong,2021-06-08
MOB-000430,Jaweria Jamali,46577-2671164-0,0332-2155510,Ufone,2022-07-09
MOB-000431,Irfan Bugti,31429-6375069-1,0318-0740980,Zong,2022-05-16
MOB-000432,Irfan Bugti,31429-6375069-1,0311-3483715,Zong,2025-08-22
MOB-000433,Nighat Ahmed,75891-6123895-8,0311-0030771,Zong,2019-11-25
MOB-000434,Aysha Brohi,18323-1594699-6,0306-0846977,Jazz,2020-11-05
MOB-000435,Aisha Brohi,18323-1594699-6,0345-4917934,Telenor,2024-12-23
MOB-000436,Yasir Mughal,32814-3998978-1,0310-9510819,Zong,2021-05-31
MOB-000437,Yasir Mughal,32814-3998978-1,0309-7619994,Jazz,
MOB-000438,Durr-e-Shahwar Hashmi,51726-4344343-6,0349-4570617,Telenor,2023-05-03
MOB-000439,Meriam Malik,53358-6458560-2,0330-0868428,Ufone,2019-07-13
MOB-000440,Zeeshan Junejo,46039-1296931-7,0303-1869506,Jazz,2022-10-08
MOB-000441,Zeeshan Junejo,46039-1296931-7,0307-5432286,Jazz,2019-04-28
MOB-000442,Riffat Bhatti,37264-4298466-6,0337-9625641,Ufone,2021-11-24
MOB-000443,Wardah Hashmi,42827-3820825-0,0342-7048624,Telenor,2025-05-27
MOB-000444,Javed Jatoi,14150-9712359-5,0312-3765752,Zong,2024-07-10
MOB-000445,Javed Jatoi,14150-9712359-5,0335-5134732,Ufone,2025-03-23
MOB-000446,Salman Chaudhry,35263-7048621-9,0318-3640154,Zong,2019-05-11
MOB-000447,Salman Chaudhry,35263-7048621-9,0347-7569791,Telenor,
MOB-000448,Umair Ali,39600-0358705-1,0309-6805775,Jazz,2023-03-06
MOB-000449,Yasmin Baloch,48227-9321742-0,0332-0859249,Ufone,
MOB-000450,Noor Khattak,34494-3615275-8,0311-1177873,Zong,2019-01-19
MOB-000451,Noor Chaudhry,11638-7602513-8,0312-1880611,Zong,2025-03-09
MOB-000452,,,0339-5455343,Ufone,2021-01-06
MOB-000453,Nadeem Cheema,35813-2774675-1,0315-9536244,Zong,2022-12-24
MOB-000454,Nadeem Cheema,35813-2774675-1,0306-2720699,Jazz,2022-05-15
MOB-000455,,,0300-1742799,Jazz,
MOB-000456,Waheed Tahir,32128-3958472-1,0344-5434778,Telenor,2023-06-21
MOB-000457,Bushra Gondal,36996-1471331-0,0319-1557731,Zong,2021-12-18
MOB-000458,Bushra Gondal,36996-1471331-0,0311-3761594,Zong,2020-06-23
MOB-000459,Basit Siddiqui,36691-9916277-5,0338-9398442,Ufone,2023-09-23
MOB-000460,Basit Siddiqui,36691-9916277-5,0308-5527048,Jazz,2020-07-09
MOB-000461,Atif Qureshi,52594-9023440-7,0345-6980820,Telenor,2023-02-09
MOB-000462,Atif Qureshi,52594-9023440-7,0311-6126748,Zong,2019-10-20
MOB-000463,Atif Qureshi,52594-9023440-7,0341-7554572,Telenor,2022-07-20
MOB-000464,Nighat Mughal,38743-9754299-0,0342-7229209,Telenor,2021-09-17
MOB-000465,Shahid Shah,53187-8008861-7,0330-5800304,Ufone,2019-01-04
MOB-000466,Shaheed Shah,53187-8008861-7,0300-4795073,Jazz,2021-05-06
MOB-000467,Ehsan Siddiqui,47046-2736187-7,0344-1883189,Telenor,2020-03-20
MOB-000468,Ehsan Siddiqui,47046-2736187-7,0301-0171121,Jazz,2025-05-15
MOB-000469,Faisal Qureshi,11596-7013916-9,0337-7078548,Ufone,2024-05-08
MOB-000470,Faisal Qureshi,11596-7013916-9,0301-3501880,Jazz,2023-06-23
MOB-000471,Uzma Cheema,32700-3768077-0,0348-7260485,Telenor,2022-02-11
MOB-000472,Yasmin Bugti,47391-5034498-6,0347-0190138,Telenor,2025-02-12
MOB-000473,Yasmin Bugti,47391-5034498-6,0318-8657889,Zong,2022-02-24
MOB-000474,Yasmin Bugti,47391-5034498-6,0335-6695935,Ufone,2023-04-10
MOB-000475,Ayesha Tahir,39630-7615103-2,0336-5017977,Ufone,2025-02-22
MOB-000476,Samina Bugti,37491-9090342-2,0311-4676109,Zong,2021-05-11
MOB-000477,Samina Bugti,37491-9090342-2,0309-6000196,Jazz,2023-01-29
MOB-000478,Yasir Warraich,34112-7883904-7,0304-1718729,Jazz,2024-05-08
MOB-000479,Yasir Warraich,34112-7883904-7,0341-2140470,Telenor,2020-06-15
MOB-000480,Farzana Junejo,56997-5976825-0,0338-3718884,Ufone,2019-12-02
MOB-000481,Tahira Shah,33177-3742036-8,0313-4948952,Zong,2024-01-31
MOB-000482,Tahira Shah,33177-3742036-8,0334-7418384,Ufone,2024-02-22
MOB-000483,Danish Mirza,44802-1067049-3,0346-5795206,Telenor,2019-02-10
MOB-000484,Tahira Qureshi,36253-0034183-0,0310-9941595,Zong,2024-09-26
MOB-000485,Tahira Qureshi,36253-0034183-0,0339-8012347,Ufone,2026-05-14
MOB-000486,Tahira Qureshi,36253-0034183-0,0312-9319023,Zong,2024-07-02
MOB-000487,Pervaiz Junejo,35807-1001592-5,0336-2949002,Ufone,2023-05-01
MOB-000488,Mushtaq Sheikh,39226-5082022-3,0338-0739320,Ufone,2025-07-25
MOB-000489,Haasan Chandio,42507-5381259-9,0300-1008906,Jazz,2022-08-02
MOB-000490,Hassaan Chandio,42507-5381259-9,0345-0852994,Telenor,2019-06-03
MOB-000491,Hassaan Chandio,42507-5381259-9,0302-9165900,Jazz,2023-06-26
MOB-000492,Iram Tahir,,0309-8251981,Jazz,2023-07-08
MOB-000493,Maheen Malik,16582-5321347-4,0305-6536573,Jazz,2022-05-21
MOB-000494,Usman Khan,39335-1021480-7,0330-1783468,Ufone,2021-03-19
MOB-000495,Noor Gill,39789-1174862-0,0315-9210285,Zong,2023-03-03
MOB-000496,Ayesha Bugti,38495-0072248-0,0334-1802816,Ufone,2019-04-12
MOB-000497,Irfan Raza,48035-4416351-5,0301-5477042,Jazz,2025-06-09
MOB-000498,Wardah Mughal,30219-6456839-2,0343-6712803,Telenor,2022-03-27
MOB-000499,Wardah Mughal,30219-6456839-2,0300-1885537,Jazz,2019-12-12
MOB-000500,Furhan Hussain,38955-5259767-7,0340-5366016,Telenor,2021-01-25
MOB-000501,Noman Gondal,41075-1109248-9,0334-5109347,Ufone,2021-11-24
MOB-000502,Noman Gondal,41075-1109248-9,0308-3583313,Jazz,2019-01-15
MOB-000503,Noman Gondal,41075-1109248-9,0340-1308777,Telenor,2023-07-15
MOB-000504,Babar Shah,34196-0533369-9,0307-3532502,Jazz,2019-05-16
MOB-000505,Wardah Ahmed,10494-5077947-2,0313-0896651,Zong,2024-04-11
MOB-000506,Junaid Laghari,44639-6056492-3,0318-1548590,Zong,2025-05-16
MOB-000507,Junaid Laghari,44639-6056492-3,0343-9204863,Telenor,2023-07-09
MOB-000508,Junaid Laghari,44639-6056492-3,0312-3794871,Zong,2025-01-03
MOB-000509,Daniyal Aslam,42854-7891119-9,0341-6418226,Telenor,2025-06-03
MOB-000510,Daniyal Aslam,42854-7891119-9,0318-0582387,Zong,2021-09-02
MOB-000511,Naila Khattak,40470-0864529-2,0338-4056440,Ufone,2021-03-26
MOB-000512,Ghazala Mengal,49651-0237335-0,0316-6150795,Zong,2022-08-26
MOB-000513,Noor Siddiqui,35680-6817490-2,0310-2649600,Zong,2023-12-07
MOB-000514,Parveen Memon,17167-8671527-6,0331-6080261,Ufone,2024-01-24
MOB-000515,Rubina Aslam,45386-6966540-6,0333-1791006,Ufone,2018-12-21
MOB-000516,Rubina Aslam,45386-6966540-6,0303-7983545,Jazz,2019-03-21
MOB-000517,Nasreen Tahir,39533-8542467-2,0336-3099059,Ufone,2020-04-19
MOB-000518,Nasreen Tahir,39533-8542467-2,0310-5811442,Zong,2025-05-25
MOB-000519,Noor Chandio,41786-2781642-6,0330-7117361,Ufone,2019-08-18
MOB-000520,Noor Chandio,41786-2781642-6,0311-5640268,Zong,2025-12-29
MOB-000521,Zubaida Soomro,38542-9641431-0,0310-9930108,Zong,2023-05-22
MOB-000522,Zubaida Soomro,38542-9641431-0,0315-5600975,Zong,2026-02-17
MOB-000523,Ahmad Niazi,,0304-7619080,Jazz,2024-11-13
MOB-000524,Samina Baloch,31121-2355321-0,0307-5042706,Jazz,2023-11-10
MOB-000525,Ayesha Bhatti,54753-4686376-6,0313-2175809,Zong,2025-05-03
MOB-000526,Aesha Bhatti,54753-4686376-6,0346-1540789,Telenor,2018-06-13
MOB-000527,Samina Memon,39656-0705304-6,0318-4333376,Zong,2024-11-20
MOB-000528,Samina Memon,39656-0705304-6,0343-6947855,Telenor,2019-09-11
MOB-000529,Yasmin Awan,38658-8937090-8,0313-9071325,Zong,2024-01-26
MOB-000530,Yasmin Awan,38658-8937090-8,0317-8207429,Zong,2019-09-19
MOB-000531,Farzana Raza,33520-0679915-6,0314-0749531,Zong,2022-04-20
MOB-000532,,33520-0679915-6,0343-2244078,Telenor,2022-12-19
MOB-000533,Naveed Siddiqui,31477-1920875-1,0301-5957773,Jazz,2020-12-04
MOB-000534,Naveed Siddiqui,31477-1920875-1,0304-4161877,Jazz,2021-10-06
MOB-000535,Naveed Siddiqui,31477-1920875-1,0334-6489796,Ufone,2023-09-07
MOB-000536,Javed Junejo,34477-1609125-7,0345-5898042,Telenor,2023-05-13
MOB-000537,Javed Junejo,34477-1609125-7,0309-7383278,Jazz,2022-04-02
MOB-000538,Komal Kayani,35454-8253264-6,0336-8437133,Ufone,2020-02-10
MOB-000539,Komal Kayani,35454-8253264-6,0318-1598302,Zong,2020-03-12
MOB-000540,Mushtaq Cheema,33199-2373219-3,0301-5675201,Jazz,2024-03-30
MOB-000541,Mushtaq Cheema,33199-2373219-3,0338-4190820,Ufone,2025-11-29
MOB-000542,Mushtaq Cheema,33199-2373219-3,0342-4608248,Telenor,2021-02-20
MOB-000543,Khadija Shah,43350-1750563-6,0334-5581749,Ufone,2020-12-30
MOB-000544,,44565-7591837-5,0317-6298638,Zong,2023-04-19
MOB-000545,Shoaib Bhatti,39107-7291616-5,0339-4897438,Ufone,2025-03-15
MOB-000546,Shoaib Bhatti,39107-7291616-5,0302-7492128,Jazz,2026-03-20
MOB-000547,Komal Raza,44293-9905828-8,0338-9730497,Ufone,2024-03-24
MOB-000548,Komal Raza,,0342-1761485,Telenor,2021-01-14
MOB-000549,Hina Awan,34903-8481409-0,0336-0279771,Ufone,2026-04-05
MOB-000550,Sohail Mirza,52835-5810714-1,0316-5939898,Zong,2026-06-01
MOB-000551,Sohail Mirza,52835-5810714-1,0343-5438456,Telenor,2022-02-22
MOB-000552,Sohail Mirza,52835-5810714-1,0318-2332978,Zong,
MOB-000553,Farah Butt,39368-3508305-0,0346-2317728,Telenor,2026-03-26
MOB-000554,Farah Butt,39368-3508305-0,0330-2614890,Ufone,
MOB-000555,Farah Butt,39368-3508305-0,0337-5045318,Ufone,2019-03-17
MOB-000556,Nadia Chandio,36582-0626606-4,0335-5314742,Ufone,2023-05-28
MOB-000557,Saeed Bhatti,34700-8191723-5,0317-6200857,Zong,2018-07-08
MOB-000558,Saeid Bhatti,34700-8191723-5,0301-5280090,Jazz,2023-08-25
MOB-000559,Noor Cheema,33330-8838497-4,0317-8063493,Zong,2022-10-15
MOB-000560,Muhammad Baig,,0333-3159797,Ufone,2021-11-19
MOB-000561,,36649-8475570-4,0333-0996652,Ufone,2025-08-28
MOB-000562,Tahira Tahir,32288-8653022-6,0306-9244138,Jazz,2019-07-14
MOB-000563,,12621-2953526-0,0314-6810791,Zong,2025-09-12
MOB-000564,Atif Kayani,33550-9880277-5,0307-1887829,Jazz,2020-12-12
MOB-000565,Amir Abbasi,35209-8700118-9,0312-1077969,Zong,2018-12-23
MOB-000566,Talha Minhas,18975-4338015-1,0331-0608709,Ufone,2021-08-03
MOB-000567,Imran Bugti,49736-0833828-1,0310-0482289,Zong,2026-02-10
MOB-000568,Imraan Bugti,49736-0833828-1,0342-9628633,Telenor,2023-02-12
MOB-000569,Owais Khattak,49347-4021015-9,0319-4873687,Zong,2018-11-25
MOB-000570,Babar Chandio,32285-5885562-9,0347-1635060,Telenor,2018-06-15
MOB-000571,Babar Chandio,,0346-0479768,Telenor,2024-06-06
MOB-000572,Hina Shaikh,50095-1443525-8,0303-3522574,Jazz,2023-03-18
MOB-000573,,37198-5905277-3,0342-9518413,Telenor,2025-06-05
MOB-000574,Lubna Durrani,44526-8726015-4,0348-4518974,Telenor,2021-07-03
MOB-000575,Lubna Durrani,44526-8726015-4,0335-3972724,Ufone,2019-05-19
MOB-000576,Zubair Raza,47761-2956780-1,0308-0267451,Jazz,2025-10-09
MOB-000577,Zubair Raza,47761-2956780-1,0344-7417106,Telenor,2020-11-05
MOB-000578,Zubayr Raza,47761-2956780-1,0317-1534585,Zong,2025-10-23
MOB-000579,Aisha Abbasi,45268-1316924-4,0312-3681159,Zong,2018-09-17
MOB-000580,Noman Bhatti,31221-7470432-3,0341-5075158,Telenor,2020-06-12
MOB-000581,Junaid Ahmed,32429-5917562-9,0330-0061944,Ufone,2022-02-13
MOB-000582,Pervaiz Mirza,49985-9969093-9,0345-4361331,Telenor,2024-06-02
MOB-000583,Nadia Mengal,31203-4232900-8,0302-1536887,Jazz,2023-06-20
MOB-000584,Shaheed Randhawa,32230-0512542-5,0337-6552917,Ufone,2021-10-19
MOB-000585,Waseem Khattak,31525-0697517-9,0336-5580715,Ufone,2023-10-07
MOB-000586,Waseem Khattak,31525-0697517-9,0335-7826887,Ufone,2021-02-25
MOB-000587,Ehsan Qureshi,32046-0773778-7,0316-4220729,Zong,2024-07-02
MOB-000588,Ehsan Qureshi,32046-0773778-7,0338-8541044,Ufone,2021-09-14
MOB-000589,Khadeeja Warraich,31721-1282556-8,0315-6033165,Zong,2021-11-25
MOB-000590,Khadeeja Warraich,31721-1282556-8,0306-7302943,Jazz,2021-09-10
MOB-000591,Farzana Baig,32770-4359816-0,0315-4687627,Zong,2022-02-24
MOB-000592,Farzana Baig,32770-4359816-0,0334-5615945,Ufone,2023-01-31
MOB-000593,Farzana Baig,32770-4359816-0,0349-7877685,Telenor,2020-03-30
MOB-000594,Zubair Malik,38505-0502580-7,0303-4289042,Jazz,2024-01-31
MOB-000595,Junaid Afridi,36074-6930006-1,0349-9191009,Telenor,2019-12-03
MOB-000596,Faisal Mengal,34860-6901331-9,0303-8604603,Jazz,2022-06-27
MOB-000597,Nasreen Khoso,30175-7345400-4,0301-5438959,Jazz,2019-08-19
MOB-000598,Nasreen Khoso,30175-7345400-4,0310-8003820,Zong,2020-01-18
MOB-000599,Umair Virk,33873-0760248-9,0346-2387061,Telenor,2023-03-04
MOB-000600,Umair Virk,33873-0760248-9,0338-5159030,Ufone,2021-09-19
MOB-000601,Zubayr Malik,18982-5897279-3,0330-0468659,Ufone,2025-08-15
MOB-000602,Zubair Malik,18982-5897279-3,0344-1339470,Telenor,2026-04-24
MOB-000603,Umar Shaikh,31066-2156741-3,0307-7427688,Jazz,2021-07-06
MOB-000604,Umar Shaikh,31066-2156741-3,0331-2065076,Ufone,2025-08-04
MOB-000605,Noor Aslam,42403-9619328-2,0305-2191452,Jazz,2021-12-30
MOB-000606,Noor Aslam,42403-9619328-2,0331-5553565,Ufone,2019-10-05
MOB-000607,Farzana Laghari,39590-2126582-2,0330-3221714,Ufone,2020-11-25
MOB-000608,Farzana Laghari,39590-2126582-2,0317-7684396,Zong,2025-11-14
MOB-000609,Farzana Laghari,,0341-2637316,Telenor,2024-02-23
MOB-000610,Kasim Bhatti,42738-2373211-1,0310-8185700,Zong,2019-07-08
MOB-000611,Qasim Bhatti,42738-2373211-1,0314-0284863,Zong,2019-08-04
MOB-000612,Ehsan Chandio,16124-3288799-9,0302-8965385,Jazz,2018-07-19
MOB-000613,Ehsan Chandio,16124-3288799-9,0332-3454568,Ufone,2019-01-21
MOB-000614,Ghazala Khan,72085-3458506-4,0304-2352344,Jazz,2023-12-18
MOB-000615,Ghazala Khan,72085-3458506-4,0339-7502752,Ufone,2018-07-31
MOB-000616,Zafar Jatoi,32371-0301572-9,0331-2503723,Ufone,2019-09-03
MOB-000617,Tanveer Awan,31261-2230207-5,0313-6563076,Zong,2024-08-01
MOB-000618,Tanveer Awan,31261-2230207-5,0300-5179063,Jazz,2025-12-22
MOB-000619,Naveed Minhas,34899-8083368-1,0315-3032351,Zong,2022-08-03
MOB-000620,Irfan Bugti,38459-6982913-9,0311-4100796,Zong,2024-01-17
MOB-000621,Irfan Bugti,38459-6982913-9,0347-3613952,Telenor,2022-02-28
MOB-000622,,32661-1360859-8,0309-0795662,Jazz,2019-08-08
MOB-000623,Tanzeela Khattak,32661-1360859-8,0314-3670946,Zong,2019-03-03
MOB-000624,Tanzeela Khattak,32661-1360859-8,0313-9354465,Zong,2019-08-13
MOB-000625,Asma Durrani,35594-6886867-6,0330-7615216,Ufone,2023-11-29
MOB-000626,,12785-7898188-3,0342-5963088,Telenor,2025-04-20
MOB-000627,Kashif Junejo,12785-7898188-3,0346-0564141,Telenor,2021-12-26
MOB-000628,Tanveer Soomro,31644-8612592-9,0301-4798149,Jazz,2025-10-06
MOB-000629,Alee Khan,39811-6635815-5,0319-7682127,Zong,2022-04-29
MOB-000630,Naadia Jamali,38339-1873157-8,0310-8789556,Zong,2026-01-18
MOB-000631,Muhammad Virk,14380-0875068-5,0341-1911305,Telenor,2025-02-27
MOB-000632,Owais Hashmi,66834-7858966-1,0307-9992218,Jazz,2024-05-12
MOB-000633,Owais Hashmi,66834-7858966-1,0318-2173732,Zong,2023-08-03
MOB-000634,Parveen Malik,39877-4110774-6,0343-4112701,Telenor,2026-05-12
MOB-000635,Parveen Malik,39877-4110774-6,0315-2590036,Zong,2022-01-25
MOB-000636,Manzoor Durrani,46291-4019392-7,0332-1545581,Ufone,2023-10-01
MOB-000637,Uzma Butt,34531-2062209-8,0313-6885853,Zong,2019-12-23
MOB-000638,Irfan Hashmi,32221-4114761-3,0332-8746906,Ufone,2022-04-24
MOB-000639,,19453-8764782-9,0348-8302053,Telenor,2022-10-12
MOB-000640,Ayesha Raza,47907-5746947-6,0306-7905491,Jazz,2022-01-20
MOB-000641,Aisha Hussain,16603-9964106-2,0316-8132283,Zong,2023-02-22
MOB-000642,Aisha Hussain,16603-9964106-2,0317-1412207,Zong,2025-06-03
MOB-000643,Aisha Hussain,16603-9964106-2,0318-7553414,Zong,2022-04-11
MOB-000644,Nadeem Afridi,36250-1803067-9,0336-4976114,Ufone,2021-09-20
MOB-000645,Nadeem Afridi,36250-1803067-9,0334-1305068,Ufone,2021-06-20
MOB-000646,Nadeem Afridi,36250-1803067-9,0346-2717406,Telenor,
MOB-000647,Rasheid Minhas,35662-4548964-5,0303-9263166,Jazz,2020-01-11
MOB-000648,Usman Shaikh,37906-9453169-9,0314-8161813,Zong,2022-01-22
MOB-000649,Javed Malik,42083-9366501-5,0345-0287462,Telenor,2023-08-04
MOB-000650,Salman Chandio,11382-6615523-3,0302-3185291,Jazz,2018-07-06
