record_id,business_name,owner_name,cnic,business_type,role,share_percentage,annual_revenue,registration_city
BIZ-000211,Awan Manufacturing Pvt Ltd,Khaled Baloch,30771-9179431-5,Manufacturing,Owner,51.0,,Lahore
BIZ-000212,Junejo Construction Enterprises,Khalid Baloch,30771-9179431-5,Construction,Director,5.0,200860570.0,Lahore
BIZ-000213,Junejo Transport Enterprises,Sadia Chaudhry,34263-9102377-2,Transport,Owner,33.0,186614293.0,Lahore
BIZ-000214,Siddiqui Retail Enterprises,Sadia Chaudhry,34263-9102377-2,Retail,Director,0.0,76399735.0,Lahore
BIZ-000215,Durrani Education Enterprises,Hina Khattak,31977-1493958-6,Education,Director,5.0,376332951.0,Gujranwala
BIZ-000216,Minhas Real Estate Enterprises,Aneela Jatoi,54865-6309155-6,Real Estate,Director,25.0,336592610.0,Khuzdar
BIZ-000217,Sethi Restaurant Enterprises,Aneela Jatoi,54865-6309155-6,Restaurant,Director,50.0,86096390.0,Khuzdar
BIZ-000218,Iqbal Healthcare Enterprises,Adnan Durrani,30967-5826086-5,Healthcare,Director,0.0,70697150.0,Rahim Yar Khan
BIZ-000219,Hashmi Restaurant Pvt Ltd,Amna Tahir,17888-3092399-8,Restaurant,Owner,100.0,23364685.0,Nowshera
BIZ-000220,Junejo Import/Export Enterprises,Qasem Afridi,37974-4134028-7,Import/Export,Partner,50.0,,Multan
BIZ-000221,Kayani Automotive Enterprises,Amna Siddiqui,35304-2063240-2,Automotive,Owner,100.0,136544929.0,Sahiwal
BIZ-000222,Chaudhry Import/Export Enterprises,Amir Bhatti,54540-8675995-3,Import/Export,Director,20.0,383715555.0,Hub
BIZ-000223,Chandio Construction Enterprises,Amna Mengal,18717-1716410-6,Construction,Owner,51.0,88300529.0,Peshawar
BIZ-000224,Aslam Manufacturing Enterprises,Amna Mengal,18717-1716410-6,Manufacturing,Director,50.0,43140235.0,Peshawar
BIZ-000225,Sethi IT Services Enterprises,Qudsia Durrani,13185-3952750-0,IT Services,Owner,25.0,15121759.0,Peshawar
BIZ-000226,Khattak Retail Enterprises,,38314-0537561-5,Retail,Director,50.0,233532427.0,Sahiwal
BIZ-000227,Chandio Retail Enterprises,Noor Warraich,36685-4373930-4,Retail,Owner,75.0,4272810.0,Faisalabad
BIZ-000228,Junejo Manufacturing Pvt Ltd,Rafiq Baloch,59048-6151265-3,Manufacturing,Owner,75.0,151531338.0,Quetta
BIZ-000229,Shah Agriculture Enterprises,Rafiq Baloch,59048-6151265-3,Agriculture,Owner,100.0,464243201.0,Quetta
BIZ-000230,Afridi Healthcare Enterprises,Rafiq Baloch,59048-6151265-3,Healthcare,Director,25.0,444136822.0,Quetta
BIZ-000231,Gondal Transport Enterprises,,51867-4545933-4,Transport,Owner,,443798861.0,Sibi
BIZ-000232,Cheema Healthcare Enterprises,Shaheed Cheema,48571-8531404-9,Healthcare,Owner,33.0,193827508.0,Nawabshah
BIZ-000233,Hussain Financial Services Pvt Ltd,Lubna Gondal,54505-4396988-4,Financial Services,Owner,25.0,80778483.0,Turbat
BIZ-000234,Gondal Manufacturing Enterprises,Sohail Ahmed,18209-6916707-3,Manufacturing,Partner,75.0,,Peshawar
BIZ-000235,Mirza Education Pvt Ltd,Mushtaq Khattak,49434-7679283-5,Education,Director,20.0,10855763.0,Karachi
BIZ-000236,Malik E-Commerce Enterprises,Madiha Virk,52690-4400280-4,E-Commerce,Owner,100.0,3573392.0,Khuzdar
BIZ-000237,Iqbal E-Commerce Enterprises,Madiha Virk,52690-4400280-4,E-Commerce,Director,20.0,2485758.0,Khuzdar
BIZ-000238,Malik Transport Enterprises,Madiha Virk,52690-4400280-4,Transport,Director,50.0,1346581.0,Khuzdar
BIZ-000239,Raza Financial Services Pvt Ltd,Rizwan Hussain,70237-7705953-5,Financial Services,Director,25.0,269978938.0,Kotli
BIZ-000240,Siddiqui Wholesale Enterprises,Khadeejah Ali,37565-7682206-2,Wholesale,Director,20.0,41007734.0,Dera Ghazi Khan
BIZ-000241,Durrani Construction Enterprises,Khadija Ali,37565-7682206-2,Construction,Partner,100.0,16899721.0,Dera Ghazi Khan
BIZ-000242,Baloch Automotive Pvt Ltd,Atif Khan,47050-3890950-1,Automotive,Owner,25.0,14728906.0,Nawabshah
BIZ-000243,Yousafzai Education Enterprises,Maheen Gondal,33858-9065084-6,Education,Partner,25.0,207346674.0,Gujrat
BIZ-000244,Warraich Construction Enterprises,,33160-6328141-8,Construction,Director,5.0,13318689.0,Gujranwala
BIZ-000245,Sethi Financial Services Pvt Ltd,Faisal Afridi,39842-3851362-9,Financial Services,Director,20.0,19512674.0,Gujrat
BIZ-000246,Chandio E-Commerce Enterprises,Uzma Cheema,35164-2186647-2,E-Commerce,Partner,60.0,50306993.0,Gujrat
BIZ-000247,Gondal Restaurant Enterprises,Aisha Junejo,56052-0732261-6,Restaurant,Owner,25.0,239803350.0,Quetta
BIZ-000248,Warraich Restaurant Pvt Ltd,Aisha Junejo,56052-0732261-6,Restaurant,Director,5.0,146454975.0,Quetta
BIZ-000249,Laghari Real Estate Pvt Ltd,Bushra Ali,47159-6798797-4,Real Estate,Director,5.0,17716053.0,Karachi
BIZ-000250,Aslam Import/Export Enterprises,Waseem Memon,42950-7880276-3,Import/Export,Director,20.0,74732095.0,Karachi
BIZ-000251,Baig IT Services Pvt Ltd,Iram Virk,49373-4092400-8,IT Services,Director,5.0,9039077.0,Sukkur
BIZ-000252,Siddiqui Automotive Pvt Ltd,Wardah Rajput,14331-8827542-2,Automotive,Partner,60.0,223577900.0,Mansehra
BIZ-000253,Brohi E-Commerce Pvt Ltd,Fateema Randhawa,,E-Commerce,Director,5.0,80632450.0,Karachi
BIZ-000254,Gondal Restaurant Enterprises,Rabia Shah,48796-7257167-8,Restaurant,Partner,51.0,64040226.0,Larkana
BIZ-000255,Shah Real Estate Enterprises,Rabia Shah,48796-7257167-8,Real Estate,Director,5.0,79325505.0,Larkana
BIZ-000256,Sheikh Manufacturing Pvt Ltd,Rabia Shah,48796-7257167-8,Manufacturing,Director,20.0,31195123.0,Larkana
BIZ-000257,Junejo Textile Enterprises,Owais Baig,33951-0089677-3,Textile,Owner,33.0,313968790.0,
BIZ-000258,Mughal Real Estate Enterprises,Sohail Cheema,,Real Estate,Owner,50.0,80370906.0,Sialkot
BIZ-000259,Sheikh Restaurant Enterprises,Sohail Cheema,38072-2460582-7,Restaurant,Partner,100.0,92493098.0,Sialkot
BIZ-000260,Memon Manufacturing Enterprises,Junaid Soomro,48460-4401381-5,Manufacturing,Director,20.0,2874813.0,Karachi
BIZ-000261,Rajput Real Estate Enterprises,Parveen Afridi,11881-3412573-6,Real Estate,Owner,100.0,98300725.0,Peshawar
BIZ-000262,Jatoi Automotive Enterprises,Parveen Afridi,11881-3412573-6,Automotive,Director,5.0,53273481.0,Peshawar
BIZ-000263,Brohi Import/Export Enterprises,Bushra Mirza,35643-2732861-6,Import/Export,Director,25.0,19810288.0,Sahiwal
BIZ-000264,Baloch Agriculture Enterprises,Bushra Mirza,35643-2732861-6,Agriculture,Owner,25.0,61750754.0,Sahiwal
BIZ-000265,Afridi Transport Enterprises,Humaira Sheikh,59931-7741687-2,Transport,Partner,,349662813.0,
BIZ-000266,Randhawa Manufacturing Enterprises,Humaira Sheikh,59931-7741687-2,Manufacturing,Owner,50.0,400508797.0,Khuzdar
BIZ-000267,Gill Wholesale Enterprises,Humaira Sheikh,59931-7741687-2,Wholesale,Partner,50.0,,Khuzdar
BIZ-000268,Junejo Manufacturing Pvt Ltd,Fatima Durrani,12806-1497504-0,Manufacturing,Partner,50.0,17368773.0,Abbottabad
BIZ-000269,Ahmed Construction Enterprises,Rafiq Virk,60869-4998453-5,Construction,Partner,25.0,7853145.0,Islamabad
BIZ-000270,Ahmed Education Enterprises,Rafiq Virk,60869-4998453-5,Education,Director,5.0,14175774.0,Islamabad
BIZ-000271,Warraich Transport Pvt Ltd,Rafiq Virk,60869-4998453-5,Transport,Director,0.0,4046480.0,Islamabad
BIZ-000272,Virk Wholesale Enterprises,Junaid Iqbal,32111-3457932-3,Wholesale,Director,50.0,377645768.0,Rahim Yar Khan
BIZ-000273,Khattak Real Estate Enterprises,Hussan Khoso,55670-2022048-5,Real Estate,Director,25.0,136431748.0,Gwadar
BIZ-000274,Ahmed Education Pvt Ltd,Zeeshan Durrani,16594-2596073-3,Education,Owner,33.0,10936111.0,Mingora
BIZ-000275,Siddiqui Restaurant Enterprises,Irfan Aslam,13188-4505627-7,Restaurant,Director,50.0,20391760.0,Mansehra
BIZ-000276,Memon Retail Pvt Ltd,Irfan Aslam,13188-4505627-7,Retail,Owner,50.0,,Mansehra
BIZ-000277,Warraich Healthcare Enterprises,Aysha Tahir,33755-4180119-8,Healthcare,Director,10.0,19387589.0,Sialkot
BIZ-000278,Malik Retail Enterprises,Lubna Kayani,42407-1184143-2,Retail,Owner,33.0,67081889.0,Khairpur
BIZ-000279,Hashmi Textile Enterprises,Sanaa Bhatti,35816-7748105-6,Textile,Partner,25.0,2461406.0,Lahore
BIZ-000280,Durrani IT Services Pvt Ltd,Jaweria Cheema,38465-7852585-6,IT Services,Owner,75.0,3781098.0,Sialkot
BIZ-000281,Rajput Real Estate Enterprises,Shaheed Afridi,74669-7429205-5,Real Estate,Partner,33.0,225130690.0,Muzaffarabad
BIZ-000282,Gill Healthcare Enterprises,Shahid Afridi,74669-7429205-5,Healthcare,Partner,51.0,82608402.0,Muzaffarabad
BIZ-000283,Bhatti Retail Enterprises,Shaheed Afridi,74669-7429205-5,Retail,Director,0.0,474698656.0,Muzaffarabad
BIZ-000284,Memon Manufacturing Enterprises,Ayesha Shaikh,63853-9869896-6,Manufacturing,Owner,50.0,63331329.0,Islamabad
BIZ-000285,Yousafzai Education Enterprises,Ayesha Shaikh,63853-9869896-6,Education,Director,25.0,82450259.0,Islamabad
BIZ-000286,Virk Automotive Pvt Ltd,Nadia Durrani,68470-3559636-4,Automotive,Partner,33.0,,Islamabad
BIZ-000287,Gill IT Services Enterprises,Nadia Durrani,68470-3559636-4,IT Services,Director,50.0,,Islamabad
BIZ-000288,Butt Education Pvt Ltd,Mushtaq Sheikh,43848-1412356-9,Education,Director,25.0,239166413.0,Jacobabad
BIZ-000289,Shah Agriculture Enterprises,Wardah Cheema,19871-3177889-2,Agriculture,Owner,60.0,3773247.0,Mingora
BIZ-000290,Hashmi Real Estate Enterprises,Tahir Mengal,32511-2320304-7,Real Estate,Director,25.0,72165294.0,
BIZ-000291,Rajput Import/Export Enterprises,,48891-4715902-9,Import/Export,Owner,75.0,79515352.0,Hyderabad
BIZ-000292,Iqbal Pharmaceutical Pvt Ltd,Arif Niazi,48891-4715902-9,Pharmaceutical,Owner,51.0,76723390.0,Hyderabad
BIZ-000293,Sheikh Retail Enterprises,Munsoor Qureshi,31683-1685727-1,Retail,Director,0.0,89821597.0,Faisalabad
BIZ-000294,Mughal Transport Enterprises,Mansoor Qureshi,31683-1685727-1,Transport,Owner,100.0,47077588.0,Faisalabad
BIZ-000295,Shah Wholesale Enterprises,Asad Abbasi,39419-8000713-5,Wholesale,Director,25.0,145598358.0,Gujrat
BIZ-000296,Bugti Transport Enterprises,Kamran Abbasi,34263-6270570-7,Transport,Director,5.0,66296371.0,Jhelum
BIZ-000297,Rajput Automotive Pvt Ltd,Kamran Abbasi,34263-6270570-7,Automotive,Owner,25.0,89474399.0,Jhelum
BIZ-000298,Shaikh Transport Enterprises,Rubina Aslam,37364-2556273-8,Transport,Partner,51.0,6393193.0,Bahawalpur
BIZ-000299,Brohi Manufacturing Pvt Ltd,Rubina Aslam,37364-2556273-8,Manufacturing,Director,,12437508.0,Bahawalpur
BIZ-000300,Cheema Restaurant Pvt Ltd,Waseem Gondal,11530-9173825-9,Restaurant,Director,0.0,,Peshawar
BIZ-000301,Baloch Wholesale Enterprises,Shazia Gondal,35078-8004787-6,Wholesale,Partner,60.0,295418688.0,Sahiwal
BIZ-000302,Mengal Wholesale Enterprises,Ehsan Tahir,69814-5900479-7,Wholesale,Director,0.0,28379352.0,Islamabad
BIZ-000303,Jamali Retail Enterprises,,48632-3464164-5,Retail,Director,20.0,5771280.0,Mirpur Khas
BIZ-000304,Bugti Automotive Enterprises,Fatima Shaikh,41325-6318940-2,Automotive,Director,,1693552.0,Nawabshah
BIZ-000305,Brohi Real Estate Enterprises,Rasheed Butt,39600-3526532-7,Real Estate,Director,0.0,19002341.0,Sialkot
BIZ-000306,Siddiqui Financial Services Enterprises,Rashid Butt,39600-3526532-7,Financial Services,Partner,75.0,15733539.0,Sialkot
BIZ-000307,Khan Manufacturing Enterprises,Rubina Aslam,12885-1165561-8,Manufacturing,Owner,75.0,234085839.0,Mardan
BIZ-000308,Minhas E-Commerce Enterprises,Bushra Aslam,36188-6446831-6,E-Commerce,Owner,50.0,437349120.0,Sahiwal
BIZ-000309,Shaikh Wholesale Enterprises,Amir Memon,37171-3723026-1,Wholesale,Director,50.0,10646814.0,Sargodha
BIZ-000310,Abbasi Agriculture Enterprises,Jaweria Shaikh,38768-7614631-8,Agriculture,Owner,51.0,4574696.0,Dera Ghazi Khan
BIZ-000311,Afridi E-Commerce Enterprises,Jaweria Shaikh,38768-7614631-8,E-Commerce,Director,50.0,4646455.0,Dera Ghazi Khan
BIZ-000312,Sheikh Transport Enterprises,Jaweria Shaikh,38768-7614631-8,Transport,Partner,33.0,4517627.0,Dera Ghazi Khan
BIZ-000313,Minhas Textile Enterprises,Zubayer Raza,38045-5887893-3,Textile,Director,50.0,171847847.0,Jhelum
BIZ-000314,Chaudhry IT Services Enterprises,Zubair Raza,38045-5887893-3,IT Services,Partner,60.0,443696054.0,Jhelum
BIZ-000315,Aslam Real Estate Enterprises,Atif Mirza,31804-0013538-7,Real Estate,Director,5.0,9910887.0,Jhelum
BIZ-000316,Bhatti Agriculture Enterprises,Atif Mirza,31804-0013538-7,Agriculture,Director,10.0,,Jhelum
BIZ-000317,Cheema Import/Export Pvt Ltd,Aysha Minhas,35102-7787545-8,Import/Export,Director,10.0,17345353.0,Faisalabad
BIZ-000318,Gill Construction Enterprises,Bushra Sethi,39168-4643242-0,Construction,Director,0.0,255091938.0,Dera Ghazi Khan
BIZ-000319,Shah Restaurant Pvt Ltd,Ahmad Shah,34051-1545746-9,Restaurant,Owner,33.0,10575515.0,Rawalpindi
BIZ-000320,Junejo Healthcare Enterprises,,44640-0364236-1,Healthcare,Director,25.0,16351787.0,Khairpur
BIZ-000321,Awan Pharmaceutical Pvt Ltd,,44640-0364236-1,Pharmaceutical,Owner,100.0,,Khairpur
BIZ-000322,Chaudhry Manufacturing Enterprises,,44640-0364236-1,Manufacturing,Owner,50.0,84962718.0,Khairpur
BIZ-000323,Ahmed Financial Services Enterprises,Ehsan Shah,42216-9466493-5,Financial Services,Partner,60.0,3507326.0,Sukkur
BIZ-000324,Durrani E-Commerce Enterprises,Azhar Butt,41888-9182566-5,E-Commerce,Owner,75.0,79185313.0,Mirpur Khas
BIZ-000325,Bhatti E-Commerce Pvt Ltd,Asad Mengal,42390-7493681-3,E-Commerce,Owner,33.0,,Karachi
BIZ-000326,Warraich Healthcare Pvt Ltd,Sohail Raza,39259-0939857-9,Healthcare,Owner,100.0,2807190.0,Sargodha
BIZ-000327,Memon Retail Pvt Ltd,Junaid Tahir,48190-5835497-1,Retail,Director,0.0,35356592.0,Larkana
BIZ-000328,Ali Restaurant Enterprises,Hamza Chandio,32645-8937512-3,Restaurant,Owner,25.0,2171332.0,Lahore
BIZ-000329,Gondal Restaurant Enterprises,Hamza Chandio,32645-8937512-3,Restaurant,Owner,60.0,17309125.0,Lahore
BIZ-000330,Mengal Transport Enterprises,Zubaida Awan,39011-6870094-8,Transport,Owner,50.0,2554125.0,Bahawalpur
BIZ-000331,Baloch Wholesale Enterprises,Bilal Malik,34847-0131651-3,Wholesale,Director,25.0,2018428.0,Dera Ghazi Khan
BIZ-000332,Yousafzai Agriculture Enterprises,Bilal Malik,34847-0131651-3,Agriculture,Partner,33.0,3007985.0,Dera Ghazi Khan
BIZ-000333,Mirza Automotive Pvt Ltd,Junaid Ali,,Automotive,Owner,100.0,32423299.0,Sahiwal
BIZ-000334,Minhas Textile Pvt Ltd,Noor Baig,37397-1909958-0,Textile,Owner,25.0,264545812.0,Bahawalpur
BIZ-000335,Ali Retail Pvt Ltd,Nasreen Junejo,38995-1698846-8,Retail,Partner,25.0,9943469.0,Gujranwala
BIZ-000336,Sethi Transport Enterprises,Jaweria Awan,42405-3017295-0,Transport,Director,,4162844.0,Karachi
BIZ-000337,Gondal Healthcare Enterprises,Jaweria Awan,42405-3017295-0,Healthcare,Director,10.0,11483539.0,Karachi
BIZ-000338,Yousafzai Wholesale Pvt Ltd,Jaweria Awan,42405-3017295-0,Wholesale,Owner,100.0,19429035.0,Karachi
BIZ-000339,Memon Import/Export Enterprises,Maheen Niazi,,Import/Export,Owner,25.0,214234415.0,Gujranwala
BIZ-000340,Baloch Transport Enterprises,Maheen Niazi,38261-7015892-0,Transport,Director,50.0,405650223.0,Gujranwala
BIZ-000341,Tahir Import/Export Pvt Ltd,Maheen Niazi,38261-7015892-0,Import/Export,Partner,33.0,169472498.0,Gujranwala
BIZ-000342,Aslam Pharmaceutical Enterprises,Daniyal Sheikh,40146-7096907-7,Pharmaceutical,Owner,33.0,245160558.0,Karachi
BIZ-000343,Sethi Manufacturing Enterprises,Daniyal Sheikh,40146-7096907-7,Manufacturing,Partner,51.0,365612833.0,Karachi
BIZ-000344,Yousafzai Import/Export Enterprises,Daniyal Sheikh,40146-7096907-7,Import/Export,Partner,50.0,123233394.0,Karachi
BIZ-000345,Khan Restaurant Pvt Ltd,Parveen Durrani,36817-2401650-0,Restaurant,Director,0.0,12131555.0,Lahore
BIZ-000346,Malik Healthcare Enterprises,Javed Ali,46445-4824470-3,Healthcare,Director,50.0,11836359.0,Nawabshah
BIZ-000347,Bugti Agriculture Enterprises,Javed Ali,46445-4824470-3,Agriculture,Owner,,2429240.0,Nawabshah
BIZ-000348,Yousafzai Transport Enterprises,Bushra Mengal,,Transport,Director,50.0,6757047.0,Sargodha
BIZ-000349,Kayani Agriculture Pvt Ltd,Shaheed Abbasi,38805-1703363-5,Agriculture,Owner,50.0,54018109.0,Sialkot
BIZ-000350,Raza Wholesale Pvt Ltd,Sadia Chaudhry,37993-5966677-2,Wholesale,Partner,51.0,449783381.0,Bahawalpur
BIZ-000351,Randhawa Financial Services Enterprises,Rabia Siddiqui,59263-5289746-4,Financial Services,Director,,97061126.0,Turbat
BIZ-000352,Gill IT Services Enterprises,Rabia Siddiqui,59263-5289746-4,IT Services,Owner,51.0,36382133.0,Turbat
BIZ-000353,Shah Financial Services Enterprises,,39483-5870594-0,Financial Services,Owner,25.0,16803879.0,Lahore
BIZ-000354,Mengal Agriculture Enterprises,,36707-5948475-9,Agriculture,Partner,51.0,68819164.0,Sahiwal
BIZ-000355,Qureshi Wholesale Pvt Ltd,,36707-5948475-9,Wholesale,Owner,75.0,36093576.0,Sahiwal
BIZ-000356,Ali Real Estate Enterprises,Hamza Bhatti,,Real Estate,Owner,51.0,72802329.0,Abbottabad
BIZ-000357,Mirza Financial Services Enterprises,Parveen Yousafzai,44756-8411392-8,Financial Services,Owner,25.0,95453720.0,Karachi
BIZ-000358,Khan E-Commerce Enterprises,Asma Abbasi,31689-9777699-8,E-Commerce,Owner,33.0,291006227.0,Lahore
BIZ-000359,Mengal Real Estate Enterprises,Zubaida Khoso,34427-8391761-6,Real Estate,Owner,50.0,134151962.0,Jhelum
BIZ-000360,Baig Manufacturing Pvt Ltd,Saima Qureshi,51290-6826217-0,Manufacturing,Director,20.0,462720337.0,Loralai
BIZ-000361,Junejo Retail Enterprises,Samina Shaikh,16088-5752986-6,Retail,Partner,33.0,212007599.0,Peshawar
BIZ-000362,Raza Education Enterprises,Noor Mughal,34978-8473551-6,Education,Owner,60.0,,Dera Ghazi Khan
BIZ-000363,Tahir Wholesale Enterprises,Ghazala Mengal,17379-7290675-4,Wholesale,Partner,60.0,203994740.0,Swabi
BIZ-000364,Butt E-Commerce Enterprises,Sunna Kayani,43623-3988822-2,E-Commerce,Director,5.0,,Mirpur Khas
BIZ-000365,Brohi Wholesale Pvt Ltd,Sanaa Kayani,43623-3988822-2,Wholesale,Owner,33.0,124904996.0,Mirpur Khas
BIZ-000366,Bugti Restaurant Enterprises,Rizwan Durrani,36873-3823473-5,Restaurant,Director,5.0,,Lahore
BIZ-000367,Hussain Textile Pvt Ltd,Rizwan Durrani,36873-3823473-5,Textile,Director,20.0,58829952.0,
BIZ-000368,Afridi Wholesale Enterprises,Rizwan Durrani,36873-3823473-5,Wholesale,Owner,100.0,37369999.0,Lahore
BIZ-000369,Jamali Agriculture Enterprises,Aysha Raza,62980-0828783-0,Agriculture,Owner,100.0,43039302.0,Islamabad
BIZ-000370,Awan Import/Export Enterprises,Jaweria Ahmed,59906-3073460-4,Import/Export,Director,50.0,80395825.0,Chaman
BIZ-000371,Kayani Pharmaceutical Enterprises,Jaweria Ahmed,59906-3073460-4,Pharmaceutical,Director,25.0,78518569.0,Chaman
BIZ-000372,Bhatti E-Commerce Enterprises,Rubina Randhawa,62548-6855727-4,E-Commerce,Owner,25.0,4511888.0,Islamabad
BIZ-000373,Bugti Transport Enterprises,Rubina Randhawa,62548-6855727-4,Transport,Director,5.0,3356510.0,Islamabad
BIZ-000374,Gill Restaurant Enterprises,Amna Minhas,48256-0023395-4,Restaurant,Director,50.0,9053737.0,Karachi
BIZ-000375,Raza Healthcare Enterprises,Umar Ali,,Healthcare,Owner,25.0,3699111.0,Sibi
BIZ-000376,Gondal Healthcare Pvt Ltd,Salman Cheema,32262-4243193-5,Healthcare,Partner,50.0,75974736.0,Lahore
BIZ-000377,Sethi Healthcare Pvt Ltd,Mansoor Siddiqui,17598-4914577-3,Healthcare,Owner,33.0,4465915.0,Mardan
BIZ-000378,Khan Construction Enterprises,Samina Yousafzai,36170-9208376-8,Construction,Director,,45800252.0,Sahiwal
BIZ-000379,Baig Education Enterprises,Sadia Abbasi,41340-6479727-0,Education,Partner,100.0,430686250.0,Larkana
BIZ-000380,Cheema Manufacturing Enterprises,Komal Mughal,69696-3536571-2,Manufacturing,Owner,100.0,,Islamabad
BIZ-000381,Mengal Textile Pvt Ltd,Imran Jamali,39251-5485234-9,Textile,Partner,75.0,192075755.0,Gujrat
BIZ-000382,Jamali Construction Enterprises,Aneela Niazi,,Construction,Owner,33.0,13627263.0,Sargodha
BIZ-000383,Awan Manufacturing Pvt Ltd,Aneela Niazi,37527-8376396-6,Manufacturing,Owner,75.0,17578886.0,Sargodha
BIZ-000384,Sheikh Wholesale Enterprises,Zahid Chandio,41915-0564861-3,Wholesale,Owner,60.0,74774721.0,Larkana
BIZ-000385,Chandio Restaurant Pvt Ltd,Noor Laghari,30070-1436882-2,Restaurant,Owner,33.0,409182114.0,Dera Ghazi Khan
BIZ-000386,Jatoi Textile Enterprises,Noor Laghari,30070-1436882-2,Textile,Partner,50.0,490982726.0,Dera Ghazi Khan
BIZ-000387,Memon Financial Services Enterprises,Bushra Brohi,14043-3191996-8,Financial Services,Director,20.0,414472689.0,Swabi
BIZ-000388,Cheema IT Services Enterprises,Noman Khoso,34992-6294606-5,IT Services,Director,10.0,45356065.0,Faisalabad
BIZ-000389,Mughal Construction Enterprises,Danish Minhas,46304-6397904-5,Construction,Owner,60.0,153510478.0,Hyderabad
BIZ-000390,Raza Textile Enterprises,Komal Niazi,50028-9124787-6,Textile,Director,10.0,17269929.0,Quetta
BIZ-000391,Baloch Import/Export Enterprises,Sajid Warraich,31294-8610377-9,Import/Export,Owner,75.0,471801513.0,Rawalpindi
BIZ-000392,Niazi Agriculture Pvt Ltd,Rubina Jamali,35463-0458809-6,Agriculture,Director,25.0,281420902.0,Gujranwala
BIZ-000393,Virk Transport Enterprises,Hamza Rajput,36776-2984955-7,Transport,Director,10.0,467514527.0,Sheikhupura
BIZ-000394,Rajput E-Commerce Enterprises,Qudsia Hussain,64914-7394654-0,E-Commerce,Partner,50.0,452323590.0,Islamabad
BIZ-000395,Qureshi Import/Export Enterprises,Khalid Tahir,37662-7418675-9,Import/Export,Partner,25.0,348819698.0,Sahiwal
BIZ-000396,Randhawa Automotive Enterprises,Yasir Bugti,40460-6888378-3,Automotive,Director,5.0,16824845.0,Larkana
BIZ-000397,Sheikh Manufacturing Pvt Ltd,Yasir Bugti,40460-6888378-3,Manufacturing,Partner,100.0,5141741.0,Larkana
BIZ-000398,Khattak Textile Pvt Ltd,Azhar Soomro,36017-5893296-9,Textile,Owner,100.0,4122304.0,Lahore
BIZ-000399,Iqbal Healthcare Enterprises,Azhar Soomro,36017-5893296-9,Healthcare,Owner,50.0,8577771.0,Lahore
BIZ-000400,Virk Retail Pvt Ltd,Azhar Soomro,36017-5893296-9,Retail,Owner,33.0,8201514.0,Lahore
BIZ-000401,Gill Textile Pvt Ltd,Zubaida Khoso,37363-9550328-6,Textile,Owner,100.0,76811746.0,Sheikhupura
BIZ-000402,Rajput Real Estate Enterprises,Tahira Afridi,39566-4634092-2,Real Estate,Owner,33.0,72231494.0,Sahiwal
BIZ-000403,Awan Agriculture Enterprises,Tahira Afridi,39566-4634092-2,Agriculture,Owner,33.0,22590922.0,Sahiwal
