record_id,account_holder,cnic,monthly_transactions,avg_balance,bank_name,account_type
BANK-000314,Zainab Hussain,30774-0861771-8,103.0,7695175.0,JS Bank,Savings
BANK-000315,Tanveer Mengal,39520-4335129-7,43.0,11215472.0,Allied Bank,Business
BANK-000316,Tanveer Mengal,39520-4335129-7,102.0,9736556.0,Bank of Punjab,Savings
BANK-000317,Fateema Gondal,37753-6375890-0,33.0,525972.0,JS Bank,Business
BANK-000318,Arif Yousafzai,30418-4753242-5,16.0,510712.0,Meezan Bank,Business
BANK-000319,Arif Yousafzai,30418-4753242-5,44.0,1507277.0,Standard Chartered,Savings
BANK-000320,Basit Mengal,42379-9174314-1,55.0,52869657.0,JS Bank,Current
BANK-000321,Basit Mengal,42379-9174314-1,193.0,50811024.0,JS Bank,Current
BANK-000322,Basit Mengal,42379-9174314-1,243.0,76057721.0,JS Bank,Business
BANK-000323,Basit Mengal,42379-9174314-1,176.0,73295614.0,Bank Alfalah,Savings
BANK-000324,Danish Hashmi,45364-2560172-5,42.0,518546.0,Bank of Punjab,Current
BANK-000325,Madiha Bhatti,40229-6140091-6,50.0,1960641.0,Faysal Bank,Current
BANK-000326,Nighat Randhawa,13830-6216214-6,77.0,623280.0,Habib Bank,Business
BANK-000327,Nighat Randhawa,13830-6216214-6,15.0,644545.0,Bank Alfalah,Savings
BANK-000328,Nighat Randhawa,13830-6216214-6,38.0,824659.0,Meezan Bank,Savings
BANK-000329,Farah Mughal,47346-8913991-4,26.0,831982.0,Standard Chartered,Business
BANK-000330,Farah Mughal,47346-8913991-4,11.0,1183865.0,Faysal Bank,Current
BANK-000331,Farah Mughal,47346-8913991-4,50.0,1139897.0,Soneri Bank,Savings
BANK-000332,Aneela Memon,30240-6269889-8,28.0,684017.0,Askari Bank,Savings
BANK-000333,,,74.0,1917101.0,Faysal Bank,Current
BANK-000334,Bilal Ahmed,18178-1480600-9,26.0,44842.0,JS Bank,Current
BANK-000335,Bushra Khoso,49486-0857042-2,31.0,,Faysal Bank,Savings
BANK-000336,Bushra Khoso,49486-0857042-2,69.0,1114944.0,Faysal Bank,Current
BANK-000337,Farzana Sheikh,14809-0910360-2,179.0,14826309.0,United Bank,Business
BANK-000338,Farzana Sheikh,14809-0910360-2,34.0,1695068.0,Bank Al Habib,Savings
BANK-000339,Farzana Sheikh,14809-0910360-2,,621152.0,Allied Bank,Savings
BANK-000340,Madiha Chandio,46742-7644092-8,8.0,69316.0,Bank Alfalah,Business
BANK-000341,Arif Memon,49197-1399378-7,59.0,925145.0,Bank of Punjab,Savings
BANK-000342,Arif Memon,49197-1399378-7,16.0,1169639.0,Bank Alfalah,Current
BANK-000343,Wardah Cheema,38035-3449473-4,44.0,13884723.0,Bank of Punjab,Savings
BANK-000344,Wardah Cheema,38035-3449473-4,96.0,4094557.0,Standard Chartered,Current
BANK-000345,Wardah Chaudhry,73951-8740214-4,14.0,29869.0,Bank of Punjab,Current
BANK-000346,Naila Memon,33072-0076429-8,14.0,122908.0,Allied Bank,Business
BANK-000347,Khadija Tahir,40678-1573634-2,412.0,65398461.0,Habib Bank,Savings
BANK-000348,Khadeeja Tahir,40678-1573634-2,335.0,53509481.0,MCB Bank,Savings
BANK-000349,Khadijah Tahir,,90.0,39545545.0,Allied Bank,Business
BANK-000350,Khadeeja Tahir,40678-1573634-2,446.0,53008824.0,Faysal Bank,Current
BANK-000351,Yasir Tahir,38184-5134650-7,14.0,1639987.0,National Bank,Current
BANK-000352,Yasir Tahir,38184-5134650-7,54.0,1399292.0,Summit Bank,Current
BANK-000353,Humaira Khattak,40954-2916802-0,131.0,66808344.0,Bank of Punjab,Savings
BANK-000354,Humaira Khattak,40954-2916802-0,467.0,19159141.0,National Bank,Current
BANK-000355,Sohail Khan,18766-0544102-9,77.0,1445168.0,United Bank,Savings
BANK-000356,Madiha Awan,46690-6735194-2,2.0,163076.0,Bank Alfalah,Savings
BANK-000357,Junaid Sethi,42387-3756411-5,82.0,2571422.0,Askari Bank,Current
BANK-000358,Junaid Sethi,42387-3756411-5,144.0,10370472.0,Faysal Bank,Current
BANK-000359,Noman Kayani,37363-4220150-5,75.0,1650034.0,Bank of Punjab,Savings
BANK-000360,Yasmin Warraich,41816-8228510-4,42.0,425557.0,Meezan Bank,Business
BANK-000361,Yasmin Warraich,41816-8228510-4,30.0,1452467.0,Habib Bank,Current
BANK-000362,Zahid Chandio,33384-1518093-5,27.0,91302.0,Standard Chartered,Savings
BANK-000363,Amir Baloch,49988-7522630-5,22.0,518355.0,Bank Alfalah,Savings
BANK-000364,Hamza Junejo,12276-6264065-1,98.0,9365890.0,Allied Bank,Current
BANK-000365,Hamza Junejo,12276-6264065-1,81.0,3282831.0,United Bank,Savings
BANK-000366,Hamza Junejo,12276-6264065-1,140.0,2292167.0,Askari Bank,Savings
BANK-000367,,12276-6264065-1,158.0,7621238.0,Allied Bank,Business
BANK-000368,Sadia Chandio,36407-6415592-8,157.0,6648658.0,National Bank,Savings
BANK-000369,Sadia Chandio,36407-6415592-8,102.0,14533860.0,Bank of Punjab,Business
BANK-000370,Sadia Chandio,36407-6415592-8,167.0,6282809.0,Summit Bank,Current
BANK-000371,Sadia Chandio,36407-6415592-8,124.0,,Soneri Bank,Savings
BANK-000372,Waseem Tahir,44104-3946517-3,18.0,154505.0,United Bank,Savings
BANK-000373,Waseem Tahir,44104-3946517-3,22.0,22102.0,MCB Bank,Savings
BANK-000374,Iram Minhas,14434-7493897-0,63.0,11294708.0,JS Bank,Business
BANK-000375,Iram Minhas,14434-7493897-0,188.0,612455.0,Allied Bank,Current
BANK-000376,Umair Abbasi,35776-4201795-1,142.0,14117587.0,Meezan Bank,Business
BANK-000377,,35776-4201795-1,82.0,13327726.0,National Bank,Savings
BANK-000378,Umair Abbasi,35776-4201795-1,62.0,10430323.0,Bank of Punjab,Current
BANK-000379,Umair Abbasi,35776-4201795-1,82.0,9782812.0,Askari Bank,Business
BANK-000380,Meriam Malik,43542-4809788-8,13.0,13552.0,JS Bank,Savings
BANK-000381,Ghazala Gondal,31786-7937723-2,46.0,1652298.0,Askari Bank,Savings
BANK-000382,Imran Cheema,44878-0935998-5,199.0,7516652.0,Bank Al Habib,Current
BANK-000383,Imraan Cheema,44878-0935998-5,,8968949.0,Soneri Bank,Business
BANK-000384,Imraan Cheema,44878-0935998-5,182.0,6625775.0,MCB Bank,Savings
BANK-000385,Imron Cheema,44878-0935998-5,61.0,12079202.0,Summit Bank,Current
BANK-000386,Tariq Laghari,45461-0684891-5,339.0,9041437.0,Allied Bank,Savings
BANK-000387,Tariq Laghari,45461-0684891-5,238.0,8884648.0,Bank of Punjab,Savings
BANK-000388,Ahmad Tahir,31857-5628987-9,25.0,153379.0,United Bank,Business
BANK-000389,Samina Qureshi,61929-7089190-2,79.0,1207072.0,Meezan Bank,Savings
BANK-000390,Samina Qureshi,61929-7089190-2,54.0,1689891.0,JS Bank,Current
BANK-000391,Parveen Rajput,39848-3906349-4,77.0,1027242.0,United Bank,Savings
BANK-000392,Qasim Jatoi,38415-1863970-3,25.0,158214.0,Allied Bank,Business
BANK-000393,Daniyal Awan,10809-1498516-1,16.0,139375.0,Askari Bank,Savings
BANK-000394,Fahad Qureshi,40682-3048189-7,39.0,214452.0,Faysal Bank,Savings
BANK-000395,,40682-3048189-7,25.0,1394342.0,Soneri Bank,Savings
BANK-000396,Ghazala Virk,56350-3691241-8,71.0,788089.0,Allied Bank,Savings
BANK-000397,Ghazala Virk,56350-3691241-8,72.0,508557.0,JS Bank,Current
BANK-000398,Kashif Jamali,11757-5505569-3,34.0,1735912.0,Summit Bank,Savings
BANK-000399,Kashif Jamali,11757-5505569-3,52.0,925739.0,MCB Bank,Savings
BANK-000400,Junaid Warraich,47013-1646217-7,23.0,122088.0,Bank Al Habib,Current
BANK-000401,Waseem Raza,41965-3868946-5,197.0,7655246.0,Habib Bank,Savings
BANK-000402,Samina Virk,41775-8359365-0,44.0,964717.0,Standard Chartered,Current
BANK-000403,Samina Virk,41775-8359365-0,,1052727.0,United Bank,Savings
BANK-000404,Umair Gondal,62727-5343888-5,38.0,,Summit Bank,Savings
BANK-000405,Umair Yousafzai,12190-2628481-5,6.0,128112.0,United Bank,Business
BANK-000406,Zubayr Laghari,34386-7765945-1,18.0,1083932.0,Soneri Bank,Savings
BANK-000407,Zubair Laghari,34386-7765945-1,47.0,982187.0,Bank Alfalah,Current
BANK-000408,Zubayer Laghari,34386-7765945-1,80.0,,United Bank,Current
BANK-000409,Amir Sethi,35977-4799245-5,19.0,88920.0,JS Bank,Savings
BANK-000410,Jaweria Jamali,46577-2671164-0,5.0,,Allied Bank,Savings
BANK-000411,Nighat Ahmed,75891-6123895-8,28.0,181291.0,JS Bank,Current
BANK-000412,Nighat Ahmed,75891-6123895-8,5.0,51921.0,Bank Al Habib,Current
BANK-000413,Yasir Mughal,32814-3998978-1,167.0,13192244.0,Bank of Punjab,Savings
BANK-000414,Yasir Mughal,32814-3998978-1,81.0,11699311.0,Bank Alfalah,Business
BANK-000415,Yasir Mughal,32814-3998978-1,176.0,9396849.0,Faysal Bank,Savings
BANK-000416,Durr-e-Shahwar Hashmi,51726-4344343-6,,3644516.0,Allied Bank,Business
BANK-000417,Durr-e-Shahwar Hashmi,51726-4344343-6,469.0,53744722.0,Standard Chartered,Current
BANK-000418,Zeeshan Junejo,46039-1296931-7,103.0,10181875.0,JS Bank,Savings
BANK-000419,Zeeshan Junejo,46039-1296931-7,114.0,8095351.0,Allied Bank,Savings
BANK-000420,Zeeshan Junejo,46039-1296931-7,46.0,3177939.0,Soneri Bank,Business
BANK-000421,Riffat Bhatti,37264-4298466-6,,112364.0,MCB Bank,Current
BANK-000422,Riffat Bhatti,37264-4298466-6,3.0,163207.0,Bank Al Habib,Current
BANK-000423,Javed Jatoi,14150-9712359-5,69.0,9492431.0,JS Bank,Savings
BANK-000424,Javed Jatoi,14150-9712359-5,107.0,14622868.0,Bank of Punjab,Business
BANK-000425,Javed Jatoi,,31.0,14741662.0,Bank Al Habib,Savings
BANK-000426,,14150-9712359-5,114.0,6614237.0,Faysal Bank,Current
BANK-000427,Salman Chaudhry,35263-7048621-9,244.0,69931502.0,MCB Bank,Current
BANK-000428,Salman Chaudhry,35263-7048621-9,398.0,97462587.0,JS Bank,Savings
BANK-000429,Salman Chaudhry,35263-7048621-9,,73748574.0,Standard Chartered,Current
BANK-000430,Umair Ali,39600-0358705-1,70.0,,Meezan Bank,Business
BANK-000431,Umair Ali,39600-0358705-1,27.0,677791.0,JS Bank,Current
BANK-000432,,34494-3615275-8,,1216859.0,MCB Bank,Savings
BANK-000433,Noor Khattak,34494-3615275-8,47.0,983254.0,Faysal Bank,Savings
BANK-000434,Noor Chaudhry,11638-7602513-8,31.0,757508.0,Summit Bank,Savings
BANK-000435,Noor Chaudhry,11638-7602513-8,16.0,574384.0,Bank Alfalah,Savings
BANK-000436,Nadeem Cheema,35813-2774675-1,65.0,1267851.0,Bank Al Habib,Savings
BANK-000437,Nadeem Cheema,35813-2774675-1,68.0,157565.0,Faysal Bank,Savings
BANK-000438,Waheed Tahir,32128-3958472-1,45.0,10509795.0,MCB Bank,Current
BANK-000439,Waheed Tahir,32128-3958472-1,88.0,4731334.0,United Bank,Business
BANK-000440,,32128-3958472-1,80.0,11918160.0,MCB Bank,Savings
BANK-000441,Bushra Gondal,36996-1471331-0,32.0,1128700.0,JS Bank,Current
BANK-000442,Bushra Gondal,36996-1471331-0,72.0,917153.0,Meezan Bank,Current
BANK-000443,Atif Qureshi,52594-9023440-7,46.0,443778.0,JS Bank,Business
BANK-000444,Nighat Mughal,38743-9754299-0,82.0,10500461.0,United Bank,Current
BANK-000445,Shaheed Shah,53187-8008861-7,16.0,760549.0,Askari Bank,Current
BANK-000446,Ehsan Siddiqui,47046-2736187-7,113.0,11633195.0,Soneri Bank,Business
BANK-000447,Ehsan Siddiqui,47046-2736187-7,115.0,11509352.0,Askari Bank,Savings
BANK-000448,Ehsan Siddiqui,47046-2736187-7,114.0,3100580.0,Habib Bank,Current
BANK-000449,Uzma Cheema,32700-3768077-0,,21253867.0,MCB Bank,Savings
BANK-000450,Samina Bugti,37491-9090342-2,28.0,1643575.0,Allied Bank,Savings
BANK-000451,Farzana Junejo,56997-5976825-0,23.0,13389.0,JS Bank,Savings
BANK-000452,,33177-3742036-8,14.0,30833.0,Bank Alfalah,Savings
BANK-000453,Danish Mirza,44802-1067049-3,390.0,69013839.0,National Bank,Current
BANK-000454,,36253-0034183-0,58.0,1756329.0,National Bank,Savings
BANK-000455,Pervaiz Junejo,35807-1001592-5,195.0,39411186.0,JS Bank,Current
BANK-000456,Pervaiz Junejo,35807-1001592-5,94.0,,Faysal Bank,Savings
BANK-000457,Pervaiz Junejo,35807-1001592-5,412.0,29279004.0,Bank of Punjab,Savings
BANK-000458,Pervaiz Junejo,35807-1001592-5,67.0,47155034.0,Bank Alfalah,Savings
BANK-000459,Mushtaq Sheikh,39226-5082022-3,415.0,11439603.0,National Bank,Savings
BANK-000460,Mushtaq Sheikh,39226-5082022-3,225.0,83675975.0,Bank Alfalah,Current
BANK-000461,Mushtaq Sheikh,39226-5082022-3,328.0,14201665.0,JS Bank,Current
BANK-000462,Hasan Chandio,42507-5381259-9,2.0,103154.0,Meezan Bank,Savings
BANK-000463,Maheen Malik,16582-5321347-4,22.0,1171794.0,MCB Bank,Savings
BANK-000464,Usman Khan,39335-1021480-7,36.0,1460253.0,JS Bank,Savings
BANK-000465,Irfan Raza,48035-4416351-5,139.0,98806516.0,MCB Bank,Current
BANK-000466,Irfan Raza,48035-4416351-5,231.0,23146024.0,Bank of Punjab,Current
BANK-000467,Farhan Hussain,38955-5259767-7,192.0,63481739.0,JS Bank,Savings
BANK-000468,Farhan Hussain,38955-5259767-7,203.0,,Allied Bank,Savings
BANK-000469,Farhaan Hussain,38955-5259767-7,356.0,89016845.0,Bank Alfalah,Current
BANK-000470,Noman Gondal,41075-1109248-9,477.0,11259027.0,United Bank,Savings
BANK-000471,Noman Gondal,41075-1109248-9,68.0,89674750.0,JS Bank,Current
BANK-000472,Babar Shah,34196-0533369-9,68.0,736218.0,National Bank,Business
BANK-000473,Wardah Ahmed,10494-5077947-2,61.0,1748505.0,United Bank,Current
BANK-000474,Wardah Ahmed,10494-5077947-2,17.0,1084453.0,Meezan Bank,Savings
BANK-000475,Junaid Laghari,44639-6056492-3,23.0,116870.0,Soneri Bank,Business
BANK-000476,Daniyal Aslam,42854-7891119-9,33.0,1042703.0,Allied Bank,Savings
BANK-000477,Ghazala Mengal,49651-0237335-0,23.0,84320.0,Allied Bank,Savings
BANK-000478,Ghazala Mengal,49651-0237335-0,9.0,12883.0,Soneri Bank,Savings
BANK-000479,Noor Siddiqui,35680-6817490-2,7.0,164525.0,Soneri Bank,Savings
BANK-000480,Noor Siddiqui,35680-6817490-2,26.0,18790.0,Bank Al Habib,Current
BANK-000481,Noor Siddiqui,35680-6817490-2,10.0,99360.0,Bank Alfalah,Savings
BANK-000482,Parveen Memon,17167-8671527-6,75.0,1260410.0,Bank of Punjab,Current
BANK-000483,Nasreen Tahir,39533-8542467-2,52.0,2651555.0,MCB Bank,Savings
BANK-000484,Nasreen Tahir,39533-8542467-2,117.0,13740935.0,Standard Chartered,Business
BANK-000485,Noor Chandio,41786-2781642-6,57.0,1421549.0,Faysal Bank,Business
BANK-000486,Zubaida Soomro,38542-9641431-0,29.0,961166.0,Summit Bank,Savings
BANK-000487,Ahmd Niazi,47222-6793205-3,68.0,11596427.0,Standard Chartered,Savings
BANK-000488,Ahmad Niazi,47222-6793205-3,,,Bank Al Habib,Savings
BANK-000489,Samina Baloch,31121-2355321-0,64.0,603202.0,Allied Bank,Savings
BANK-000490,Samina Baloch,31121-2355321-0,38.0,1866042.0,Soneri Bank,Savings
BANK-000491,Ayesha Bhatti,54753-4686376-6,14.0,164919.0,Askari Bank,Savings
BANK-000492,Samina Memon,39656-0705304-6,,14379049.0,Bank Alfalah,Current
BANK-000493,Samina Memon,39656-0705304-6,,,Soneri Bank,Savings
BANK-000494,Yasmin Awan,38658-8937090-8,19.0,15692.0,National Bank,Savings
BANK-000495,,33520-0679915-6,197.0,7676080.0,Askari Bank,Current
BANK-000496,Farzana Raza,33520-0679915-6,127.0,4316601.0,Allied Bank,Business
BANK-000497,Mushtaq Cheema,33199-2373219-3,,88765108.0,Bank of Punjab,Current
BANK-000498,Mushtaq Cheema,33199-2373219-3,275.0,9168310.0,Bank Al Habib,Current
BANK-000499,Waqas Kayani,44565-7591837-5,300.0,16556378.0,Bank Al Habib,Savings
BANK-000500,Waqas Kayani,44565-7591837-5,373.0,21876056.0,Summit Bank,Savings
BANK-000501,Waqas Kayani,44565-7591837-5,308.0,64657175.0,Bank of Punjab,Savings
BANK-000502,Shoaib Bhatti,39107-7291616-5,80.0,1628449.0,Bank of Punjab,Current
BANK-000503,Komal Raza,44293-9905828-8,9.0,23552.0,United Bank,Current
BANK-000504,Naadia Chandio,36582-0626606-4,12.0,131302.0,National Bank,Savings
BANK-000505,Saeed Bhatti,34700-8191723-5,69.0,1858480.0,Meezan Bank,Current
BANK-000506,Said Bhatti,34700-8191723-5,68.0,1016759.0,Allied Bank,Savings
BANK-000507,Said Bhatti,34700-8191723-5,66.0,1136088.0,Bank of Punjab,Business
BANK-000508,Mhd Baig,40830-1542210-1,60.0,1387489.0,Meezan Bank,Savings
BANK-000509,Muhammad Baig,40830-1542210-1,24.0,1730724.0,Summit Bank,Current
BANK-000510,Muhammad Baig,40830-1542210-1,16.0,1424741.0,Bank Alfalah,Savings
BANK-000511,Tahira Tahir,32288-8653022-6,15.0,102686.0,JS Bank,Current
BANK-000512,Komal Bugti,12621-2953526-0,2.0,192021.0,Bank Alfalah,Current
BANK-000513,Atif Kayani,33550-9880277-5,103.0,93920131.0,Summit Bank,Current
BANK-000514,Atif Kayani,,261.0,19598098.0,Summit Bank,Current
BANK-000515,Amir Abbasi,35209-8700118-9,,91880.0,Standard Chartered,Current
BANK-000516,,35209-8700118-9,12.0,168328.0,Askari Bank,Savings
BANK-000517,Talha Minhas,18975-4338015-1,435.0,77007610.0,Soneri Bank,Savings
BANK-000518,Talha Minhas,18975-4338015-1,177.0,85013572.0,Bank of Punjab,Business
BANK-000519,Imraan Bugti,49736-0833828-1,212.0,77053854.0,Askari Bank,Savings
BANK-000520,Lubna Durrani,44526-8726015-4,10.0,1027979.0,Bank Alfalah,Savings
BANK-000521,Aisha Abbasi,45268-1316924-4,,103052.0,Habib Bank,Current
BANK-000522,,31221-7470432-3,22.0,965199.0,Faysal Bank,Savings
BANK-000523,Pervaiz Mirza,49985-9969093-9,37.0,899970.0,Bank Alfalah,Current
BANK-000524,Shaheed Randhawa,32230-0512542-5,,4686679.0,Bank of Punjab,Savings
BANK-000525,Shahid Randhawa,32230-0512542-5,48.0,9889038.0,Meezan Bank,Current
BANK-000526,Shahid Randhawa,32230-0512542-5,43.0,4588818.0,Soneri Bank,Current
BANK-000527,Shaheed Randhawa,32230-0512542-5,30.0,14526497.0,Askari Bank,Savings
BANK-000528,Waseem Khattak,31525-0697517-9,27.0,92165.0,United Bank,Business
BANK-000529,,31525-0697517-9,24.0,107394.0,Soneri Bank,Current
BANK-000530,Ehsan Qureshi,32046-0773778-7,,85427.0,Bank Alfalah,Business
BANK-000531,Khadeejah Warraich,31721-1282556-8,,14206532.0,United Bank,Business
BANK-000532,Khadija Warraich,31721-1282556-8,51.0,5660053.0,Askari Bank,Current
BANK-000533,Farzana Baig,32770-4359816-0,24.0,155107.0,Bank Al Habib,Business
BANK-000534,Farzana Baig,32770-4359816-0,6.0,23460.0,Soneri Bank,Savings
BANK-000535,Faisal Mengal,34860-6901331-9,61.0,135746.0,Bank Al Habib,Business
BANK-000536,Nasreen Khoso,30175-7345400-4,153.0,5600692.0,Standard Chartered,Savings
BANK-000537,Nasreen Khoso,30175-7345400-4,,7815441.0,MCB Bank,Savings
BANK-000538,Zubayr Malik,18982-5897279-3,50.0,736051.0,JS Bank,Savings
BANK-000539,Noor Aslam,42403-9619328-2,15.0,1961837.0,Bank of Punjab,Current
BANK-000540,Ehsan Chandio,16124-3288799-9,186.0,98964344.0,Soneri Bank,Savings
BANK-000541,Ehsan Chandio,16124-3288799-9,68.0,49086483.0,Bank Alfalah,Business
BANK-000542,Ghazala Khan,72085-3458506-4,48.0,1923161.0,Standard Chartered,Business
BANK-000543,Ghazala Khan,72085-3458506-4,50.0,1209421.0,Standard Chartered,Savings
BANK-000544,Zafar Jatoi,32371-0301572-9,23.0,104812.0,Standard Chartered,Business
BANK-000545,Tanveer Awan,31261-2230207-5,27.0,191826.0,MCB Bank,Business
BANK-000546,Naveed Minhas,34899-8083368-1,13.0,832591.0,Askari Bank,Current
BANK-000547,Tanzeela Khattak,32661-1360859-8,76.0,661325.0,Meezan Bank,Savings
BANK-000548,Tanveer Soomro,31644-8612592-9,7.0,167306.0,Standard Chartered,Current
BANK-000549,Allee Khan,39811-6635815-5,80.0,1912734.0,Meezan Bank,Current
BANK-000550,Ali Khan,,28.0,,MCB Bank,Savings
BANK-000551,Nadia Jamali,38339-1873157-8,16.0,81331.0,Soneri Bank,Current
BANK-000552,,38339-1873157-8,21.0,84551.0,Standard Chartered,Current
BANK-000553,Mhd Virk,14380-0875068-5,42.0,6233644.0,Bank Alfalah,Current
BANK-000554,Muhamad Virk,14380-0875068-5,83.0,9560215.0,Bank Alfalah,Current
BANK-000555,Muhamad Virk,14380-0875068-5,54.0,,JS Bank,Business
BANK-000556,Muhammad Virk,14380-0875068-5,129.0,2809797.0,Habib Bank,Business
BANK-000557,Owais Hashmi,66834-7858966-1,484.0,18180528.0,Bank Al Habib,Savings
BANK-000558,Owais Hashmi,66834-7858966-1,439.0,97918111.0,Summit Bank,Current
BANK-000559,Parveen Malik,39877-4110774-6,59.0,,JS Bank,Business
BANK-000560,Parveen Malik,39877-4110774-6,177.0,3483170.0,Bank of Punjab,Business
BANK-000561,Mansur Durrani,46291-4019392-7,22.0,151452.0,JS Bank,Savings
BANK-000562,Uzma Butt,34531-2062209-8,3.0,194759.0,Meezan Bank,Savings
BANK-000563,Uzma Butt,34531-2062209-8,25.0,178585.0,Soneri Bank,Business
BANK-000564,Irfan Hashmi,32221-4114761-3,2.0,63572.0,Habib Bank,Business
BANK-000565,Irfan Hashmi,32221-4114761-3,28.0,39663.0,Faysal Bank,Business
BANK-000566,Irfan Hashmi,32221-4114761-3,3.0,88507.0,Standard Chartered,Business
BANK-000567,Shaheed Baig,19453-8764782-9,21.0,135342.0,Askari Bank,Current
BANK-000568,Shaheed Baig,19453-8764782-9,,121327.0,National Bank,Current
BANK-000569,Shaheed Baig,19453-8764782-9,13.0,177444.0,Soneri Bank,Business
BANK-000570,Ayesha Raza,47907-5746947-6,400.0,20161306.0,MCB Bank,Current
BANK-000571,,,458.0,68650938.0,Summit Bank,Current
BANK-000572,,47907-5746947-6,310.0,58598904.0,Bank of Punjab,Savings
BANK-000573,Ayesha Raza,47907-5746947-6,324.0,45681764.0,Summit Bank,Savings
BANK-000574,Aisha Hussain,16603-9964106-2,30.0,64910.0,MCB Bank,Savings
BANK-000575,Aisha Hussain,16603-9964106-2,8.0,189317.0,Faysal Bank,Current
BANK-000576,Aisha Hussain,16603-9964106-2,20.0,148337.0,United Bank,Current
BANK-000577,Rashid Minhas,35662-4548964-5,95.0,,Bank of Punjab,Current
BANK-000578,Rasheed Minhas,35662-4548964-5,315.0,8215672.0,Standard Chartered,Business
BANK-000579,Uthman Shaikh,37906-9453169-9,351.0,88281012.0,Allied Bank,Current
BANK-000580,Usman Shaikh,37906-9453169-9,392.0,96761450.0,Bank Alfalah,Current
BANK-000581,Javed Malik,42083-9366501-5,33.0,10498315.0,Bank Al Habib,Business
BANK-000582,Javed Malik,42083-9366501-5,56.0,10872167.0,Bank Alfalah,Current
BANK-000583,Salman Chandio,11382-6615523-3,158.0,5736435.0,Askari Bank,Savings
BANK-000584,Nighat Ahmed,33468-2161655-0,,6091881.0,Faysal Bank,Business
BANK-000585,Nighat Ahmed,33468-2161655-0,156.0,3382781.0,MCB Bank,Current
BANK-000586,Nighat Ahmed,33468-2161655-0,100.0,4996563.0,Faysal Bank,Savings
BANK-000587,Jaweria Shaikh,30330-2182216-2,158.0,5081707.0,Soneri Bank,Savings
BANK-000588,Jaweria Shaikh,30330-2182216-2,51.0,9251162.0,Habib Bank,Current
BANK-000589,,39286-6197034-8,60.0,1112882.0,MCB Bank,Current
BANK-000590,,35974-9854752-2,20.0,145223.0,MCB Bank,Current
BANK-000591,Shoaib Gill,37247-1897929-1,453.0,63396833.0,Bank Al Habib,Current
BANK-000592,Shoaib Gill,37247-1897929-1,368.0,36690155.0,Faysal Bank,Current
BANK-000593,Shoaib Gill,37247-1897929-1,232.0,70342724.0,Askari Bank,Savings
BANK-000594,Shoaib Gill,37247-1897929-1,,99124153.0,Bank of Punjab,Savings
BANK-000595,Danish Butt,46866-6078544-3,11.0,1669985.0,Bank Al Habib,Savings
BANK-000596,Danish Butt,46866-6078544-3,18.0,1138489.0,Bank Al Habib,Current
