record_id,traveler_name,cnic,passport_number,destination,airline,travel_class,departure_date,return_date
TRVL-000229,Aisha Bugti,38495-0072248-0,HN9452688,Saudi Arabia,Air Blue,Economy,2024-05-20,2024-06-04
TRVL-000230,Irfan Raza,48035-4416351-5,RY5563802,Turkey,Saudi Airlines,Business,2023-06-24,2023-07-16
TRVL-000231,Irfan Raza,48035-4416351-5,RY5563802,Saudi Arabia,Etihad,Economy,2023-10-01,2023-10-22
TRVL-000232,Irfan Raza,48035-4416351-5,RY5563802,UAE,Qatar Airways,Business,2026-02-17,2026-02-25
TRVL-000233,Irfan Raza,48035-4416351-5,RY5563802,UK,Emirates,Economy,2023-09-12,2023-09-20
TRVL-000234,Furhan Hussain,38955-5259767-7,DI7015311,Turkey,Gulf Air,Economy,2024-06-02,2024-07-02
TRVL-000235,Ferhan Hussain,38955-5259767-7,,UAE,Malaysia Airlines,Business,2023-09-25,2023-10-03
TRVL-000236,Farhan Hussain,38955-5259767-7,DI7015311,UK,Malaysia Airlines,First,2023-07-31,2023-08-21
TRVL-000237,Farhan Hussain,38955-5259767-7,DI7015311,UAE,Fly Jinnah,Economy,2024-11-07,2024-12-07
TRVL-000238,Farhan Hussain,38955-5259767-7,DI7015311,Thailand,Emirates,First,2023-10-01,2023-10-22
TRVL-000239,Farhan Hussain,38955-5259767-7,DI7015311,UK,Saudi Airlines,Economy,2025-08-19,2025-09-04
TRVL-000240,Noman Gondal,41075-1109248-9,VN8001960,Saudi Arabia,British Airways,Business,2024-06-16,2024-07-05
TRVL-000241,Noman Gondal,41075-1109248-9,,Thailand,Saudi Airlines,Economy,2024-08-18,2024-09-17
TRVL-000242,Noman Gondal,41075-1109248-9,VN8001960,Saudi Arabia,Thai Airways,Business,2026-04-17,2026-04-29
TRVL-000243,Noman Gondal,41075-1109248-9,VN8001960,UAE,Saudi Airlines,Economy,2025-07-06,2025-07-19
TRVL-000244,Rubina Aslam,45386-6966540-6,GU4179441,UAE,PIA,Business,2024-05-10,2024-05-24
TRVL-000245,Rubina Aslam,45386-6966540-6,GU4179441,UAE,Etihad,Economy,2025-09-27,2025-10-09
TRVL-000246,Rubina Aslam,45386-6966540-6,GU4179441,UAE,Serene Air,Business,2024-01-04,2024-02-01
TRVL-000247,Nasreen Tahir,39533-8542467-2,WT0296370,Canada,Air Blue,Economy,2025-11-16,2025-12-05
TRVL-000248,Nasreen Tahir,39533-8542467-2,WT0296370,Saudi Arabia,Oman Air,Business,2025-11-24,2025-12-04
TRVL-000249,,38542-9641431-0,AD0306137,USA,Qatar Airways,Economy,2025-06-16,2025-07-04
TRVL-000250,Ahmd Niazi,47222-6793205-3,AE4659286,USA,,Economy,2024-06-24,2024-07-03
TRVL-000251,Ahmad Niazi,47222-6793205-3,AE4659286,UAE,Gulf Air,Business,2025-06-16,2025-07-13
TRVL-000252,Ahmad Niazi,47222-6793205-3,AE4659286,Saudi Arabia,Gulf Air,Business,2025-03-06,2025-03-29
TRVL-000253,Farzana Raza,33520-0679915-6,OG2941329,UAE,Malaysia Airlines,Business,2024-04-03,2024-04-27
TRVL-000254,Farzana Raza,,OG2941329,Thailand,Qatar Airways,Economy,2023-11-06,
TRVL-000255,Naveed Siddiqui,31477-1920875-1,XV4538115,China,Oman Air,Economy,2023-11-10,2023-12-05
TRVL-000256,Naveed Siddiqui,31477-1920875-1,XV4538115,UAE,Oman Air,First,2026-04-01,2026-04-09
TRVL-000257,Waqas Kayani,44565-7591837-5,IU0133599,Saudi Arabia,Oman Air,Economy,2025-04-12,2025-04-15
TRVL-000258,Waqas Kayani,44565-7591837-5,IU0133599,UAE,Qatar Airways,First,2024-12-14,2024-12-30
TRVL-000259,Waqas Kayani,44565-7591837-5,IU0133599,UAE,Serene Air,Economy,2025-04-01,2025-04-24
TRVL-000260,Waqas Kayani,44565-7591837-5,IU0133599,Saudi Arabia,Malaysia Airlines,Economy,2025-03-12,2025-03-24
TRVL-000261,Waqas Kayani,44565-7591837-5,IU0133599,UAE,Oman Air,Economy,2025-06-07,2025-06-18
TRVL-000262,Shoaib Bhatti,39107-7291616-5,CH6856952,UAE,Turkish Airlines,First,2023-09-05,2023-09-23
TRVL-000263,Shoaib Bhatti,39107-7291616-5,CH6856952,Qatar,,Business,2026-04-24,2026-05-07
TRVL-000264,Shoaib Bhatti,39107-7291616-5,CH6856952,Qatar,Turkish Airlines,Economy,2026-03-24,2026-03-28
TRVL-000265,Sohail Mirza,52835-5810714-1,MU0449401,UAE,Turkish Airlines,Economy,2026-03-12,2026-04-02
TRVL-000266,Farah Butt,39368-3508305-0,GH9378653,UK,Malaysia Airlines,Business,2023-11-12,2023-11-24
TRVL-000267,Farah Butt,39368-3508305-0,GH9378653,Turkey,,Business,2023-09-15,2023-09-27
TRVL-000268,Talha Minhas,18975-4338015-1,LP4649478,Qatar,Gulf Air,First,2025-02-27,2025-03-16
TRVL-000269,Talha Minhas,18975-4338015-1,LP4649478,Thailand,Malaysia Airlines,Business,2024-11-21,2024-12-17
TRVL-000270,Imraan Bugti,49736-0833828-1,LT0728612,UAE,Malaysia Airlines,Business,2023-11-29,2023-12-28
TRVL-000271,Owais Khattak,49347-4021015-9,SH2128102,UAE,Oman Air,Economy,2024-07-03,2024-07-23
TRVL-000272,Owais Khattak,49347-4021015-9,,UK,Emirates,Economy,2024-04-05,2024-04-12
TRVL-000273,Owais Khattak,49347-4021015-9,SH2128102,China,Gulf Air,Economy,2024-04-03,2024-04-27
TRVL-000274,Hina Shaikh,50095-1443525-8,IU7681244,UAE,Oman Air,Economy,2025-09-23,2025-10-18
TRVL-000275,Hina Shaikh,50095-1443525-8,IU7681244,USA,Serene Air,Economy,2025-05-09,2025-05-19
TRVL-000276,Hina Shaikh,50095-1443525-8,IU7681244,Saudi Arabia,Turkish Airlines,Economy,2024-01-16,
TRVL-000277,Shaheed Randhawa,32230-0512542-5,GA9028345,UK,Serene Air,Business,2025-03-29,2025-04-24
TRVL-000278,Khadijah Warraich,31721-1282556-8,GF8519434,UK,Emirates,Economy,2024-03-24,2024-04-22
TRVL-000279,Khadijah Warraich,31721-1282556-8,GF8519434,Thailand,Emirates,Economy,2024-08-18,2024-09-11
TRVL-000280,Khadija Warraich,31721-1282556-8,GF8519434,China,Oman Air,Economy,2025-05-31,2025-06-26
TRVL-000281,Zubair Malik,38505-0502580-7,II7553265,Saudi Arabia,British Airways,Economy,2024-07-05,2024-07-15
TRVL-000282,Zubair Malik,38505-0502580-7,,Saudi Arabia,Serene Air,Business,2023-10-08,2023-10-13
TRVL-000283,Noor Aslam,42403-9619328-2,TS7412790,Thailand,Oman Air,Economy,2025-05-01,2025-05-15
TRVL-000284,Noor Aslam,42403-9619328-2,TS7412790,USA,Etihad,Economy,2025-10-14,2025-10-29
TRVL-000285,Noor Aslam,42403-9619328-2,TS7412790,UAE,British Airways,Economy,2023-11-12,2023-12-06
TRVL-000286,Ehsan Chandio,16124-3288799-9,,Canada,Air Blue,Business,2023-08-30,
TRVL-000287,Ehsan Chandio,16124-3288799-9,LE0854913,UK,Turkish Airlines,Business,2026-03-22,2026-03-31
TRVL-000288,Ehsan Chandio,16124-3288799-9,LE0854913,Qatar,,Business,2025-09-29,2025-10-03
TRVL-000289,Ehsan Chandio,16124-3288799-9,LE0854913,Turkey,British Airways,Economy,2023-07-05,2023-07-09
TRVL-000290,Ghazala Khan,72085-3458506-4,EZ4428457,Saudi Arabia,Fly Jinnah,Economy,2023-11-04,2023-12-01
TRVL-000291,Naveed Minhas,34899-8083368-1,ZF1678062,Thailand,Qatar Airways,Economy,2024-06-14,2024-06-18
TRVL-000292,Naveed Minhas,34899-8083368-1,ZF1678062,Malaysia,Malaysia Airlines,Economy,2024-02-26,2024-03-18
TRVL-000293,Naveed Minhas,34899-8083368-1,ZF1678062,Thailand,Emirates,Economy,2025-03-05,2025-03-14
TRVL-000294,Muhammad Virk,14380-0875068-5,QM4098668,Canada,Saudi Airlines,First,2025-07-06,2025-08-02
TRVL-000295,Muhamad Virk,14380-0875068-5,QM4098668,Saudi Arabia,Etihad,Economy,2025-06-29,2025-07-09
TRVL-000296,Ayesha Raza,47907-5746947-6,IL1291820,Turkey,Gulf Air,Business,2024-05-10,2024-06-04
TRVL-000297,Aesha Raza,47907-5746947-6,IL1291820,UAE,Gulf Air,Economy,2025-02-24,2025-03-15
TRVL-000298,Rashid Minhas,35662-4548964-5,QY5051288,Saudi Arabia,Emirates,First,2023-09-12,2023-10-05
TRVL-000299,Rashid Minhas,35662-4548964-5,QY5051288,UAE,Air Blue,Business,2024-02-23,2024-02-29
TRVL-000300,Rashid Minhas,35662-4548964-5,QY5051288,Saudi Arabia,,First,2025-01-21,2025-02-08
TRVL-000301,Rashid Minhas,35662-4548964-5,QY5051288,Saudi Arabia,Fly Jinnah,Economy,2023-06-16,2023-07-12
TRVL-000302,Rasheed Minhas,35662-4548964-5,QY5051288,Thailand,Fly Jinnah,Economy,2025-02-08,2025-02-20
TRVL-000303,Usman Shaikh,37906-9453169-9,EG2781041,Thailand,Gulf Air,Economy,2024-07-28,2024-08-02
TRVL-000304,Javed Malik,42083-9366501-5,OH8678781,Turkey,Emirates,Business,2025-05-19,
TRVL-000305,Shazia Ali,39286-6197034-8,GJ1860339,China,British Airways,Economy,2024-08-29,2024-09-19
TRVL-000306,Shazia Ali,39286-6197034-8,GJ1860339,Saudi Arabia,PIA,Business,2025-03-31,2025-04-14
TRVL-000307,Shazia Ali,39286-6197034-8,GJ1860339,Malaysia,Air Blue,Business,2026-05-30,2026-06-15
TRVL-000308,,37247-1897929-1,,UK,Serene Air,Business,2025-10-23,2025-11-15
TRVL-000309,Shoaib Gill,37247-1897929-1,GF9503895,UAE,Saudi Airlines,Economy,2026-04-06,2026-05-03
TRVL-000310,Shoaib Gill,37247-1897929-1,GF9503895,Turkey,Thai Airways,Business,2025-07-08,2025-07-17
TRVL-000311,Asma Soomro,52115-0108873-8,WR6609368,Thailand,Fly Jinnah,Business,2024-02-08,2024-02-22
TRVL-000312,Asma Soomro,52115-0108873-8,WR6609368,UAE,Etihad,Business,2024-04-02,2024-04-09
TRVL-000313,Naadia Siddiqui,31747-6979167-0,RA8624735,UK,Qatar Airways,First,2024-09-15,2024-09-18
TRVL-000314,Nadia Siddiqui,31747-6979167-0,RA8624735,UK,Qatar Airways,Economy,2024-05-16,2024-06-09
TRVL-000315,Nadia Siddiqui,31747-6979167-0,RA8624735,Saudi Arabia,Air Blue,First,2023-09-11,2023-09-26
TRVL-000316,Nadiya Siddiqui,31747-6979167-0,RA8624735,Saudi Arabia,Thai Airways,Business,2025-11-28,2025-12-21
TRVL-000317,Nadia Siddiqui,31747-6979167-0,RA8624735,Saudi Arabia,Saudi Airlines,Business,2025-10-02,2025-10-09
TRVL-000318,Nadia Siddiqui,31747-6979167-0,RA8624735,Saudi Arabia,Thai Airways,First,2023-09-15,2023-10-13
TRVL-000319,Jaweria Mughal,34124-1824157-8,EH0078390,Saudi Arabia,Serene Air,Economy,2024-10-12,2024-11-09
TRVL-000320,Jaweria Mughal,34124-1824157-8,EH0078390,Thailand,Air Blue,Economy,2023-09-09,2023-10-09
TRVL-000321,Naveed Durrani,47015-5586410-1,NH6339795,Saudi Arabia,PIA,Economy,2023-08-29,2023-09-22
TRVL-000322,Shazia Randhawa,45425-3987618-6,NH4732855,Saudi Arabia,Emirates,Economy,2025-12-06,
TRVL-000323,Shazia Randhawa,45425-3987618-6,NH4732855,Saudi Arabia,Saudi Airlines,Economy,2025-06-22,2025-06-28
TRVL-000324,Shazia Randhawa,45425-3987618-6,NH4732855,China,Saudi Airlines,Economy,2025-08-02,2025-08-15
TRVL-000325,Humaira Tahir,66731-2605654-6,ZJ3419999,UAE,PIA,Economy,2025-09-15,2025-10-06
TRVL-000326,Tanveer Iqbal,42204-2213179-9,DZ2472831,Turkey,PIA,First,2024-02-12,2024-02-26
TRVL-000327,Tanveer Iqbal,42204-2213179-9,DZ2472831,Saudi Arabia,Malaysia Airlines,Economy,2023-09-09,2023-09-14
TRVL-000328,Umar Awan,78912-0498148-1,ZS9971569,UAE,Gulf Air,Economy,2025-08-09,2025-08-24
TRVL-000329,Umar Awan,78912-0498148-1,ZS9971569,UAE,Air Blue,Economy,2023-10-15,2023-11-10
TRVL-000330,Umar Awan,78912-0498148-1,ZS9971569,Saudi Arabia,Emirates,Economy,2024-03-27,2024-04-05
TRVL-000331,Javed Warraich,17558-7411997-9,,UK,Air Blue,Business,2023-09-27,2023-10-08
TRVL-000332,Waqas Rajput,35954-5401820-7,MR0290507,Malaysia,Qatar Airways,Economy,2025-12-23,2026-01-04
TRVL-000333,Wardah Awan,36554-7599462-8,PN8925247,UAE,Oman Air,Economy,2023-09-26,
TRVL-000334,Wardah Awan,36554-7599462-8,PN8925247,Malaysia,,Economy,2026-04-26,2026-05-05
TRVL-000335,Parveen Mengal,47890-5755505-0,NN9329384,Turkey,Thai Airways,Economy,2024-06-12,2024-07-11
TRVL-000336,Parveen Mengal,47890-5755505-0,NN9329384,China,British Airways,Economy,2025-03-01,2025-03-22
TRVL-000337,Fahad Ali,33606-7275162-3,OT5960782,UK,Saudi Airlines,Economy,2023-12-16,2024-01-01
TRVL-000338,Fahad Ali,33606-7275162-3,OT5960782,Saudi Arabia,Gulf Air,Economy,2025-11-13,2025-11-29
TRVL-000339,Husain Awan,61802-8063419-9,RZ4649031,Saudi Arabia,Serene Air,Economy,2024-06-29,2024-07-11
TRVL-000340,Danish Aslam,38587-0170841-5,CV6637399,Saudi Arabia,British Airways,Economy,2025-11-28,2025-12-14
TRVL-000341,Danish Aslam,38587-0170841-5,CV6637399,Turkey,PIA,Economy,2025-12-22,2026-01-16
TRVL-000342,Danish Aslam,38587-0170841-5,CV6637399,UAE,Oman Air,Economy,2023-08-13,2023-09-02
TRVL-000343,Danish Aslam,38587-0170841-5,CV6637399,Turkey,Thai Airways,Business,2026-01-30,2026-02-16
TRVL-000344,Sajid Jatoi,43351-4043620-1,SW6086273,Saudi Arabia,Fly Jinnah,Business,2023-10-18,2023-11-05
TRVL-000345,Sajid Jatoi,43351-4043620-1,,Saudi Arabia,Gulf Air,Economy,2025-03-25,2025-04-06
TRVL-000346,,43351-4043620-1,SW6086273,Turkey,Serene Air,Business,2026-03-30,2026-04-27
TRVL-000347,Sajid Jatoi,43351-4043620-1,SW6086273,Malaysia,Gulf Air,Business,2025-12-05,2025-12-25
TRVL-000348,Sajid Jatoi,43351-4043620-1,SW6086273,China,Oman Air,Business,2025-11-07,2025-12-05
TRVL-000349,Zaineb Shaikh,41645-0079873-2,BH5437142,Thailand,Turkish Airlines,Economy,2025-09-02,
TRVL-000350,Zainab Shaikh,41645-0079873-2,BH5437142,UK,Etihad,Business,2024-10-16,2024-11-10
TRVL-000351,Zainab Shaikh,41645-0079873-2,BH5437142,Malaysia,Etihad,Economy,2024-07-22,2024-08-13
TRVL-000352,Zainab Shaikh,41645-0079873-2,BH5437142,UAE,Malaysia Airlines,Economy,2024-04-25,2024-05-13
TRVL-000353,Farah Soomro,33770-0598167-2,OF8424544,Saudi Arabia,Serene Air,Economy,2026-04-18,2026-05-06
TRVL-000354,,30498-6853762-2,RS0634723,China,Emirates,Economy,2024-10-13,
TRVL-000355,Jaweria Warraich,30498-6853762-2,RS0634723,UAE,Serene Air,Economy,2024-06-17,2024-06-21
TRVL-000356,Naila Durrani,,QV8655433,Saudi Arabia,Air Blue,Economy,2024-07-29,2024-08-28
TRVL-000357,Naila Durrani,35308-9734309-2,QV8655433,Turkey,Gulf Air,Economy,2025-02-16,2025-02-20
TRVL-000358,Aisha Ali,46309-1299453-8,JH6016349,Canada,Turkish Airlines,Business,2024-01-02,2024-01-13
TRVL-000359,,46309-1299453-8,JH6016349,Thailand,,Economy,2026-04-21,2026-04-26
TRVL-000360,Aisha Ali,46309-1299453-8,JH6016349,Saudi Arabia,Qatar Airways,Economy,2026-03-11,2026-03-24
TRVL-000361,Habib Jatoi,38937-2351300-7,DG2557447,Qatar,Fly Jinnah,Economy,2024-09-21,
TRVL-000362,Habib Jatoi,38937-2351300-7,,UK,Malaysia Airlines,Economy,2025-05-23,2025-05-31
TRVL-000363,Noor Niazi,35785-4916357-4,XP8499127,UAE,Turkish Airlines,Economy,2024-10-16,2024-11-03
TRVL-000364,Junaid Baloch,73562-7669068-1,AT2905316,UK,Fly Jinnah,Economy,2023-10-03,2023-10-21
TRVL-000365,Zeeshan Minhas,,DB7468859,Turkey,Turkish Airlines,Economy,2023-06-27,2023-07-13
TRVL-000366,Ahmd Shaikh,32751-1180625-3,UV4618393,UK,Serene Air,Business,2025-05-24,2025-06-16
TRVL-000367,Ahemad Shaikh,32751-1180625-3,UV4618393,Thailand,Malaysia Airlines,Business,2026-02-01,2026-03-03
TRVL-000368,Ahmad Shaikh,32751-1180625-3,,Saudi Arabia,Malaysia Airlines,Economy,2025-11-03,2025-11-09
TRVL-000369,Ahmd Shaikh,32751-1180625-3,UV4618393,UK,Malaysia Airlines,Business,2023-11-15,2023-12-09
TRVL-000370,Ahmd Shaikh,32751-1180625-3,UV4618393,UAE,Turkish Airlines,First,2023-10-04,2023-10-12
TRVL-000371,Tanveer Minhas,32445-4314196-1,GI5169164,Canada,Thai Airways,Business,2025-09-25,2025-10-01
TRVL-000372,Usman Mengal,31133-6910396-1,XJ1475837,Saudi Arabia,Qatar Airways,Economy,2024-05-09,2024-05-31
TRVL-000373,Usmaan Mengal,31133-6910396-1,XJ1475837,UK,Emirates,Economy,2025-08-06,2025-09-02
TRVL-000374,Samina Khoso,46034-6887224-8,,Saudi Arabia,Thai Airways,Economy,2024-07-28,2024-08-12
TRVL-000375,Ehsan Ali,30133-8858559-1,BV7532949,China,Emirates,Economy,2024-01-04,2024-01-16
TRVL-000376,Ehsan Ali,30133-8858559-1,,Malaysia,Thai Airways,Economy,2024-12-06,2024-12-17
TRVL-000377,Zainab Bhatti,39911-7016215-8,BW1624524,Malaysia,Serene Air,Business,2023-09-27,2023-10-16
TRVL-000378,Zaineb Bhatti,39911-7016215-8,BW1624524,Oman,Turkish Airlines,Economy,2024-06-26,2024-07-06
TRVL-000379,Zenab Bhatti,39911-7016215-8,BW1624524,Qatar,Serene Air,First,2025-01-07,2025-01-17
TRVL-000380,Zainab Bhatti,39911-7016215-8,,Thailand,Gulf Air,Business,2024-08-28,2024-09-11
TRVL-000381,Parveen Abbasi,48692-6928747-0,QQ0943604,Thailand,Air Blue,Economy,2024-02-13,2024-03-14
TRVL-000382,Parveen Abbasi,,QQ0943604,UK,Thai Airways,Economy,2025-04-23,2025-04-26
TRVL-000383,Nighat Tahir,42432-0160092-0,AB1939073,Oman,Fly Jinnah,Business,2025-10-03,2025-10-24
TRVL-000384,Daniyal Chandio,34480-8801960-7,XG9394439,Turkey,PIA,First,2026-06-09,2026-06-22
TRVL-000385,Daniyal Chandio,34480-8801960-7,,Qatar,Serene Air,Business,2024-09-24,2024-09-27
TRVL-000386,Daniyal Chandio,,XG9394439,Oman,PIA,First,2026-01-18,2026-02-11
TRVL-000387,Daniyal Chandio,34480-8801960-7,XG9394439,Turkey,Fly Jinnah,Business,2026-03-24,2026-04-19
TRVL-000388,Parveen Junejo,34048-2791437-6,BF2202470,Turkey,Turkish Airlines,Economy,2025-09-11,
TRVL-000389,Parveen Junejo,34048-2791437-6,BF2202470,China,Serene Air,First,2023-06-25,2023-07-25
TRVL-000390,Asma Minhas,33208-6395727-4,RM8002816,UAE,Thai Airways,Economy,2026-04-15,2026-05-01
TRVL-000391,Asma Minhas,33208-6395727-4,RM8002816,UAE,Air Blue,Economy,2025-10-21,2025-11-08
TRVL-000392,Asma Minhas,33208-6395727-4,RM8002816,Saudi Arabia,Serene Air,Business,2024-09-20,2024-10-19
TRVL-000393,Uthman Minhas,41728-3337333-7,EI1396223,China,Saudi Airlines,Economy,2026-04-08,2026-04-26
TRVL-000394,Usman Minhas,41728-3337333-7,EI1396223,UAE,Air Blue,Economy,2023-11-20,2023-11-27
TRVL-000395,Shazia Shah,52938-0278918-8,OP5863091,UAE,Fly Jinnah,Economy,2024-01-07,2024-01-27
TRVL-000396,Uzma Soomro,31081-1166283-2,XZ9725826,UK,Qatar Airways,Economy,2024-07-27,2024-08-08
TRVL-000397,Uzma Soomro,31081-1166283-2,XZ9725826,Saudi Arabia,Fly Jinnah,Economy,2023-12-09,2023-12-12
TRVL-000398,Nasreen Yousafzai,43845-9048036-8,LZ4777888,UAE,Thai Airways,Business,2023-11-26,2023-12-04
TRVL-000399,Nasreen Yousafzai,43845-9048036-8,LZ4777888,Saudi Arabia,PIA,Business,2025-10-19,2025-10-22
TRVL-000400,Nasreen Yousafzai,43845-9048036-8,LZ4777888,Saudi Arabia,Serene Air,First,2024-02-09,2024-03-01
TRVL-000401,,43845-9048036-8,LZ4777888,UAE,Qatar Airways,First,2024-08-09,2024-08-23
TRVL-000402,Ghulam Khattak,40316-5884314-5,BR1365154,USA,Turkish Airlines,First,2024-08-23,2024-09-17
TRVL-000403,Rashid Virk,41698-1339331-5,PT1397532,Turkey,Air Blue,Economy,2026-01-07,2026-01-15
TRVL-000404,Rashid Virk,41698-1339331-5,PT1397532,UAE,Etihad,Economy,2024-05-05,
TRVL-000405,Rasheed Virk,41698-1339331-5,PT1397532,USA,Thai Airways,Business,2024-11-26,2024-12-08
TRVL-000406,Rashid Virk,41698-1339331-5,PT1397532,Canada,Oman Air,Business,2024-04-24,2024-05-22
TRVL-000407,Haasan Mengal,36525-4871392-3,NI7296960,UAE,Thai Airways,Economy,2026-05-15,2026-05-22
TRVL-000408,Haasan Mengal,36525-4871392-3,NI7296960,UAE,Oman Air,Economy,2026-02-22,2026-03-07
TRVL-000409,Zahid Randhawa,33316-1818115-7,MT0953395,UAE,Fly Jinnah,Economy,2024-07-27,2024-08-04
TRVL-000410,Saima Hashmi,32345-2120762-8,JQ9729420,UK,PIA,Economy,2025-08-06,2025-08-18
TRVL-000411,Saima Hashmi,32345-2120762-8,JQ9729420,Thailand,Emirates,Economy,2025-07-10,2025-07-14
TRVL-000412,Saima Hashmi,32345-2120762-8,JQ9729420,Saudi Arabia,Saudi Airlines,Economy,2024-07-07,2024-07-20
TRVL-000413,Saima Hashmi,32345-2120762-8,,Saudi Arabia,Turkish Airlines,Business,2023-08-30,2023-09-15
TRVL-000414,Naila Yousafzai,12688-2413812-6,WE1672091,Saudi Arabia,Oman Air,Economy,2023-11-03,2023-11-25
TRVL-000415,Zafar Durrani,46866-9951589-9,LB3362221,UK,British Airways,Economy,2026-02-22,2026-03-09
TRVL-000416,Aneela Sethi,42240-2200993-8,DL3073237,Saudi Arabia,Qatar Airways,Business,2025-04-01,2025-04-20
TRVL-000417,,43786-0460617-8,HT6948305,Saudi Arabia,Fly Jinnah,Business,2024-08-15,2024-09-10
TRVL-000418,Nadia Awan,43786-0460617-8,HT6948305,China,Emirates,Economy,2023-08-20,2023-09-03
TRVL-000419,Nadeea Awan,43786-0460617-8,HT6948305,Turkey,Etihad,First,2023-06-18,2023-07-07
TRVL-000420,Daniyal Malik,30546-0970373-7,VQ4952166,Saudi Arabia,Thai Airways,Economy,2024-11-12,2024-11-25
TRVL-000421,Daniyal Malik,30546-0970373-7,VQ4952166,Canada,Air Blue,Economy,2024-01-02,2024-01-20
TRVL-000422,Daniyal Malik,30546-0970373-7,VQ4952166,UAE,Qatar Airways,Business,2026-02-26,2026-03-11
TRVL-000423,Rabia Soomro,44022-0987279-2,XY6294122,USA,Malaysia Airlines,First,2024-07-23,2024-08-10
TRVL-000424,Rabia Soomro,44022-0987279-2,XY6294122,China,Turkish Airlines,Economy,2024-02-19,2024-02-29
TRVL-000425,Rabia Soomro,44022-0987279-2,XY6294122,UAE,Emirates,Economy,2025-04-29,2025-05-04
TRVL-000426,Wardah Khan,39022-0052274-2,BE4964941,Saudi Arabia,Qatar Airways,Business,2025-10-17,2025-11-11
TRVL-000427,Wardah Khan,39022-0052274-2,BE4964941,Qatar,Etihad,Economy,2025-04-07,2025-04-13
TRVL-000428,Rizwan Chaudhry,45502-3129613-3,HH5097218,UAE,Saudi Airlines,Economy,2025-10-31,2025-11-15
TRVL-000429,Rizwan Chaudhry,45502-3129613-3,HH5097218,Saudi Arabia,Emirates,Economy,2023-06-28,2023-07-17
TRVL-000430,Rizwan Chaudhry,45502-3129613-3,HH5097218,Saudi Arabia,Emirates,Economy,2023-12-03,2024-01-02
TRVL-000431,Waheed Soomro,36967-9306810-7,GW3622671,Qatar,,Economy,2023-10-07,2023-10-16
TRVL-000432,Hina Khattak,31977-1493958-6,YO0261156,Thailand,Serene Air,Economy,2026-05-21,2026-05-27
TRVL-000433,Hina Khattak,31977-1493958-6,YO0261156,Saudi Arabia,Thai Airways,Economy,2024-01-30,2024-02-13
TRVL-000434,Aneela Jatoi,54865-6309155-6,GC7934059,UK,,Economy,2025-10-07,2025-10-31
TRVL-000435,Ehsan Malik,32555-6908002-7,RB4747394,Turkey,Oman Air,First,2023-08-07,2023-08-10
TRVL-000436,Ehsan Malik,32555-6908002-7,RB4747394,UK,,Economy,2025-01-06,2025-01-15
TRVL-000437,Waqas Mengal,35685-0147749-1,HG5292570,Thailand,Emirates,Economy,2025-12-03,2025-12-17
TRVL-000438,Waqas Mengal,35685-0147749-1,HG5292570,Malaysia,Saudi Airlines,Economy,2025-10-18,2025-10-29
TRVL-000439,Adnan Durrani,30967-5826086-5,GM7876280,UK,Fly Jinnah,Business,2024-01-29,
TRVL-000440,Adnan Durrani,30967-5826086-5,GM7876280,UAE,Turkish Airlines,Economy,2025-04-10,2025-04-21
TRVL-000441,Iqbal Raza,45038-8242948-9,TD6277338,UAE,Oman Air,Business,2023-12-27,2023-12-30
TRVL-000442,Iqbal Raza,45038-8242948-9,TD6277338,UK,Qatar Airways,Economy,2023-08-16,2023-08-23
TRVL-000443,Iqbal Raza,45038-8242948-9,TD6277338,Saudi Arabia,Qatar Airways,Economy,2024-10-03,2024-10-21
TRVL-000444,Rabia Brohi,30448-1574031-0,BT6951031,UAE,Emirates,Economy,2024-12-30,2025-01-25
TRVL-000445,Rabia Brohi,30448-1574031-0,BT6951031,Saudi Arabia,Turkish Airlines,Business,2023-08-13,2023-08-24
TRVL-000446,Rabia Brohi,30448-1574031-0,,UAE,Gulf Air,Business,2024-12-19,2025-01-14
TRVL-000447,Qasem Afridi,37974-4134028-7,ZV8768693,Saudi Arabia,Thai Airways,Economy,2024-05-04,2024-05-25
TRVL-000448,Qasem Afridi,37974-4134028-7,ZV8768693,Saudi Arabia,PIA,Economy,2026-05-07,2026-05-19
TRVL-000449,Amna Siddiqui,35304-2063240-2,,Qatar,British Airways,Economy,2024-07-04,2024-07-08
TRVL-000450,Amir Bhatti,54540-8675995-3,BF5917898,UAE,Serene Air,Business,2026-04-14,2026-04-19
TRVL-000451,Amir Bhatti,54540-8675995-3,BF5917898,Malaysia,Air Blue,Business,2023-11-19,2023-11-26
TRVL-000452,Amir Bhatti,54540-8675995-3,BF5917898,Qatar,Air Blue,Economy,2024-12-13,2025-01-06
TRVL-000453,Amir Bhatti,54540-8675995-3,BF5917898,UK,Air Blue,First,2025-10-29,2025-11-12
TRVL-000454,Amir Bhatti,54540-8675995-3,BF5917898,Turkey,Gulf Air,Business,2025-03-05,2025-03-17
TRVL-000455,Amir Bhatti,54540-8675995-3,BF5917898,UK,Turkish Airlines,Business,2026-02-01,2026-03-02
TRVL-000456,Amna Mengal,18717-1716410-6,DO2957405,Saudi Arabia,Emirates,First,2024-02-08,2024-03-02
TRVL-000457,Amna Mengal,18717-1716410-6,DO2957405,Turkey,British Airways,Economy,2024-06-14,2024-07-10
